  50.0100000    3.2217368037e-03   -1.2228123535e-03    9.2518440632e-04    1.0032266342e-03   -2.0167480889e-03    5.2318425007e-04   -8.4240858616e-04   -2.4645703223e-04
  50.0200000    3.2184757598e-03   -1.2265505768e-03    9.3418422393e-04    1.0016388529e-03   -2.0170724551e-03    5.2517898929e-04   -8.4556220767e-04   -2.4514191252e-04
  50.0300000    3.2153293776e-03   -1.2304626259e-03    9.4305439522e-04    9.9998004566e-04   -2.0174028348e-03    5.2713374322e-04   -8.4867212675e-04   -2.4384090626e-04
  50.0400000    3.2122942900e-03   -1.2345442838e-03    9.5178375607e-04    9.9824973816e-04   -2.0177369465e-03    5.2904933235e-04   -8.5173124754e-04   -2.4255816174e-04
  50.0500000    3.2093646410e-03   -1.2387881034e-03    9.6036260396e-04    9.9644865565e-04   -2.0180722189e-03    5.3092708028e-04   -8.5473382134e-04   -2.4129720356e-04
  50.0600000    3.2065323057e-03   -1.2431835623e-03    9.6878284040e-04    9.9457858772e-04   -2.0184058117e-03    5.3276878242e-04   -8.5767536972e-04   -2.4006096049e-04
  50.0700000    3.2037871560e-03   -1.2477172815e-03    9.7703811906e-04    9.9264222832e-04   -2.0187346391e-03    5.3457666822e-04   -8.6055260577e-04   -2.3885179458e-04
  50.0800000    3.2011173592e-03   -1.2523733033e-03    9.8512400172e-04    9.9064299982e-04   -2.0190553971e-03    5.3635335737e-04   -8.6336335408e-04   -2.3767153148e-04
  50.0900000    3.1977424542e-03   -1.2547440317e-03    9.9181634757e-04    9.8918587614e-04   -2.0193645942e-03    5.3810181112e-04   -8.6610647011e-04   -2.3652149161e-04
  50.1000000    3.1948525817e-03   -1.2603504346e-03    9.9964203868e-04    9.8712778159e-04   -2.0196585845e-03    5.3982527941e-04   -8.6878175970e-04   -2.3540252191e-04
  50.1100000    3.1917501384e-03   -1.2659139721e-03    1.0073280550e-03    9.8499286783e-04   -2.0199336049e-03    5.4152724483e-04   -8.7138989924e-04   -2.3431502804e-04
  50.1200000    3.1884312754e-03   -1.2714093685e-03    1.0148793954e-03    9.8278415116e-04   -2.0201858140e-03    5.4321136431e-04   -8.7393235688e-04   -2.3325900676e-04
  50.1300000    3.1848944782e-03   -1.2768125168e-03    1.0223029723e-03    9.8050560561e-04   -2.0204113339e-03    5.4488140970e-04   -8.7641131546e-04   -2.3223407829e-04
  50.1400000    3.1811405805e-03   -1.2821008304e-03    1.0296075209e-03    9.7816210133e-04   -2.0206062943e-03    5.4654120802e-04   -8.7882959735e-04   -2.3123951852e-04
  50.1500000    3.1771727517e-03   -1.2872535769e-03    1.0368034830e-03    9.7575932963e-04   -2.0207668775e-03    5.4819458249e-04   -8.8119059181e-04   -2.3027429079e-04
  50.1600000    3.1729964546e-03   -1.2922521825e-03    1.0439028670e-03    9.7330371570e-04   -2.0208893653e-03    5.4984529532e-04   -8.8349818485e-04   -2.2933707721e-04
  50.1700000    3.1686193705e-03   -1.2970805007e-03    1.0509190853e-03    9.7080232037e-04   -2.0209701860e-03    5.5149699295e-04   -8.8575669215e-04   -2.2842630922e-04
  50.1800000    3.1640512939e-03   -1.3017250436e-03    1.0578667722e-03    9.6826273259e-04   -2.0210059625e-03    5.5315315478e-04   -8.8797079508e-04   -2.2754019748e-04
  50.1900000    3.1593039958e-03   -1.3061751718e-03    1.0647615844e-03    9.6569295410e-04   -2.0209935584e-03    5.5481704607e-04   -8.9014548000e-04   -2.2667676070e-04
