# time  R10_phi_l0_m0_re  R10_phi_l0_m0_im  R10_phi_l1_m-1_re  R10_phi_l1_m-1_im  R10_phi_l1_m0_re  R10_phi_l1_m0_im  R10_phi_l1_m1_re  R10_phi_l1_m1_im  R10_phi_l2_m-2_re  R10_phi_l2_m-2_im  R10_phi_l2_m-1_re  R10_phi_l2_m-1_im  R10_phi_l2_m0_re  R10_phi_l2_m0_im  R10_phi_l2_m1_re  R10_phi_l2_m1_im  R10_phi_l2_m2_re  R10_phi_l2_m2_im  R10_Pi_l0_m0_re  R10_Pi_l0_m0_im  R10_Pi_l1_m-1_re  R10_Pi_l1_m-1_im  R10_Pi_l1_m0_re  R10_Pi_l1_m0_im  R10_Pi_l1_m1_re  R10_Pi_l1_m1_im  R10_Pi_l2_m-2_re  R10_Pi_l2_m-2_im  R10_Pi_l2_m-1_re  R10_Pi_l2_m-1_im  R10_Pi_l2_m0_re  R10_Pi_l2_m0_im  R10_Pi_l2_m1_re  R10_Pi_l2_m1_im  R10_Pi_l2_m2_re  R10_Pi_l2_m2_im  R10_scalar_flux_kin  R14_phi_l0_m0_re  R14_phi_l0_m0_im  R14_phi_l1_m-1_re  R14_phi_l1_m-1_im  R14_phi_l1_m0_re  R14_phi_l1_m0_im  R14_phi_l1_m1_re  R14_phi_l1_m1_im  R14_phi_l2_m-2_re  R14_phi_l2_m-2_im  R14_phi_l2_m-1_re  R14_phi_l2_m-1_im  R14_phi_l2_m0_re  R14_phi_l2_m0_im  R14_phi_l2_m1_re  R14_phi_l2_m1_im  R14_phi_l2_m2_re  R14_phi_l2_m2_im  R14_Pi_l0_m0_re  R14_Pi_l0_m0_im  R14_Pi_l1_m-1_re  R14_Pi_l1_m-1_im  R14_Pi_l1_m0_re  R14_Pi_l1_m0_im  R14_Pi_l1_m1_re  R14_Pi_l1_m1_im  R14_Pi_l2_m-2_re  R14_Pi_l2_m-2_im  R14_Pi_l2_m-1_re  R14_Pi_l2_m-1_im  R14_Pi_l2_m0_re  R14_Pi_l2_m0_im  R14_Pi_l2_m1_re  R14_Pi_l2_m1_im  R14_Pi_l2_m2_re  R14_Pi_l2_m2_im  R14_scalar_flux_kin  R18_phi_l0_m0_re  R18_phi_l0_m0_im  R18_phi_l1_m-1_re  R18_phi_l1_m-1_im  R18_phi_l1_m0_re  R18_phi_l1_m0_im  R18_phi_l1_m1_re  R18_phi_l1_m1_im  R18_phi_l2_m-2_re  R18_phi_l2_m-2_im  R18_phi_l2_m-1_re  R18_phi_l2_m-1_im  R18_phi_l2_m0_re  R18_phi_l2_m0_im  R18_phi_l2_m1_re  R18_phi_l2_m1_im  R18_phi_l2_m2_re  R18_phi_l2_m2_im  R18_Pi_l0_m0_re  R18_Pi_l0_m0_im  R18_Pi_l1_m-1_re  R18_Pi_l1_m-1_im  R18_Pi_l1_m0_re  R18_Pi_l1_m0_im  R18_Pi_l1_m1_re  R18_Pi_l1_m1_im  R18_Pi_l2_m-2_re  R18_Pi_l2_m-2_im  R18_Pi_l2_m-1_re  R18_Pi_l2_m-1_im  R18_Pi_l2_m0_re  R18_Pi_l2_m0_im  R18_Pi_l2_m1_re  R18_Pi_l2_m1_im  R18_Pi_l2_m2_re  R18_Pi_l2_m2_im  R18_scalar_flux_kin
0.0000000000000000e+00  -2.2291572339994756e+00  0.0000000000000000e+00  -9.6035007372916471e-17  2.3907438761803623e-17  2.5937999064751249e-04  0.0000000000000000e+00  9.6035007372916471e-17  2.3907438761803623e-17  5.0876686560972278e-17  -6.2477489333528340e-18  1.4431323838845142e-18  -1.8364071343167257e-18  2.5236814345380026e-03  0.0000000000000000e+00  -1.4431323838845142e-18  -1.8364071343167257e-18  5.0876686560972278e-17  6.2477489333528340e-18  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  -0.0000000000000000e+00  -2.2321644079201244e+00  0.0000000000000000e+00  -1.0942135725264582e-16  2.2234290610625263e-17  3.3789188821573002e-04  0.0000000000000000e+00  1.0942135725264582e-16  2.2234290610625263e-17  4.6726228428148656e-17  -8.6671918408857236e-18  2.9572037771015761e-19  -1.0962591570940774e-18  6.5238845175717708e-04  0.0000000000000000e+00  -2.9572037771015761e-19  -1.0962591570940774e-18  4.6726228428148656e-17  8.6671918408857236e-18  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  -0.0000000000000000e+00  -2.2345771019766030e+00  0.0000000000000000e+00  -1.0568890657056975e-16  2.1688159500438153e-17  2.8901516807176841e-04  0.0000000000000000e+00  1.0568890657056975e-16  2.1688159500438153e-17  5.0543498210235918e-17  -1.2247198099151950e-17  -1.4951190310222469e-18  3.6699025928772647e-19  1.1687089552475036e-03  0.0000000000000000e+00  1.4951190310222469e-18  3.6699025928772647e-19  5.0543498210235918e-17  1.2247198099151950e-17  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  -0.0000000000000000e+00
1.0000000000000000e+00  -2.2291571686464806e+00  0.0000000000000000e+00  -8.9559969886749378e-17  4.5711158702537884e-17  2.5937999048999960e-04  0.0000000000000000e+00  8.9559969886749378e-17  4.5711158702537884e-17  5.0608696586117348e-17  -1.6619253782175465e-17  -1.3132187055993859e-17  -9.4335647522487531e-18  2.5236824339355118e-03  0.0000000000000000e+00  1.3132187055993859e-17  -9.4335647522487531e-18  5.0608696586117348e-17  1.6619253782175465e-17  1.2271167392643567e-07  0.0000000000000000e+00  2.8544481983451128e-17  1.3252908250455754e-16  -3.9000143608504877e-13  0.0000000000000000e+00  -2.8544481983451128e-17  1.3252908250455754e-16  -3.6716109448314643e-17  -3.8288733433063065e-16  6.7180739863756466e-17  -8.7574380799117168e-18  -4.2489671877305491e-09  0.0000000000000000e+00  -6.7180739863756466e-17  -8.7574380799117168e-18  -3.6716109448314643e-17  3.8288733433063065e-16  -2.7400662017681151e-08  -2.2321643521803769e+00  0.0000000000000000e+00  -9.4012027997077184e-17  2.0260875897090154e-17  3.3789188477292842e-04  0.0000000000000000e+00  9.4012027997077184e-17  2.0260875897090154e-17  5.2502665564900413e-17  -4.0100591130937710e-18  -3.1906672331885426e-18  3.5084369373069137e-19  6.5238831568549538e-04  0.0000000000000000e+00  3.1906672331885426e-18  3.5084369373069137e-19  5.2502665564900413e-17  4.0100591130937710e-18  1.2311444885406667e-07  0.0000000000000000e+00  -4.3166962673401413e-18  -1.2941541275834320e-16  -1.3615891085933765e-11  0.0000000000000000e+00  4.3166962673401413e-18  -1.2941541275834320e-16  -1.2976832437557934e-17  -1.1381293090575713e-17  -1.1353177459828439e-17  -7.5163020802331219e-17  4.4695599528265944e-09  0.0000000000000000e+00  1.1353177459828439e-17  -7.5163020802331219e-17  -1.2976832437557934e-17  1.1381293090575713e-17  -1.9046599437579291e-08  -2.2345771019789313e+00  0.0000000000000000e+00  -1.1793382661431473e-16  1.9074023919309269e-17  2.8901516796372984e-04  0.0000000000000000e+00  1.1793382661431473e-16  1.9074023919309269e-17  5.5451069794645650e-17  1.5188078294045405e-18  4.9208379070738578e-18  1.5097700540317861e-17  1.1687089547573956e-03  0.0000000000000000e+00  -4.9208379070738578e-18  1.5097700540317861e-17  5.5451069794645650e-17  -1.5188078294045405e-18  6.7696721332626175e-11  0.0000000000000000e+00  -1.8432931725606545e-17  -2.2849532246140791e-17  -2.5182645882142737e-13  0.0000000000000000e+00  1.8432931725606545e-17  -2.2849532246140791e-17  -5.6648213616400669e-18  -4.6003063237626878e-17  2.6260101016747273e-17  2.9685579181385359e-17  -4.0124253443502064e-12  0.0000000000000000e+00  -2.6260101016747273e-17  2.9685579181385359e-17  -5.6648213616400669e-18  4.6003063237626878e-17  -8.7750774265362621e-12
2.0000000000000000e+00  -2.2291570182846439e+00  0.0000000000000000e+00  -1.0608346510531264e-16  1.5166852839527294e-17  2.5937998805042328e-04  0.0000000000000000e+00  1.0608346510531264e-16  1.5166852839527294e-17  6.9376150826802214e-17  1.1971259745790998e-17  1.5638345788682520e-18  -1.4088275495207150e-17  2.5236843261499525e-03  0.0000000000000000e+00  -1.5638345788682520e-18  -1.4088275495207150e-17  6.9376150826802214e-17  -1.1971259745790998e-17  2.0273896052711693e-07  0.0000000000000000e+00  -1.2047602424037927e-16  5.2825855839075767e-16  -4.6768977980967765e-11  0.0000000000000000e+00  1.2047602424037927e-16  5.2825855839075767e-16  8.7420899733624731e-17  -2.1399799013038716e-16  -2.0004559026748476e-16  -1.5674781689499598e-16  1.9060868395004255e-09  0.0000000000000000e+00  2.0004559026748476e-16  -1.5674781689499598e-16  8.7420899733624731e-17  2.1399799013038716e-16  -4.5441723735145843e-08  -2.2321642026611799e+00  0.0000000000000000e+00  -8.7802270642078298e-17  2.7757368943196928e-17  3.3789186953503414e-04  0.0000000000000000e+00  8.7802270642078298e-17  2.7757368943196928e-17  5.4736549527161120e-17  -4.5880954066876644e-18  -7.7739625107815617e-18  -1.0621938742356736e-17  6.5238847687219131e-04  0.0000000000000000e+00  7.7739625107815617e-18  -1.0621938742356736e-17  5.4736549527161120e-17  4.5880954066876644e-18  2.0397421117930586e-07  0.0000000000000000e+00  -1.3514600898605210e-16  -1.6789290880898345e-17  -3.1921886132323457e-11  0.0000000000000000e+00  1.3514600898605210e-16  -1.6789290880898345e-17  -7.8570720387007450e-18  2.3764901813272862e-16  -8.9320608558900939e-17  8.3606340266231592e-18  -2.3377757978467063e-09  0.0000000000000000e+00  8.9320608558900939e-17  8.3606340266231592e-18  -7.8570720387007450e-18  -2.3764901813272862e-16  -3.1633763282739371e-08  -2.2345771006035489e+00  0.0000000000000000e+00  -1.1059402142856020e-16  4.6908287572249127e-18  2.8901516766084712e-04  0.0000000000000000e+00  1.1059402142856020e-16  4.6908287572249127e-18  5.2375992780255268e-17  3.1253245142902224e-18  -5.4449395431874562e-18  -7.8337709777915958e-18  1.1687090118921301e-03  0.0000000000000000e+00  5.4449395431874562e-18  -7.8337709777915958e-18  5.2375992780255268e-17  -3.1253245142902224e-18  4.8081646389034047e-09  0.0000000000000000e+00  -1.4268120680062029e-16  -1.0181336266637489e-16  1.2589737686025241e-12  0.0000000000000000e+00  1.4268120680062029e-16  -1.0181336266637489e-16  -7.0088527958456785e-19  9.2504805398386002e-19  7.3725001068317067e-17  7.3157601784134923e-17  2.7267369464116819e-10  0.0000000000000000e+00  -7.3725001068317067e-17  7.3157601784134923e-17  -7.0088527958456785e-19  -9.2504805398386002e-19  -6.3755919904136868e-10
2.9999999999999800e+00  -2.2291567879335803e+00  0.0000000000000000e+00  -9.8594635060400559e-17  4.0101219788203250e-17  2.5937987029212017e-04  0.0000000000000000e+00  9.8594635060400559e-17  4.0101219788203250e-17  5.6933518073044810e-17  7.1627678551528677e-18  1.0888608536954031e-17  2.9511752847972896e-17  2.5236842592903791e-03  0.0000000000000000e+00  -1.0888608536954031e-17  2.9511752847972896e-17  5.6933518073044810e-17  -7.1627678551528677e-18  3.0992174611414790e-07  0.0000000000000000e+00  1.3739456289788568e-17  -3.9468302944322491e-17  -2.0778479950464967e-10  0.0000000000000000e+00  -1.3739456289788568e-17  -3.9468302944322491e-17  6.1693636683962598e-16  5.0997763899701196e-16  -4.1988051009798041e-16  -3.2453389696415702e-16  -7.2681696948614354e-09  0.0000000000000000e+00  4.1988051009798041e-16  -3.2453389696415702e-16  6.1693636683962598e-16  -5.0997763899701196e-16  -6.8809383606439608e-08  -2.2321639624148890e+00  0.0000000000000000e+00  -1.0294367278851856e-16  -5.6289243637539508e-18  3.3789182220661518e-04  0.0000000000000000e+00  1.0294367278851856e-16  -5.6289243637539508e-18  6.1521488575459979e-17  -4.2159684385140448e-17  1.2208285868776231e-17  1.4485666296367426e-17  6.5238903454630653e-04  0.0000000000000000e+00  -1.2208285868776231e-17  1.4485666296367426e-17  6.1521488575459979e-17  4.2159684385140448e-17  3.0455280223602108e-07  0.0000000000000000e+00  4.9909896607250526e-17  4.2191510173470982e-17  -8.0780834630646384e-11  0.0000000000000000e+00  -4.9909896607250526e-17  4.2191510173470982e-17  -1.3302947997933232e-16  1.5079624938205004e-16  7.5659891213528200e-17  8.9275369348140803e-17  -1.9626249643647932e-09  0.0000000000000000e+00  -7.5659891213528200e-17  8.9275369348140803e-17  -1.3302947997933232e-16  -1.5079624938205004e-16  -4.7140917464177326e-08  -2.2345770754467376e+00  0.0000000000000000e+00  -1.0536539292427781e-16  1.7537274542418454e-17  2.8901514004131545e-04  0.0000000000000000e+00  1.0536539292427781e-16  1.7537274542418454e-17  5.4901686210289981e-17  3.3637944810346662e-18  -1.1852320272692611e-17  1.0623897506047261e-17  1.1687085305685241e-03  0.0000000000000000e+00  1.1852320272692611e-17  1.0623897506047261e-17  5.4901686210289981e-17  -3.3637944810346662e-18  5.0292572183300327e-08  0.0000000000000000e+00  -1.2760141748727378e-16  -1.7079319184830739e-16  -7.3778432181482860e-11  0.0000000000000000e+00  1.2760141748727378e-16  -1.7079319184830739e-16  -1.4356983228139216e-16  -1.4603111141281742e-16  -1.1614765632401522e-16  -4.4360678225232638e-17  -1.3087167270690790e-09  0.0000000000000000e+00  1.1614765632401522e-16  -4.4360678225232638e-17  -1.4356983228139216e-16  1.4603111141281742e-16  -6.3703752014013521e-09
3.9999999999999600e+00  -2.2291564196443781e+00  0.0000000000000000e+00  -1.0395370663856011e-16  3.8554392042729088e-17  2.5937966750877450e-04  0.0000000000000000e+00  1.0395370663856011e-16  3.8554392042729088e-17  4.8902504223828720e-17  -7.2328714120667368e-18  -2.2128735747018596e-19  -1.4286269446627843e-17  2.5236832933642206e-03  0.0000000000000000e+00  2.2128735747018596e-19  -1.4286269446627843e-17  4.8902504223828720e-17  7.2328714120667368e-18  5.1786643000626512e-07  0.0000000000000000e+00  4.0185566757695277e-16  -1.0847683718718896e-16  -2.3352426774747307e-10  0.0000000000000000e+00  -4.0185566757695277e-16  -1.0847683718718896e-16  6.1357155842641098e-16  -2.1960046271404022e-17  -1.7103620459164734e-16  -4.8615528784515628e-16  6.3305604354695421e-09  0.0000000000000000e+00  1.7103620459164734e-16  -4.8615528784515628e-16  6.1357155842641098e-16  2.1960046271404022e-17  -1.1472088477798266e-07  -2.2321636277270001e+00  0.0000000000000000e+00  -8.0076853707086249e-17  7.2489800927517169e-17  3.3789199127226555e-04  0.0000000000000000e+00  8.0076853707086249e-17  7.2489800927517169e-17  8.1824610240794441e-17  6.5866803990821492e-18  -3.0990606199429900e-17  -2.6012275931061157e-17  6.5238861035754603e-04  0.0000000000000000e+00  3.0990606199429900e-17  -2.6012275931061157e-17  8.1824610240794441e-17  -6.5866803990821492e-18  4.1308021964827496e-07  0.0000000000000000e+00  7.1657856756640647e-17  -1.6866719704335655e-16  2.5654342467734236e-10  0.0000000000000000e+00  -7.1657856756640647e-17  -1.6866719704335655e-16  -1.2204064640808848e-16  2.6775870641538910e-16  5.7783472538263393e-17  -5.0620719215642052e-17  7.0733354167757101e-10  0.0000000000000000e+00  -5.7783472538263393e-17  -5.0620719215642052e-17  -1.2204064640808848e-16  -2.6775870641538910e-16  -6.4685345241719348e-08  -2.2345769981145107e+00  0.0000000000000000e+00  -1.2885324597472513e-16  -7.4973632401111799e-18  2.8901505807812922e-04  0.0000000000000000e+00  1.2885324597472513e-16  -7.4973632401111799e-18  7.1470757426243692e-17  -4.0888835111286947e-17  8.0740239323463976e-18  -1.4343113298322487e-17  1.1687084766385386e-03  0.0000000000000000e+00  -8.0740239323463976e-18  -1.4343113298322487e-17  7.1470757426243692e-17  4.0888835111286947e-17  1.1495709977084714e-07  0.0000000000000000e+00  -1.2354487205113414e-17  4.3947238223221819e-17  -1.2076726462990110e-10  0.0000000000000000e+00  1.2354487205113414e-17  4.3947238223221819e-17  -1.9769688869336038e-16  7.9028086431926484e-18  2.5805539585007428e-17  -9.7389267956016749e-17  -2.0377290007541268e-09  0.0000000000000000e+00  -2.5805539585007428e-17  -9.7389267956016749e-17  -1.9769688869336038e-16  -7.9028086431926484e-18  -1.4516575804303788e-08
4.9999999999999396e+00  -2.2291557932486885e+00  0.0000000000000000e+00  -1.0724760601219527e-16  2.9061501896948032e-18  2.5937930167363454e-04  0.0000000000000000e+00  1.0724760601219527e-16  2.9061501896948032e-18  4.5061954270581765e-17  9.7332274727583384e-18  -3.3743675036243190e-18  -1.5244607817107279e-17  2.5236811765079470e-03  0.0000000000000000e+00  3.3743675036243190e-18  -1.5244607817107279e-17  4.5061954270581765e-17  -9.7332274727583384e-18  8.3417129764896462e-07  0.0000000000000000e+00  3.3374334165864786e-16  1.5687194415189581e-16  -5.1545539698923915e-10  0.0000000000000000e+00  -3.3374334165864786e-16  1.5687194415189581e-16  -2.1511184480524851e-16  -1.5997534996377170e-16  -1.1467964458438842e-16  1.6992243079791758e-16  1.0683957795528667e-09  0.0000000000000000e+00  1.1467964458438842e-16  1.6992243079791758e-16  -2.1511184480524851e-16  1.5997534996377170e-16  -1.8447916483429210e-07  -2.2321631843812173e+00  0.0000000000000000e+00  -9.7089669271366481e-17  6.0384164864036319e-17  3.3789187628055495e-04  0.0000000000000000e+00  9.7089669271366481e-17  6.0384164864036319e-17  6.5851355565701452e-17  4.4008052551114691e-17  9.5460613155559648e-18  -3.2692110102006578e-17  6.5238824357944508e-04  0.0000000000000000e+00  -9.5460613155559648e-18  -3.2692110102006578e-17  6.5851355565701452e-17  -4.4008052551114691e-17  5.3547147471287062e-07  0.0000000000000000e+00  -3.0615975328864700e-17  2.8535925532376873e-16  -4.0912129992524389e-10  0.0000000000000000e+00  3.0615975328864700e-17  2.8535925532376873e-16  -1.3936150168203416e-16  2.7409396004068842e-16  -1.1882132815468354e-16  2.5631507501967921e-17  -1.4888388406573226e-09  0.0000000000000000e+00  1.1882132815468354e-16  2.5631507501967921e-17  -1.3936150168203416e-16  -2.7409396004068842e-16  -8.4342900253812705e-08  -2.2345768493202844e+00  0.0000000000000000e+00  -1.0555216368914738e-16  3.3424879628165253e-18  2.8901495194165461e-04  0.0000000000000000e+00  1.0555216368914738e-16  3.3424879628165253e-18  2.1561109521433683e-17  -2.0597235244704736e-17  4.3833955020410043e-19  1.7689621358916020e-17  1.1687072621237374e-03  0.0000000000000000e+00  -4.3833955020410043e-19  1.7689621358916020e-17  2.1561109521433683e-17  2.0597235244704736e-17  2.0646942274061362e-07  0.0000000000000000e+00  -1.6137054375011419e-16  1.0093966420718383e-16  -1.3164529590399207e-10  0.0000000000000000e+00  1.6137054375011419e-16  1.0093966420718383e-16  8.6399693302024864e-17  9.4866556494799050e-17  4.7889077898163977e-17  2.1979351610504240e-17  -6.3911788041077358e-10  0.0000000000000000e+00  -4.7889077898163977e-17  2.1979351610504240e-17  8.6399693302024864e-17  -9.4866556494799050e-17  -2.5875972431861751e-08
5.9999999999999201e+00  -2.2291548835464110e+00  0.0000000000000000e+00  -1.0809040379471330e-16  7.0104218658359138e-18  2.5937960002969662e-04  0.0000000000000000e+00  1.0809040379471330e-16  7.0104218658359138e-18  6.3906749898540340e-17  2.7823576479425673e-17  -5.8418803580945027e-17  -2.3055310381975996e-17  2.5236784271259055e-03  0.0000000000000000e+00  5.8418803580945027e-17  -2.3055310381975996e-17  6.3906749898540340e-17  -2.7823576479425673e-17  1.1398922094961200e-06  0.0000000000000000e+00  3.6559600692771355e-16  2.7323025401284930e-16  2.5460390712527665e-09  0.0000000000000000e+00  -3.6559600692771355e-16  2.7323025401284930e-16  3.5072121348428353e-16  -1.2733673991271078e-16  4.8322567411603299e-16  -5.8749663452525167e-17  -2.5309413343483647e-09  0.0000000000000000e+00  -4.8322567411603299e-16  -5.8749663452525167e-17  3.5072121348428353e-16  1.2733673991271078e-16  -2.5239273082378211e-07  -2.2321626919026687e+00  0.0000000000000000e+00  -6.2371800466662439e-17  3.8557833114077309e-17  3.3789172901957376e-04  0.0000000000000000e+00  6.2371800466662439e-17  3.8557833114077309e-17  2.6456134430312211e-17  -5.0793935412492473e-19  -9.1147097871667124e-18  -5.1892626480587456e-17  6.5238799174773682e-04  0.0000000000000000e+00  9.1147097871667124e-18  -5.1892626480587456e-17  2.6456134430312211e-17  5.0793935412492473e-19  5.4084629449469157e-07  0.0000000000000000e+00  -3.8564907418135529e-16  -3.1884258612856788e-17  -6.9790134334653454e-11  0.0000000000000000e+00  3.8564907418135529e-16  -3.1884258612856788e-17  8.5588700886883296e-17  1.9729543048982672e-16  4.5955863464313842e-17  -1.4664343880236057e-16  7.3757695096316219e-12  0.0000000000000000e+00  -4.5955863464313842e-17  -1.4664343880236057e-16  8.5588700886883296e-17  -1.9729543048982672e-16  -8.5054067250815065e-08  -2.2345766069497386e+00  0.0000000000000000e+00  -9.6769173179949135e-17  9.8664217493528520e-18  2.8901480122109358e-04  0.0000000000000000e+00  9.6769173179949135e-17  9.8664217493528520e-18  5.1577065348704601e-17  -7.7658983269897823e-19  -9.6434701044902094e-19  1.6324217482831889e-17  1.1687063108130197e-03  0.0000000000000000e+00  9.6434701044902094e-19  1.6324217482831889e-17  5.1577065348704601e-17  7.7658983269897823e-19  3.0783925735680738e-07  0.0000000000000000e+00  -2.4848060702126392e-16  -1.6011223811177163e-16  -1.9499526071931980e-10  0.0000000000000000e+00  2.4848060702126392e-16  -1.6011223811177163e-16  2.3006412822958677e-17  -1.0535301831788297e-17  3.2451247110944981e-17  -3.1436915239648900e-16  5.2486205489979569e-10  0.0000000000000000e+00  -3.2451247110944981e-17  -3.1436915239648900e-16  2.3006412822958677e-17  1.0535301831788297e-17  -3.8828094294314765e-08
6.9999999999998996e+00  -2.2291536662362184e+00  0.0000000000000000e+00  -2.0173783704755671e-16  -1.0947106749873781e-17  2.5937932572980826e-04  0.0000000000000000e+00  2.0173783704755671e-16  -1.0947106749873781e-17  1.3337890330723546e-17  -1.0722436223698253e-17  -3.5680204111903334e-17  -2.8002512189533144e-17  2.5236744220987622e-03  0.0000000000000000e+00  3.5680204111903334e-17  -2.8002512189533144e-17  1.3337890330723546e-17  1.0722436223698253e-17  1.4721851165316892e-06  0.0000000000000000e+00  1.2341677350701578e-17  2.3921049443419593e-17  -2.6537136513399175e-09  0.0000000000000000e+00  -1.2341677350701578e-17  2.3921049443419593e-17  1.9289804285221416e-16  1.8716373978131571e-16  -7.0443798287953048e-17  3.9889451895138971e-16  4.8153470364485840e-09  0.0000000000000000e+00  7.0443798287953048e-17  3.9889451895138971e-16  1.9289804285221416e-16  -1.8716373978131571e-16  -3.2678301869715842e-07  -2.2321621854779341e+00  0.0000000000000000e+00  -8.3336448246357610e-17  3.0315137128663998e-17  3.3789157208669041e-04  0.0000000000000000e+00  8.3336448246357610e-17  3.0315137128663998e-17  6.3924726187612342e-17  5.3843627081064215e-17  -7.9808926597957873e-17  -2.1525145362761102e-17  6.5238768931403374e-04  0.0000000000000000e+00  7.9808926597957873e-17  -2.1525145362761102e-17  6.3924726187612342e-17  -5.3843627081064215e-17  5.8253038729107455e-07  0.0000000000000000e+00  3.7361065149910162e-16  -2.9683392695388916e-17  -2.1654829517254863e-10  0.0000000000000000e+00  -3.7361065149910162e-16  -2.9683392695388916e-17  1.9479219235221337e-16  4.7219605669997867e-16  4.4924849615377320e-17  7.9079756658230331e-17  3.5431566488701757e-11  0.0000000000000000e+00  -4.4924849615377320e-17  7.9079756658230331e-17  1.9479219235221337e-16  -4.7219605669997867e-16  -9.1525282594557715e-08  -2.2345762661153201e+00  0.0000000000000000e+00  -7.8620486433400886e-17  1.6006093745411345e-17  2.8901458254264323e-04  0.0000000000000000e+00  7.8620486433400886e-17  1.6006093745411345e-17  6.4453959652246219e-17  2.2343740667736442e-18  -2.6175541531644423e-17  2.0087386344135733e-18  1.1687064478454676e-03  0.0000000000000000e+00  2.6175541531644423e-17  2.0087386344135733e-18  6.4453959652246219e-17  -2.2343740667736442e-18  4.1481410287092854e-07  0.0000000000000000e+00  4.7904197192787077e-17  1.7641406033738368e-16  -2.8836433438270282e-10  0.0000000000000000e+00  -4.7904197192787077e-17  1.7641406033738368e-16  8.6509739586141232e-17  -2.3532942033819347e-16  -2.6143188018392888e-16  -7.8022358996747214e-17  -4.8223660196930025e-10  0.0000000000000000e+00  2.6143188018392888e-16  -7.8022358996747214e-17  8.6509739586141232e-17  2.3532942033819347e-16  -5.2207721144602646e-08
