# time  total_activity  peak_activity  rms_radius  confined_frac  bary_x  bary_y  bary_z  r_conf  total_activity_proper  rms_radius_proper  confined_frac_proper  rms_radius_canon  confined_frac_canon  rms_radius_phantom  confined_frac_phantom  canon_mass_frac  min_chi
0.0000000000000000e+00  7.9472009566014075e+00  2.4551160005931646e-02  6.6417319832868129e+00  2.7556829998971055e-01  2.1921111395595311e+01  3.2000000000000000e+01  3.2000000000000007e+01  4.7999999999999998e+00  7.9470094978943591e+00  6.6419985217327344e+00  2.7634603786804518e-01  4.3375467026694743e+00  7.4559271196420096e-01  4.4063748652979431e+00  7.3603889405619483e-01  4.9206866825715839e-01  9.8961493962662328e-01
3.9999999999999600e+00  7.9786658932895405e+00  2.4610770789963710e-02  6.6420642641782655e+00  2.7395601703051919e-01  2.1925534409221850e+01  3.2000000000023938e+01  3.1999999999999929e+01  4.7999999999999998e+00  7.9784557239027096e+00  6.6423181135710747e+00  2.7595290268575573e-01  4.3396321740865158e+00  7.4472553648002104e-01  4.4051550192812634e+00  7.3645029224423786e-01  4.9248654475428588e-01  9.8958356578799289e-01
7.9999999999998703e+00  8.0078876364345604e+00  2.4569364032530492e-02  6.6417136163384782e+00  2.7272939608532670e-01  2.1937766328055972e+01  3.1999999999749200e+01  3.1999999999997680e+01  4.7999999999999998e+00  8.0077314890244491e+00  6.6419217592429831e+00  2.7412279493601643e-01  4.3461574631132978e+00  7.4402085323243106e-01  4.3977266473793382e+00  7.3807231335784196e-01  4.9352595411110989e-01  9.8967940480541894e-01
1.1999999999999799e+01  8.0394159444639612e+00  2.4576432186489937e-02  6.6481780610084042e+00  2.7305846061268041e-01  2.1947883462865018e+01  3.1999999998257156e+01  3.1999999999912600e+01  4.7999999999999998e+00  8.0392484525830294e+00  6.6483637228289574e+00  2.6942008449593385e-01  4.3725548469460920e+00  7.4287923804601608e-01  4.3921285787027013e+00  7.3945302237395794e-01  4.9407793734430833e-01  9.8969211988733019e-01
1.5999999999999700e+01  8.0953837492629592e+00  2.4578686942631385e-02  6.7153051753415465e+00  2.7222054226493131e-01  2.1954110760438834e+01  3.1999999991457820e+01  3.1999999998615952e+01  4.7999999999999998e+00  8.0952050003435065e+00  6.7154881257492534e+00  2.6857349636307865e-01  4.5011358923768610e+00  7.4105558328859111e-01  4.4721137371169917e+00  7.3773887348387501e-01  4.9379061671417046e-01  9.8970280621595064e-01
2.0000000000000298e+01  8.1609140684889887e+00  2.4585420177587945e-02  6.8442268154170440e+00  2.7290920240147654e-01  2.1959767344412562e+01  3.1999999897818988e+01  3.1999999959758043e+01  4.7999999999999998e+00  8.1607287071375723e+00  6.8444164845072182e+00  2.6744803796053018e-01  4.6958037888392790e+00  7.4134230182115501e-01  4.6688023470178281e+00  7.3572920869379999e-01  4.9275148697487980e-01  9.8971304237003466e-01
2.4000000000000998e+01  8.2300988858630593e+00  2.4585540634983406e-02  7.0284898741296740e+00  2.7226630554767600e-01  2.1976260608162089e+01  3.1999999589932905e+01  3.1999999788615554e+01  4.7999999999999998e+00  8.2299437139640439e+00  7.0286477350903240e+00  2.7089852410207943e-01  4.9747657967883487e+00  7.4030797000394011e-01  4.9374553049925938e+00  7.3135376735482260e-01  4.9224892517256241e-01  9.8971260817422779e-01
2.8000000000001599e+01  8.2962181357807037e+00  2.4586940541073868e-02  7.2597570383331362e+00  2.6524646925687717e-01  2.2014836933394506e+01  3.1999999335055811e+01  3.1999999530804573e+01  4.7999999999999998e+00  8.2960867564207330e+00  7.2597950725541018e+00  2.6815393342574462e-01  5.3557898233394932e+00  7.3491198384315060e-01  5.2249689173050342e+00  7.3042238067124265e-01  4.9327874843323632e-01  9.8971083288863815e-01
3.2000000000002203e+01  8.3525048009086547e+00  2.4589674714493949e-02  7.5166680238813646e+00  2.6864571852107644e-01  2.2070816919175773e+01  3.1999999402180396e+01  3.1999999240489522e+01  4.7999999999999998e+00  8.3524266869068740e+00  7.5165118591418745e+00  2.6821211006997336e-01  5.7884916182741541e+00  7.3139172601678692e-01  5.5045814015277630e+00  7.2950583604107222e-01  4.9481978603513221e-01  9.8970549123450857e-01
3.6000000000001400e+01  8.3949810896252917e+00  2.4594287917446316e-02  7.7579705157436312e+00  2.7043952867409421e-01  2.2129234692264205e+01  3.1999999580897985e+01  3.1999999020352490e+01  4.7999999999999998e+00  8.3949500622752886e+00  7.7576193131317455e+00  2.6921062236891563e-01  6.1682673090761817e+00  7.2927144513667153e-01  5.7726460215463415e+00  7.2878817611445035e-01  4.9538097795632779e-01  9.8970045224099179e-01
4.0000000000000597e+01  8.4332722782508611e+00  2.4599332796397665e-02  7.9559465002911107e+00  2.7033860522306968e-01  2.2178506118839497e+01  3.1999999747343516e+01  3.1999999046428830e+01  4.7999999999999998e+00  8.4332664657483623e+00  7.9554521777345180e+00  2.6810145083150305e-01  6.4327517999095916e+00  7.2909474496060578e-01  6.0337786247523226e+00  7.2750920314911838e-01  4.9444014208644921e-01  9.8969434111063515e-01
4.3999999999999801e+01  8.4681208951265283e+00  2.4603683353856202e-02  8.0917528693415441e+00  2.6778904996606445e-01  2.2222565653161848e+01  3.1999999965970847e+01  3.1999999368365746e+01  4.7999999999999998e+00  8.4681425789086404e+00  8.0911453405061984e+00  2.6914176081304686e-01  6.5737172213153867e+00  7.3045883283897717e-01  6.2516072211560969e+00  7.2563637013058868e-01  4.9323383044452751e-01  9.8968769807036949e-01
4.7999999999998998e+01  8.4992515027647446e+00  2.4606318744935702e-02  8.1556808920446660e+00  2.6895724973359592e-01  2.2268154897737858e+01  3.2000000127364096e+01  3.1999999770424104e+01  4.7999999999999998e+00  8.4993107747622219e+00  8.1549670979257396e+00  2.7083300761975510e-01  6.6060605582805492e+00  7.3105205211278246e-01  6.3958823161702867e+00  7.2629442201598826e-01  4.9296967098153022e-01  9.8968162244338598e-01
5.1999999999998202e+01  8.5251863274477255e+00  2.4607422805179427e-02  8.1525244951403337e+00  2.7073355860343229e-01  2.2314765798981714e+01  3.2000000323891541e+01  3.2000000120917377e+01  4.7999999999999998e+00  8.5252773873362511e+00  8.1517158709212456e+00  2.7144373245458298e-01  6.5530094761608861e+00  7.3139493092480323e-01  6.4563238410881114e+00  7.2782207577403746e-01  4.9357243151942864e-01  9.8967425642445850e-01
