# time  total_canon  bary_x_canon  bary_y_canon  bary_z_canon  rms_radius_canon  total_phantom  bary_x_phantom  bary_y_phantom  bary_z_phantom  rms_radius_phantom
0.0000000000000000e+00  3.9105685910868684e+00  2.7000312493349870e+01  3.1999999999999989e+01  3.2000000000000007e+01  4.3375467026694752e+00  4.0366323655145386e+00  1.7000533428084253e+01  3.2000000000000021e+01  3.2000000000000014e+01  4.4063748652979431e+00
3.9999999999999600e+00  3.9293855975350338e+00  2.7000614008677204e+01  3.2000000000056659e+01  3.1999999999999979e+01  4.3396321740865158e+00  4.0492802957545067e+00  1.7000722287583347e+01  3.1999999999992173e+01  3.1999999999999886e+01  4.4051550192812634e+00
7.9999999999998703e+00  3.9521003861859265e+00  2.7002414558395959e+01  3.1999999999077545e+01  3.1999999999998650e+01  4.3461574631132978e+00  4.0557872502486330e+00  1.7002596657655861e+01  3.2000000000403688e+01  3.1999999999996735e+01  4.3977266473793373e+00
1.1999999999999799e+01  3.9720980472936978e+00  2.7006673771412242e+01  3.1999999994148961e+01  3.1999999999945196e+01  4.3725548469460920e+00  4.0673178971702626e+00  1.7007524333270400e+01  3.2000000002269168e+01  3.1999999999880782e+01  4.3921285787027022e+00
1.5999999999999700e+01  3.9974245340864307e+00  2.7013245339669506e+01  3.1999999980830335e+01  3.1999999998876341e+01  4.5011358923768610e+00  4.0979592151765285e+00  1.7019091247954357e+01  3.2000000001824581e+01  3.1999999998361954e+01  4.4721137371169908e+00
2.0000000000000298e+01  4.0213025423221662e+00  2.7024777009008769e+01  3.1999999897205470e+01  3.1999999975822103e+01  4.6958037888392790e+00  4.1396115261668225e+00  1.7039514293521268e+01  3.1999999898414977e+01  3.1999999944153089e+01  4.6688023470178281e+00
2.4000000000000998e+01  4.0512573306299950e+00  2.7038019575113502e+01  3.1999999820075580e+01  3.1999999915860990e+01  4.9747657967883487e+00  4.1788415552330651e+00  1.7069042220074554e+01  3.1999999366816702e+01  3.1999999665255036e+01  4.9374553049925938e+00
2.8000000000001599e+01  4.0923480987470242e+00  2.7054148695036240e+01  3.1999999763958641e+01  3.1999999669303190e+01  5.3557898233394932e+00  4.2038700370336812e+00  1.7109210040775391e+01  3.1999998917531073e+01  3.1999999395980087e+01  5.2249689173050351e+00
3.2000000000002203e+01  4.1329846384430358e+00  2.7083673473857825e+01  3.1999999756094944e+01  3.1999999096613028e+01  5.7884916182741533e+00  4.2195201624656198e+00  1.7160765932924978e+01  3.1999999055524057e+01  3.1999999381415339e+01  5.5045814015277630e+00
3.6000000000001400e+01  4.1587139421034554e+00  2.7127209157842994e+01  3.1999999860142346e+01  3.1999998837021323e+01  6.1682673090761817e+00  4.2362671475218363e+00  1.7222757983296834e+01  3.1999999306765751e+01  3.1999999200327412e+01  5.7726460215463415e+00
