# time  chi_mean_R8  chi_min_R8  chi_max_R8  lapse_mean_R8  lapse_min_R8  lapse_max_R8  K_mean_R8  K_min_R8  K_max_R8  chi_mean_R16  chi_min_R16  chi_max_R16  lapse_mean_R16  lapse_min_R16  lapse_max_R16  K_mean_R16  K_min_R16  K_max_R16
0.0000000000000000e+00  9.9840790814383751e-01  9.9437279188910843e-01  9.9905467638594780e-01  9.9920069808616552e-01  9.9679526315269851e-01  9.9952588417467270e-01  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  9.9985793626219621e-01  9.9954897975183854e-01  1.0102526598367585e+00  9.9993022142397181e-01  9.9976833491801953e-01  1.0076797873937604e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
3.9999999999999600e+00  9.9840987874652887e-01  9.9437254588700286e-01  9.9905488439993750e-01  9.9919414304182597e-01  9.9683383084488519e-01  9.9952544604206439e-01  9.0457529762194924e-07  -8.0653945698584755e-06  8.7716165485323546e-06  9.9985769477406494e-01  9.9954896010930216e-01  1.0102705272004466e+00  9.9993082366369379e-01  9.9976838334460838e-01  1.0075290334261535e+00  -3.4012627365967518e-08  -7.4494070256687345e-05  2.6240302677940762e-05
7.9999999999998703e+00  9.9841110492058249e-01  9.9439269727962176e-01  9.9905739310854369e-01  9.9918767721436963e-01  9.9680810441103995e-01  9.9951756123519464e-01  3.5521212494652490e-07  -9.7464963189400780e-06  9.7263386872651804e-06  9.9985875612991637e-01  9.9954872598284383e-01  1.0102013207007501e+00  9.9992856357886428e-01  9.9975778681622285e-01  1.0076947697029215e+00  8.1383902205212952e-07  -1.3671612067237286e-05  3.8650018750123393e-05
1.1999999999999799e+01  9.9841174730622806e-01  9.9439379641223002e-01  9.9906149482414930e-01  9.9918370992753991e-01  9.9684376167938815e-01  9.9950306916816223e-01  4.8419160877238939e-08  -8.7377592735237260e-06  1.2409095568562205e-05  9.9985960330526646e-01  9.9955363872667746e-01  1.0101872718751614e+00  9.9992584807336038e-01  9.9975348875989367e-01  1.0076660168564007e+00  3.5687144608364461e-07  -7.9400961131685615e-06  3.7669328710806006e-05
1.5999999999999700e+01  9.9841106972850846e-01  9.9440631131610657e-01  9.9906187191099494e-01  9.9918401786085820e-01  9.9685211549877439e-01  9.9950237256869723e-01  -3.5687829399754451e-07  -1.1937361661851733e-05  5.5314401190864800e-06  9.9986100143069978e-01  9.9955185050555084e-01  1.0101740543300253e+00  9.9992227518127264e-01  9.9975654974910166e-01  1.0076614068379197e+00  4.9729848896219227e-07  -6.9171807734057314e-06  3.9929699410439432e-05
2.0000000000000298e+01  9.9841006401709720e-01  9.9442254794719720e-01  9.9905803141494010e-01  9.9918566741052750e-01  9.9686910395435324e-01  9.9951110264085663e-01  -3.6104247379162104e-07  -1.4493932352161022e-05  5.9917002242903016e-06  9.9985967058498137e-01  9.9955046239794021e-01  1.0101647361341035e+00  9.9992528740294739e-01  9.9976034680556392e-01  1.0076539106983167e+00  -4.9124642229636338e-07  -6.3527637740724828e-06  4.1565811098525800e-05
2.4000000000000998e+01  9.9840816761488071e-01  9.9444874031367914e-01  9.9905670304264904e-01  9.9918977632239003e-01  9.9687737758009243e-01  9.9951675318403765e-01  -9.3272238412567012e-07  -1.5955539660430722e-05  1.5911263875616290e-06  9.9985894917327012e-01  9.9954796501335996e-01  1.0101569415365712e+00  9.9992834030419397e-01  9.9976520061521368e-01  1.0076503907449754e+00  -6.6982990538871206e-08  -3.4372999357220964e-06  4.3181682524728154e-05
2.8000000000001599e+01  9.9840617803996501e-01  9.9447365626350803e-01  9.9905315814316809e-01  9.9919494205634485e-01  9.9690599212744679e-01  9.9952418410612542e-01  -6.9429124370545050e-07  -1.8323715965580534e-05  1.5277292057181530e-06  9.9985851784571755e-01  9.9954787357872454e-01  1.0101560590941294e+00  9.9993013187040702e-01  9.9976854771103763e-01  1.0076309407471986e+00  -6.1594594111653897e-08  -2.1440576762590728e-06  4.2337071332820765e-05
3.2000000000002203e+01  9.9840510724263409e-01  9.9450059746388242e-01  9.9905316631747920e-01  9.9919760351623532e-01  9.9694429287236275e-01  9.9952126679987774e-01  -7.1302041910245398e-07  -2.0295091441375747e-05  1.2076916394719767e-06  9.9985811700384186e-01  9.9954774746862263e-01  1.0101467967898390e+00  9.9993192017372357e-01  9.9977047800571384e-01  1.0076325377441921e+00  -1.3001520474222068e-08  -1.9961487496550393e-06  4.4191282540653523e-05
3.6000000000001400e+01  9.9840476108636178e-01  9.9453535797107517e-01  9.9905302186083078e-01  9.9919853717865292e-01  9.9697864997799845e-01  9.9951740314914395e-01  -3.9765381852789364e-07  -2.0359201827455654e-05  1.0283405033486534e-06  9.9985771130704093e-01  9.9954796666084178e-01  1.0101362095538562e+00  9.9993367088860940e-01  9.9976989246801828e-01  1.0076364605026398e+00  -1.1972945645698951e-07  -1.8016685729886685e-06  4.5234422170377942e-05
