# time  R14_phi_l0_m0_re  R14_phi_l0_m0_im  R14_phi_l1_m-1_re  R14_phi_l1_m-1_im  R14_phi_l1_m0_re  R14_phi_l1_m0_im  R14_phi_l1_m1_re  R14_phi_l1_m1_im  R14_phi_l2_m-2_re  R14_phi_l2_m-2_im  R14_phi_l2_m-1_re  R14_phi_l2_m-1_im  R14_phi_l2_m0_re  R14_phi_l2_m0_im  R14_phi_l2_m1_re  R14_phi_l2_m1_im  R14_phi_l2_m2_re  R14_phi_l2_m2_im  R14_Pi_l0_m0_re  R14_Pi_l0_m0_im  R14_Pi_l1_m-1_re  R14_Pi_l1_m-1_im  R14_Pi_l1_m0_re  R14_Pi_l1_m0_im  R14_Pi_l1_m1_re  R14_Pi_l1_m1_im  R14_Pi_l2_m-2_re  R14_Pi_l2_m-2_im  R14_Pi_l2_m-1_re  R14_Pi_l2_m-1_im  R14_Pi_l2_m0_re  R14_Pi_l2_m0_im  R14_Pi_l2_m1_re  R14_Pi_l2_m1_im  R14_Pi_l2_m2_re  R14_Pi_l2_m2_im  R14_scalar_flux_kin  R30_phi_l0_m0_re  R30_phi_l0_m0_im  R30_phi_l1_m-1_re  R30_phi_l1_m-1_im  R30_phi_l1_m0_re  R30_phi_l1_m0_im  R30_phi_l1_m1_re  R30_phi_l1_m1_im  R30_phi_l2_m-2_re  R30_phi_l2_m-2_im  R30_phi_l2_m-1_re  R30_phi_l2_m-1_im  R30_phi_l2_m0_re  R30_phi_l2_m0_im  R30_phi_l2_m1_re  R30_phi_l2_m1_im  R30_phi_l2_m2_re  R30_phi_l2_m2_im  R30_Pi_l0_m0_re  R30_Pi_l0_m0_im  R30_Pi_l1_m-1_re  R30_Pi_l1_m-1_im  R30_Pi_l1_m0_re  R30_Pi_l1_m0_im  R30_Pi_l1_m1_re  R30_Pi_l1_m1_im  R30_Pi_l2_m-2_re  R30_Pi_l2_m-2_im  R30_Pi_l2_m-1_re  R30_Pi_l2_m-1_im  R30_Pi_l2_m0_re  R30_Pi_l2_m0_im  R30_Pi_l2_m1_re  R30_Pi_l2_m1_im  R30_Pi_l2_m2_re  R30_Pi_l2_m2_im  R30_scalar_flux_kin
0.0000000000000000e+00  4.1344334368682200e-04  0.0000000000000000e+00  -7.7766839236483720e-01  1.0025642271304612e-16  -1.7444372046980657e-07  0.0000000000000000e+00  7.7766839236483720e-01  1.0025642271304612e-16  -3.7759478583596442e-04  -1.4050489212741480e-17  3.3992230178878091e-04  1.8132791643897430e-18  -4.2713350394736971e-07  0.0000000000000000e+00  -3.3992230178878091e-04  1.8132791643897430e-18  -3.7759478583596442e-04  1.4050489212741480e-17  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  -0.0000000000000000e+00  5.4836698989719649e-05  0.0000000000000000e+00  -3.6481753960771934e-01  -1.8208144069944184e-04  4.6375053862172944e-19  0.0000000000000000e+00  3.6481753960771934e-01  -1.8208144069944184e-04  -1.7264347526227376e-05  -8.1303925235426902e-18  2.6020852139652106e-17  2.6681537838510461e-19  8.0329744424071685e-05  0.0000000000000000e+00  -2.6020852139652106e-17  2.6681537838510461e-19  -1.7264347526227376e-05  8.1303925235426902e-18  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  -0.0000000000000000e+00
1.0000000000000000e+00  4.1343185200525467e-04  0.0000000000000000e+00  -7.7765782876150424e-01  5.0868763405242453e-06  -1.7443374415832908e-07  0.0000000000000000e+00  7.7765782876150424e-01  5.0868763405242453e-06  -3.7760123594774266e-04  4.8608130547854587e-18  3.3991309258137037e-04  -6.1468839314581582e-09  -4.2279392071835548e-07  0.0000000000000000e+00  -3.3991309258137037e-04  -6.1468839314581582e-09  -3.7760123594774266e-04  -4.8608130547854587e-18  -3.0946038043478721e-08  0.0000000000000000e+00  2.5546445312967374e-05  1.5142167431603385e-05  2.6536207995696362e-11  0.0000000000000000e+00  -2.5546445312967374e-05  1.5142167431603385e-05  -1.9414377154657759e-08  1.0223328537359140e-16  -2.2876936558162743e-08  -1.8101283611590801e-08  1.1732829332000175e-08  0.0000000000000000e+00  2.2876936558162743e-08  -1.8101283611590801e-08  -1.9414377154657759e-08  -1.0223328537359140e-16  -6.0585495607190690e-06  5.4836493037724290e-05  0.0000000000000000e+00  -3.6481719799315898e-01  -1.8196945668645377e-04  -3.6845933205562065e-19  0.0000000000000000e+00  3.6481719799315898e-01  -1.8196945668645377e-04  -1.7264507977908096e-05  -7.5780777923746968e-18  0.0000000000000000e+00  1.2070219498373780e-18  8.0329745778697582e-05  0.0000000000000000e+00  0.0000000000000000e+00  1.2070219498373780e-18  -1.7264507977908096e-05  7.5780777923746968e-18  -5.9341793868436513e-10  0.0000000000000000e+00  7.4180239720763430e-07  3.4612472629463990e-07  7.2282596378136835e-18  0.0000000000000000e+00  -7.4180239720763430e-07  3.4612472629463990e-07  -5.0659153045170637e-10  6.6805030899710939e-18  -1.4542827785417290e-18  -6.3596954215526980e-19  6.2973505945664274e-11  0.0000000000000000e+00  1.4542827785417290e-18  -6.3596954215526980e-19  -5.0659153045170637e-10  -6.6805030899710939e-18  -3.5921881864026434e-08
2.0000000000000000e+00  4.1336520629457220e-04  0.0000000000000000e+00  -7.7762206084788055e-01  3.9948218585626356e-05  -1.7437526027256844e-07  0.0000000000000000e+00  7.7762206084788055e-01  3.9948218585626356e-05  -3.7765476118584699e-04  -3.7915388272840003e-17  3.3988120463792487e-04  -4.8062607442736500e-08  -3.9381068198741557e-07  0.0000000000000000e+00  -3.3988120463792487e-04  -4.8062607442736500e-08  -3.7765476118584699e-04  3.7915388272840003e-17  -1.1187047098869663e-07  0.0000000000000000e+00  6.0599098870142549e-05  6.1251037194813907e-05  9.6796656530140623e-11  0.0000000000000000e+00  -6.0599098870142549e-05  6.1251037194813907e-05  -9.0181766540145093e-08  -1.7232378153074250e-16  -5.5549582053621643e-08  -7.3225718012823132e-08  4.7228155671714522e-08  0.0000000000000000e+00  5.5549582053621643e-08  -7.3225718012823132e-08  -9.0181766540145093e-08  1.7232378153074250e-16  -1.4413016143700122e-05  5.4835225655926771e-05  0.0000000000000000e+00  -3.6481613221627879e-01  -1.8118583221716166e-04  2.7380340019995258e-18  0.0000000000000000e+00  3.6481613221627879e-01  -1.8118583221716166e-04  -1.7265684411144371e-05  -7.3880976378142517e-18  0.0000000000000000e+00  1.9058241313221758e-18  8.0330007528115296e-05  0.0000000000000000e+00  0.0000000000000000e+00  1.9058241313221758e-18  -1.7265684411144371e-05  7.3880976378142517e-18  -2.2058498500200403e-09  0.0000000000000000e+00  1.5738317799992175e-06  1.3943310542971120e-06  -3.4487574716983466e-18  0.0000000000000000e+00  -1.5738317799992175e-06  1.3943310542971120e-06  -2.0988010041544866e-09  -2.2610099885650932e-19  -1.3521524426710318e-17  -8.9656121361152542e-18  5.2332344482689969e-10  0.0000000000000000e+00  1.3521524426710318e-17  -8.9656121361152542e-18  -2.0988010041544866e-09  2.2610099885650932e-19  -7.6216309070709075e-08
2.9999999999999800e+00  4.1319558032540052e-04  0.0000000000000000e+00  -7.7754878845436493e-01  1.3363453605772372e-04  -1.7422639487195413e-07  0.0000000000000000e+00  7.7754878845436493e-01  1.3363453605772372e-04  -3.7780309167121214e-04  -2.6256546191658399e-17  3.3981377376371413e-04  -1.6025729384451383e-07  -3.1770910306879351e-07  0.0000000000000000e+00  -3.3981377376371413e-04  -1.6025729384451383e-07  -3.7780309167121214e-04  2.6256546191658399e-17  -2.4730983857013259e-07  0.0000000000000000e+00  1.1526255106428848e-04  1.4025620259154885e-04  2.1464315549773038e-10  0.0000000000000000e+00  -1.1526255106428848e-04  1.4025620259154885e-04  -2.1269627519514631e-07  2.5844050428032320e-16  -1.0883931041994983e-07  -1.6774152930137886e-07  1.0731401864782352e-07  0.0000000000000000e+00  1.0883931041994983e-07  -1.6774152930137886e-07  -2.1269627519514631e-07  -2.5844050428032320e-16  -2.7490385307335977e-05  5.4831912827069274e-05  0.0000000000000000e+00  -3.6481422880720915e-01  -1.7905426577305243e-04  1.2578439266726360e-18  0.0000000000000000e+00  3.6481422880720915e-01  -1.7905426577305243e-04  -1.7268919935095316e-05  -5.2367712766947097e-18  0.0000000000000000e+00  1.6771252355635147e-18  8.0330906279202290e-05  0.0000000000000000e+00  0.0000000000000000e+00  1.6771252355635147e-18  -1.7268919935095316e-05  5.2367712766947097e-18  -4.8806969917502194e-09  0.0000000000000000e+00  2.5836493724238473e-06  3.1692556550161136e-06  3.5265749401886702e-18  0.0000000000000000e+00  -2.5836493724238473e-06  3.1692556550161136e-06  -4.8075928311555071e-09  -4.1524215145954959e-17  -2.0286902307883523e-17  1.4521982833980954e-18  1.3772939381194931e-09  0.0000000000000000e+00  2.0286902307883523e-17  1.4521982833980954e-18  -4.8075928311555071e-09  4.1524215145954959e-17  -1.2514280795203397e-07
3.9999999999999600e+00  4.1287231830197771e-04  0.0000000000000000e+00  -7.7741612799448456e-01  3.1660943595111584e-04  -1.7394299695311689e-07  0.0000000000000000e+00  7.7741612799448456e-01  3.1660943595111584e-04  -3.7809264606639191e-04  -1.0667596423832672e-17  3.3968811871982335e-04  -3.7879862774165175e-07  -1.7228845168381961e-07  0.0000000000000000e+00  -3.3968811871982335e-04  -3.7879862774165175e-07  -3.7809264606639191e-04  1.0667596423832672e-17  -4.4346930851694041e-07  0.0000000000000000e+00  2.0157155586160330e-04  2.5540078954908337e-04  3.8608064685153322e-10  0.0000000000000000e+00  -2.0157155586160330e-04  2.5540078954908337e-04  -3.8855742500254201e-07  -9.5695079808883906e-17  -1.9305093914613681e-07  -3.0561120640578074e-07  1.9320940569965340e-07  0.0000000000000000e+00  1.9305093914613681e-07  -3.0561120640578074e-07  -3.8855742500254201e-07  9.5695079808883906e-17  -4.8155966179570454e-05  5.4825528862737598e-05  0.0000000000000000e+00  -3.6481128778181515e-01  -1.7487332166325092e-04  5.0504339480037658e-18  0.0000000000000000e+00  3.6481128778181515e-01  -1.7487332166325092e-04  -1.7275286951812450e-05  -5.7327022753837917e-18  2.6020852139652106e-17  2.1853450039160949e-18  8.0332814426633205e-05  0.0000000000000000e+00  -2.6020852139652106e-17  2.1853450039160949e-18  -1.7275286951812450e-05  5.7327022753837917e-18  -8.6851400353631620e-09  0.0000000000000000e+00  3.8696283042856826e-06  5.7126974658826134e-06  3.2416892843344619e-18  0.0000000000000000e+00  -3.8696283042856826e-06  5.7126974658826134e-06  -8.6877405779038533e-09  3.5946346883724594e-17  -2.2743231680471990e-17  5.2457809214642888e-18  2.6285267569423912e-09  0.0000000000000000e+00  2.2743231680471990e-17  5.2457809214642888e-18  -8.6877405779038533e-09  -3.5946346883724594e-17  -1.8746321415585260e-07
4.9999999999999396e+00  4.1233926806178280e-04  0.0000000000000000e+00  -7.7719018520148531e-01  6.2245071608853057e-04  -1.7347725957611782e-07  0.0000000000000000e+00  7.7719018520148531e-01  6.2245071608853057e-04  -3.7857075155778893e-04  -5.6785887814550627e-17  3.3946919677366183e-04  -7.4306859237571260e-07  6.5368448179023951e-08  0.0000000000000000e+00  -3.3946919677366183e-04  -7.4306859237571260e-07  -3.7857075155778893e-04  5.6785887814550627e-17  -7.0803993695067512e-07  0.0000000000000000e+00  3.3464093339472022e-04  4.1124724730487992e-04  6.1478788894348647e-10  0.0000000000000000e+00  -3.3464093339472022e-04  4.1124724730487992e-04  -6.1994537327469886e-07  1.4545853395511514e-17  -3.2843350534211152e-07  -4.9150746486106939e-07  3.0620207667991196e-07  0.0000000000000000e+00  3.2843350534211152e-07  -4.9150746486106939e-07  -6.1994537327469886e-07  -1.4545853395511514e-17  -7.9961164254913953e-05  5.4814977261227183e-05  0.0000000000000000e+00  -3.6480701328803733e-01  -1.6789589868769096e-04  7.3818921353212275e-18  0.0000000000000000e+00  3.6480701328803733e-01  -1.6789589868769096e-04  -1.7285918079804594e-05  -1.1041934961479059e-17  0.0000000000000000e+00  -1.0418505251227894e-18  8.0336110612668342e-05  0.0000000000000000e+00  0.0000000000000000e+00  -1.0418505251227894e-18  -1.7285918079804594e-05  1.1041934961479059e-17  -1.3712114243422849e-08  0.0000000000000000e+00  5.5423982076191045e-06  9.0851887212358164e-06  -9.5830972935072609e-18  0.0000000000000000e+00  -5.5423982076191045e-06  9.0851887212358164e-06  -1.3821963608476253e-08  -2.9488815725874186e-17  -1.2673730473292469e-18  4.6855480361943742e-18  4.2898816130662642e-09  0.0000000000000000e+00  1.2673730473292469e-18  4.6855480361943742e-18  -1.3821963608476253e-08  2.9488815725874186e-17  -2.6852077974754124e-07
5.9999999999999201e+00  4.1153332207485160e-04  0.0000000000000000e+00  -7.7682131029901169e-01  1.0892048237041141e-03  -1.7277709942479835e-07  0.0000000000000000e+00  7.7682131029901169e-01  1.0892048237041141e-03  -3.7928598591676504e-04  -8.2025330295170773e-17  3.3910490465485776e-04  -1.2974312684792529e-06  4.1884593202184443e-07  0.0000000000000000e+00  -3.3910490465485776e-04  -1.2974312684792529e-06  -3.7928598591676504e-04  8.2025330295170773e-17  -1.0489498821239933e-06  0.0000000000000000e+00  5.3412726888328404e-04  6.1364842783548541e-04  9.0624559969774871e-10  0.0000000000000000e+00  -5.3412726888328404e-04  6.1364842783548541e-04  -9.0766406003122341e-07  -2.4657944654184625e-16  -5.3046042265189185e-07  -7.3251616972793066e-07  4.4628303510680476e-07  0.0000000000000000e+00  5.3046042265189185e-07  -7.3251616972793066e-07  -9.0766406003122341e-07  2.4657944654184625e-16  -1.2742672837531423e-04  5.4799062190028343e-05  0.0000000000000000e+00  -3.6480100140987787e-01  -1.5730916548278501e-04  7.6868239963327756e-19  0.0000000000000000e+00  3.6480100140987787e-01  -1.5730916548278501e-04  -1.7302034908401105e-05  -7.8027279944640803e-18  0.0000000000000000e+00  -5.3363075677020921e-19  8.0341188507725999e-05  0.0000000000000000e+00  0.0000000000000000e+00  -5.3363075677020921e-19  -1.7302034908401105e-05  7.8027279944640803e-18  -2.0085268648660766e-08  0.0000000000000000e+00  7.7308552909487305e-06  1.3368755927091479e-05  -1.3955192474405025e-17  0.0000000000000000e+00  -7.7308552909487305e-06  1.3368755927091479e-05  -2.0321904543913013e-08  -1.4226252436620026e-17  -8.0012849780009346e-18  3.6393299974373048e-18  6.3820168587120425e-09  0.0000000000000000e+00  8.0012849780009346e-18  3.6393299974373048e-18  -2.0321904543913013e-08  1.4226252436620026e-17  -3.7456433844163562e-07
6.9999999999998996e+00  4.1038453522438491e-04  0.0000000000000000e+00  -7.7623883073588029e-01  1.7605494518619525e-03  -1.7178672168066911e-07  0.0000000000000000e+00  7.7623883073588029e-01  1.7605494518619525e-03  -3.8028646096783256e-04  -7.0661342766242531e-17  3.3852189031653712e-04  -2.0922739269047116e-06  9.1076170931901859e-07  0.0000000000000000e+00  -3.3852189031653712e-04  -2.0922739269047116e-06  -3.8028646096783256e-04  7.0661342766242531e-17  -1.4733902996280741e-06  0.0000000000000000e+00  8.2592395278322395e-04  8.6955783908708537e-04  1.2624909051460702e-09  0.0000000000000000e+00  -8.2592395278322395e-04  8.6955783908708537e-04  -1.2499028113956368e-06  3.4178529909562978e-17  -8.2787023468068030e-07  -1.0356802559527699e-06  6.1116236503477200e-07  0.0000000000000000e+00  8.2787023468068030e-07  -1.0356802559527699e-06  -1.2499028113956368e-06  -3.4178529909562978e-17  -1.9634967787223888e-04  5.4776456248525165e-05  0.0000000000000000e+00  -3.6479271992852846e-01  -1.4221232547157370e-04  -1.5500702934753696e-18  0.0000000000000000e+00  3.6479271992852846e-01  -1.4221232547157370e-04  -1.7324979575239414e-05  -1.0826041306278859e-17  2.6020852139652106e-17  -7.5597690542446305e-19  8.0348466005591412e-05  0.0000000000000000e+00  -2.6020852139652106e-17  -7.5597690542446305e-19  -1.7324979575239414e-05  1.0826041306278859e-17  -2.7965737230357769e-08  0.0000000000000000e+00  1.0584444646401479e-05  1.8670261477247266e-05  5.6243494345810731e-18  0.0000000000000000e+00  -1.0584444646401479e-05  1.8670261477247266e-05  -2.8336808522033373e-08  1.5930152043061902e-17  -1.7308059485957560e-17  1.3621877978625251e-17  8.9370868184303819e-09  0.0000000000000000e+00  1.7308059485957560e-17  1.3621877978625251e-17  -2.8336808522033373e-08  -1.5930152043061902e-17  -5.1276923745406047e-07
7.9999999999998703e+00  4.0881748032210627e-04  0.0000000000000000e+00  -7.7534447923888705e-01  2.6866896931669209e-03  -1.7045050210247036e-07  0.0000000000000000e+00  7.7534447923888705e-01  2.6866896931669209e-03  -3.8161578148094292e-04  -8.0148945392602389e-17  3.3761883271429816e-04  -3.1842978379334767e-06  1.5599387119813067e-06  0.0000000000000000e+00  -3.3761883271429816e-04  -3.1842978379334767e-06  -3.8161578148094292e-04  8.0148945392602389e-17  -1.9860985131149677e-06  0.0000000000000000e+00  1.2431978599373443e-03  1.1867089975256362e-03  1.6800281466630085e-09  0.0000000000000000e+00  -1.2431978599373443e-03  1.1867089975256362e-03  -1.6388812118698872e-06  -1.2645646120113138e-16  -1.2522911558877236e-06  -1.4083011308904978e-06  7.9470178327310131e-07  0.0000000000000000e+00  1.2522911558877236e-06  -1.4083011308904978e-06  -1.6388812118698872e-06  1.2645646120113138e-16  -2.9381359769645974e-04  5.4745661331027225e-05  0.0000000000000000e+00  -3.6478148713364877e-01  -1.2159148136538315e-04  -5.0821976835258020e-18  0.0000000000000000e+00  3.6478148713364877e-01  -1.2159148136538315e-04  -1.7356253452685141e-05  -6.9267887037162316e-18  5.2041704279304213e-17  2.4648658765100140e-18  8.0358396915073215e-05  0.0000000000000000e+00  -5.2041704279304213e-17  2.4648658765100140e-18  -1.7356253452685141e-05  6.9267887037162316e-18  -3.7557119534280390e-08  0.0000000000000000e+00  1.4275913181390851e-05  2.5125487007469763e-05  -7.9429454803612181e-18  0.0000000000000000e+00  -1.4275913181390851e-05  2.5125487007469763e-05  -3.8057277173125005e-08  -1.2596566345119640e-17  -2.6112966972666012e-17  -1.7258825695898403e-17  1.1998516147183868e-08  0.0000000000000000e+00  2.6112966972666012e-17  -1.7258825695898403e-17  -3.8057277173125005e-08  1.2596566345119640e-17  -6.9142234949860132e-07
8.9999999999998508e+00  4.0675500138280188e-04  0.0000000000000000e+00  -7.7400559828545978e-01  3.9247020776925151e-03  -1.6872078668634782e-07  0.0000000000000000e+00  7.7400559828545978e-01  3.9247020776925151e-03  -3.8330591981687703e-04  -1.0338398366521874e-16  3.3626234652551351e-04  -4.6359203715072908e-06  2.3765845548756067e-06  0.0000000000000000e+00  -3.3626234652551351e-04  -4.6359203715072908e-06  -3.8330591981687703e-04  1.0338398366521874e-16  -2.5861881149402754e-06  0.0000000000000000e+00  1.8265292953882966e-03  1.5728202348470159e-03  2.1453718839447037e-09  0.0000000000000000e+00  -1.8265292953882966e-03  1.5728202348470159e-03  -2.0575954552567015e-06  -4.0169805850521957e-16  -1.8399988119930820e-06  -1.8561684838937377e-06  9.8432535542804621e-07  0.0000000000000000e+00  1.8399988119930820e-06  -1.8561684838937377e-06  -2.0575954552567015e-06  4.0169805850521957e-16  -4.2784076182873472e-04  5.4704971388740119e-05  0.0000000000000000e+00  -3.6476644413540560e-01  -9.4289017430205965e-05  -5.6602976700268620e-18  0.0000000000000000e+00  3.6476644413540560e-01  -9.4289017430205965e-05  -1.7397551846588503e-05  -1.5128035838319595e-17  0.0000000000000000e+00  3.3161339885005858e-18  8.0371476626849689e-05  0.0000000000000000e+00  0.0000000000000000e+00  3.3161339885005858e-18  -1.7397551846588503e-05  1.5128035838319595e-17  -4.9103510790030962e-08  0.0000000000000000e+00  1.9026763872321588e-05  3.2905967812360944e-05  2.1884903581953278e-18  0.0000000000000000e+00  -1.9026763872321588e-05  3.2905967812360944e-05  -4.9709238300550929e-08  1.8584978095821208e-17  -9.9563428993822665e-18  -3.2430773967999024e-18  1.5611552329064204e-08  0.0000000000000000e+00  9.9563428993822665e-18  -3.2430773967999024e-18  -4.9709238300550929e-08  -1.8584978095821208e-17  -9.2110163624254689e-07
