# time  Re(R=10)  Im(R=10)  Re(R=14)  Im(R=14)  Re(R=18)  Im(R=18)
0.0000000000000000e+00  3.0579229279713079e-10  -8.5369172210478380e-18  4.3477292511806993e-07  4.4140553222477730e-17  -2.0006023940861869e-13  -6.4649972905263466e-17
1.0000000000000000e+00  -3.7620676914633647e-08  -9.3872913650069381e-15  2.2735981302901750e-07  -4.6090245601359658e-15  8.5085756082521852e-10  7.5627060964137185e-16
2.0000000000000000e+00  -3.6030151438062409e-08  -1.3640603653443380e-14  3.0298077549470741e-07  -2.1306205728558820e-14  3.8465077261649585e-09  2.8327845319221710e-15
2.9999999999999800e+00  6.3899073490982617e-08  1.5587718344694054e-15  9.9546354671331233e-08  -7.1259342407091325e-15  -1.3721003403704527e-09  -3.0314125239723300e-15
3.9999999999999600e+00  2.2670063772506869e-07  -2.9070741438845879e-14  1.9861106478216209e-08  2.0222473575334072e-14  -3.9557875374650679e-08  4.6460643208373155e-15
4.9999999999999396e+00  1.2631898358374340e-07  5.9520418443153729e-15  -4.0392634050781914e-08  2.7973852470040821e-14  3.0920453286703669e-08  -7.3879493813626663e-15
5.9999999999999201e+00  3.7716250136853550e-07  -4.9080497776300936e-14  8.0004302583543765e-09  -3.6874810908882321e-14  -3.9177444096864878e-08  1.3630184772961943e-15
6.9999999999998996e+00  1.8250239096484439e-08  -3.6551220008523371e-14  2.5543850882626820e-07  3.7488423732335992e-15  4.3387761324426481e-08  -1.2829769749627297e-14
7.9999999999998703e+00  -3.9960602298167623e-07  3.0518618660487956e-15  1.0132896169544106e-07  5.3970643826643241e-14  -1.4457033088694298e-07  -1.4870098420959440e-14
8.9999999999998508e+00  -2.1642003663528233e-06  3.4130807288720178e-14  1.3070187113517850e-07  -1.4954143962506073e-14  -3.5007709727710050e-07  1.4032978406958824e-14
9.9999999999998295e+00  3.9217504951502645e-06  -3.8240993998229323e-14  1.1655385294803668e-06  3.5374407348982144e-14  6.5255211311408257e-07  -1.8605676757830681e-15
1.0999999999999799e+01  -1.3623025564574292e-06  5.6742089666498724e-14  -1.1102596963131889e-05  -2.2047914915488051e-15  3.4116310729885124e-07  4.0529087655168570e-14
1.1999999999999799e+01  2.0992023255759540e-06  2.9034663454062560e-14  4.1066904124493598e-06  1.2961072245861470e-13  1.7507747209838319e-07  -9.7165410605861265e-15
1.2999999999999799e+01  1.5071768849540474e-05  -4.0110152152590125e-14  -7.9205875468349576e-07  4.9483147209619000e-15  -7.2164099224100527e-07  -2.0310526408747796e-14
1.3999999999999700e+01  -9.4795623169872226e-07  1.7312781613988393e-14  -1.5995018466512352e-06  6.2566553597235043e-14  -7.5153866693979275e-06  2.4455739276810655e-14
1.4999999999999700e+01  -2.3202862198407660e-05  8.7017928076665755e-14  3.3801968758158368e-06  8.5663052037809930e-14  4.3623980701464909e-06  1.5509160004521020e-14
1.5999999999999700e+01  -8.6684140103670597e-06  -3.2628536235435923e-14  -7.2804450942111275e-07  -4.4719129542245982e-14  -3.2141708632131634e-06  1.1717537523014106e-13
1.6999999999999901e+01  3.1999870514123760e-05  9.2412280204556303e-14  6.1388419434285544e-06  -2.8226716945815379e-15  2.3074390741250341e-06  4.2444896204100451e-14
1.8000000000000000e+01  7.2411625893363147e-05  8.7987345531595773e-14  1.6029272948011176e-05  5.9670778993077820e-14  -1.4216907077731623e-06  -5.8720772740737122e-14
1.9000000000000199e+01  9.3363860313508293e-05  1.9549392878099639e-14  -9.6745890087293729e-06  6.5261781537927601e-14  -2.8731728465002706e-06  3.3660901767144348e-14
2.0000000000000298e+01  8.0526969659715377e-05  -1.5068573802253217e-13  -2.7992947884578956e-05  7.7188555257671821e-14  7.6232249119402735e-07  -1.2174831794780283e-13
2.1000000000000501e+01  3.6796126719057392e-05  1.8878731194834859e-13  8.2038599439944393e-07  -2.3267328125947111e-13  -5.3020960193081511e-06  3.4069892823845505e-14
2.2000000000000600e+01  -3.1891132248594457e-05  -5.6192165369298524e-14  4.7143207355785820e-05  -5.2816575784859957e-13  1.1687903338325415e-05  -6.6598146086138670e-14
2.3000000000000799e+01  -1.1502835984459432e-04  9.1855732964160299e-14  7.1632981023550042e-05  -5.6573632711048456e-14  7.1377105776374575e-06  -1.4419199309645598e-13
2.4000000000000998e+01  -1.9679780568062819e-04  1.4024990876946298e-13  7.3394978511103561e-05  1.6371700366039974e-13  -2.1196335639828212e-05  1.7829507711964885e-13
2.5000000000001101e+01  -2.6116883183598957e-04  1.3693917187803331e-14  5.9058659152850550e-05  4.1095278300046500e-13  -1.5280357864431576e-05  -3.7293141549616906e-13
2.6000000000001300e+01  -3.0269230582328002e-04  3.4735104153359795e-13  9.7183763561458356e-06  4.9645953502243919e-13  2.6585222033157373e-05  4.3460921874841395e-14
2.7000000000001400e+01  -3.0079885795851615e-04  1.0473224006032128e-13  -7.9771374339629490e-05  2.1118962789214918e-13  6.0876426129064758e-05  2.5521415973632865e-13
2.8000000000001599e+01  -2.7559295356655066e-04  3.0559722363094888e-13  -1.4817506420758056e-04  3.9902347309719301e-13  7.7177888524560185e-05  -4.3881265849003816e-13
2.9000000000001702e+01  -2.0743611835051821e-04  -3.7051189385448354e-13  -2.0615127517364815e-04  6.2588183689400943e-13  6.9817938549166688e-05  -7.6249117257570183e-14
3.0000000000001901e+01  -1.2915371757650030e-04  -4.4542795890624202e-13  -2.5211665418737044e-04  8.6683955256870490e-13  3.6644079478480414e-05  1.0688542092175517e-13
3.1000000000002000e+01  -5.1920323659725260e-05  -1.6384558178269061e-13  -2.5513018395585316e-04  -3.5632594969252756e-13  -3.3804411504850598e-05  4.4967875060877852e-13
3.2000000000002203e+01  3.2313349853603594e-05  1.5113465837651055e-15  -2.4789465707441985e-04  5.7384589513618252e-13  -1.2118713327849428e-04  2.5020170788727173e-12
3.3000000000001997e+01  1.0765844067576379e-04  1.1599063255154845e-13  -1.9606142305636878e-04  1.3345815232784992e-12  -1.9073295000792445e-04  -4.1808457048801191e-12
3.4000000000001798e+01  1.6663242067049789e-04  6.5700186306153123e-13  -1.0334443849473872e-04  -9.7517934738279117e-13  -2.3442882561349306e-04  -2.1738732592895959e-13
3.5000000000001599e+01  2.0667566721521740e-04  -4.7607556548297201e-13  -1.3428146972679238e-05  1.5897498558866442e-12  -2.3166044543406416e-04  -4.3180580571958117e-12
3.6000000000001400e+01  2.2679108436375199e-04  2.3570217871666662e-12  7.4034431317060900e-05  5.7644716672082156e-13  -2.5707102749620398e-04  7.5179706134096851e-12
3.7000000000001201e+01  2.3965173356642105e-04  -1.9080475964483130e-13  1.4356578527384631e-04  1.1897859810534188e-12  -1.8190056125063446e-04  -5.0711931914468415e-12
3.8000000000001002e+01  2.0616609974769576e-04  -9.8742475793967631e-14  1.7019496002156000e-04  1.4812249173690582e-12  -1.2609877481447029e-04  -5.7994362294081315e-13
3.9000000000000803e+01  1.7518467418883269e-04  1.2822862538200695e-12  2.7557991934152492e-04  3.5495335020703641e-13  -3.8885079040121444e-05  -5.1068285206391098e-13
4.0000000000000597e+01  1.4365113350835518e-04  -1.1115154343120454e-12  2.5978367284162972e-04  5.5123840701858051e-13  5.2609604862183530e-05  5.6261708532754823e-12
4.1000000000000398e+01  1.0163437801326435e-04  -2.2908672574946190e-12  2.4152705057887204e-04  3.7340411775794403e-12  1.4902831022205355e-04  -5.3826033633947849e-12
4.2000000000000199e+01  5.5452962080891255e-05  2.9961310834726166e-12  2.2108539419311049e-04  3.4272519544617410e-12  2.0286417695948670e-04  5.4181675402325378e-12
4.3000000000000000e+01  -2.8773258134879073e-05  2.1323690827132411e-12  1.7575519556471805e-04  3.6344768389384068e-12  1.7112116618568367e-04  -2.0907049160638299e-11
4.3999999999999801e+01  -4.6330878190214584e-05  3.7641417090840118e-12  2.1027160251437454e-04  2.8282436555469736e-12  2.6634406469219475e-04  1.4866408694632794e-11
