# time  R_areal_min  r_at_R_areal_min
3.6000000000001400e+01  3.1029512916732256e+00  5.3308506591349936e-01
3.7000000000001201e+01  3.1929472150242946e+00  5.3308506591349936e-01
3.8000000000001002e+01  3.2913741029062700e+00  5.3308506591349936e-01
3.9000000000000803e+01  3.3932349049080792e+00  5.3308506591349936e-01
4.0000000000000597e+01  3.4948804082834206e+00  5.3308506591349936e-01
4.1000000000000398e+01  3.5933094219058712e+00  5.3308506591349936e-01
4.2000000000000199e+01  3.6860301355648537e+00  5.3308506591349936e-01
4.3000000000000000e+01  3.7709399239149102e+00  5.3308506591349936e-01
4.3999999999999801e+01  3.8462710086634968e+00  5.3308506591349936e-01
4.4999999999999602e+01  3.9105442618137372e+00  5.3308506591349936e-01
4.5999999999999403e+01  3.9625607750381717e+00  5.3308506591349936e-01
4.6999999999999197e+01  4.0014198839825559e+00  5.3308506591349936e-01
4.7999999999998998e+01  4.0265474370954690e+00  5.3308506591349936e-01
4.8999999999998799e+01  4.0377250865246932e+00  5.3308506591349936e-01
4.9999999999998600e+01  4.0351312735233664e+00  5.3308506591349936e-01
5.0999999999998401e+01  4.0191838536515148e+00  5.3308506591349936e-01
5.1999999999998202e+01  3.9908431750371931e+00  5.3308506591349936e-01
