# time  centre  cx  cy  cz  R_min  r_at_R_min  dev  log10_abs_dev  n_mots  r_mots  R_mots  M_MS_mots  theta_out_min_inside  theta_out_max_at_R_min  theta_in_max_at_R_min  n_trapped  n_anti_trapped  n_outermost
0.0000000000000000e+00  A  35.968750  32.000000  32.000000  4.5401251784e+00  1.610000  1.672773e-01  -0.7766  0  nan  nan  nan  +nan  +1.883732e-02  +1.259515e-02  0  0  0
0.0000000000000000e+00  B  28.031250  32.000000  32.000000  4.5401400312e+00  1.610000  1.672811e-01  -0.7766  0  nan  nan  nan  +nan  +1.883732e-02  +1.259515e-02  0  0  0
0.0000000000000000e+00  C  32.000000  32.000000  32.000000  8.6275906575e+00  5.168750  1.218175e+00  0.0857  0  nan  nan  nan  +nan  +2.239054e-01  +4.853982e-01  0  0  0
1.0000000000000000e+00  A  35.968750  32.000000  32.000000  4.5351160467e+00  1.610000  1.659895e-01  -0.7799  0  nan  nan  nan  +nan  +7.128048e-03  +1.317718e-02  0  0  0
1.0000000000000000e+00  B  28.031250  32.000000  32.000000  4.5351291090e+00  1.610000  1.659928e-01  -0.7799  0  nan  nan  nan  +nan  +7.128048e-03  +1.317718e-02  0  0  0
1.0000000000000000e+00  C  32.000000  32.000000  32.000000  8.6246390081e+00  5.168750  1.217416e+00  0.0854  0  nan  nan  nan  +nan  +2.219196e-01  +4.855528e-01  0  0  0
2.0000000000000000e+00  A  35.968750  32.000000  32.000000  4.5284496709e+00  1.630000  1.642755e-01  -0.7844  0  nan  nan  nan  +nan  +1.556041e-02  +2.013032e-03  0  0  0
2.0000000000000000e+00  B  28.031250  32.000000  32.000000  4.5284579191e+00  1.630000  1.642776e-01  -0.7844  0  nan  nan  nan  +nan  +1.556041e-02  +2.013032e-03  0  0  0
2.0000000000000000e+00  C  32.000000  32.000000  32.000000  8.6141164779e+00  5.168750  1.214710e+00  0.0845  0  nan  nan  nan  +nan  +2.199757e-01  +4.842800e-01  0  0  0
2.9999999999999800e+00  A  35.968750  32.000000  32.000000  4.5226468873e+00  1.630000  1.627836e-01  -0.7884  0  nan  nan  nan  +nan  +6.590011e-03  +9.628854e-03  0  0  0
2.9999999999999800e+00  B  28.031250  32.000000  32.000000  4.5226484799e+00  1.630000  1.627840e-01  -0.7884  0  nan  nan  nan  +nan  +6.590011e-03  +9.628854e-03  0  0  0
2.9999999999999800e+00  C  32.000000  32.000000  32.000000  8.5936878673e+00  5.168750  1.209458e+00  0.0826  0  nan  nan  nan  +nan  +2.182119e-01  +4.819194e-01  0  0  0
