# time  R_areal_min  r_at_R_areal_min
0.0000000000000000e+00  3.8917205266208321e+00  1.5649980031936144e+00
5.0000000000000000e-01  3.8917390650748236e+00  1.5649980031936144e+00
1.0000000000000000e+00  3.8917634613807546e+00  1.5649980031936144e+00
1.5000000000000000e+00  3.8926585271067129e+00  1.5649980031936144e+00
2.0000000000000000e+00  3.8866541601898859e+00  1.4402148277253641e+00
2.4999999999999898e+00  3.8258337547016676e+00  1.4402148277253641e+00
2.9999999999999800e+00  3.8712936818013763e+00  1.8146538926197469e+00
3.4999999999999698e+00  3.9524640985979698e+00  1.5649980031936144e+00
3.9999999999999600e+00  3.8568765427169418e+00  1.5649980031936144e+00
4.4999999999999503e+00  3.8461470422524600e+00  1.5649980031936144e+00
4.9999999999999396e+00  3.8873074685324305e+00  1.5649980031936144e+00
5.4999999999999298e+00  3.8678631308736655e+00  1.5649980031936144e+00
5.9999999999999201e+00  3.7871382068214636e+00  1.3154728237405742e+00
6.4999999999999103e+00  3.8184970929628022e+00  1.6898132293244719e+00
6.9999999999998996e+00  4.0009659337564107e+00  1.4402148277253641e+00
7.4999999999998801e+00  3.8896506180750281e+00  1.4402148277253641e+00
7.9999999999998703e+00  3.8201005403054831e+00  1.3154728237405742e+00
8.4999999999998597e+00  3.8001276963395600e+00  1.4402148277253641e+00
8.9999999999998508e+00  3.8408378869400375e+00  1.4402148277253641e+00
9.4999999999998401e+00  3.8565241149191740e+00  1.4402148277253641e+00
9.9999999999998295e+00  3.7846428193828072e+00  1.3154728237405742e+00
1.0499999999999799e+01  3.8531721630806879e+00  1.6898132293244719e+00
1.0999999999999799e+01  3.9814207294799822e+00  1.9395150811478625e+00
1.1499999999999799e+01  3.9776589802338687e+00  1.5649980031936144e+00
1.1999999999999799e+01  3.9713977202109962e+00  1.8146538926197469e+00
1.2499999999999799e+01  3.9950316577146587e+00  1.8146538926197469e+00
1.2999999999999799e+01  4.0322161844099949e+00  1.9395150811478625e+00
1.3499999999999799e+01  4.0764275755708610e+00  1.9395150811478625e+00
1.3999999999999700e+01  4.1026563384280230e+00  1.9395150811478625e+00
1.4499999999999700e+01  4.1136895541117502e+00  1.9395150811478625e+00
1.4999999999999700e+01  4.1397719723946462e+00  2.1892849860171242e+00
1.5499999999999700e+01  4.2060104032798069e+00  2.3141885726967022e+00
1.5999999999999700e+01  4.3203930025221755e+00  2.4391020376359820e+00
1.6499999999999801e+01  4.4091302249318467e+00  2.4391020376359820e+00
1.6999999999999901e+01  4.4296426000623441e+00  2.5640239370957518e+00
1.7499999999999901e+01  4.4040139274860399e+00  2.6889530955373693e+00
1.8000000000000000e+01  4.3582554347783145e+00  2.9388294863771867e+00
1.8500000000000099e+01  4.3242471849502442e+00  3.1887252547060245e+00
1.9000000000000199e+01  4.3268187083862513e+00  3.4386361758697297e+00
1.9500000000000199e+01  4.3650246578294087e+00  3.5635963225371081e+00
2.0000000000000298e+01  4.4022396924629437e+00  3.1887252547060245e+00
2.0500000000000401e+01  4.4256554658743639e+00  2.9388294863771867e+00
2.1000000000000501e+01  4.3929145187255472e+00  2.6889530955373693e+00
2.1500000000000600e+01  4.3144257259988850e+00  2.5640239370957518e+00
2.2000000000000600e+01  4.2150443808508991e+00  2.4391020376359820e+00
2.2500000000000700e+01  4.1050441526014803e+00  2.4391020376359820e+00
2.3000000000000799e+01  3.9917628423637161e+00  2.3141885726967022e+00
2.3500000000000899e+01  3.8806804770986436e+00  2.1892849860171242e+00
2.4000000000000998e+01  3.7730567052224457e+00  2.0643930706142180e+00
2.4500000000000998e+01  3.6654778416676095e+00  1.9395150811478625e+00
2.5000000000001101e+01  3.5551604166702524e+00  1.8146538926197469e+00
2.5500000000001201e+01  3.4436623989130246e+00  1.6898132293244719e+00
2.6000000000001300e+01  3.3353662311391430e+00  1.5649980031936144e+00
2.6500000000001300e+01  3.2341416427510667e+00  1.4402148277253641e+00
2.7000000000001400e+01  3.1417575263702271e+00  1.3154728237405742e+00
