# time  centre  cx  cy  cz  R_min  r_at_R_min  dev  log10_abs_dev  n_mots  r_mots  R_mots  M_MS_mots  theta_out_min_inside  theta_out_max_at_R_min  theta_in_max_at_R_min  n_trapped  n_anti_trapped  n_outermost
0.0000000000000000e+00  A  32.031250  32.000000  32.000000  4.2396236914e+00  2.290000  9.001766e-02  -1.0457  0  nan  nan  nan  +nan  +4.347520e-02  -3.871078e-02  0  0  0
0.0000000000000000e+00  B  31.968750  32.000000  32.000000  4.2396236914e+00  2.290000  9.001766e-02  -1.0457  0  nan  nan  nan  +nan  +4.347520e-02  -3.871078e-02  0  0  0
0.0000000000000000e+00  C  32.000000  32.000000  32.000000  4.2397165629e+00  2.330000  9.004154e-02  -1.0456  0  nan  nan  nan  +nan  +1.888686e-01  +5.276577e-02  0  0  0
1.0000000000000000e+00  A  32.031250  32.000000  32.000000  4.2785833854e+00  2.290000  1.000343e-01  -0.9999  1  1.678816  4.620665e+00  2.311146e+00  -4.599360e-02  +5.015279e-02  -3.546838e-03  8  1  2
1.0000000000000000e+00  B  31.968750  32.000000  32.000000  4.2785833854e+00  2.290000  1.000343e-01  -0.9999  1  1.678816  4.620665e+00  2.311146e+00  -4.599360e-02  +5.015279e-02  -3.546838e-03  8  1  2
1.0000000000000000e+00  C  32.000000  32.000000  32.000000  4.2762060209e+00  2.330000  9.942307e-02  -1.0025  0  nan  nan  nan  +nan  +1.695214e-01  +6.946884e-02  1  0  2
2.0000000000000000e+00  A  32.031250  32.000000  32.000000  4.2868581710e+00  2.290000  1.021618e-01  -0.9907  1  1.636948  4.563277e+00  2.282922e+00  -3.829255e-02  -9.169497e-04  -8.908970e-03  10  2  2
2.0000000000000000e+00  B  31.968750  32.000000  32.000000  4.2868581710e+00  2.290000  1.021618e-01  -0.9907  1  1.636948  4.563277e+00  2.282922e+00  -3.829255e-02  -9.169497e-04  -8.908970e-03  10  2  2
2.0000000000000000e+00  C  32.000000  32.000000  32.000000  4.2846174050e+00  2.250000  1.015857e-01  -0.9932  0  nan  nan  nan  +nan  +9.809354e-02  +2.370619e-02  0  0  2
2.9999999999999800e+00  A  32.031250  32.000000  32.000000  4.2635557284e+00  2.250000  9.617065e-02  -1.0170  1  1.557512  4.524179e+00  2.263670e+00  -2.552611e-02  -2.102004e-02  -2.553134e-02  16  2  2
2.9999999999999800e+00  B  31.968750  32.000000  32.000000  4.2635557284e+00  2.250000  9.617065e-02  -1.0170  1  1.557512  4.524179e+00  2.263670e+00  -2.552611e-02  -2.102004e-02  -2.553134e-02  16  2  2
2.9999999999999800e+00  C  32.000000  32.000000  32.000000  4.2595372864e+00  2.250000  9.513749e-02  -1.0216  0  nan  nan  nan  +nan  +2.565108e-02  +5.563828e-02  0  0  2
3.9999999999999600e+00  A  32.031250  32.000000  32.000000  4.2194078597e+00  2.190000  8.482012e-02  -1.0715  2  2.287465  4.226842e+00  2.114242e+00  -3.591395e-02  -3.591395e-02  -3.875864e-02  16  0  2
3.9999999999999600e+00  B  31.968750  32.000000  32.000000  4.2194078597e+00  2.190000  8.482012e-02  -1.0715  2  2.287465  4.226842e+00  2.114242e+00  -3.591395e-02  -3.591395e-02  -3.875864e-02  16  0  2
3.9999999999999600e+00  C  32.000000  32.000000  32.000000  4.2133703402e+00  2.170000  8.326786e-02  -1.0795  0  nan  nan  nan  +nan  +5.049542e-03  +1.753795e-02  0  0  2
4.9999999999999396e+00  A  32.031250  32.000000  32.000000  4.1596653632e+00  2.130000  6.946018e-02  -1.1583  1  2.267854  4.173345e+00  2.087718e+00  -4.923318e-02  -4.923318e-02  -5.081917e-02  15  0  2
4.9999999999999396e+00  B  31.968750  32.000000  32.000000  4.1596653632e+00  2.130000  6.946018e-02  -1.1583  1  2.267854  4.173345e+00  2.087718e+00  -4.923318e-02  -4.923318e-02  -5.081917e-02  15  0  2
4.9999999999999396e+00  C  32.000000  32.000000  32.000000  4.1528771143e+00  2.090000  6.771490e-02  -1.1693  0  nan  nan  nan  +nan  +8.258186e-03  -1.322285e-02  0  0  2
5.9999999999999201e+00  A  32.031250  32.000000  32.000000  4.0852632423e+00  2.070000  5.033121e-02  -1.2982  1  2.247037  4.107217e+00  2.054880e+00  -6.246809e-02  -6.246809e-02  -6.411856e-02  19  0  2
5.9999999999999201e+00  B  31.968750  32.000000  32.000000  4.0852632423e+00  2.070000  5.033121e-02  -1.2982  1  2.247037  4.107217e+00  2.054880e+00  -6.246809e-02  -6.246809e-02  -6.411856e-02  19  0  2
5.9999999999999201e+00  C  32.000000  32.000000  32.000000  4.0787401399e+00  2.010000  4.865410e-02  -1.3129  0  nan  nan  nan  +nan  +7.329339e-03  -3.151978e-02  1  0  2
6.9999999999998996e+00  A  32.031250  32.000000  32.000000  3.9949437777e+00  1.990000  2.710985e-02  -1.5669  1  2.224595  4.028411e+00  2.015660e+00  -7.592989e-02  -7.472611e-02  -8.301403e-02  23  0  2
6.9999999999998996e+00  B  31.968750  32.000000  32.000000  3.9949437777e+00  1.990000  2.710985e-02  -1.5669  1  2.224595  4.028411e+00  2.015660e+00  -7.592989e-02  -7.472611e-02  -8.301403e-02  23  0  2
6.9999999999998996e+00  C  32.000000  32.000000  32.000000  3.9880506146e+00  2.010000  2.533760e-02  -1.5962  0  nan  nan  nan  +nan  -2.438106e-02  -2.505997e-02  1  0  2
7.9999999999998703e+00  A  32.031250  32.000000  32.000000  3.8868274343e+00  1.930000  -6.871232e-04  -3.1630  1  2.199674  3.936139e+00  1.969715e+00  -9.686198e-02  -9.686198e-02  -9.806702e-02  27  0  1
7.9999999999998703e+00  B  31.968750  32.000000  32.000000  3.8868274343e+00  1.930000  -6.871232e-04  -3.1630  1  2.199674  3.936139e+00  1.969715e+00  -9.686198e-02  -9.686198e-02  -9.806702e-02  27  0  1
7.9999999999998703e+00  C  32.000000  32.000000  32.000000  3.8797062041e+00  1.930000  -2.518009e-03  -2.5989  1  2.060811  3.895972e+00  1.998408e+00  -4.244989e-02  -4.244989e-02  -3.722074e-02  3  0  1
8.9999999999998508e+00  A  32.031250  32.000000  32.000000  3.7578276854e+00  1.850000  -3.385328e-02  -1.4704  1  2.171250  3.829574e+00  1.916664e+00  -1.179120e-01  -1.179120e-01  -1.245147e-01  32  0  1
8.9999999999998508e+00  B  31.968750  32.000000  32.000000  3.7578276854e+00  1.850000  -3.385328e-02  -1.4704  1  2.171250  3.829574e+00  1.916664e+00  -1.179120e-01  -1.179120e-01  -1.245147e-01  32  0  1
8.9999999999998508e+00  C  32.000000  32.000000  32.000000  3.7509261446e+00  1.850000  -3.562768e-02  -1.4482  1  2.031302  3.780360e+00  1.953526e+00  -5.945374e-02  -5.945374e-02  -5.490792e-02  4  0  1
9.9999999999998295e+00  A  32.031250  32.000000  32.000000  3.6042414644e+00  1.730000  -7.334067e-02  -1.1347  1  2.138224  3.708354e+00  1.856174e+00  -1.500888e-01  -1.500888e-01  -1.545930e-01  38  0  1
9.9999999999998295e+00  B  31.968750  32.000000  32.000000  3.6042414644e+00  1.730000  -7.334067e-02  -1.1347  1  2.138224  3.708354e+00  1.856174e+00  -1.500888e-01  -1.500888e-01  -1.545930e-01  38  0  1
9.9999999999998295e+00  C  32.000000  32.000000  32.000000  3.5968520533e+00  1.690000  -7.524051e-02  -1.1235  1  1.996565  3.648686e+00  1.900736e+00  -7.547486e-02  -4.991078e-02  -1.015980e-01  5  0  1
1.0999999999999799e+01  A  32.031250  32.000000  32.000000  3.4229501186e+00  1.610000  -1.199511e-01  -0.9210  1  2.099424  3.572936e+00  1.788630e+00  -1.922213e-01  -1.922213e-01  -1.942790e-01  44  0  1
1.0999999999999799e+01  B  31.968750  32.000000  32.000000  3.4229501186e+00  1.610000  -1.199511e-01  -0.9210  1  2.099424  3.572936e+00  1.788630e+00  -1.922213e-01  -1.922213e-01  -1.942790e-01  44  0  1
1.0999999999999799e+01  C  32.000000  32.000000  32.000000  3.4145892577e+00  1.610000  -1.221007e-01  -0.9133  1  1.955653  3.502018e+00  1.839108e+00  -1.180733e-01  -1.180733e-01  -9.775259e-02  6  0  1
1.1999999999999799e+01  A  32.031250  32.000000  32.000000  3.2119541564e+00  1.450000  -1.741987e-01  -0.7590  1  2.053713  3.425516e+00  1.714980e+00  -2.479978e-01  -2.479978e-01  -2.480366e-01  52  0  1
1.1999999999999799e+01  B  31.968750  32.000000  32.000000  3.2119541564e+00  1.450000  -1.741987e-01  -0.7590  1  2.053713  3.425516e+00  1.714980e+00  -2.479978e-01  -2.479978e-01  -2.480366e-01  52  0  1
1.1999999999999799e+01  C  32.000000  32.000000  32.000000  3.2012922162e+00  1.450000  -1.769399e-01  -0.7522  1  1.906514  3.342058e+00  1.769673e+00  -1.619213e-01  -1.619213e-01  -1.311939e-01  8  0  1
1.2999999999999799e+01  A  32.031250  32.000000  32.000000  2.9736528836e+00  1.250000  -2.354665e-01  -0.6281  1  1.999584  3.270526e+00  1.637378e+00  -3.172871e-01  -3.168652e-01  -3.259695e-01  60  0  1
1.2999999999999799e+01  B  31.968750  32.000000  32.000000  2.9736528836e+00  1.250000  -2.354665e-01  -0.6281  1  1.999584  3.270526e+00  1.637378e+00  -3.172871e-01  -3.168652e-01  -3.259695e-01  60  0  1
1.2999999999999799e+01  C  32.000000  32.000000  32.000000  2.9580138976e+00  1.210000  -2.394874e-01  -0.6207  1  1.847979  3.173981e+00  1.694556e+00  -2.031511e-01  -1.277855e-01  -2.275466e-01  9  0  1
