0.0000000000000000e+00  -6.9196228932012147e-17  3.6079555752406069e-13  5.2679419360752967e-13  4.5272084875877571e-13  -2.6373349088063801e-05  1.0891179645403962e-12  -2.1365182785370236e-12  5.3797327846830555e-13  -1.4198167535269375e-17  -9.8061693546466653e-13  -9.5576073427668226e-17  1.7739210494374665e-13  2.2356366729145952e-14  1.3000186193140724e-14  -4.0141883056240853e-06  1.6321588266700285e-13  -1.1807825891803810e-14  -1.1261953605378936e-14  -1.4841652039807550e-17  3.8803326160877265e-13
5.0000000000000000e-01  8.5623861884981983e-16  2.2255451267946413e-09  2.6501784455153374e-10  2.5792282547269528e-09  -3.1642969754819347e-05  -2.1376293116095626e-09  -2.9623576010431185e-10  2.6613768977567561e-09  -2.7900494218380768e-15  2.3019669066993038e-09  7.5449557702518013e-16  -7.4640322812082424e-08  -1.3522001514610235e-13  -1.4725658249670991e-07  -3.9504091123414004e-06  1.7949783496485398e-07  1.4252315254265332e-13  -1.4718709362336130e-07  3.9448507997064772e-17  -7.4569550618154210e-08
1.0000000000000000e+00  -4.6629132500498372e-15  -2.4550767240017536e-10  -6.1090050962430700e-10  -5.9835959577694029e-10  -3.8509275951594529e-05  -1.4516708056020975e-10  5.0749705067625204e-10  -5.1483312966802528e-10  3.5432931152371307e-15  -2.7210470964607626e-10  -1.5719016751794936e-16  -1.6714971247967113e-07  -6.0640779992743124e-13  -3.2808622596022629e-07  -4.1892850324219797e-06  3.9915032572107061e-07  7.1245082084180237e-13  -3.2770999589587064e-07  -1.5303711700770889e-15  -1.6677274103536145e-07
1.5000000000000000e+00  -1.8531834494409966e-14  3.9232508102653266e-11  5.8673750608729255e-10  1.0348592709626831e-09  -4.7011004616569938e-05  -6.3653086201134909e-10  -6.1938733647896718e-10  1.0819541570363503e-09  2.4568419003854738e-14  6.0491943414742510e-11  -4.8985653444794288e-16  -1.7489629137885632e-07  -8.7056870439855992e-13  -3.4127442515254163e-07  -4.5269794207880637e-06  4.1423985513104980e-07  7.9351566602805926e-13  -3.4060884879758320e-07  -2.5746318547531479e-16  -1.7420363297043297e-07
2.0000000000000000e+00  -1.0093732395994184e-14  -1.5885513292784965e-09  4.7879693857815052e-10  -5.3060551544366429e-10  -5.7701285519583442e-05  5.5627020799930103e-10  -5.6667762091059681e-10  -4.0856334057546870e-10  7.3766102610017229e-15  -1.5431024519216131e-09  -1.2056020311478389e-15  -1.8792736001582217e-07  6.4086435926896460e-12  -3.6549336769600238e-07  -4.9639474649608414e-06  4.4311091345592568e-07  -6.3221639337550186e-12  -3.6476665014465001e-07  -1.8487173364052775e-15  -1.8715499463983415e-07
2.4999999999999898e+00  -2.5031361116113891e-14  9.2337355179811175e-10  1.2276787884647454e-09  4.3116648620526641e-09  -7.1094807580316172e-05  -4.0765366779172342e-09  -1.3463976278288521e-09  4.4822740907302391e-09  5.1821102110936497e-14  9.9026175252200440e-10  -8.0135148659415736e-16  -2.0031016802949954e-07  5.4660734218696908e-12  -3.8692050671784968e-07  -5.5041513392221110e-06  4.6804637472980834e-07  -5.3783946126278595e-12  -3.8611672313884256e-07  6.4990236380509339e-16  -1.9944517814133034e-07
2.9999999999999800e+00  3.5172909167266523e-14  -1.6564516712399175e-09  1.4688138614653673e-09  1.3487428589270836e-09  -8.6974014728966633e-05  -8.7228719828604479e-10  -1.4692616764220844e-09  1.4115661770185624e-09  1.6843295535155429e-14  -1.5774692163436323e-09  7.3281061377459871e-16  -1.9739652806625490e-07  -3.6509093669049739e-13  -3.7820201622929520e-07  -6.1167041310406915e-06  4.5625421215064725e-07  4.5821808498515440e-13  -3.7734614975251268e-07  5.2524340066396146e-16  -1.9647717674874639e-07
3.4999999999999698e+00  4.2968490277088322e-15  -3.7631687201855325e-09  1.1378191022458800e-09  -1.2538737315616721e-09  -1.0625910811065988e-04  1.2122977735964091e-09  -1.2560570213416998e-09  -1.0668446986364778e-09  2.0245707163044749e-14  -3.6688917473432202e-09  7.2855650600350590e-16  -1.8304459425215638e-07  -6.6590195244952679e-13  -3.4836083862331646e-07  -6.8293599367436142e-06  4.1929907945458236e-07  7.8567010502842153e-13  -3.4754095907842782e-07  1.6463562819437470e-15  -1.8216439164854748e-07
3.9999999999999600e+00  -4.4863505185498967e-14  3.4262252342611884e-09  2.3027565560193170e-09  1.2913057624439347e-08  -1.2891101842006238e-04  -1.4181315874304436e-08  -2.3544819169409196e-09  1.3122001965735210e-08  1.0038614552909183e-14  3.6295576039573649e-09  -6.7539069594673928e-16  -1.6936237509331311e-07  9.0189258788728540e-14  -3.2036598692462842e-07  -7.6481757126991078e-06  3.8480556075073145e-07  1.3250260945650774e-13  -3.1956838609722357e-07  6.0987897842888544e-16  -1.6850421256301545e-07
4.4999999999999503e+00  -2.2790377078416824e-14  6.2092128911002029e-09  2.0501744727942695e-09  2.1129066781494158e-08  -1.5580465313890510e-04  -2.5670357767278918e-08  -2.0847448636648826e-09  2.1302816155050347e-08  -3.4042398087663339e-14  6.3952678589435551e-09  6.9635365462282006e-16  -1.6160032204828762e-07  -3.1316077279516092e-12  -3.0355452596127275e-07  -8.5539214352964186e-06  3.6374695024177604e-07  3.3675418723601156e-12  -3.0273245032846811e-07  -3.5294024432635243e-15  -1.6071223246625650e-07
