time  net_outward_flux  psi4_boundary_amp
5.0499999999998501e+01  2.3425210561450909e-03  3.3851729506228698e-04
5.0999999999998401e+01  2.3805170335416256e-03  3.4629642005328546e-04
5.1499999999998302e+01  2.4160784655581744e-03  3.5258016078431215e-04
5.1999999999998202e+01  2.4511947911836406e-03  3.5708443856194725e-04
5.2499999999998103e+01  2.4852484097206929e-03  3.5957997974127688e-04
5.2999999999998003e+01  2.5151587367384883e-03  3.5995707535710158e-04
5.3499999999997897e+01  2.5368183764778026e-03  3.5832811435463561e-04
5.3999999999997797e+01  2.5467863553359708e-03  3.5473492861751583e-04
5.4499999999997698e+01  2.5435282500409313e-03  3.4899186506416889e-04
