# time  Re_m-2(R=14)  Im_m-2(R=14)  Re_m-1(R=14)  Im_m-1(R=14)  Re_m0(R=14)  Im_m0(R=14)  Re_m1(R=14)  Im_m1(R=14)  Re_m2(R=14)  Im_m2(R=14)  Re_m-2(R=30)  Im_m-2(R=30)  Re_m-1(R=30)  Im_m-1(R=30)  Re_m0(R=30)  Im_m0(R=30)  Re_m1(R=30)  Im_m1(R=30)  Re_m2(R=30)  Im_m2(R=30)
3.7000000000001201e+01  -2.4763368266636401e-02  2.9395483953653795e-03  -1.2643853874175656e-05  1.0676819016323527e-05  1.7581444684516716e-02  -3.0805472979726390e-07  -1.2699591228459641e-05  -1.0664904344190060e-05  -2.4766980826103284e-02  -2.9346703528778202e-03  7.6215015713412817e-03  -2.1932584467209983e-03  1.4972097897394242e-08  -3.3978561652774929e-06  -6.2877184067601710e-03  -2.1805416918304526e-13  1.4972627967200117e-08  3.3978568358859227e-06  7.6215015713085735e-03  2.1932584466543155e-03
3.8000000000001002e+01  -2.4377800786505702e-02  4.7932966266767026e-03  -1.2058913976572547e-05  1.5919110122861027e-05  1.7384079393635760e-02  -5.2184763750657539e-07  -1.2103596494240998e-05  -1.5927153709815850e-05  -2.4383273293828060e-02  -4.7882490549425354e-03  6.7830397416059193e-03  -2.2691879984789343e-03  -5.3082169193555250e-08  -2.8683138593161619e-06  -5.6899442341145990e-03  -5.1575267799206740e-13  -5.3082103344274551e-08  2.8683146853879326e-06  6.7830397426121933e-03  2.2691879991580282e-03
3.9000000000000803e+01  -2.3253885726834768e-02  6.6959265753358975e-03  -1.1292105674750984e-05  2.0164326216689067e-05  1.6672754347017652e-02  -3.5511337615480419e-07  -1.1323567298204896e-05  -2.0187584386880550e-05  -2.3260471364296736e-02  -6.6907632199751602e-03  5.4912610875798270e-03  -2.3248005415308142e-03  -1.6849970283780281e-07  -2.1756407605237484e-06  -4.7210074085957780e-03  -1.1196615127564112e-14  -1.6849923701278715e-07  2.1756404537700653e-06  5.4912610884264804e-03  2.3248005422745032e-03
4.0000000000000597e+01  -2.1369507868354017e-02  8.5753318218813827e-03  -8.5893568472172285e-06  2.4037382083283216e-05  1.5454159403262165e-02  -2.7793354223669598e-07  -8.6337446691931643e-06  -2.4070603348901725e-05  -2.1379116701511908e-02  -8.5702622734582373e-03  3.7725325334818263e-03  -2.3537598643391185e-03  -3.3126507132364974e-07  -1.3619087372939715e-06  -3.3982835312909854e-03  5.1763962175899528e-15  -3.3126416812498616e-07  1.3619078691369838e-06  3.7725325333041772e-03  2.3537598655597783e-03
4.1000000000000398e+01  -1.8747523004452801e-02  1.0339127413149216e-02  -5.3086034486954006e-06  2.6789852027411990e-05  1.3711668625046801e-02  -1.6693871889601611e-07  -5.3333986618198827e-06  -2.6800252102362255e-05  -1.8757606314428202e-02  -1.0334579056281049e-02  1.6851032244734835e-03  -2.3489022004795405e-03  -5.5656329015025456e-07  -4.4764615187310423e-07  -1.7821815447925582e-03  5.6525280062082878e-13  -5.5656261903469090e-07  4.4764632490042347e-07  1.6851032254179528e-03  2.3489022002383016e-03
4.2000000000000199e+01  -1.5433759153930632e-02  1.1889432280948131e-02  -1.1284444484381532e-06  2.9411831679853004e-05  1.1503756081998219e-02  -6.7721721913133410e-09  -1.1513731598438501e-06  -2.9412650219435818e-05  -1.5446766847910635e-02  -1.1885598352467384e-02  -6.8079610224900267e-04  -2.3026620956652756e-03  -9.0500774611212975e-07  5.4675765606742491e-07  6.2814229557775077e-05  5.5352067432335155e-13  -9.0500803509172779e-07  -5.4675701070277054e-07  -6.8079610035697859e-04  2.3026620964765637e-03
4.3000000000000000e+01  -1.1529129309353266e-02  1.3145125324661519e-02  3.3103546119500469e-06  2.9198654746284500e-05  8.8987881398246167e-03  -2.1787355650965492e-08  3.2701633453477307e-06  -2.9201811382172384e-05  -1.1544232833729276e-02  -1.3142409275108484e-02  -3.2152328206648461e-03  -2.2088087218508808e-03  -1.2203231747061222e-06  1.5293721516406599e-06  2.0422296149144154e-03  -1.2030165681990376e-12  -1.2203255649015922e-06  -1.5293716083318565e-06  -3.2152328202381133e-03  2.2088087198666932e-03
4.3999999999999801e+01  -7.1606864420459548e-03  1.4021886715527804e-02  6.7968786324691331e-06  2.5414124132792181e-05  5.9699428063631774e-03  1.3065610920938252e-07  6.7685606161026157e-06  -2.5465442030278318e-05  -7.1757302231577978e-03  -1.4020522445831490e-02  -5.8043924849420581e-03  -2.0612290390897817e-03  -1.6247564305745327e-06  2.4610105493961745e-06  4.0694871006822656e-03  -1.0531174016333283e-12  -1.6247560734654513e-06  -2.4610107110085714e-06  -5.8043924846228933e-03  2.0612290399003160e-03
4.4999999999999602e+01  -2.4850966135488567e-03  1.4458568771831284e-02  1.0418922704191217e-05  2.0552985347035301e-05  2.8336209115878046e-03  3.8257079485646644e-07  1.0360496103586121e-05  -2.0576400812910244e-05  -2.5013209954115444e-03  -1.4458852663701964e-02  -8.3494330244575140e-03  -1.8512734648573530e-03  -1.9904460758531875e-06  3.3609890259578185e-06  6.0556149610780418e-03  -1.3892095062502353e-12  -1.9904449003160710e-06  -3.3609900233328103e-06  -8.3494330241632216e-03  1.8512734675036468e-03
4.5999999999999403e+01  2.3487323504016383e-03  1.4424756893591155e-02  1.5618939209831559e-05  1.4774167014744907e-05  -4.0918993597157251e-04  4.2347492023874463e-07  1.5517419018329136e-05  -1.4751887534982704e-05  2.3325341437945134e-03  -1.4426680717865445e-02  -1.0754358115996654e-02  -1.5742820171225375e-03  -2.4207328265312847e-06  4.1433615113608088e-06  7.9268394321336446e-03  1.1381422869755622e-12  -2.4207331402752564e-06  -4.1433634921925383e-06  -1.0754358119580072e-02  1.5742820186027298e-03
4.6999999999999197e+01  7.1636084338468084e-03  1.3896853305136816e-02  1.7136242544886847e-05  9.6293247772939940e-06  -3.6527219787763372e-03  7.2904924943416745e-07  1.7072525475327508e-05  -9.6306358585599218e-06  7.1483167227088884e-03  -1.3900726630659195e-02  -1.2948218562367947e-02  -1.2197230176821151e-03  -2.7161967621902295e-06  4.8320688390047087e-06  9.6247197710705376e-03  2.9966375717203366e-12  -2.7161933917868472e-06  -4.8320665053784905e-06  -1.2948218566648812e-02  1.2197230164527411e-03
4.7999999999998998e+01  1.1801390150274999e-02  1.2879848685360190e-02  2.2524189557292155e-05  4.2189485926749231e-06  -6.7894849287960923e-03  9.8944389734400941e-07  2.2485066020217111e-05  -4.1895831888907391e-06  1.1787702008655613e-02  -1.2885557123022393e-02  -1.4868533316371821e-02  -7.8620566899778479e-04  -3.1581045313655289e-06  5.4348344377318995e-06  1.1106065223913155e-02  4.1584979630946784e-13  -3.1581077333537894e-06  -5.4348380206820431e-06  -1.4868533316925133e-02  7.8620566866742178e-04
4.8999999999998799e+01  1.6120879313918902e-02  1.1386153934866325e-02  2.2088196576951470e-05  -1.5633517506056866e-06  -9.7365462461885630e-03  1.1815731146757200e-06  2.2111244040332812e-05  1.6078644240791707e-06  1.6107986063331504e-02  -1.1393487079176872e-02  -1.6469196470977016e-02  -2.7012085892557237e-04  -3.5811047794001036e-06  5.8191036199884447e-06  1.2333213171273760e-02  1.4903539878851615e-12  -3.5811065784204445e-06  -5.8191057981844507e-06  -1.6469196465538218e-02  2.7012085729899123e-04
4.9999999999998600e+01  1.9985962979017082e-02  9.4662315528269685e-03  2.3802821990848102e-05  -7.0231771127448943e-06  -1.2389513094638913e-02  1.0528061142553638e-06  2.3840398632050494e-05  7.0180039805515828e-06  1.9975555022249937e-02  -9.4739511821865848e-03  -1.7728054639277915e-02  3.3706605920029946e-04  -3.9957570420187293e-06  6.2544267855933481e-06  1.3287237196033853e-02  2.7658200538605970e-12  -3.9957542329483084e-06  -6.2544235075689110e-06  -1.7728054636548706e-02  -3.3706606038637896e-04
5.0999999999998401e+01  2.3280692294175290e-02  7.1628226176249496e-03  2.4560489091039192e-05  -1.2012547054450777e-05  -1.4705985463953608e-02  6.9360678965764694e-07  2.4652115944670356e-05  1.1991103830512221e-05  2.3271978479120482e-02  -7.1728968232825582e-03  -1.8627397135167766e-02  1.0462794675427630e-03  -4.2696740320626607e-06  6.6096311098627974e-06  1.3964253662361027e-02  2.9011406568502400e-12  -4.2696727878111455e-06  -6.6096293231606254e-06  -1.8627397133762366e-02  -1.0462794669029670e-03
5.1999999999998202e+01  2.5903204580106261e-02  4.5504807268346385e-03  2.3410525448570621e-05  -1.4251133321869540e-05  -1.6620689168862446e-02  1.5565038384182640e-07  2.3457117551318650e-05  1.4169586002669799e-05  2.5897299657182404e-02  -4.5610929431031712e-03  -1.9134755085040960e-02  1.8532704780653932e-03  -4.3326375677266402e-06  6.9931988132302634e-06  1.4343640044834004e-02  -1.8388528106618156e-12  -4.3326369972422337e-06  -6.9931946946178799e-06  -1.9134755083614029e-02  -1.8532704776439888e-03
5.2999999999998003e+01  2.7792217261621358e-02  1.7025725540691754e-03  2.4074425470651563e-05  -1.5560095885559282e-05  -1.8081017843021983e-02  1.4961833849206901e-07  2.4082512135590752e-05  1.5471598288109679e-05  2.7791438903455947e-02  -1.7142482202721892e-03  -1.9231720337502322e-02  2.7521132660734277e-03  -4.0749175267119447e-06  7.2778794857193430e-06  1.4408747430175639e-02  8.0366128587584275e-13  -4.0749239454931168e-06  -7.2778762278356239e-06  -1.9231720332964310e-02  -2.7521132717722233e-03
5.3999999999997797e+01  2.8886880067285656e-02  -1.2829929465237671e-03  2.2614704071241261e-05  -1.8888979319417118e-05  -1.9113185412020083e-02  -1.1325574003695728e-06  2.2630092004602659e-05  1.8891732640497151e-05  2.8886530054080289e-02  1.2703181067845711e-03  -1.8894989755772140e-02  3.7280766961366348e-03  -3.9185282926847935e-06  7.6128473058708390e-06  1.4154106935512313e-02  3.0499022496974573e-12  -3.9185318858768546e-06  -7.6128443104759506e-06  -1.8894989757095530e-02  -3.7280767023983282e-03
5.4999999999997598e+01  2.9142562326666843e-02  -4.3124528991924432e-03  1.7478461120094715e-05  -2.1938297499029351e-05  -1.9618579912361926e-02  -6.9383999511710183e-07  1.7446904603859358e-05  2.1959718711394090e-05  2.9146773241356380e-02  4.3003968303018513e-03  -1.8114024488779322e-02  4.7663636256713091e-03  -3.2662394828698122e-06  7.9046146452126588e-06  1.3585760857817306e-02  -9.2288672126769004e-13  -3.2662435777958359e-06  -7.9046167106129744e-06  -1.8114024494263234e-02  -4.7663636278773500e-03
5.5999999999997399e+01  2.8582606481743125e-02  -7.2927097266805765e-03  1.3675396947808196e-05  -2.5395866833638716e-05  -1.9681353820583197e-02  -1.3695069246632703e-06  1.3594497406961837e-05  2.5409585154218700e-05  2.8590693932787983e-02  7.2798236696092391e-03  -1.6874734073790441e-02  5.8437933705891131e-03  -2.2923354669241030e-06  8.1076093413546722e-06  1.2690498081496594e-02  -4.7898057387225391e-12  -2.2923400745998284e-06  -8.1076135707865065e-06  -1.6874734074398989e-02  -5.8437933636837584e-03
