# time  centre  cx  cy  cz  R_min  r_at_R_min  dev  log10_abs_dev  n_mots  r_mots  R_mots  M_MS_mots  theta_out_min_inside  theta_out_max_at_R_min  theta_in_max_at_R_min  n_trapped  n_anti_trapped  n_outermost
0.0000000000000000e+00  A  32.031250  32.000000  32.000000  2.8621552221e+00  1.270000  -3.334150e-03  -2.4770  0  nan  nan  nan  +nan  +1.433918e-02  -1.647630e-03  0  0  0
0.0000000000000000e+00  B  31.968750  32.000000  32.000000  2.8621552221e+00  1.270000  -3.334150e-03  -2.4770  0  nan  nan  nan  +nan  +1.433918e-02  -1.647630e-03  0  0  0
0.0000000000000000e+00  C  32.000000  32.000000  32.000000  2.8472534960e+00  1.210000  -8.523261e-03  -2.0694  0  nan  nan  nan  +nan  +2.548484e-01  +8.922456e-02  0  0  0
1.0000000000000000e+00  A  32.031250  32.000000  32.000000  2.8621548901e+00  1.270000  -3.334265e-03  -2.4770  0  nan  nan  nan  +nan  +1.433828e-02  -1.645325e-03  0  0  0
1.0000000000000000e+00  B  31.968750  32.000000  32.000000  2.8621548901e+00  1.270000  -3.334265e-03  -2.4770  0  nan  nan  nan  +nan  +1.433828e-02  -1.645325e-03  0  0  0
1.0000000000000000e+00  C  32.000000  32.000000  32.000000  2.8472303203e+00  1.210000  -8.531331e-03  -2.0690  0  nan  nan  nan  +nan  +2.547543e-01  +8.931411e-02  0  0  0
2.0000000000000000e+00  A  32.031250  32.000000  32.000000  2.8621548801e+00  1.270000  -3.334269e-03  -2.4770  0  nan  nan  nan  +nan  +1.433690e-02  -1.648649e-03  0  0  0
2.0000000000000000e+00  B  31.968750  32.000000  32.000000  2.8621548801e+00  1.270000  -3.334269e-03  -2.4770  0  nan  nan  nan  +nan  +1.433690e-02  -1.648649e-03  0  0  0
2.0000000000000000e+00  C  32.000000  32.000000  32.000000  2.8472299225e+00  1.210000  -8.531470e-03  -2.0690  0  nan  nan  nan  +nan  +2.547528e-01  +8.931191e-02  0  0  0
2.9999999999999800e+00  A  32.031250  32.000000  32.000000  2.8621554876e+00  1.270000  -3.334057e-03  -2.4770  0  nan  nan  nan  +nan  +1.434594e-02  -1.660309e-03  0  0  0
2.9999999999999800e+00  B  31.968750  32.000000  32.000000  2.8621554876e+00  1.270000  -3.334057e-03  -2.4770  0  nan  nan  nan  +nan  +1.434594e-02  -1.660309e-03  0  0  0
2.9999999999999800e+00  C  32.000000  32.000000  32.000000  2.8472303390e+00  1.210000  -8.531325e-03  -2.0690  0  nan  nan  nan  +nan  +2.547609e-01  +8.930243e-02  0  0  0
3.9999999999999600e+00  A  32.031250  32.000000  32.000000  2.8621570566e+00  1.270000  -3.333511e-03  -2.4771  0  nan  nan  nan  +nan  +1.434265e-02  -1.671643e-03  0  0  0
3.9999999999999600e+00  B  31.968750  32.000000  32.000000  2.8621570566e+00  1.270000  -3.333511e-03  -2.4771  0  nan  nan  nan  +nan  +1.434265e-02  -1.671643e-03  0  0  0
3.9999999999999600e+00  C  32.000000  32.000000  32.000000  2.8472324976e+00  1.210000  -8.530573e-03  -2.0690  0  nan  nan  nan  +nan  +2.547562e-01  +8.929456e-02  0  0  0
4.9999999999999396e+00  A  32.031250  32.000000  32.000000  2.8621600040e+00  1.270000  -3.332485e-03  -2.4772  0  nan  nan  nan  +nan  +1.432816e-02  -1.686800e-03  0  0  0
4.9999999999999396e+00  B  31.968750  32.000000  32.000000  2.8621600040e+00  1.270000  -3.332485e-03  -2.4772  0  nan  nan  nan  +nan  +1.432816e-02  -1.686800e-03  0  0  0
4.9999999999999396e+00  C  32.000000  32.000000  32.000000  2.8472378357e+00  1.210000  -8.528714e-03  -2.0691  0  nan  nan  nan  +nan  +2.547490e-01  +8.928447e-02  0  0  0
5.9999999999999201e+00  A  32.031250  32.000000  32.000000  2.8621642289e+00  1.270000  -3.331013e-03  -2.4774  0  nan  nan  nan  +nan  +1.434296e-02  -1.729171e-03  0  0  0
5.9999999999999201e+00  B  31.968750  32.000000  32.000000  2.8621642289e+00  1.270000  -3.331013e-03  -2.4774  0  nan  nan  nan  +nan  +1.434296e-02  -1.729171e-03  0  0  0
5.9999999999999201e+00  C  32.000000  32.000000  32.000000  2.8472477566e+00  1.210000  -8.525259e-03  -2.0693  0  nan  nan  nan  +nan  +2.547865e-01  +8.925112e-02  0  0  0
6.9999999999998996e+00  A  32.031250  32.000000  32.000000  2.8621683584e+00  1.270000  -3.329575e-03  -2.4776  0  nan  nan  nan  +nan  +1.440169e-02  -1.804489e-03  0  0  0
6.9999999999998996e+00  B  31.968750  32.000000  32.000000  2.8621683584e+00  1.270000  -3.329575e-03  -2.4776  0  nan  nan  nan  +nan  +1.440169e-02  -1.804489e-03  0  0  0
6.9999999999998996e+00  C  32.000000  32.000000  32.000000  2.8472630672e+00  1.210000  -8.519928e-03  -2.0696  0  nan  nan  nan  +nan  +2.548962e-01  +8.918899e-02  0  0  0
7.9999999999998703e+00  A  32.031250  32.000000  32.000000  2.8621695128e+00  1.270000  -3.329173e-03  -2.4777  0  nan  nan  nan  +nan  +1.451689e-02  -1.928450e-03  0  0  0
7.9999999999998703e+00  B  31.968750  32.000000  32.000000  2.8621695128e+00  1.270000  -3.329173e-03  -2.4777  0  nan  nan  nan  +nan  +1.451689e-02  -1.928450e-03  0  0  0
7.9999999999998703e+00  C  32.000000  32.000000  32.000000  2.8472837747e+00  1.210000  -8.512717e-03  -2.0699  0  nan  nan  nan  +nan  +2.550942e-01  +8.908378e-02  0  0  0
8.9999999999998508e+00  A  32.031250  32.000000  32.000000  2.8621625489e+00  1.270000  -3.331598e-03  -2.4773  0  nan  nan  nan  +nan  +1.469349e-02  -2.118535e-03  0  0  0
8.9999999999998508e+00  B  31.968750  32.000000  32.000000  2.8621625489e+00  1.270000  -3.331598e-03  -2.4773  0  nan  nan  nan  +nan  +1.469349e-02  -2.118535e-03  0  0  0
8.9999999999998508e+00  C  32.000000  32.000000  32.000000  2.8473078195e+00  1.210000  -8.504344e-03  -2.0704  0  nan  nan  nan  +nan  +2.553816e-01  +8.891989e-02  0  0  0
9.9999999999998295e+00  A  32.031250  32.000000  32.000000  2.8621354383e+00  1.270000  -3.341039e-03  -2.4761  0  nan  nan  nan  +nan  +1.491533e-02  -2.393021e-03  0  0  0
9.9999999999998295e+00  B  31.968750  32.000000  32.000000  2.8621354383e+00  1.270000  -3.341039e-03  -2.4761  0  nan  nan  nan  +nan  +1.491533e-02  -2.393021e-03  0  0  0
9.9999999999998295e+00  C  32.000000  32.000000  32.000000  2.8473257455e+00  1.210000  -8.498102e-03  -2.0707  0  nan  nan  nan  +nan  +2.557534e-01  +8.868089e-02  0  0  0
1.0999999999999799e+01  A  32.031250  32.000000  32.000000  2.8620592078e+00  1.270000  -3.367584e-03  -2.4727  0  nan  nan  nan  +nan  +1.519193e-02  -2.808414e-03  0  0  0
1.0999999999999799e+01  B  31.968750  32.000000  32.000000  2.8620592078e+00  1.270000  -3.367584e-03  -2.4727  0  nan  nan  nan  +nan  +1.519193e-02  -2.808414e-03  0  0  0
1.0999999999999799e+01  C  32.000000  32.000000  32.000000  2.8473108513e+00  1.210000  -8.503289e-03  -2.0704  0  nan  nan  nan  +nan  +2.562475e-01  +8.831481e-02  0  0  0
1.1999999999999799e+01  A  32.031250  32.000000  32.000000  2.8618789084e+00  1.270000  -3.430368e-03  -2.4647  0  nan  nan  nan  +nan  +1.556717e-02  -3.420506e-03  0  0  0
1.1999999999999799e+01  B  31.968750  32.000000  32.000000  2.8618789084e+00  1.270000  -3.430368e-03  -2.4647  0  nan  nan  nan  +nan  +1.556717e-02  -3.420506e-03  0  0  0
1.1999999999999799e+01  C  32.000000  32.000000  32.000000  2.8472116189e+00  1.210000  -8.537843e-03  -2.0687  0  nan  nan  nan  +nan  +2.569359e-01  +8.777096e-02  0  0  0
1.2999999999999799e+01  A  32.031250  32.000000  32.000000  2.8614832945e+00  1.290000  -3.568130e-03  -2.4476  0  nan  nan  nan  +nan  +6.283552e-03  +4.531912e-03  0  0  0
1.2999999999999799e+01  B  31.968750  32.000000  32.000000  2.8614832945e+00  1.290000  -3.568130e-03  -2.4476  0  nan  nan  nan  +nan  +6.283552e-03  +4.531912e-03  0  0  0
1.2999999999999799e+01  C  32.000000  32.000000  32.000000  2.8469127440e+00  1.290000  -8.641918e-03  -2.0634  0  nan  nan  nan  +nan  +1.150568e-01  +1.798310e-01  0  0  0
1.3999999999999700e+01  A  32.031250  32.000000  32.000000  2.8607921240e+00  1.290000  -3.808811e-03  -2.4192  0  nan  nan  nan  +nan  +5.170161e-03  +5.063310e-03  0  0  0
1.3999999999999700e+01  B  31.968750  32.000000  32.000000  2.8607921240e+00  1.290000  -3.808811e-03  -2.4192  0  nan  nan  nan  +nan  +5.170161e-03  +5.063310e-03  0  0  0
1.3999999999999700e+01  C  32.000000  32.000000  32.000000  2.8462128971e+00  1.290000  -8.885620e-03  -2.0513  0  nan  nan  nan  +nan  +1.138977e-01  +1.807165e-01  0  0  0
1.4999999999999700e+01  A  32.031250  32.000000  32.000000  2.8597214433e+00  1.290000  -4.181645e-03  -2.3787  0  nan  nan  nan  +nan  +3.791088e-03  +5.736851e-03  0  0  0
1.4999999999999700e+01  B  31.968750  32.000000  32.000000  2.8597214433e+00  1.290000  -4.181645e-03  -2.3787  0  nan  nan  nan  +nan  +3.791088e-03  +5.736851e-03  0  0  0
1.4999999999999700e+01  C  32.000000  32.000000  32.000000  2.8451332440e+00  1.290000  -9.261580e-03  -2.0333  0  nan  nan  nan  +nan  +1.124688e-01  +1.818795e-01  0  0  0
1.5999999999999700e+01  A  32.031250  32.000000  32.000000  2.8581958268e+00  1.290000  -4.712899e-03  -2.3267  0  nan  nan  nan  +nan  +2.087405e-03  +6.646716e-03  0  0  0
1.5999999999999700e+01  B  31.968750  32.000000  32.000000  2.8581958268e+00  1.290000  -4.712899e-03  -2.3267  0  nan  nan  nan  +nan  +2.087405e-03  +6.646716e-03  0  0  0
1.5999999999999700e+01  C  32.000000  32.000000  32.000000  2.8435970028e+00  1.290000  -9.796533e-03  -2.0089  0  nan  nan  nan  +nan  +1.107229e-01  +1.834376e-01  0  0  0
1.6999999999999901e+01  A  32.031250  32.000000  32.000000  2.8561618498e+00  1.290000  -5.421175e-03  -2.2659  0  nan  nan  nan  +nan  +7.926757e-03  -7.300722e-08  0  0  0
1.6999999999999901e+01  B  31.968750  32.000000  32.000000  2.8561618498e+00  1.290000  -5.421175e-03  -2.2659  0  nan  nan  nan  +nan  +7.926757e-03  -7.300722e-08  0  0  0
1.6999999999999901e+01  C  32.000000  32.000000  32.000000  2.8415482035e+00  1.290000  -1.050997e-02  -1.9784  0  nan  nan  nan  +nan  +1.086081e-01  +1.855526e-01  0  0  0
