time  net_outward_flux  psi4_boundary_amp
0.0000000000000000e+00  0.0000000000000000e+00  9.3545277597545614e-09
8.0000000000000004e-01  -6.3650695583390429e-17  1.3543557150348737e-08
1.6000000000000001e+00  -4.2503085961107081e-17  2.2340136234232066e-08
2.3999999999999901e+00  3.4242372966758984e-17  3.2601277232817111e-08
3.1999999999999802e+00  7.0629216692302101e-17  3.8312129773049050e-08
3.9999999999999600e+00  2.3971425103718742e-17  3.8586183729275754e-08
4.7999999999999403e+00  -4.6733067103470530e-17  3.6059120959993172e-08
5.5999999999999304e+00  -5.2103637681999785e-17  3.2783301070199870e-08
6.3999999999999098e+00  1.6499637109551724e-17  2.9802987003449202e-08
7.1999999999998900e+00  7.3407224711718277e-17  2.7478583395120657e-08
7.9999999999998703e+00  4.5764118731378557e-17  2.5867196518769037e-08
8.7999999999998604e+00  -3.2389397650576505e-17  2.4848499855300153e-08
9.5999999999998398e+00  -6.1293675487120288e-17  2.4097862691351442e-08
1.0399999999999800e+01  -2.8675578286727609e-18  2.3662320992698067e-08
1.1199999999999800e+01  6.9517683721560977e-17  2.2673350342331436e-08
1.1999999999999799e+01  5.7964526170668654e-17  2.3676272714668929e-08
1.2799999999999800e+01  -9.0749321972099684e-18  2.5732724966502932e-08
1.3599999999999801e+01  -4.7368403118939999e-17  2.9685500208167927e-08
1.4399999999999700e+01  9.0967026819264778e-17  3.3674459617577008e-08
1.5199999999999701e+01  5.7869588029672773e-16  3.4272123086174962e-08
1.5999999999999700e+01  3.0018910513231274e-15  3.1480796766021959e-08
1.6799999999999802e+01  1.3215872274677430e-14  3.0467178346242566e-08
1.7600000000000001e+01  8.1898530451309706e-14  3.1626851873939655e-08
1.8400000000000102e+01  1.5967888419291737e-13  3.5162032436777811e-08
1.9200000000000198e+01  7.3994662186558957e-13  3.3570912939988892e-08
2.0000000000000298e+01  2.6366206578113526e-12  2.9668737216324308e-08
2.0800000000000502e+01  3.8044093766931046e-12  3.2425598882175503e-08
2.1600000000000598e+01  1.7416844087421362e-11  4.0330481407291143e-08
2.2400000000000698e+01  2.3230830408473778e-11  4.8679493881111535e-08
2.3200000000000799e+01  6.6020240080170001e-11  6.8127221836664780e-08
2.4000000000000998e+01  8.8175278600802657e-11  7.9772563507101445e-08
2.4800000000001098e+01  1.9186047027221325e-10  8.9408781460052541e-08
2.5600000000001199e+01  2.0217597027805387e-10  8.5692711741689480e-08
2.6400000000001299e+01  3.8342756428367296e-10  1.0342269200279408e-07
2.7200000000001499e+01  3.1640988938217252e-10  1.0573390763558272e-07
2.8000000000001599e+01  5.2236256213882486e-10  1.1595466606294531e-07
2.8800000000001699e+01  4.0840577219210159e-10  1.0989278173303791e-07
2.9600000000001799e+01  6.2412141091133051e-10  1.0648294443514819e-07
3.0400000000001999e+01  6.7007050205971767e-10  1.0841006639486921e-07
3.1200000000002099e+01  9.3391872153416537e-10  8.8001109696406594e-08
3.2000000000002203e+01  1.0238902837534481e-09  1.0521143149909708e-07
3.2800000000002001e+01  1.2604089705110458e-09  8.6463090639660363e-08
3.3600000000001899e+01  1.0967059399395531e-09  9.5100012987278973e-08
3.4400000000001697e+01  1.1636907370580423e-09  8.9432438547391684e-08
3.5200000000001602e+01  9.7787026030848499e-10  6.3349345844682022e-08
3.6000000000001400e+01  9.0749509898191211e-10  5.1051520477486573e-08
3.6800000000001198e+01  9.4572617799063699e-10  3.6689093017430547e-08
3.7600000000001103e+01  8.6205081274448397e-10  4.3302214583276418e-08
3.8400000000000901e+01  9.3557002826054405e-10  4.9274116091774080e-08
3.9200000000000799e+01  9.1624587482363283e-10  4.5818476758008812e-08
4.0000000000000597e+01  8.3157202444048353e-10  4.3814131545299976e-08
4.0800000000000502e+01  8.2705045796331293e-10  3.6802362892850307e-08
4.1600000000000300e+01  7.2013768319355891e-10  4.2376234600084757e-08
4.2400000000000098e+01  6.7897459360753158e-10  4.2858349556844662e-08
4.3200000000000003e+01  5.4390286918030653e-10  4.3922299612467826e-08
4.3999999999999801e+01  5.1269000703634769e-10  4.9500649401997977e-08
4.4799999999999699e+01  3.9742479757950134e-10  4.7628358617491343e-08
4.5599999999999497e+01  3.5754769537342696e-10  5.3672180389687510e-08
4.6399999999999302e+01  3.3912791954915078e-10  5.1643146445105512e-08
4.7199999999999200e+01  4.7587568296459712e-10  5.2950257956615539e-08
4.7999999999998998e+01  4.1779302310277823e-10  5.9845535182075211e-08
4.8799999999998903e+01  4.4948954439785409e-10  5.6198757161534832e-08
4.9599999999998701e+01  5.2955852874245690e-10  5.5439320604234262e-08
5.0399999999998499e+01  4.2893168771398987e-10  6.0068544717701770e-08
5.1199999999998397e+01  3.8892406723602724e-10  5.8190159237214563e-08
5.1999999999998202e+01  4.5977858635943250e-10  7.1327256078382632e-08
5.2799999999998100e+01  5.0621561633516437e-10  5.8851095462209517e-08
5.3599999999997898e+01  3.5396675118033345e-10  6.6245107767022122e-08
5.4399999999997704e+01  4.3792363396501009e-10  6.7053452177194816e-08
5.5199999999997601e+01  4.1435151592584832e-10  6.9651293218421061e-08
5.5999999999997399e+01  3.7410814119708095e-10  8.1549872469506893e-08
5.6799999999997297e+01  3.4447150333683399e-10  6.3039208629382220e-08
