# time  x_neck  R_neck  R_neck_flat  h22_neck  alpha_neck  rate_neck  M_MS_neck  phi_neck  x_hl  R_hl  alpha_hl  M_hl  x_hk  R_hk  alpha_hk  M_hk
2.6000000000e+01  1.9062500000e+00  4.5074646136e+00  4.4178470428e+00  1.0407705179e+00  5.3313930917e-01  5.0968555515e-02  2.3726824316e+00  -3.8644105211e-01  1.6505735845e+00  4.5644914549e+00  5.0075243870e-01  2.2816499959e+00  2.3684348465e+00  4.6232419697e+00  5.8570557880e-01  2.3112040381e+00
2.8000000000e+01  2.0312500000e+00  4.7933881948e+00  4.6582909852e+00  1.0572009647e+00  5.0496754694e-01  6.6927005547e-02  2.6429841612e+00  -4.0375788874e-01  1.7383864158e+00  4.8819628363e+00  4.7418478924e-01  2.4392219499e+00  2.7569529360e+00  5.0224646501e+00  5.7814890275e-01  2.5108940386e+00
3.0000000000e+01  2.2187500000e+00  5.1651955873e+00  4.9669114186e+00  1.0789326056e+00  4.6773571983e-01  8.4555749970e-02  3.0747524409e+00  -4.2316395233e-01  1.8833545080e+00  5.2847823145e+00  4.4334184014e-01  2.6400021456e+00  3.2892469209e+00  5.5867990318e+00  5.6122222395e-01  2.7932794982e+00
3.2000000000e+01  2.4687500000e+00  5.6167621395e+00  5.3355876659e+00  1.1050227468e+00  4.2166174725e-01  1.0181711516e-01  3.7267695872e+00  -4.4596155713e-01  2.0996504383e+00  5.7582319132e+00  4.0927783385e-01  2.8781991493e+00  3.9659285356e+00  6.3250585424e+00  5.3372610769e-01  3.1624920568e+00
3.4000000000e+01  2.7812500000e+00  6.1244550600e+00  5.7448059964e+00  1.1331738352e+00  3.7058624954e-01  1.1633433570e-01  4.6166188591e+00  -4.7159650406e-01  2.3909962792e+00  6.2797972067e+00  3.7212249516e-01  3.1377516405e+00  4.7575628127e+00  7.2111085185e+00  4.9630945610e-01  3.6054003385e+00
3.6000000000e+01  3.1562500000e+00  6.6547358200e+00  6.1672040629e+00  1.1609299011e+00  3.1913667837e-01  1.2701966912e-01  5.7038348403e+00  -4.9730364929e-01  2.7494100264e+00  6.8188975683e+00  3.3206275681e-01  3.4068833702e+00  5.6239073390e+00  8.2019501721e+00  4.5192004652e-01  4.1005367067e+00
3.8000000000e+01  3.5937500000e+00  7.1770126325e+00  6.5792588470e+00  1.1870203374e+00  2.7015312596e-01  1.3552867066e-01  6.9794434061e+00  -5.1899801293e-01  3.1595024036e+00  7.3480016835e+00  2.9038482086e-01  3.6735951243e+00  6.5296449130e+00  9.2545419037e+00  4.0483640878e-01  4.6270703914e+00
4.0000000000e+01  4.0312500000e+00  7.6679607430e+00  6.9649190461e+00  1.2067584351e+00  2.2805910601e-01  1.3545935265e-01  7.9704269588e+00  -5.4478040996e-01  3.6024845045e+00  7.8512716017e+00  2.4959128681e-01  3.9248258924e+00  7.4461952172e+00  1.0333599368e+01  3.5920162933e-01  5.1667700159e+00
4.2000000000e+01  4.5312500000e+00  8.1184710266e+00  7.3165248700e+00  1.2262855232e+00  1.9035980849e-01  1.4001863966e-01  9.3039716808e+00  -5.5957656414e-01  4.0633751884e+00  8.3155050530e+00  2.1227965156e-01  4.1563236804e+00  8.3563129689e+00  1.1415383228e+01  3.1804087233e-01  5.7076797628e+00
4.4000000000e+01  5.0625000000e+00  8.5249418238e+00  7.6314943669e+00  1.2445198829e+00  1.5852056167e-01  1.4711771770e-01  1.0957374952e+01  -5.6804383773e-01  4.5325540626e+00  8.7336318002e+00  1.7993693711e-01  4.3667244919e+00  9.2472642997e+00  1.2483450654e+01  2.8254297159e-01  6.2417857806e+00
4.6000000000e+01  5.5625000000e+00  8.8871539240e+00  7.9111141960e+00  1.2580854475e+00  1.3422168082e-01  1.4778505317e-01  1.2100991730e+01  -5.8026502615e-01  5.0014621719e+00  9.1109862746e+00  1.5299337622e-01  4.5534732314e+00  1.0099944351e+01  1.3517343976e+01  2.5210388473e-01  6.7588500430e+00
4.8000000000e+01  6.0625000000e+00  9.2105204485e+00  8.1584846224e+00  1.2703308466e+00  1.1483025542e-01  1.4838677998e-01  1.3200814934e+01  -5.9019856055e-01  5.4651747743e+00  9.4483627459e+00  1.3102348492e-01  4.7218138129e+00  1.0960437379e+01  1.4557399080e+01  2.2864611780e-01  7.2791917432e+00
5.0000000000e+01  6.5625000000e+00  9.4999944536e+00  8.3769840131e+00  1.2819239466e+00  9.9338205296e-02  1.4945172874e-01  1.4316234933e+01  -5.9795041350e-01  5.9276913435e+00  9.7458396116e+00  1.1310524075e-01  4.8719070198e+00  1.1787583075e+01  1.5566393912e+01  2.0884015765e-01  7.7837408638e+00
5.2000000000e+01  7.0625000000e+00  9.7604960820e+00  8.5701302970e+00  1.2932833884e+00  8.6910249902e-02  1.5119059411e-01  1.5491098288e+01  -6.0379390051e-01  6.3818269682e+00  1.0016641231e+01  9.8629207686e-02  5.0053132078e+00  1.2589825204e+01  1.6552460454e+01  1.9227022542e-01  8.2765243307e+00
5.4000000000e+01  7.5625000000e+00  9.9965817618e+00  8.7413943990e+00  1.3046446020e+00  7.6870392354e-02  1.5365698558e-01  1.6755071393e+01  -6.0803655965e-01  6.8338791577e+00  1.0255496328e+01  8.6779353862e-02  5.1262537803e+00  1.3370604597e+01  1.7518768856e+01  1.7834075115e-01  8.7594251516e+00
5.6000000000e+01  7.9375000000e+00  1.0209195401e+01  8.8940529962e+00  1.3078706169e+00  7.0048493948e-02  1.3772012834e-01  1.5178729336e+01  -6.2678004176e-01  7.2795680652e+00  1.0473148777e+01  7.7072130483e-02  5.2345114201e+00  1.4134829184e+01  1.8470155053e+01  1.6658732528e-01  9.2351454359e+00
5.8000000000e+01  8.4375000000e+00  1.0403415137e+01  9.0310821273e+00  1.3196136903e+00  6.3019458073e-02  1.4158697419e-01  1.6486892566e+01  -6.2814756413e-01  7.7213209074e+00  1.0669875509e+01  6.9015852734e-02  5.3330907481e+00  1.4880387456e+01  1.9404758323e+01  1.5647313936e-01  9.7024135404e+00
6.0000000000e+01  8.9375000000e+00  1.0583000086e+01  9.1551221938e+00  1.3314420821e+00  5.7151919861e-02  1.4602287763e-01  1.7919569758e+01  -6.2869445211e-01  8.1595988036e+00  1.0848486258e+01  6.2257381208e-02  5.4226423705e+00  1.5609973354e+01  2.0325162550e+01  1.4768876649e-01  1.0162684052e+01
6.2000000000e+01  9.3125000000e+00  1.0749323662e+01  9.2638935682e+00  1.3354312294e+00  5.2895125548e-02  1.3336199896e-01  1.6392143950e+01  -6.4240019150e-01  8.5938356392e+00  1.1012266734e+01  5.6524462582e-02  5.5045977617e+00  1.6324310196e+01  2.1231951591e+01  1.3994503953e-01  1.0616226595e+01
6.4000000000e+01  9.8125000000e+00  1.0900538427e+01  9.3662532307e+00  1.3474441213e+00  4.8501457732e-02  1.3861629892e-01  1.7893570685e+01  -6.4142001552e-01  9.0249726704e+00  1.1162372022e+01  5.1598693838e-02  5.5795062384e+00  1.7022442043e+01  2.2123891158e+01  1.3299068402e-01  1.1062269341e+01
6.6000000000e+01  1.0375000000e+01  1.1047726449e+01  9.4610127154e+00  1.3632759615e+00  4.4448041663e-02  1.5350629784e-01  2.1244841361e+01  -6.3322800265e-01  9.4540621192e+00  1.1299404216e+01  4.7317743575e-02  5.6488917745e+00  1.7705330309e+01  2.3001732992e+01  1.2667865565e-01  1.1501137239e+01
6.8000000000e+01  1.0625000000e+01  1.1176081809e+01  9.5391511176e+00  1.3599885673e+00  4.1917992268e-02  1.2615899554e-01  1.6646090590e+01  -6.5651974738e-01  9.8792539219e+00  1.1427321060e+01  4.3561686061e-02  5.7123828060e+00  1.8373873888e+01  2.3866074405e+01  1.2089684613e-01  1.1933043715e+01
7.0000000000e+01  1.1125000000e+01  1.1295754605e+01  9.6109961317e+00  1.3720986143e+00  3.8927395532e-02  1.3231629107e-01  1.8263238302e+01  -6.5414869063e-01  1.0294184779e+01  1.1550446600e+01  4.0259658521e-02  5.7671274262e+00  1.9039969999e+01  2.4729229599e+01  1.1577919445e-01  1.2364942412e+01
7.2000000000e+01  1.1625000000e+01  1.1410600493e+01  9.6785864062e+00  1.3841772474e+00  3.6317208062e-02  1.3898774141e-01  2.0023501465e+01  -6.5148103078e-01  1.0712657451e+01  1.1660351188e+01  3.7339655116e-02  5.8243330389e+00  1.9685215828e+01  2.5569241756e+01  1.1088108571e-01  1.2784675091e+01
7.4000000000e+01  1.2125000000e+01  1.1521658720e+01  9.7429116483e+00  1.3962245162e+00  3.4028229272e-02  1.4624126781e-01  2.1943124942e+01  -6.4853049662e-01  1.1138166398e+01  1.1755238481e+01  3.4756270931e-02  5.8764794636e+00  2.0244083921e+01  2.6296562562e+01  1.0509769847e-01  1.3148373467e+01
7.6000000000e+01  1.2375000000e+01  1.1617761743e+01  9.8002368776e+00  1.3935876889e+00  3.2256357072e-02  1.2249191511e-01  1.7545084389e+01  -6.6729670884e-01  1.1549285760e+01  1.1853778828e+01  3.2467229159e-02  5.9218712367e+00  2.0945011204e+01  2.7214288788e+01  1.0217481381e-01  1.3608826904e+01
7.8000000000e+01  1.2875000000e+01  1.1710225141e+01  9.8479480256e+00  1.4057118595e+00  3.0426952917e-02  1.2950771763e-01  1.9317531642e+01  -6.6387558074e-01  1.1962832751e+01  1.1942035226e+01  3.0432793191e-02  5.9660355176e+00  2.1585608185e+01  2.8056144151e+01  9.8588639248e-02  1.4029803849e+01
8.0000000000e+01  1.3375000000e+01  1.1801298177e+01  9.8945771927e+00  1.4178074385e+00  2.8810414485e-02  1.3716723746e-01  2.1259390803e+01  -6.6023099366e-01  1.2382748151e+01  1.2018443315e+01  2.8629251865e-02  6.0086327383e+00  2.2206331760e+01  2.8874570140e+01  9.5050826159e-02  1.4437970023e+01
8.2000000000e+01  1.3625000000e+01  1.1883769873e+01  9.9407986130e+00  1.4156082370e+00  2.7411814143e-02  1.1631536240e-01  1.7251844027e+01  -6.7620103364e-01  1.2786727395e+01  1.2100404966e+01  2.7007980264e-02  6.0455491556e+00  2.2837565997e+01  2.9707008983e+01  9.2005846666e-02  1.4854512866e+01
8.4000000000e+01  1.4125000000e+01  1.1960582852e+01  9.9783980632e+00  1.4277672188e+00  2.6124783096e-02  1.2367439393e-01  1.9063985613e+01  -6.7229749937e-01  1.3195919262e+01  1.2172331621e+01  2.5566354255e-02  6.0823500636e+00  2.3468202948e+01  3.0540560011e+01  8.9243810787e-02  1.5272068977e+01
8.6000000000e+01  1.4625000000e+01  1.2037744423e+01  1.0012598762e+01  1.4398987669e+00  2.4977100125e-02  1.3171185425e-01  2.1048646233e+01  -6.6818807686e-01  1.3608000090e+01  1.2237087135e+01  2.4287406073e-02  6.1173502157e+00  2.4082360698e+01  3.1354686808e+01  8.6535458111e-02  1.5678985045e+01
8.8000000000e+01  1.4875000000e+01  1.2107424100e+01  1.0047903525e+01  1.4380812600e+00  2.3881384656e-02  1.1294518366e-01  1.7343609643e+01  -6.8212256606e-01  1.4006845744e+01  1.2305790489e+01  2.3122372694e-02  6.1484848100e+00  2.4683961049e+01  3.2154051581e+01  8.3933170774e-02  1.6077914500e+01
9.0000000000e+01  1.5375000000e+01  1.2173714242e+01  1.0078953724e+01  1.4502499740e+00  2.2986123526e-02  1.2059477099e-01  1.9196829447e+01  -6.7786067340e-01  1.4412620892e+01  1.2364939732e+01  2.2102024812e-02  6.1803753890e+00  2.5284267958e+01  3.2952962758e+01  8.1553542696e-02  1.6476855576e+01
9.2000000000e+01  1.5875000000e+01  1.2241666578e+01  1.0105030174e+01  1.4623842650e+00  2.2162692570e-02  1.2939242711e-01  2.1322542835e+01  -6.7338929505e-01  1.4813810831e+01  1.2423595137e+01  2.1183148468e-02  6.2086626287e+00  2.5885793021e+01  3.3753194255e+01  7.9403297073e-02  1.6877761580e+01
9.4000000000e+01  1.6125000000e+01  1.2299810308e+01  1.0133370787e+01  1.4608913332e+00  2.1304078239e-02  1.1174681311e-01  1.7762248460e+01  -6.8580290715e-01  1.5209348569e+01  1.2480746554e+01  2.0343148757e-02  6.2369674647e+00  2.6476375788e+01  3.4540645946e+01  7.7327094832e-02  1.7271816733e+01
9.6000000000e+01  1.6625000000e+01  1.2359452273e+01  1.0157392929e+01  1.4730753716e+00  2.0636976274e-02  1.2024013086e-01  1.9780435890e+01  -6.8123976803e-01  1.5613806245e+01  1.2530004585e+01  1.9611737928e-02  6.2643306896e+00  2.7059157842e+01  3.5319566666e+01  7.5347577429e-02  1.7661224625e+01
9.8000000000e+01  1.6875000000e+01  1.2416568600e+01  1.0178240219e+01  1.4718661457e+00  1.9877273631e-02  1.0461041339e-01  1.6640891416e+01  -6.9235715794e-01  1.6000890838e+01  1.2585137565e+01  1.8912767126e-02  6.2889436855e+00  2.7632755367e+01  3.6087326939e+01  7.3441742351e-02  1.8044763329e+01
1.0000000000e+02  1.7375000000e+01  1.2469430638e+01  1.0201967754e+01  1.4841711746e+00  1.9366715677e-02  1.1286400307e-01  1.8576385694e+01  -6.8774844391e-01  1.6399529489e+01  1.2631238969e+01  1.8304240270e-02  6.3144740988e+00  2.8198582594e+01  3.6845726115e+01  7.1619099706e-02  1.8423435815e+01
1.0200000000e+02  1.7625000000e+01  1.2524843429e+01  1.0218448190e+01  1.4833028460e+00  1.8735533362e-02  9.8837635909e-02  1.5770365328e+01  -6.9780185284e-01  1.6786042285e+01  1.2680770186e+01  1.7752357886e-02  6.3372318648e+00  2.8759888471e+01  3.7599057152e+01  6.9896306581e-02  1.8799618507e+01
1.0400000000e+02  1.8125000000e+01  1.2572371872e+01  1.0236007074e+01  1.4958082920e+00  1.8392949766e-02  1.0687126792e-01  1.7634641665e+01  -6.9317125433e-01  1.7177452250e+01  1.2725333547e+01  1.7284256746e-02  6.3605880020e+00  2.9323777251e+01  3.8356226142e+01  6.8330565440e-02  1.9178716846e+01
1.0600000000e+02  1.8625000000e+01  1.2623375595e+01  1.0253732770e+01  1.5084210443e+00  1.8114541912e-02  1.1581174746e-01  1.9706903208e+01  -6.8832710917e-01  1.7565144268e+01  1.2769469973e+01  1.6889759023e-02  6.3823581104e+00  2.9880814455e+01  3.9105416572e+01  6.6848346123e-02  1.9553615290e+01
1.0800000000e+02  1.8875000000e+01  1.2669363979e+01  1.0266188511e+01  1.5080652249e+00  1.7655586678e-02  1.0201171021e-01  1.6909489627e+01  -6.9769532498e-01  1.7950232105e+01  1.2812761121e+01  1.6557694978e-02  6.4038265730e+00  3.0430364877e+01  3.9845362180e+01  6.5377577152e-02  1.9923719271e+01
1.1000000000e+02  1.9375000000e+01  1.2716607144e+01  1.0282435580e+01  1.5209032978e+00  1.7464372581e-02  1.1089602296e-01  1.8945489822e+01  -6.9284333047e-01  1.8337712178e+01  1.2853092907e+01  1.6266266497e-02  6.4249980882e+00  3.0973518746e+01  4.0577528212e+01  6.3974980704e-02  2.0289898598e+01
1.1200000000e+02  1.9625000000e+01  1.2761295690e+01  1.0294515925e+01  1.5208208338e+00  1.7092874151e-02  9.8139440644e-02  1.6374022502e+01  -7.0147469340e-01  1.8717178071e+01  1.2895255884e+01  1.6009895879e-02  6.4449331331e+00  3.1510599506e+01  4.1302113562e+01  6.2629134654e-02  2.0652159176e+01
1.1400000000e+02  2.0250000000e+01  1.2810541626e+01  1.0314014217e+01  1.5402393391e+00  1.7055705558e-02  1.1887045804e-01  2.0855820266e+01  -6.8958463550e-01  1.9103452476e+01  1.2932825511e+01  1.5808688101e-02  6.4655026301e+00  3.2042116781e+01  4.2019775069e+01  6.1312004505e-02  2.1010915286e+01
1.1600000000e+02  2.0250000000e+01  1.2852681979e+01  1.0322242786e+01  1.5275246975e+00  1.6514262332e-02  8.5835310192e-02  1.4081405649e+01  -7.1053373460e-01  1.9477561990e+01  1.2973939382e+01  1.5604639660e-02  6.4843191151e+00  3.2568011223e+01  4.2730195702e+01  6.0041390655e-02  2.1366043093e+01
1.1800000000e+02  2.0750000000e+01  1.2889285682e+01  1.0326554951e+01  1.5406252144e+00  1.6432839065e-02  9.3591685375e-02  1.5816026307e+01  -7.0587523072e-01  1.9863177230e+01  1.3009244097e+01  1.5442075115e-02  6.5042499885e+00  3.3089440699e+01  4.3435166631e+01  5.8813404092e-02  2.1718410166e+01
1.2000000000e+02  2.1250000000e+01  1.2929968990e+01  1.0335659048e+01  1.5537610857e+00  1.6355028843e-02  1.0254873630e-01  1.7765806794e+01  -7.0098327155e-01  2.0238133788e+01  1.3045981348e+01  1.5287437349e-02  6.5220843024e+00  3.3605065257e+01  4.4132199960e+01  5.7617361672e-02  2.2066829388e+01
1.2200000000e+02  2.1750000000e+01  1.2975177617e+01  1.0350066697e+01  1.5669355009e+00  1.6275711973e-02  1.1290387437e-01  1.9990109613e+01  -6.9583080240e-01  2.0586644606e+01  1.3092194100e+01  1.5107428354e-02  6.5309235225e+00  3.4115226785e+01  4.4821701803e+01  5.6461640934e-02  2.2411480725e+01
1.2400000000e+02  2.1750000000e+01  1.3014296383e+01  1.0361977603e+01  1.5548035332e+00  1.5831210254e-02  8.1832381604e-02  1.3753411870e+01  -7.1484700601e-01  2.0954040984e+01  1.3129809261e+01  1.4972667644e-02  6.5524107182e+00  3.4619667676e+01  4.5503073130e+01  5.5336875566e-02  2.2752093373e+01
1.2600000000e+02  2.2250000000e+01  1.3048363432e+01  1.0363049858e+01  1.5680723314e+00  1.5805958288e-02  8.9916707957e-02  1.5501845140e+01  -7.1014354585e-01  2.1336844429e+01  1.3160987900e+01  1.4878654035e-02  6.5727773532e+00  3.5117854827e+01  4.6175176201e+01  5.4225787318e-02  2.3088114284e+01
1.2800000000e+02  2.2750000000e+01  1.3086755974e+01  1.0369102844e+01  1.5813825929e+00  1.5774341139e-02  9.9281279876e-02  1.7498882463e+01  -7.0519056763e-01  2.1721195542e+01  1.3191115538e+01  1.4799740766e-02  6.5931335709e+00  3.5611533208e+01  4.6840846572e+01  5.3129245660e-02  2.3420907268e+01
1.3000000000e+02  2.3250000000e+01  1.3129929713e+01  1.0380690401e+01  1.5947407296e+00  1.5745860222e-02  1.1013592907e-01  1.9782800706e+01  -6.9995957645e-01  2.2072094157e+01  1.3231985308e+01  1.4682682886e-02  6.6054595550e+00  3.6099551155e+01  4.7497899729e+01  5.2074675957e-02  2.3749408574e+01
1.3200000000e+02  2.3250000000e+01  1.3163796769e+01  1.0392030297e+01  1.5831066662e+00  1.5388360706e-02  8.0087392792e-02  1.3812468613e+01  -7.1757547819e-01  2.2437239048e+01  1.3266387844e+01  1.4604297679e-02  6.6219879269e+00  3.6583797850e+01  4.8149686449e+01  5.1025974451e-02  2.4075315800e+01
1.3400000000e+02  2.3750000000e+01  1.3196970471e+01  1.0391553537e+01  1.5965551521e+00  1.5398314535e-02  8.8672118957e-02  1.5632765149e+01  -7.1279479459e-01  2.2816107542e+01  1.3295349030e+01  1.4556927605e-02  6.6418939807e+00  3.7064718607e+01  4.8796816863e+01  5.0007565843e-02  2.4398867409e+01
1.3600000000e+02  2.4250000000e+01  1.3234707360e+01  1.0396302657e+01  1.6100548214e+00  1.5406313702e-02  9.8655764849e-02  1.7720069093e+01  -7.0774390578e-01  2.3184542107e+01  1.3327376953e+01  1.4503645243e-02  6.6590240758e+00  3.7542043832e+01  4.9438767181e+01  4.9027749745e-02  2.4719834608e+01
1.3800000000e+02  2.4250000000e+01  1.3275407614e+01  1.0406878794e+01  1.5988189396e+00  1.5086537996e-02  7.2371311867e-02  1.2547696314e+01  -7.2364411633e-01  2.3532614337e+01  1.3364746497e+01  1.4437157989e-02  6.6718813605e+00  3.8015969135e+01  5.0075904033e+01  4.8084429758e-02  2.5038402157e+01
1.4000000000e+02  2.4750000000e+01  1.3304616567e+01  1.0414658769e+01  1.6124035504e+00  1.5128381416e-02  8.0361955063e-02  1.4232737056e+01  -7.1900615499e-01  2.3896019423e+01  1.3396141274e+01  1.4401244542e-02  6.6887701377e+00  3.8486655435e+01  5.0708535578e+01  4.7178435878e-02  2.5354719532e+01
1.4200000000e+02  2.5250000000e+01  1.3338207565e+01  1.0414115572e+01  1.6260370452e+00  1.5164527762e-02  8.9677945497e-02  1.6168848259e+01  -7.1410246664e-01  2.4274248453e+01  1.3422503502e+01  1.4391715956e-02  6.7090246414e+00  3.8954313209e+01  5.1337083974e+01  4.6308902845e-02  2.5669007177e+01
1.4400000000e+02  2.5750000000e+01  1.3376645634e+01  1.0419151028e+01  1.6397191141e+00  1.5192341527e-02  1.0055204060e-01  1.8396232236e+01  -7.0890162587e-01  2.4619654013e+01  1.3458286315e+01  1.4349475839e-02  6.7217092958e+00  3.9377430454e+01  5.1881770886e+01  4.5261915153e-02  2.5940364308e+01
1.4600000000e+02  2.5750000000e+01  1.3409117314e+01  1.0430486558e+01  1.6288376110e+00  1.4941530455e-02  7.3815166133e-02  1.3184617996e+01  -7.2408876101e-01  2.4968672394e+01  1.3491739390e+01  1.4319201334e-02  6.7358691280e+00  3.9716917858e+01  5.2263773419e+01  4.3856087330e-02  2.6131667282e+01
1.4800000000e+02  2.6250000000e+01  1.3439596893e+01  1.0432554343e+01  1.6425555212e+00  1.4996217079e-02  8.2644441097e-02  1.5007543469e+01  -7.1929769818e-01  2.5333848871e+01  1.3519792313e+01  1.4314754914e-02  6.7538133814e+00  4.0059042240e+01  5.2639894372e+01  4.2550227810e-02  2.6324454423e+01
1.5000000000e+02  2.6750000000e+01  1.3474784326e+01  1.0433735222e+01  1.6562656021e+00  1.5025206749e-02  9.3013598071e-02  1.7116864978e+01  -7.1420775491e-01  2.5695096085e+01  1.3548691212e+01  1.4310440276e-02  6.7709040089e+00  4.0363735853e+01  5.2948421995e+01  4.1129089950e-02  2.6477251485e+01
1.5200000000e+02  2.6750000000e+01  1.3510324186e+01  1.0441020995e+01  1.6455821152e+00  1.4770881711e-02  6.8751286578e-02  1.2426727898e+01  -7.2823055321e-01  2.6030021656e+01  1.3583879894e+01  1.4264306521e-02  6.7829168280e+00  4.0839784231e+01  5.3589700681e+01  4.0571398140e-02  2.6798147070e+01
1.5400000000e+02  2.7250000000e+01  1.3538469077e+01  1.0451281845e+01  1.6592994438e+00  1.4790769975e-02  7.7308980419e-02  1.4180890958e+01  -7.2352786204e-01  2.6382340897e+01  1.3613341647e+01  1.4218769085e-02  6.7990937979e+00  4.1412386663e+01  5.4448498672e+01  4.0472408973e-02  2.7225606102e+01
1.5600000000e+02  2.7750000000e+01  1.3571156183e+01  1.0449413990e+01  1.6730375261e+00  1.4831416049e-02  8.7348257577e-02  1.6211790270e+01  -7.1853325673e-01  2.6751768369e+01  1.3637921363e+01  1.4211223823e-02  6.8188092570e+00  4.1912539058e+01  5.5142506943e+01  4.0070735199e-02  2.7573656321e+01
1.5800000000e+02  2.7750000000e+01  1.3608108322e+01  1.0453445146e+01  1.6625744216e+00  1.4617207294e-02  6.4981255782e-02  1.1913277662e+01  -7.3160690723e-01  2.7075515665e+01  1.3673881354e+01  1.4178593646e-02  6.8292809883e+00  4.2341000692e+01  5.5709494142e+01  3.9374094549e-02  2.7856123297e+01
1.6000000000e+02  2.8250000000e+01  1.3634594133e+01  1.0463857102e+01  1.6763638134e+00  1.4642682700e-02  7.3368736393e-02  1.3622114820e+01  -7.2696860254e-01  2.7417281654e+01  1.3704130893e+01  1.4146191628e-02  6.8441162303e+00  4.2795478713e+01  5.6320449130e+01  3.8827040686e-02  2.8162943541e+01
1.6200000000e+02  2.8750000000e+01  1.3665500184e+01  1.0464428189e+01  1.6902550048e+00  1.4691693795e-02  8.3180227477e-02  1.5597073939e+01  -7.2204430198e-01  2.7777782918e+01  1.3729276230e+01  1.4136836711e-02  6.8625670753e+00  4.3239167568e+01  5.6916193054e+01  3.8261489394e-02  2.8460748675e+01
1.6400000000e+02  2.9250000000e+01  1.3701396917e+01  1.0465317396e+01  1.7042685245e+00  1.4758870841e-02  9.4710716319e-02  1.7886506034e+01  -7.1679353969e-01  2.8106185312e+01  1.3762113912e+01  1.4134622445e-02  6.8745630919e+00  4.3664784525e+01  5.7479792988e+01  3.7647791280e-02  2.8742021301e+01
1.6600000000e+02  2.9250000000e+01  1.3728120052e+01  1.0472421192e+01  1.6942122593e+00  1.4634677380e-02  7.0421440815e-02  1.3251320276e+01  -7.2974705435e-01  2.8440762463e+01  1.3792529669e+01  1.4158541038e-02  6.8882278112e+00  4.4127840396e+01  5.8112741960e+01  3.7218027892e-02  2.9060146880e+01
1.6800000000e+02  2.9750000000e+01  1.3757987564e+01  1.0476895199e+01  1.7084235989e+00  1.4730444310e-02  8.0110534244e-02  1.5188086212e+01  -7.2485699022e-01  2.8794873320e+01  1.3817890390e+01  1.4207929451e-02  6.9058829512e+00  4.4527593730e+01  5.8635455748e+01  3.6552185137e-02  2.9318168386e+01
1.7000000000e+02  3.0250000000e+01  1.3792839401e+01  1.0475469646e+01  1.7227632169e+00  1.4820561068e-02  9.1550434779e-02  1.7441144746e+01  -7.1963434747e-01  2.9124625572e+01  1.3848832579e+01  1.4244506331e-02  6.9187475675e+00  4.5012055940e+01  5.9310077669e+01  3.6254601874e-02  2.9659294470e+01
