# time  R_areal_min  r_at_R_areal_min
0.0000000000000000e+00  4.2480583964662149e+00  2.3441666296362125e+00
1.0000000000000000e+00  4.3060625249963618e+00  2.3441666296362125e+00
2.0000000000000000e+00  4.3270294768824611e+00  2.2816780420339762e+00
2.9999999999999800e+00  4.3153796473978048e+00  2.2816780420339762e+00
3.9999999999999600e+00  4.2801062647247008e+00  2.2191900971976239e+00
4.9999999999999396e+00  4.2310613768236145e+00  2.1567028509973274e+00
5.9999999999999201e+00  4.1660805010475670e+00  2.0942163659708135e+00
6.9999999999998996e+00  4.0854660744638087e+00  1.9692459692735187e+00
7.9999999999998703e+00  3.9858237781719610e+00  1.9067622262621000e+00
8.9999999999998508e+00  3.8650685886510283e+00  1.8442795849599376e+00
9.9999999999998295e+00  3.7177930605453189e+00  1.7193180879348648e+00
1.0999999999999799e+01  3.5393059960601811e+00  1.5943626273530123e+00
1.1999999999999799e+01  3.3243098466146681e+00  1.4069442730613035e+00
1.2999999999999799e+01  3.0718827942850453e+00  1.2195510188179910e+00
