# time  centre  cx  cy  cz  R_min  r_at_R_min  dev  log10_abs_dev  n_mots  r_mots  R_mots  M_MS_mots  theta_out_min_inside  theta_out_max_at_R_min  theta_in_max_at_R_min  n_trapped  n_anti_trapped  n_outermost
0.0000000000000000e+00  A  32.015625  32.000000  32.000000  3.8771988146e+00  1.610000  -3.162665e-03  -2.4999  0  nan  nan  nan  +nan  +6.534807e-03  -6.424315e-04  0  0  0
0.0000000000000000e+00  B  31.984375  32.000000  32.000000  3.8771988146e+00  1.610000  -3.162665e-03  -2.4999  0  nan  nan  nan  +nan  +6.534807e-03  -6.424315e-04  0  0  0
0.0000000000000000e+00  C  32.000000  32.000000  32.000000  3.8775769702e+00  1.610000  -3.065440e-03  -2.5135  0  nan  nan  nan  +nan  +1.897428e-02  +1.652433e-02  0  0  0
1.0000000000000000e+00  A  32.015625  32.000000  32.000000  3.8771988036e+00  1.610000  -3.162668e-03  -2.4999  0  nan  nan  nan  +nan  +6.534857e-03  -6.423230e-04  0  0  0
1.0000000000000000e+00  B  31.984375  32.000000  32.000000  3.8771988036e+00  1.610000  -3.162668e-03  -2.4999  0  nan  nan  nan  +nan  +6.534857e-03  -6.423230e-04  0  0  0
1.0000000000000000e+00  C  32.000000  32.000000  32.000000  3.8775769590e+00  1.610000  -3.065443e-03  -2.5135  0  nan  nan  nan  +nan  +1.897423e-02  +1.652442e-02  0  0  0
2.0000000000000000e+00  A  32.015625  32.000000  32.000000  3.8771988090e+00  1.610000  -3.162666e-03  -2.4999  0  nan  nan  nan  +nan  +6.534949e-03  -6.422347e-04  0  0  0
2.0000000000000000e+00  B  31.984375  32.000000  32.000000  3.8771988090e+00  1.610000  -3.162666e-03  -2.4999  0  nan  nan  nan  +nan  +6.534949e-03  -6.422347e-04  0  0  0
2.0000000000000000e+00  C  32.000000  32.000000  32.000000  3.8775769644e+00  1.610000  -3.065442e-03  -2.5135  0  nan  nan  nan  +nan  +1.897429e-02  +1.652451e-02  0  0  0
2.9999999999999800e+00  A  32.015625  32.000000  32.000000  3.8771988307e+00  1.610000  -3.162661e-03  -2.4999  0  nan  nan  nan  +nan  +6.535063e-03  -6.425362e-04  0  0  0
2.9999999999999800e+00  B  31.984375  32.000000  32.000000  3.8771988307e+00  1.610000  -3.162661e-03  -2.4999  0  nan  nan  nan  +nan  +6.535063e-03  -6.425362e-04  0  0  0
2.9999999999999800e+00  C  32.000000  32.000000  32.000000  3.8775769863e+00  1.610000  -3.065436e-03  -2.5135  0  nan  nan  nan  +nan  +1.897440e-02  +1.652422e-02  0  0  0
3.9999999999999600e+00  A  32.015625  32.000000  32.000000  3.8771988872e+00  1.610000  -3.162646e-03  -2.4999  0  nan  nan  nan  +nan  +6.535343e-03  -6.424966e-04  0  0  0
3.9999999999999600e+00  B  31.984375  32.000000  32.000000  3.8771988872e+00  1.610000  -3.162646e-03  -2.4999  0  nan  nan  nan  +nan  +6.535343e-03  -6.424966e-04  0  0  0
3.9999999999999600e+00  C  32.000000  32.000000  32.000000  3.8775770425e+00  1.610000  -3.065422e-03  -2.5135  0  nan  nan  nan  +nan  +1.897457e-02  +1.652427e-02  0  0  0
4.9999999999999396e+00  A  32.015625  32.000000  32.000000  3.8771990412e+00  1.610000  -3.162607e-03  -2.5000  0  nan  nan  nan  +nan  +6.535720e-03  -6.426320e-04  0  0  0
4.9999999999999396e+00  B  31.984375  32.000000  32.000000  3.8771990412e+00  1.610000  -3.162607e-03  -2.5000  0  nan  nan  nan  +nan  +6.535720e-03  -6.426320e-04  0  0  0
4.9999999999999396e+00  C  32.000000  32.000000  32.000000  3.8775771969e+00  1.610000  -3.065382e-03  -2.5135  0  nan  nan  nan  +nan  +1.897477e-02  +1.652415e-02  0  0  0
5.9999999999999201e+00  A  32.015625  32.000000  32.000000  3.8771993730e+00  1.610000  -3.162521e-03  -2.5000  0  nan  nan  nan  +nan  +6.536149e-03  -6.430018e-04  0  0  0
5.9999999999999201e+00  B  31.984375  32.000000  32.000000  3.8771993730e+00  1.610000  -3.162521e-03  -2.5000  0  nan  nan  nan  +nan  +6.536149e-03  -6.430018e-04  0  0  0
5.9999999999999201e+00  C  32.000000  32.000000  32.000000  3.8775775286e+00  1.610000  -3.065297e-03  -2.5135  0  nan  nan  nan  +nan  +1.897524e-02  +1.652376e-02  0  0  0
6.9999999999998996e+00  A  32.015625  32.000000  32.000000  3.8771999369e+00  1.610000  -3.162376e-03  -2.5000  0  nan  nan  nan  +nan  +6.536317e-03  -6.427427e-04  0  0  0
6.9999999999998996e+00  B  31.984375  32.000000  32.000000  3.8771999369e+00  1.610000  -3.162376e-03  -2.5000  0  nan  nan  nan  +nan  +6.536317e-03  -6.427427e-04  0  0  0
6.9999999999998996e+00  C  32.000000  32.000000  32.000000  3.8775780929e+00  1.610000  -3.065152e-03  -2.5135  0  nan  nan  nan  +nan  +1.897571e-02  +1.652401e-02  0  0  0
7.9999999999998703e+00  A  32.015625  32.000000  32.000000  3.8772007789e+00  1.610000  -3.162160e-03  -2.5000  0  nan  nan  nan  +nan  +6.536921e-03  -6.429141e-04  0  0  0
7.9999999999998703e+00  B  31.984375  32.000000  32.000000  3.8772007789e+00  1.610000  -3.162160e-03  -2.5000  0  nan  nan  nan  +nan  +6.536921e-03  -6.429141e-04  0  0  0
7.9999999999998703e+00  C  32.000000  32.000000  32.000000  3.8775789356e+00  1.610000  -3.064935e-03  -2.5136  0  nan  nan  nan  +nan  +1.897625e-02  +1.652380e-02  0  0  0
8.9999999999998508e+00  A  32.015625  32.000000  32.000000  3.8772019757e+00  1.610000  -3.161852e-03  -2.5001  0  nan  nan  nan  +nan  +6.537456e-03  -6.434855e-04  0  0  0
8.9999999999998508e+00  B  31.984375  32.000000  32.000000  3.8772019757e+00  1.610000  -3.161852e-03  -2.5001  0  nan  nan  nan  +nan  +6.537456e-03  -6.434855e-04  0  0  0
8.9999999999998508e+00  C  32.000000  32.000000  32.000000  3.8775801329e+00  1.610000  -3.064627e-03  -2.5136  0  nan  nan  nan  +nan  +1.897717e-02  +1.652325e-02  0  0  0
9.9999999999998295e+00  A  32.015625  32.000000  32.000000  3.8772036312e+00  1.610000  -3.161427e-03  -2.5001  0  nan  nan  nan  +nan  +6.538814e-03  -6.440148e-04  0  0  0
9.9999999999998295e+00  B  31.984375  32.000000  32.000000  3.8772036312e+00  1.610000  -3.161427e-03  -2.5001  0  nan  nan  nan  +nan  +6.538814e-03  -6.440148e-04  0  0  0
9.9999999999998295e+00  C  32.000000  32.000000  32.000000  3.8775817898e+00  1.610000  -3.064201e-03  -2.5137  0  nan  nan  nan  +nan  +1.897842e-02  +1.652264e-02  0  0  0
1.0999999999999799e+01  A  32.015625  32.000000  32.000000  3.8772058624e+00  1.610000  -3.160853e-03  -2.5002  0  nan  nan  nan  +nan  +6.540275e-03  -6.446798e-04  0  0  0
1.0999999999999799e+01  B  31.984375  32.000000  32.000000  3.8772058624e+00  1.610000  -3.160853e-03  -2.5002  0  nan  nan  nan  +nan  +6.540275e-03  -6.446798e-04  0  0  0
1.0999999999999799e+01  C  32.000000  32.000000  32.000000  3.8775840227e+00  1.610000  -3.063627e-03  -2.5138  0  nan  nan  nan  +nan  +1.898000e-02  +1.652188e-02  0  0  0
1.1999999999999799e+01  A  32.015625  32.000000  32.000000  3.8772087932e+00  1.610000  -3.160099e-03  -2.5003  0  nan  nan  nan  +nan  +6.542298e-03  -6.456631e-04  0  0  0
1.1999999999999799e+01  B  31.984375  32.000000  32.000000  3.8772087932e+00  1.610000  -3.160099e-03  -2.5003  0  nan  nan  nan  +nan  +6.542298e-03  -6.456631e-04  0  0  0
1.1999999999999799e+01  C  32.000000  32.000000  32.000000  3.8775869557e+00  1.610000  -3.062873e-03  -2.5139  0  nan  nan  nan  +nan  +1.898217e-02  +1.652087e-02  0  0  0
1.2999999999999799e+01  A  32.015625  32.000000  32.000000  3.8772125519e+00  1.610000  -3.159133e-03  -2.5004  0  nan  nan  nan  +nan  +6.545142e-03  -6.469903e-04  0  0  0
