# time  Re_m-2(R=10)  Im_m-2(R=10)  Re_m-1(R=10)  Im_m-1(R=10)  Re_m0(R=10)  Im_m0(R=10)  Re_m1(R=10)  Im_m1(R=10)  Re_m2(R=10)  Im_m2(R=10)  Re_m-2(R=14)  Im_m-2(R=14)  Re_m-1(R=14)  Im_m-1(R=14)  Re_m0(R=14)  Im_m0(R=14)  Re_m1(R=14)  Im_m1(R=14)  Re_m2(R=14)  Im_m2(R=14)  Re_m-2(R=18)  Im_m-2(R=18)  Re_m-1(R=18)  Im_m-1(R=18)  Re_m0(R=18)  Im_m0(R=18)  Re_m1(R=18)  Im_m1(R=18)  Re_m2(R=18)  Im_m2(R=18)
0.0000000000000000e+00  -1.3898438203582261e-02  2.1256890155005787e-03  1.7785222855698463e-06  1.2370910307200367e-05  1.1459299096209224e-02  1.8036341930128662e-07  1.8381979240931306e-06  -1.3405948758381071e-05  -1.3872159132115912e-02  -2.1245846360384668e-03  -3.9123769412190866e-03  1.1547758625599577e-03  3.0709443024533548e-07  2.9691121798411269e-06  3.2135339435552992e-03  1.5397132003848650e-07  3.0702477545824473e-07  -2.9610820647114726e-06  -3.9076019761514220e-03  -1.1541890541744608e-03  -1.4838741058471900e-03  6.5328489206903037e-04  3.7482595460363693e-07  1.0692289490173144e-06  1.2198812937511613e-03  2.5775494990089264e-08  3.7491408097180555e-07  -1.0683505014924359e-06  -1.4826130348126753e-03  -6.5304767083291268e-04
1.0000000000000000e+00  -1.3037030414387446e-02  2.0893295658527557e-03  2.3053614964923566e-06  1.1792536289601836e-05  1.0815461937252033e-02  -2.5597988730903336e-06  2.3764132172150394e-06  -1.2792571331906324e-05  -1.3012429272453200e-02  -2.0950413128551140e-03  -3.6980376135523001e-03  1.1466443654737889e-03  4.3918345103357932e-07  2.8148481908336251e-06  3.0534531313446528e-03  1.4224152126118626e-07  4.3895284564881310e-07  -2.8071219651751661e-06  -3.6935193039373902e-03  -1.1460684537404641e-03  -1.4203234679097769e-03  6.5230025638178708e-04  4.1403004078230268e-07  1.0283383120302302e-06  1.1708655403286450e-03  -9.4656977643261193e-08  4.1405341936407937e-07  -1.0274991267327268e-06  -1.4191811353706815e-03  -6.5214497205008334e-04
2.0000000000000000e+00  -1.1974026309330419e-02  2.0405697245573350e-03  2.8561607918697047e-06  1.1106844772246837e-05  1.0029228025544524e-02  -2.6389323889965271e-06  2.9325488669193110e-06  -1.2063141934926751e-05  -1.1950590983109844e-02  -2.0463087507893957e-03  -3.4312042026300007e-03  1.1190127025977525e-03  5.6534897532456948e-07  2.6214061594345753e-06  2.8561715487739428e-03  1.2945746393402636e-07  5.6494592360246194e-07  -2.6140567283336465e-06  -3.4270112994965293e-03  -1.1184587190659345e-03  -1.3423071174128408e-03  6.4428783024247157e-04  4.5449039867129124e-07  9.7762339454249932e-07  1.1119085975942180e-03  1.4303849061106462e-07  4.5449838673542367e-07  -9.7685001756397695e-07  -1.3411642640210172e-03  -6.4396746789677358e-04
2.9999999999999800e+00  -1.0676086317355218e-02  1.9646965056709393e-03  3.4409140501129572e-06  1.0281669155606399e-05  9.0709386761233732e-03  -2.5434900746700129e-06  3.5218379691374428e-06  -1.1183691878072857e-05  -1.0653642630609087e-02  -1.9701683214843934e-03  -3.0990464753758011e-03  1.0735933844985568e-03  6.9855760109875971e-07  2.3842843578925755e-06  2.6120302830053288e-03  3.1563236380099138e-08  6.9791500411769748e-07  -2.3774137433118888e-06  -3.0952267806768291e-03  -1.0731641939851636e-03  -1.2461573762555305e-03  6.2826841863014061e-04  4.7819847554572862e-07  9.1469492251907270e-07  1.0403526512928816e-03  1.3448592010504300e-08  4.7816844580638058e-07  -9.1394272092252360e-07  -1.2451018338345316e-03  -6.2807488632120833e-04
3.9999999999999600e+00  -9.1156239201976887e-03  1.8680240986979724e-03  4.0742111240995060e-06  9.3038919118546215e-06  7.9123740290072547e-03  -2.3329252213593834e-06  4.1587466777847281e-06  -1.0140184014663778e-05  -9.0941202964559004e-03  -1.8731069996505291e-03  -2.6862069066625476e-03  1.0059187212470453e-03  8.2743887990196580e-07  2.0977706627325219e-06  2.3100818549331753e-03  1.5882375545900287e-07  8.2654097506165905e-07  -2.0915017507563166e-06  -2.6830033761134071e-03  -1.0053658241323284e-03  -1.1278497330981718e-03  6.0379046729103409e-04  4.9955799991991108e-07  8.3726587552121135e-07  9.5231410484392619e-04  1.7368964833341616e-08  4.9948020540654482e-07  -8.3660200609862940e-07  -1.1270060036615110e-03  -6.0360876383835503e-04
4.9999999999999396e+00  -7.2743140536355583e-03  1.7573264584261142e-03  4.7513377014719159e-06  8.1744408504368087e-06  6.5320714801226070e-03  -2.0298613076277083e-06  4.8384926573630115e-06  -8.9320084622707725e-06  -7.2535563009431918e-03  -1.7618409257980710e-03  -2.1751683838627683e-03  9.1407063672997626e-04  9.5232219664333689e-07  1.7468629556352198e-06  1.9367168713968763e-03  1.0486384142437458e-07  9.5127431206852136e-07  -1.7413052467407103e-06  -2.1725704527465737e-03  -9.1361873707858246e-04  -9.8160751714416517e-04  5.6954810787972253e-04  5.1871378273828982e-07  7.4293383397970745e-07  8.4444805083661327e-04  1.2604238183680380e-08  5.1858579671473883e-07  -7.4236735841015966e-07  -9.8087228621974326e-04  -5.6940167023074057e-04
5.9999999999999201e+00  -5.1529839497781648e-03  1.6380007911086000e-03  5.4520491732900351e-06  6.8922770986893474e-06  4.9235186296620916e-03  -1.7004319995136090e-06  5.5406273082465945e-06  -7.5627841735721868e-06  -5.1325083335587544e-03  -1.6417620518816857e-03  -1.5468689138664333e-03  7.9468550114663726e-04  1.0651528448918995e-06  1.3263068725469203e-06  1.4763224239378689e-03  8.5976670405555957e-08  1.0638751231713416e-06  -1.3215651041762110e-06  -1.5450066267973517e-03  -7.9429385319070944e-04  -8.0055974574709879e-04  5.2299799486829461e-04  5.3476631430545780e-07  6.2742413603851725e-07  7.1151590012176339e-04  1.5895392258855747e-08  5.3457424035111176e-07  -6.2697810288564396e-07  -8.0005906559204470e-04  -5.2288555783835825e-04
6.9999999999998996e+00  -2.7765792042476417e-03  1.5121160591998499e-03  6.1515376589233162e-06  5.4878509132982366e-06  3.1021285016549069e-03  -1.3068287640190655e-06  6.2418598421296868e-06  -6.0572544093224541e-06  -2.7560394069857733e-03  -1.5151046353838792e-03  -7.8027378270142738e-04  6.5660659170291465e-04  1.2195177185391712e-06  8.2442147414614089e-07  9.1159592505693997e-04  1.0674645548200731e-07  1.2179431174563039e-06  -8.2066402375255963e-07  -7.7927018638096728e-04  -6.5625226729238773e-04  -5.7657046428408469e-04  4.6245679110570517e-04  5.4602931501589476e-07  4.8558054826444105e-07  5.4738422189478037e-04  1.3166111803176684e-08  5.4575053958659866e-07  -4.8527142029094546e-07  -5.7627717334320636e-04  -4.6238729252224143e-04
7.9999999999998703e+00  -2.0408926895297262e-04  1.3754291376134309e-03  6.8045724363098595e-06  3.9971892124644975e-06  1.1121902143211024e-03  -9.6741226291063078e-07  6.8942575115508136e-06  -4.4598052021386230e-06  -1.8309543791542737e-04  -1.3774918663306559e-03  1.4494165092524238e-04  4.9512818538863918e-04  1.3988552179735582e-06  2.3530447176599510e-07  2.2405073034769597e-04  1.1562109747976452e-07  1.3971738372863954e-06  -2.3263986430353101e-07  1.4493143271146792e-04  -4.9480397081226677e-04  -2.9948935560731378e-04  3.8857838145679144e-04  5.5421540468218922e-07  3.1250119028424208e-07  3.4467482620020049e-04  1.6484389113911517e-08  5.5386910851961074e-07  -3.1234524822189567e-07  -2.9954444079854806e-04  -3.8853052902305870e-04
8.9999999999998508e+00  2.4677477720448041e-03  1.2301630609827664e-03  7.3359285485337054e-06  2.4705416136845995e-06  -9.6901862476439689e-04  -6.4773030753719136e-07  7.4227528679931924e-06  -2.8225076268199330e-06  2.4893953986817436e-03  -1.2314182726711797e-03  1.2442583464581784e-03  3.1519242735606194e-04  1.5725033415422240e-06  -4.4077946753265294e-07  -6.0366830557225285e-04  1.3022675229696943e-07  1.5702684453933568e-06  4.4239025309867658e-07  1.2431356074851594e-03  -3.1489036121168899e-04  4.2738360138216141e-05  2.9462245956325304e-04  5.8244830971243765e-07  1.0263403707847491e-07  9.4468006756201668e-05  1.9279494920701853e-08  5.8186381652815884e-07  -1.0259780230369350e-07  4.2311990920005896e-05  -2.9465739200925403e-04
