# time  Re(R=10)  Im(R=10)  Re(R=14)  Im(R=14)  Re(R=18)  Im(R=18)
0.0000000000000000e+00  1.1459299096209224e-02  1.8036341930128662e-07  3.2135339435552992e-03  1.5397132003848650e-07  1.2198812937511613e-03  2.5775494990089264e-08
1.0000000000000000e+00  1.0815461937252033e-02  -2.5597988730903336e-06  3.0534531313446528e-03  1.4224152126118626e-07  1.1708655403286450e-03  -9.4656977643261193e-08
2.0000000000000000e+00  1.0029228025544524e-02  -2.6389323889965271e-06  2.8561715487739428e-03  1.2945746393402636e-07  1.1119085975942180e-03  1.4303849061106462e-07
2.9999999999999800e+00  9.0709386761233732e-03  -2.5434900746700129e-06  2.6120302830053288e-03  3.1563236380099138e-08  1.0403526512928816e-03  1.3448592010504300e-08
3.9999999999999600e+00  7.9123740290072547e-03  -2.3329252213593834e-06  2.3100818549331753e-03  1.5882375545900287e-07  9.5231410484392619e-04  1.7368964833341616e-08
4.9999999999999396e+00  6.5320714801226070e-03  -2.0298613076277083e-06  1.9367168713968763e-03  1.0486384142437458e-07  8.4444805083661327e-04  1.2604238183680380e-08
5.9999999999999201e+00  4.9235186296620916e-03  -1.7004319995136090e-06  1.4763224239378689e-03  8.5976670405555957e-08  7.1151590012176339e-04  1.5895392258855747e-08
6.9999999999998996e+00  3.1021285016549069e-03  -1.3068287640190655e-06  9.1159592505693997e-04  1.0674645548200731e-07  5.4738422189478037e-04  1.3166111803176684e-08
7.9999999999998703e+00  1.1121902143211024e-03  -9.6741226291063078e-07  2.2405073034769597e-04  1.1562109747976452e-07  3.4467482620020049e-04  1.6484389113911517e-08
8.9999999999998508e+00  -9.6901862476439689e-04  -6.4773030753719136e-07  -6.0366830557225285e-04  1.3022675229696943e-07  9.4468006756201668e-05  1.9279494920701853e-08
9.9999999999998295e+00  -3.0481232329288002e-03  -2.9128783514440566e-07  -1.5840251343321556e-03  1.4671721857095717e-07  -2.1438596417822838e-04  2.0863690635488779e-08
1.0999999999999799e+01  -5.0132967989725049e-03  8.8426550134280805e-08  -2.7156066518040545e-03  1.7309122418656368e-07  -5.9422385440925901e-04  3.0368238149178252e-08
1.1999999999999799e+01  -6.7476564064574349e-03  5.3002247651549135e-07  -3.9817599631757870e-03  1.7440493817848963e-07  -1.0570086742299938e-03  4.6042844398598353e-08
1.2999999999999799e+01  -8.1533261157095069e-03  9.4115713840068019e-07  -5.3384161561425315e-03  1.7628846605874067e-07  -1.6190546299293513e-03  5.9632874863039072e-08
1.3999999999999700e+01  -9.1589580605784451e-03  1.6771076386369099e-06  -6.7201659345529951e-03  6.5164788085010331e-08  -2.2880887064066729e-03  5.5614415730238255e-08
1.4999999999999700e+01  -9.7248108868675989e-03  2.3610869437386431e-06  -8.0327853742267682e-03  -6.4594177919913921e-09  -3.0757111150827225e-03  2.3723880151280610e-08
1.5999999999999700e+01  -9.8475327745048379e-03  3.1528595915548027e-06  -9.1839532681962134e-03  -1.3645354546041008e-07  -3.9719492776348654e-03  8.7582284757574020e-08
1.6999999999999901e+01  -9.5538064161185127e-03  4.1762449221176029e-06  -1.0062348496931028e-02  -2.6208041093764459e-07  -4.9572313751661797e-03  7.0678520224628452e-08
1.8000000000000000e+01  -8.8924837000029129e-03  4.9880534489049770e-06  -1.0576020466925073e-02  -3.5874868921448183e-07  -5.9931908726605330e-03  3.1405439673851727e-08
1.9000000000000199e+01  -7.9096862827658116e-03  6.0266659891882357e-06  -1.0661926622156488e-02  -4.4621975299455785e-07  -7.0112554612225247e-03  -5.7986641780372907e-08
2.0000000000000298e+01  -6.6660385374620896e-03  6.9461897480366708e-06  -1.0283290307983970e-02  -4.4260793606110813e-07  -7.9279542465641086e-03  -1.5091220331158172e-07
2.1000000000000501e+01  -5.2038758552920977e-03  8.0339476351230370e-06  -9.4374423969274673e-03  -4.2512865717068185e-07  -8.6571229112666920e-03  -2.6769495214168818e-07
2.2000000000000600e+01  -3.5402822085232478e-03  2.0155449748509186e-06  -8.1652179760851543e-03  -2.8241965535252990e-07  -9.1103614641945274e-03  -3.8454601693161547e-07
2.3000000000000799e+01  -1.7090536647257439e-03  1.8380030520643843e-06  -6.5283246237278761e-03  -4.5217893748767903e-07  -9.1972914343706677e-03  -5.2730299706330871e-07
2.4000000000000998e+01  2.7809028234896348e-04  2.2818215955797784e-06  -4.6032436849482525e-03  -1.0966886932561686e-07  -8.8715539040884889e-03  -6.3089725878534626e-07
2.5000000000001101e+01  2.4364974782036678e-03  -4.7474822121713032e-07  -2.4773940641813581e-03  5.6455868032878229e-08  -8.1047942300769976e-03  -5.1246029651039467e-07
2.6000000000001300e+01  4.7427199899502566e-03  3.0324205569405170e-07  -2.3403602486526585e-04  1.3787782092748117e-07  -6.9168373972830471e-03  -4.7459105993857470e-07
2.7000000000001400e+01  7.1658542167021416e-03  3.8988649803617191e-07  2.0615415511419108e-03  4.2014554505754567e-07  -5.3420766636745314e-03  -3.4448367190920728e-07
2.8000000000001599e+01  9.6433071704606268e-03  -4.8041503886953290e-09  4.3433782048938408e-03  3.2385448572543580e-07  -3.4661802470135942e-03  -2.1102504812771096e-07
2.9000000000001702e+01  1.2106773624703981e-02  3.6195357287464942e-07  6.5661521437958030e-03  4.2042124579506082e-07  -1.3672236157013110e-03  -2.3422868406652056e-08
3.0000000000001901e+01  1.4444196674133875e-02  1.6241822544577636e-07  8.7031372857870187e-03  9.0809663742353788e-07  8.5595328817419730e-04  2.3348786595440442e-07
3.1000000000002000e+01  1.6516211780179819e-02  9.4756685714083319e-08  1.0703581879341204e-02  7.5541212080064384e-07  3.1176231912645983e-03  4.4261455639283914e-07
3.2000000000002203e+01  1.8203026510798991e-02  -8.1918394487020684e-09  1.2541403858299670e-02  6.9649584937188526e-07  5.3350356418981554e-03  5.9001253873314664e-07
3.3000000000001997e+01  1.9365686047589446e-02  -5.8381232785674562e-08  1.4171241758784722e-02  3.9022542619327407e-07  7.4483885043326106e-03  7.0878771878333397e-07
