# thinned to dt=0.05 from the every-step stream; the last 1 time units are kept whole (the death window)
#       time           min_lapse             min_chi           max_abs_K         min_lapse_x         min_lapse_y         min_lapse_z             min_phi             max_phi              min_Pi              max_Pi
   0.0000000    2.1942989020e-01    4.1085927538e-07    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5672296939e-01   -7.2967435899e-02    0.0000000000e+00    0.0000000000e+00
   0.0500000    2.1948644995e-01    4.3360803395e-07    3.2626245388e-04    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5655091734e-01   -7.2967433218e-02   -3.4198425599e-06    2.2245765167e-06
   0.1000000    2.1954137310e-01    4.5620227365e-07    6.1263333058e-04    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5638382392e-01   -7.2967429372e-02   -6.8245083888e-06    4.4449376655e-06
   0.1500000    2.1959473288e-01    4.7864668248e-07    8.6418867650e-04    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5622144627e-01   -7.2967428435e-02   -1.0195081843e-05    6.6555764257e-06
   0.2000000    2.1964659756e-01    5.0094576222e-07    1.0850754761e-03    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5606355572e-01   -7.2967428752e-02   -1.3509857103e-05    8.8504615111e-06
   0.2500000    2.1969703057e-01    5.2310379454e-07    1.2788183073e-03    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5590993764e-01   -7.2967427970e-02   -1.6744934843e-05    1.1022853536e-05
   0.3000000    2.1974609093e-01    5.4512484757e-07    1.4482034204e-03    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5576039059e-01   -7.2967426603e-02   -1.9875699409e-05    1.3163902978e-05
   0.3500000    2.1979383368e-01    5.6701279913e-07    1.5957261959e-03    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5561472513e-01   -7.2967425616e-02   -2.2877748266e-05    1.5266567902e-05
   0.4000000    2.1984031014e-01    5.8877134311e-07    1.7232464022e-03    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5547276318e-01   -7.2967424862e-02   -2.5727828836e-05    1.7322551594e-05
   0.4500000    2.1988556825e-01    6.1040400195e-07    1.8324574994e-03    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5533433725e-01   -7.2967424007e-02   -2.8405294436e-05    1.9320883913e-05
