# time  Re(R=10)  Im(R=10)  Re(R=14)  Im(R=14)  Re(R=18)  Im(R=18)
0.0000000000000000e+00  5.0720805662053774e-03  -3.6532577337192277e-16  1.4131009833497059e-03  8.0387443483487660e-17  5.3781975157539137e-04  -6.5976862025682897e-17
1.0000000000000000e+00  4.6191908030699114e-03  5.2886897080567828e-15  1.3184967562057802e-03  -1.1468651312633627e-14  5.1132848663002308e-04  1.1242194395626701e-14
2.0000000000000000e+00  4.0401359698537479e-03  1.0762753635411353e-14  1.1990603585475298e-03  -1.4627705277762279e-14  4.7912192060343945e-04  -1.3203719870164018e-14
2.9999999999999800e+00  3.3032289912511580e-03  -1.8120540569629928e-14  1.0473036107559145e-03  -2.4640773897521550e-14  4.3909185226616786e-04  6.5518930603408805e-15
3.9999999999999600e+00  2.3738857655160573e-03  2.2625419414666134e-14  8.5425116048863442e-04  -4.5712889561426039e-15  3.8916896031042613e-04  2.0396011647646030e-14
4.9999999999999396e+00  1.2191023320986855e-03  -2.5010465151731397e-14  6.0814609661435167e-04  8.1703091122237746e-16  3.2700662140048399e-04  9.0512162793314107e-15
5.9999999999999201e+00  -1.8646497743890543e-04  5.4391535504602682e-14  2.9550317447283957e-04  -4.3813469966986422e-15  2.4843004591997475e-04  -1.2095813798286957e-14
6.9999999999998996e+00  -1.8757892642236771e-03  7.2132626969451120e-14  -1.0110248905571945e-04  -4.9968697062203931e-14  1.4926445650793857e-04  4.1562077647590331e-15
7.9999999999998703e+00  -3.8204160871273748e-03  1.9463089064886137e-14  -6.0226144301519461e-04  1.6233662547017136e-15  2.3600804869007486e-05  -2.4518932800061716e-14
8.9999999999998508e+00  -5.9710746909929146e-03  8.0600000280464593e-15  -1.2293732585262887e-03  2.0735841363691768e-14  -1.3574951276085581e-04  2.9951296023723239e-14
9.9999999999998295e+00  -8.2064360338878241e-03  3.6275821997068144e-14  -2.0026734683369295e-03  1.6149228588916598e-14  -3.3828344165475453e-04  4.2945793642284897e-14
1.0999999999999799e+01  -1.0379879188324562e-02  -2.5551981783172592e-14  -2.9393866298153327e-03  -4.5567173067376673e-14  -5.9514656662156039e-04  3.4410336469826362e-15
1.1999999999999799e+01  -1.2277641211705274e-02  4.1021714976530630e-15  -4.0463855230571432e-03  -3.6863270858261617e-14  -9.1613526756013756e-04  2.8890040491593917e-15
1.2999999999999799e+01  -1.3694125176163648e-02  4.0679294959285933e-15  -5.3075983795270610e-03  9.8253095679488322e-14  -1.3216521155458539e-03  -9.1436520625588895e-15
1.3999999999999700e+01  -1.4440718499617970e-02  3.9136404990574218e-14  -6.6659255938775700e-03  -4.6970178099183072e-14  -1.8312768923202302e-03  2.7973685170178797e-14
1.4999999999999700e+01  -1.4379534458918364e-02  -2.8011952834951436e-14  -8.0329734534834562e-03  -2.8358012235133129e-14  -2.4537227237282091e-03  -4.4498433706336422e-15
1.5999999999999700e+01  -1.3435777065171498e-02  -5.0012694425927170e-14  -9.2845370183495153e-03  -1.1837504025318798e-14  -3.2086586603661026e-03  -5.0495079557039596e-15
1.6999999999999901e+01  -1.1619253181307243e-02  -7.7527139282935241e-15  -1.0269801066566924e-02  2.2579937704284990e-14  -4.0765579458519217e-03  -2.6051683688945910e-14
1.8000000000000000e+01  -8.9639202529623475e-03  -9.1312127352188598e-15  -1.0823448270884869e-02  3.9587664135799441e-14  -5.0525646326874691e-03  4.4649347104859218e-14
1.9000000000000199e+01  -5.6022958835205104e-03  -3.7189306300308545e-14  -1.0785859035443636e-02  -1.0530454011858337e-13  -6.0705961164524858e-03  7.2500470630976817e-14
2.0000000000000298e+01  -1.6745681755754658e-03  -4.6291843132144804e-15  -1.0078527392625412e-02  -9.2014240069303511e-14  -7.0541470408641291e-03  3.1290150533850217e-14
2.1000000000000501e+01  2.6084969923973714e-03  3.8036531484337202e-15  -8.6606226676013334e-03  -3.6522140356034887e-14  -7.8915585136963111e-03  -1.1569741179701696e-13
2.2000000000000600e+01  7.0181243922408012e-03  -1.6512513767274357e-14  -6.5323251837857152e-03  -1.5414341308336220e-14  -8.4639186927452040e-03  -5.2184672455842204e-14
2.3000000000000799e+01  1.1335970864356434e-02  -5.2150168601823025e-14  -3.7965068580147992e-03  -8.2751521491939036e-14  -8.6445314885641826e-03  7.3761044650717572e-14
2.4000000000000998e+01  1.5299381985574767e-02  1.0294435504708779e-14  -5.7097597576118327e-04  2.2062018667532519e-15  -8.3006498473269467e-03  -9.1676084029150182e-14
2.5000000000001101e+01  1.8703712763345304e-02  5.0173423758403451e-14  2.9655616689434707e-03  8.4523076475091522e-14  -7.3593248494523865e-03  8.2620811285046133e-16
