# time  centre  cx  cy  cz  R_min  r_at_R_min  dev  log10_abs_dev  n_mots  r_mots  R_mots  M_MS_mots  theta_out_min_inside  theta_out_max_at_R_min  theta_in_max_at_R_min  n_trapped  n_anti_trapped  n_outermost
0.0000000000000000e+00  A  35.968750  32.000000  32.000000  4.3625844011e+00  1.610000  1.216312e-01  -0.9150  0  nan  nan  nan  +nan  +1.537251e-02  +1.750901e-02  0  0  0
0.0000000000000000e+00  B  28.031250  32.000000  32.000000  4.3625986727e+00  1.610000  1.216348e-01  -0.9149  0  nan  nan  nan  +nan  +1.537251e-02  +1.750901e-02  0  0  0
0.0000000000000000e+00  C  32.000000  32.000000  32.000000  8.5701269486e+00  5.168750  1.203401e+00  0.0804  0  nan  nan  nan  +nan  +2.239054e-01  +5.233572e-01  0  0  0
1.0000000000000000e+00  A  35.968750  32.000000  32.000000  4.3677922802e+00  1.610000  1.229701e-01  -0.9102  0  nan  nan  nan  +nan  +2.682995e-02  +1.708618e-02  0  0  0
1.0000000000000000e+00  B  28.031250  32.000000  32.000000  4.3678046564e+00  1.610000  1.229733e-01  -0.9102  0  nan  nan  nan  +nan  +2.682995e-02  +1.708618e-02  0  0  0
1.0000000000000000e+00  C  32.000000  32.000000  32.000000  8.5674125249e+00  5.168750  1.202703e+00  0.0802  0  nan  nan  nan  +nan  +2.219196e-01  +5.214941e-01  0  0  0
2.0000000000000000e+00  A  35.968750  32.000000  32.000000  4.3742468083e+00  1.590000  1.246296e-01  -0.9044  0  nan  nan  nan  +nan  +1.617299e-02  +2.004770e-02  0  0  0
2.0000000000000000e+00  B  28.031250  32.000000  32.000000  4.3742543973e+00  1.590000  1.246315e-01  -0.9044  0  nan  nan  nan  +nan  +1.617299e-02  +2.004770e-02  0  0  0
2.0000000000000000e+00  C  32.000000  32.000000  32.000000  8.5570324378e+00  5.168750  1.200034e+00  0.0792  0  nan  nan  nan  +nan  +2.199757e-01  +5.192987e-01  0  0  0
2.9999999999999800e+00  A  35.968750  32.000000  32.000000  4.3795157329e+00  1.590000  1.259842e-01  -0.8997  0  nan  nan  nan  +nan  +2.162377e-02  +1.430342e-02  0  0  0
2.9999999999999800e+00  B  28.031250  32.000000  32.000000  4.3795172545e+00  1.590000  1.259846e-01  -0.8997  0  nan  nan  nan  +nan  +2.162377e-02  +1.430342e-02  0  0  0
2.9999999999999800e+00  C  32.000000  32.000000  32.000000  8.5379196255e+00  5.168750  1.195120e+00  0.0774  0  nan  nan  nan  +nan  +2.182119e-01  +5.153837e-01  0  0  0
3.9999999999999600e+00  A  35.968750  32.000000  32.000000  4.3844094518e+00  1.590000  1.272424e-01  -0.8954  0  nan  nan  nan  +nan  +4.830850e-02  +8.693280e-03  0  0  0
3.9999999999999600e+00  B  28.031250  32.000000  32.000000  4.3844049706e+00  1.590000  1.272413e-01  -0.8954  0  nan  nan  nan  +nan  +4.830850e-02  +8.693280e-03  0  0  0
3.9999999999999600e+00  C  32.000000  32.000000  32.000000  8.5070026791e+00  5.088750  1.187171e+00  0.0745  0  nan  nan  nan  +nan  +5.315092e-01  +2.168114e-01  0  0  0
4.9999999999999396e+00  A  35.968750  32.000000  32.000000  4.3902063942e+00  1.590000  1.287328e-01  -0.8903  0  nan  nan  nan  +nan  +8.588711e-02  +1.185452e-02  0  0  0
4.9999999999999396e+00  B  28.031250  32.000000  32.000000  4.3901967598e+00  1.590000  1.287304e-01  -0.8903  0  nan  nan  nan  +nan  +8.588711e-02  +1.185452e-02  0  0  0
