# time  Re(R=14)  Im(R=14)  Re(R=30)  Im(R=30)
0.0000000000000000e+00  3.3299488212196211e-03  -5.1086251114801362e-17  1.6977804924959115e-04  -2.5676215609238013e-17
5.0000000000000000e-01  3.3093584325587381e-03  -3.7363639742923893e-16  1.7028860509723614e-04  7.8278391001828556e-16
1.0000000000000000e+00  3.2879511936627359e-03  -4.4335940626270831e-15  1.7035475811799956e-04  -8.6570353864525525e-16
1.5000000000000000e+00  3.2667499238284449e-03  -2.4230393895745966e-14  1.7010884239181923e-04  -1.8614462223309508e-15
2.0000000000000000e+00  3.2468956355120558e-03  -4.8172152844385557e-14  1.6970498075655655e-04  -2.2765704523353830e-16
2.4999999999999898e+00  3.2279274688320281e-03  -2.5184288519625869e-14  1.6922638030250590e-04  8.2060022534404583e-16
