# time  Re(R=8)  Im(R=8)  Re(R=16)  Im(R=16)
0.0000000000000000e+00  -1.6813385029983775e-04  -1.1374805448677999e-17  -1.0878517600898606e-05  -7.3198519350185253e-18
3.9999999999999600e+00  -1.6827364969351316e-04  -1.9061057697771378e-16  -1.0968789646366284e-05  -1.9993749928928648e-15
7.9999999999998703e+00  -1.6831349577135622e-04  -8.4243991109781390e-17  -1.0884124149739560e-05  -5.3167064754997983e-12
1.1999999999999799e+01  -1.6779450308328225e-04  1.2262326814333027e-13  -1.1199449986495708e-05  -2.4245034100272032e-11
1.5999999999999700e+01  -1.6819933489943309e-04  2.4803169176913119e-12  -1.1052563599928151e-05  -5.5652664341958478e-12
2.0000000000000298e+01  -1.6848222448089765e-04  3.5232653774023651e-12  -1.0301473647146943e-05  -1.8432553798740413e-11
2.4000000000000998e+01  -1.6847921706821553e-04  -9.2007029821618687e-11  -1.0650308247618268e-05  -4.4191178747610826e-11
2.8000000000001599e+01  -1.6870057170573232e-04  1.4899378658143463e-10  -1.0974093225215350e-05  -4.9176648172883135e-11
3.2000000000002203e+01  -1.6893949604426860e-04  5.2996176597335956e-11  -1.0849802259790497e-05  -3.4493709667285516e-10
3.6000000000001400e+01  -1.6924238484058524e-04  2.4930067238123279e-11  -1.0877467769860282e-05  -3.3105877102559807e-10
4.0000000000000597e+01  -1.6958366619199971e-04  8.3774841502908077e-10  -1.0874057768659784e-05  -2.2569276589371882e-09
4.3999999999999801e+01  -1.7000779777866956e-04  -1.2386859089961948e-08  -1.0897265370172360e-05  -5.0537498581886420e-09
4.7999999999998998e+01  -1.7071255412073815e-04  -1.7887410042481281e-08  -1.0922652283711441e-05  -5.9950680005221357e-09
5.1999999999998202e+01  -1.7125775445245371e-04  5.1760637958820242e-08  -1.0967014176024312e-05  -1.4407281914633351e-08
5.5999999999997399e+01  -1.7124351787844744e-04  -7.7055897569242320e-08  -1.1148735252565868e-05  -6.9484763778584463e-09
5.9999999999996597e+01  -1.7222655844203343e-04  1.9805967423411175e-09  -1.1075186396202209e-05  8.2594235167255546e-08
6.3999999999995801e+01  -1.7262535070601082e-04  -2.1490864987232607e-07  -1.0785141692757400e-05  -8.4292581578203498e-08
6.7999999999997897e+01  -1.7323103616979956e-04  7.4218333986640574e-08  -1.1021638849396551e-05  -2.0497774562528679e-09
7.1999999999999901e+01  -1.7377388412561414e-04  4.3343640730313592e-08  -1.0881976698969948e-05  -2.0180627442967654e-07
7.6000000000002004e+01  -1.7320602722111292e-04  5.6305513891135817e-08  -1.0851832079218605e-05  7.5442418910165187e-08
8.0000000000003993e+01  -1.7428224450226213e-04  4.8846439075862035e-09  -1.0767612360170560e-05  2.6262596287314024e-08
8.4000000000006096e+01  -1.7375687278814987e-04  -9.0759903182980258e-10  -9.4372806056781567e-06  6.1268386625078274e-08
8.8000000000008100e+01  -1.7586858656273017e-04  2.5397705728255465e-08  -9.8505823372552593e-06  -2.9141991921802509e-10
9.2000000000010203e+01  -1.7749352079671600e-04  -9.7154532535486522e-09  -8.6904996782401939e-06  8.0228358484581104e-10
9.6000000000012193e+01  -1.7869057451442961e-04  -3.1566161678874680e-08  -9.9808298358752537e-06  1.8996155097121016e-08
1.0000000000001400e+02  -1.7913314912098557e-04  -2.4027849216125661e-08  -1.0906513373607585e-05  -6.5608646547050462e-09
1.0400000000001600e+02  -1.7952073544171148e-04  -6.1725947058657216e-08  -1.1328850891469172e-05  -4.0451149332317098e-08
1.0800000000001801e+02  -1.8031533884433503e-04  1.9385421709965999e-08  -1.1034682541696466e-05  -1.4597765844377973e-08
1.1200000000001999e+02  -1.8093541422987961e-04  6.0449038287799872e-09  -1.0723025960849473e-05  -7.7893535865039150e-08
1.1600000000002200e+02  -1.8176778697211472e-04  -6.6937143255083444e-09  -1.0758581467359579e-05  1.6306916710439324e-08
1.2000000000002400e+02  -1.8283577551631247e-04  -5.6829331921396956e-08  -1.0607231545194570e-05  1.0440075712493434e-08
1.2400000000002700e+02  -1.8378791940689928e-04  9.2679687017708583e-08  -1.0646374347450553e-05  -9.0095440590495846e-09
1.2800000000002899e+02  -1.8467787760014848e-04  -1.5167225767612162e-08  -1.0844860492970555e-05  -5.9317375160481296e-08
