# time  f_op  f_geo  geo_trustworthy  max_local_speed  superluminal_fraction  max_shift  structure_coherence  reachable  n_rays  n_reached  max_h_rel_drift  f_geo_evol  f_geo_evol_ok
0.0000000000000000e+00  4.3520757656579237e-03  7.5634144789647889e-03  1  1.0158785058712836e+00  0.0000000000000000e+00  0.0000000000000000e+00  nan  1  5  5  1.3730459723160137e-04  0.0000000000000000e+00  0
3.9999999999999600e+00  4.3633209116872513e-03  7.5344286231983195e-03  1  1.0157709038965526e+00  0.0000000000000000e+00  4.3599085646656644e-05  nan  1  5  5  1.3497588081618609e-04  0.0000000000000000e+00  0
7.9999999999998703e+00  4.3740490366544734e-03  7.5745648465854977e-03  1  1.0158733421753430e+00  0.0000000000000000e+00  1.1131012633862248e-05  nan  1  5  5  1.3703268043904337e-04  0.0000000000000000e+00  0
1.1999999999999799e+01  4.3865984129778336e-03  7.5784245529750566e-03  1  1.0158633078247818e+00  0.0000000000000000e+00  1.0199296685885227e-05  nan  1  5  5  1.3694358975214213e-04  0.0000000000000000e+00  0
1.5999999999999700e+01  4.3874310917260276e-03  7.5810154685661407e-03  1  1.0158622670337005e+00  0.0000000000000000e+00  1.1518101875545901e-05  nan  1  5  5  1.3688974069325831e-04  0.0000000000000000e+00  0
2.0000000000000298e+01  4.3849757916275284e-03  7.5832947308665201e-03  1  1.0158711965368845e+00  0.0000000000000000e+00  1.2890207503263966e-05  nan  1  5  5  1.3689130798723672e-04  0.0000000000000000e+00  0
2.4000000000000998e+01  4.3636487248565415e-03  7.5650128521172651e-03  1  1.0158545138269268e+00  0.0000000000000000e+00  1.4319776103302450e-05  nan  1  5  5  1.3700410706266725e-04  0.0000000000000000e+00  0
2.8000000000001599e+01  4.3073683529438441e-03  7.5100720994274936e-03  1  1.0157973373752305e+00  0.0000000000000000e+00  1.3606546691500229e-05  nan  1  5  5  1.3699929942967583e-04  0.0000000000000000e+00  0
3.2000000000002203e+01  4.2587878144136684e-03  7.4681755623339100e-03  1  1.0157602496152636e+00  0.0000000000000000e+00  1.4470443719490923e-05  nan  1  5  5  1.3707284267075459e-04  0.0000000000000000e+00  0
3.6000000000001400e+01  4.2456595465808281e-03  7.4631782507650337e-03  1  1.0157653614204332e+00  0.0000000000000000e+00  1.4560673845804581e-05  nan  1  5  5  1.3720469512295031e-04  0.0000000000000000e+00  0
