# time  total_activity  peak_activity  rms_radius  confined_frac  bary_x  bary_y  bary_z  r_conf  total_activity_proper  rms_radius_proper  confined_frac_proper  rms_radius_canon  confined_frac_canon  rms_radius_phantom  confined_frac_phantom  canon_mass_frac  min_chi
0.0000000000000000e+00  5.6518825190059250e+00  3.4185918708361282e-02  4.4071489497199305e+00  7.3599024767774113e-01  3.6999999509031163e+01  3.2000000000000597e+01  3.2000000000000092e+01  4.7999999999999998e+00  5.5861198295318015e+00  4.4160927534650138e+00  7.3456509114445157e-01  nan  nan  nan  nan  nan  1.0000000092946424e+00
3.9999999999999600e+00  5.6752505142395000e+00  3.4234217261400010e-02  4.4069538017955434e+00  7.3587338471739927e-01  3.6999998871082106e+01  3.1999999999997126e+01  3.1999999999999915e+01  4.7999999999999998e+00  5.6092014085278024e+00  4.4159016789413679e+00  7.3444652848712266e-01  nan  nan  nan  nan  nan  1.0000981942493194e+00
7.9999999999998703e+00  5.7002892796806410e+00  3.4229755524434413e-02  4.4044724030852445e+00  7.3666035993707224e-01  3.6999997083917528e+01  3.1999999999914536e+01  3.1999999999998398e+01  4.7999999999999998e+00  5.6340880435968117e+00  4.4133719543970633e+00  7.3524216281384303e-01  nan  nan  nan  nan  nan  1.0001276136011521e+00
1.1999999999999799e+01  5.7300913327361362e+00  3.4305502519586306e-02  4.4054277071613246e+00  7.3730406421494910e-01  3.6999996250079491e+01  3.1999999997098381e+01  3.2000000000019128e+01  4.7999999999999998e+00  5.6635271817063986e+00  4.4143449219594677e+00  7.3588951422406901e-01  nan  nan  nan  nan  nan  1.0001487463381242e+00
1.5999999999999700e+01  5.7740125926537189e+00  3.4381498983743541e-02  4.4673797483014566e+00  7.3629828462209113e-01  3.6999996703734297e+01  3.1999999949890533e+01  3.1999999999828830e+01  4.7999999999999998e+00  5.7070171039527082e+00  4.4767684634376579e+00  7.3487495719197193e-01  nan  nan  nan  nan  nan  1.0001572311793874e+00
2.0000000000000298e+01  5.8203216481377344e+00  3.4454903844446161e-02  4.5799382443424941e+00  7.3500381020188843e-01  3.6999976363420103e+01  3.1999998453411632e+01  3.1999999935091534e+01  4.7999999999999998e+00  5.7528830521415157e+00  4.5902209546752442e+00  7.3356966751262442e-01  nan  nan  nan  nan  nan  1.0001646095455050e+00
2.4000000000000998e+01  5.8657283992743228e+00  3.4505997369251210e-02  4.7391870616009912e+00  7.3341516142512897e-01  3.6999368911287270e+01  3.1999986615532919e+01  3.1999998452050239e+01  4.7999999999999998e+00  5.7977616235606320e+00  4.7507593833395489e+00  7.3196601185791410e-01  nan  nan  nan  nan  nan  1.0001713118435525e+00
2.8000000000001599e+01  5.9037821797067771e+00  3.4520107704657126e-02  4.9389407767162927e+00  7.3202359580245502e-01  3.6995027656954420e+01  3.1999966846645389e+01  3.1999996664712782e+01  4.7999999999999998e+00  5.8352519980161057e+00  4.9521577327907016e+00  7.3055822161679906e-01  nan  nan  nan  nan  nan  1.0001774387784033e+00
3.2000000000002203e+01  5.9246033216939171e+00  3.4488444025819090e-02  5.1135950665393946e+00  7.3227025995497319e-01  3.6983837290587473e+01  3.1999948503399018e+01  3.1999995469335175e+01  4.7999999999999998e+00  5.8556667449926296e+00  5.1282974505644257e+00  7.3079942764070849e-01  nan  nan  nan  nan  nan  1.0001831710505387e+00
3.6000000000001400e+01  5.9314500899645362e+00  3.4413717701218087e-02  5.2242031470852366e+00  7.3507970803456280e-01  3.6971246036378318e+01  3.1999936785017898e+01  3.1999994902739683e+01  4.7999999999999998e+00  5.8623196857882300e+00  5.2398843315625010e+00  7.3361704255559446e-01  nan  nan  nan  nan  nan  1.0001885703613915e+00
4.0000000000000597e+01  5.9323586222340472e+00  3.4312373852656800e-02  5.2703436084311521e+00  7.3676268587352911e-01  3.6963756753721071e+01  3.1999928675456282e+01  3.1999994507888680e+01  4.7999999999999998e+00  5.8631277982743226e+00  5.2864769106140788e+00  7.3530635299599301e-01  nan  nan  nan  nan  nan  1.0001931614770088e+00
4.3999999999999801e+01  5.9371088335758584e+00  3.4212935870748813e-02  5.2920577625918837e+00  7.3690134896657222e-01  3.6959880152007720e+01  3.1999919415906323e+01  3.1999993980254139e+01  4.7999999999999998e+00  5.8677517970239030e+00  5.3084118618197023e+00  7.3544488396396290e-01  nan  nan  nan  nan  nan  1.0001977317769548e+00
