# time  chi_mean_R8  chi_min_R8  chi_max_R8  lapse_mean_R8  lapse_min_R8  lapse_max_R8  K_mean_R8  K_min_R8  K_max_R8  chi_mean_R16  chi_min_R16  chi_max_R16  lapse_mean_R16  lapse_min_R16  lapse_max_R16  K_mean_R16  K_min_R16  K_max_R16
0.0000000000000000e+00  1.0000140192804001e+00  9.8866454768548329e-01  1.0114273088778394e+00  1.0000032481558876e+00  9.9299141418959513e-01  1.0070421745970237e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  1.0000082943246194e+00  9.9481953324679573e-01  1.0052424201521770e+00  1.0000012707166013e+00  9.9742231772368484e-01  1.0025895093810373e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
8.0000000000000004e-01  1.0000139917560307e+00  9.8867208385231953e-01  1.0114185489286756e+00  1.0000033359055016e+00  9.9299154332846618e-01  1.0070490454354275e+00  -5.9035737319894717e-08  -3.7820502692719028e-05  4.3464171839627952e-05  1.0000082766601313e+00  9.9482092536288058e-01  1.0052385056596549e+00  1.0000013464255226e+00  9.9739825778356794e-01  1.0026251918558868e+00  -3.4905896417440642e-08  -2.6886536610445226e-05  2.1558964905139834e-05
1.6000000000000001e+00  1.0000139890965514e+00  9.8867743847801215e-01  1.0114101284341748e+00  1.0000034436686516e+00  9.9298283164353873e-01  1.0070681545159328e+00  1.1940723154812915e-08  -3.6715745070493404e-05  4.3287658886924425e-05  1.0000082562397621e+00  9.9482330218296355e-01  1.0052408880736410e+00  1.0000014219996114e+00  9.9739765898502619e-01  1.0026166142216208e+00  -6.3306398209221730e-08  -2.0327960259448011e-05  1.4954949545276334e-05
2.3999999999999901e+00  1.0000140525242189e+00  9.8866003689124171e-01  1.0114315154402511e+00  1.0000033661609944e+00  9.9300621471004169e-01  1.0070401182080615e+00  6.0235564301982536e-08  -3.2974392585883513e-05  5.3505109573840429e-05  1.0000082393466108e+00  9.9482198712000014e-01  1.0052410426742102e+00  1.0000015019816213e+00  9.9739856206249844e-01  1.0026160280137779e+00  -3.6995476815537815e-08  -1.6556671177328486e-05  1.2386664231385646e-05
3.1999999999999802e+00  1.0000140356860536e+00  9.8866275760881417e-01  1.0114375049334012e+00  1.0000033833821873e+00  9.9302331127924126e-01  1.0069993493710161e+00  -2.8531054365660149e-09  -1.4056947190696840e-05  1.6507998250484068e-05  1.0000082217697370e+00  9.9482191416473364e-01  1.0052400794291754e+00  1.0000015727943541e+00  9.9739797809494779e-01  1.0026178941013819e+00  -5.3380869869904168e-08  -1.3063340016963910e-05  1.0100333045093656e-05
3.9999999999999600e+00  1.0000140896223455e+00  9.8867558889753182e-01  1.0114240640505487e+00  1.0000033261075498e+00  9.9301383975626734e-01  1.0069990410987080e+00  6.9944576299028828e-08  -1.3276050218495555e-05  1.9228215085334830e-05  1.0000081870826678e+00  9.9482101427042913e-01  1.0052392515387183e+00  1.0000016734102020e+00  9.9740004424605488e-01  1.0026198592913398e+00  -6.8894289375264419e-08  -1.0873633415191658e-05  8.3495448674340634e-06
4.7999999999999403e+00  1.0000141371853863e+00  9.8867329652691738e-01  1.0114298184666435e+00  1.0000032613349648e+00  9.9302655789605143e-01  1.0069727796532821e+00  4.0867544011066041e-08  -1.1483807520947686e-05  1.4619156849865404e-05  1.0000081515522898e+00  9.9482523412184898e-01  1.0052378341346697e+00  1.0000017852985870e+00  9.9739348090666347e-01  1.0026217198964051e+00  -5.7062416246747142e-08  -1.0100974212235597e-05  7.1837929351362055e-06
5.5999999999999304e+00  1.0000141011784787e+00  9.8870039069334403e-01  1.0113906961644070e+00  1.0000033199019549e+00  9.9298232903975492e-01  1.0070380392233957e+00  -3.3614624919172586e-08  -4.4688283653446288e-05  3.0222095231500674e-05  1.0000081456260070e+00  9.9482729288985827e-01  1.0052360949790111e+00  1.0000018431979032e+00  9.9738773199729025e-01  1.0026265853207856e+00  -2.2982733250500993e-08  -8.8498759045316288e-06  6.5058409941300313e-06
6.3999999999999098e+00  1.0000140929070704e+00  9.8870252284080884e-01  1.0113858295311833e+00  1.0000033506382560e+00  9.9296582627479801e-01  1.0070681267399957e+00  2.2888691804625076e-08  -3.8419436349497394e-05  2.8190170593901509e-05  1.0000081360783031e+00  9.9482521446292638e-01  1.0052409647154257e+00  1.0000018940820787e+00  9.9738874091590501e-01  1.0026206439454242e+00  -3.1177290159946007e-08  -7.9952856259204057e-06  8.4977657595732831e-06
7.1999999999998900e+00  1.0000140916035551e+00  9.8870012683494757e-01  1.0113887141469478e+00  1.0000033877179246e+00  9.9297629061032322e-01  1.0070678275906044e+00  -2.8877253827943153e-08  -3.1357000870578971e-05  2.3456966415782561e-05  1.0000081513841823e+00  9.9482404798554658e-01  1.0052439255365966e+00  1.0000019003012890e+00  9.9738971202120352e-01  1.0026136648772712e+00  2.9383879990590114e-08  -7.6344177623629485e-06  5.9787672702611101e-06
