# time  total_canon  bary_x_canon  bary_y_canon  bary_z_canon  rms_radius_canon  total_phantom  bary_x_phantom  bary_y_phantom  bary_z_phantom  rms_radius_phantom
1.3599999999999801e+01  4.9438721238532093e+00  4.2003197781318171e+01  3.2000000002135813e+01  3.2000000000885123e+01  4.3336633352495699e+00  5.1184018651482717e+00  2.2003887405700212e+01  3.1999999997521542e+01  3.1999999999044121e+01  4.3547657365424213e+00
1.4399999999999700e+01  4.9488860319797681e+00  4.2003702008691505e+01  3.2000000003819665e+01  3.2000000000838348e+01  4.3572254269565693e+00  5.1286361282120110e+00  2.2004707522050897e+01  3.1999999996364341e+01  3.1999999998770619e+01  4.3821220799808067e+00
1.5199999999999701e+01  4.9550619182570248e+00  4.2004206250764518e+01  3.2000000003057707e+01  3.2000000000154557e+01  4.3831725904045546e+00  5.1394928936253699e+00  2.2005526729972225e+01  3.1999999994595360e+01  3.1999999998285539e+01  4.4168017419439449e+00
1.5999999999999700e+01  4.9627069784541531e+00  4.2004737346078407e+01  3.2000000001268653e+01  3.2000000000305249e+01  4.4119149673305618e+00  5.1498972435058041e+00  2.2006338180568040e+01  3.1999999993076962e+01  3.1999999998136033e+01  4.4538951224295538e+00
1.6799999999999802e+01  4.9704190466560574e+00  4.2005301302378861e+01  3.1999999998045958e+01  3.2000000001086995e+01  4.4437964660268880e+00  5.1601080480523702e+00  2.2007230171307210e+01  3.1999999990882507e+01  3.1999999997602000e+01  4.4929741379983206e+00
1.7600000000000001e+01  4.9767178374889340e+00  4.2005875696250136e+01  3.1999999995317239e+01  3.2000000004528133e+01  4.4779738626034984e+00  5.1697729708489781e+00  2.2008192164171394e+01  3.1999999984010838e+01  3.1999999994740847e+01  4.5337410259171573e+00
1.8400000000000102e+01  4.9819840833222084e+00  4.2006338110737460e+01  3.1999999996816513e+01  3.2000000012637905e+01  4.5132049541460990e+00  5.1782160737477261e+00  2.2009197353023943e+01  3.1999999964424564e+01  3.1999999986220409e+01  4.5749476978880725e+00
1.9200000000000198e+01  4.9884276101336287e+00  4.2006621104342777e+01  3.2000000004385967e+01  3.2000000028503976e+01  4.5515737146835740e+00  5.1855598301555581e+00  2.2010315965643255e+01  3.1999999917991463e+01  3.1999999965743324e+01  4.6163616449243303e+00
2.0000000000000298e+01  4.9969006321050209e+00  4.2006691901630802e+01  3.2000000048427957e+01  3.2000000067569253e+01  4.5952484885812863e+00  5.1925507656621956e+00  2.2011620152818459e+01  3.1999999803216170e+01  3.1999999911169915e+01  4.6590520774028761e+00
2.0800000000000502e+01  5.0051673666079166e+00  4.2006555786418190e+01  3.2000000206984367e+01  3.2000000149999074e+01  4.6401966096629819e+00  5.1995023683954695e+00  2.2013242841202160e+01  3.1999999538474192e+01  3.1999999782636142e+01  4.7032905373741301e+00
2.1600000000000598e+01  5.0117852457007563e+00  4.2006102998847943e+01  3.2000000533288159e+01  3.2000000258195861e+01  4.6845962101616676e+00  5.2061275976510171e+00  2.2014998618185853e+01  3.1999999078238346e+01  3.1999999571679112e+01  4.7486787175518055e+00
2.2400000000000698e+01  5.0175195449202548e+00  4.2005198477564605e+01  3.2000000963067642e+01  3.2000000328020789e+01  4.7301051818118935e+00  5.2120584924621394e+00  2.2017043226394723e+01  3.1999998510587698e+01  3.1999999342676823e+01  4.7943856405926422e+00
2.3200000000000799e+01  5.0239735970437831e+00  4.2003824636097683e+01  3.2000001352529473e+01  3.2000000322695477e+01  4.7783635694916828e+00  5.2175429302361316e+00  2.2019341082492609e+01  3.1999997994749595e+01  3.1999999172446120e+01  4.8413028064332160e+00
2.4000000000000998e+01  5.0315602938515696e+00  4.2002089891342820e+01  3.2000001638520516e+01  3.2000000291854299e+01  4.8286476274898185e+00  5.2229843475754363e+00  2.2022230260324196e+01  3.1999997580374476e+01  3.1999999052103313e+01  4.8898298721547917e+00
2.4800000000001098e+01  5.0392626076725566e+00  4.2000051702806765e+01  3.2000001899829186e+01  3.2000000309904785e+01  4.8793727733025127e+00  5.2286062323906002e+00  2.2025459045412596e+01  3.1999997159475146e+01  3.1999998900486602e+01  4.9402873878870377e+00
2.5600000000001199e+01  5.0461030924856649e+00  4.1997657188628921e+01  3.2000002236101814e+01  3.2000000375774775e+01  4.9307389684770611e+00  5.2341226523180495e+00  2.2029237482943870e+01  3.1999996622962392e+01  3.1999998674991168e+01  4.9910977711721438e+00
2.6400000000001299e+01  5.0524967881110348e+00  4.1995008505004158e+01  3.2000002642126383e+01  3.2000000425501739e+01  4.9854466378910303e+00  5.2394535446506829e+00  2.2033368671763345e+01  3.1999995991250394e+01  3.1999998418631488e+01  5.0422845281844051e+00
2.7200000000001499e+01  5.0599866717664099e+00  4.1992137014274363e+01  3.2000003055197908e+01  3.2000000427159492e+01  5.0463335259415238e+00  5.2447466635546203e+00  2.2038065774524366e+01  3.1999995357293972e+01  3.1999998189913672e+01  5.0945906211255911e+00
2.8000000000001599e+01  5.0682819827886991e+00  4.1989187542924427e+01  3.2000003421376881e+01  3.2000000402968837e+01  5.1097424552359749e+00  5.2502739700579415e+00  2.2043364712349295e+01  3.1999994793113071e+01  3.1999998002914957e+01  5.1487779633357702e+00
2.8800000000001699e+01  5.0764938309085430e+00  4.1986133409078114e+01  3.2000003706855168e+01  3.2000000386175195e+01  5.1723595651632195e+00  5.2561603680051405e+00  2.2049082897205690e+01  3.1999994325653326e+01  3.1999997838301272e+01  5.2049270998397130e+00
2.9600000000001799e+01  5.0840226410804146e+00  4.1982803732408520e+01  3.2000003892829795e+01  3.2000000371941340e+01  5.2347904560264622e+00  5.2621523841715137e+00  2.2055285866721881e+01  3.1999993967980483e+01  3.1999997687573504e+01  5.2608203334687191e+00
3.0400000000001999e+01  5.0904464328044376e+00  4.1979271637824667e+01  3.2000003979763655e+01  3.2000000342077982e+01  5.2986018125391450e+00  5.2682581971150366e+00  2.2061835032330301e+01  3.1999993727462996e+01  3.1999997567618372e+01  5.3167576547648379e+00
3.1200000000002099e+01  5.0957088609648196e+00  4.1975581629212051e+01  3.2000003972836005e+01  3.2000000281567040e+01  5.3608937463754298e+00  5.2751116859583993e+00  2.2069000839968805e+01  3.1999993590316478e+01  3.1999997488592623e+01  5.3752574627640302e+00
3.2000000000002203e+01  5.1006629835479238e+00  4.1971845093416071e+01  3.2000003901402934e+01  3.2000000206204632e+01  5.4199736193982222e+00  5.2822414520810836e+00  2.2076434486852836e+01  3.1999993536003306e+01  3.1999997446671294e+01  5.4356750339955680e+00
3.2800000000002001e+01  5.1059331976072428e+00  4.1968084841086757e+01  3.2000003781388628e+01  3.2000000129997311e+01  5.4746015002922750e+00  5.2889844199573757e+00  2.2084047903522332e+01  3.1999993535164862e+01  3.1999997418386467e+01  5.4943687142017170e+00
3.3600000000001899e+01  5.1111673129086874e+00  4.1964240144945116e+01  3.2000003636061798e+01  3.2000000067967797e+01  5.5271822883195130e+00  5.2957064310946436e+00  2.2091910104402174e+01  3.1999993591556407e+01  3.1999997403645803e+01  5.5513761663625942e+00
3.4400000000001697e+01  5.1152183415002153e+00  4.1960273678437872e+01  3.2000003463671767e+01  3.2000000014433709e+01  5.5770954192384474e+00  5.3026897012169734e+00  2.2099927032150781e+01  3.1999993673034517e+01  3.1999997381345683e+01  5.6072792093594170e+00
3.5200000000001602e+01  5.1179754697080728e+00  4.1956260004717251e+01  3.2000003291283704e+01  3.1999999977804510e+01  5.6237646240053873e+00  5.3093862734693769e+00  2.2108030044063913e+01  3.1999993791854113e+01  3.1999997365418569e+01  5.6620636605810217e+00
3.6000000000001400e+01  5.1205279828803238e+00  4.1952091539546629e+01  3.2000003134092509e+01  3.1999999949885904e+01  5.6650052467689482e+00  5.3149775095982932e+00  2.2116144900170834e+01  3.1999993898611351e+01  3.1999997336701615e+01  5.7119141025146201e+00
3.6800000000001198e+01  5.1240706794686455e+00  4.1947728888071090e+01  3.2000003016102376e+01  3.1999999925773835e+01  5.7015420347732952e+00  5.3198048374922422e+00  2.2124167492562279e+01  3.1999993999769206e+01  3.1999997316811463e+01  5.7578878764324912e+00
3.7600000000001103e+01  5.1282839787930197e+00  4.1943299645650526e+01  3.2000002953917566e+01  3.1999999906714663e+01  5.7345297512157760e+00  5.3243385124214697e+00  2.2132315010383536e+01  3.1999994059863564e+01  3.1999997292191640e+01  5.7981226402476747e+00
3.8400000000000901e+01  5.1318811276616172e+00  4.1938986921953166e+01  3.2000002935723110e+01  3.1999999887001561e+01  5.7661134366766591e+00  5.3289496028158618e+00  2.2140607466054352e+01  3.1999994087091533e+01  3.1999997270703741e+01  5.8366098031396980e+00
3.9200000000000799e+01  5.1340441469172031e+00  4.1934658304210430e+01  3.2000002960099522e+01  3.1999999878522075e+01  5.7931522537527194e+00  5.3328342747804083e+00  2.2148850704761994e+01  3.1999994084595627e+01  3.1999997250770267e+01  5.8695625010332826e+00
4.0000000000000597e+01  5.1363777398565693e+00  4.1930247168359145e+01  3.2000003013879819e+01  3.1999999879186955e+01  5.8185611193929176e+00  5.3357528162630121e+00  2.2156984817648027e+01  3.1999994031395570e+01  3.1999997217593236e+01  5.8976894707697189e+00
4.0800000000000502e+01  5.1407145491496955e+00  4.1925705097788430e+01  3.2000003068350559e+01  3.1999999878520526e+01  5.8424583587648300e+00  5.3381128652800722e+00  2.2164876414395682e+01  3.1999993957657519e+01  3.1999997187521871e+01  5.9205246242493361e+00
4.1600000000000300e+01  5.1468669497096586e+00  4.1921398199645076e+01  3.2000003197975801e+01  3.1999999911742755e+01  5.8684065319833643e+00  5.3405194607284008e+00  2.2172557191178022e+01  3.1999993840727790e+01  3.1999997141475113e+01  5.9378605725866827e+00
4.2400000000000098e+01  5.1519888099546574e+00  4.1917534017499143e+01  3.2000003348007866e+01  3.1999999944571766e+01  5.8921146383591330e+00  5.3432302601515804e+00  2.2180049849889787e+01  3.1999993688728903e+01  3.1999997090034988e+01  5.9539209542376987e+00
4.3200000000000003e+01  5.1553058826741402e+00  4.1914022692240849e+01  3.2000003542336550e+01  3.1999999997943856e+01  5.9105325134902209e+00  5.3454204212893632e+00  2.2187428430244680e+01  3.1999993507435551e+01  3.1999997036277559e+01  5.9642205097601915e+00
4.3999999999999801e+01  5.1585494733248902e+00  4.1910896248181061e+01  3.2000003766378171e+01  3.2000000063559156e+01  5.9278182382966751e+00  5.3470258244927358e+00  2.2194369480647310e+01  3.1999993272388199e+01  3.1999996961729657e+01  5.9706309910170514e+00
4.4799999999999699e+01  5.1633085132521170e+00  4.1908028451268201e+01  3.2000004005987478e+01  3.2000000135343008e+01  5.9449530090963405e+00  5.3485203134994599e+00  2.2200883537398468e+01  3.1999993026411360e+01  3.1999996886638829e+01  5.9733014688312993e+00
4.5599999999999497e+01  5.1691284637387476e+00  4.1905724379970522e+01  3.2000004262876104e+01  3.2000000205673835e+01  5.9623454774936766e+00  5.3503628823639424e+00  2.2206860530208726e+01  3.1999992789443773e+01  3.1999996810272052e+01  5.9712426550400295e+00
4.6399999999999302e+01  5.1740979744940052e+00  4.1903999715925842e+01  3.2000004510608775e+01  3.2000000274043423e+01  5.9776464722924745e+00  5.3527259344853562e+00  2.2212348483625000e+01  3.1999992554638460e+01  3.1999996736138225e+01  5.9675552529966911e+00
4.7199999999999200e+01  5.1774054639952691e+00  4.1902823762622305e+01  3.2000004711418896e+01  3.2000000311718168e+01  5.9893427902000882e+00  5.3549675049578109e+00  2.2217533407679532e+01  3.1999992339537375e+01  3.1999996674447736e+01  5.9603869720896361e+00
4.7999999999998998e+01  5.1800798015814014e+00  4.1902440028506938e+01  3.2000004890292637e+01  3.2000000357291292e+01  5.9973390421636035e+00  5.3569333103714429e+00  2.2221920307058653e+01  3.1999992104337970e+01  3.1999996603334928e+01  5.9509766300210725e+00
4.8799999999998903e+01  5.1833551793777861e+00  4.1902564747301760e+01  3.2000005082537854e+01  3.2000000410055357e+01  6.0020912227361469e+00  5.3591580020821672e+00  2.2225962663239400e+01  3.1999991913768440e+01  3.1999996547610046e+01  5.9390465348065042e+00
4.9599999999998701e+01  5.1871516001830127e+00  4.1903300164821083e+01  3.2000005246897722e+01  3.2000000434238927e+01  6.0045731024434854e+00  5.3622288531133595e+00  2.2229155700968519e+01  3.1999991690909333e+01  3.1999996464114631e+01  5.9262944379048266e+00
5.0399999999998499e+01  5.1901638840479611e+00  4.1904503505722751e+01  3.2000005393492856e+01  3.2000000465030013e+01  6.0017606814287845e+00  5.3658928515549587e+00  2.2231878156459981e+01  3.1999991500000917e+01  3.1999996404311084e+01  5.9142588687447706e+00
5.1199999999998397e+01  5.1919797263565588e+00  4.1905932826883387e+01  3.2000005551594199e+01  3.2000000500963850e+01  5.9967370302342751e+00  5.3693227560844328e+00  2.2234052866786225e+01  3.1999991362243321e+01  3.1999996359432178e+01  5.8972016727363448e+00
5.1999999999998202e+01  5.1932453635492681e+00  4.1907901691901799e+01  3.2000005678393933e+01  3.2000000531433550e+01  5.9896379581884602e+00  5.3728468555863254e+00  2.2235698769976651e+01  3.1999991210659726e+01  3.1999996301012555e+01  5.8812688925272383e+00
5.2799999999998100e+01  5.1949246843596129e+00  4.1910549362205956e+01  3.2000005782942594e+01  3.2000000557436053e+01  5.9800801081945032e+00  5.3766827883702479e+00  2.2236584868190810e+01  3.1999991115133842e+01  3.1999996271691387e+01  5.8657798272705639e+00
5.3599999999997898e+01  5.1970672871826515e+00  4.1913375346484209e+01  3.2000005875046483e+01  3.2000000580352996e+01  5.9655999783991431e+00  5.3804949663307182e+00  2.2237054217005529e+01  3.1999990992685195e+01  3.1999996229610343e+01  5.8466709604581251e+00
5.4399999999997704e+01  5.1991195696353234e+00  4.1916913579305138e+01  3.2000005966862062e+01  3.2000000609864550e+01  5.9486253441354702e+00  5.3842466411235854e+00  2.2236981357478420e+01  3.1999990885680948e+01  3.1999996191358388e+01  5.8263421342315906e+00
5.5199999999997601e+01  5.2004582127484866e+00  4.1920165397034161e+01  3.2000006063225854e+01  3.2000000637504648e+01  5.9288019686091928e+00  5.3878301858390163e+00  2.2236232506754831e+01  3.1999990764985927e+01  3.1999996157057346e+01  5.8044463449295449e+00
5.5999999999997399e+01  5.2016977232729058e+00  4.1923392228081632e+01  3.2000006178840394e+01  3.2000000649298094e+01  5.9106111778288328e+00  5.3911122733399424e+00  2.2235533402600055e+01  3.1999990636284483e+01  3.1999996111409299e+01  5.7795590377355905e+00
5.6799999999997297e+01  5.2033632016653462e+00  4.1927056184081820e+01  3.2000006278208275e+01  3.2000000657716356e+01  5.8936826345503714e+00  5.3943341857835261e+00  2.2234281424180562e+01  3.1999990489726848e+01  3.1999996061473691e+01  5.7564306071671085e+00
5.7599999999997102e+01  5.2054836330653131e+00  4.1930842572267586e+01  3.2000006353621707e+01  3.2000000666085761e+01  5.8725149487376447e+00  5.3973830664899261e+00  2.2232718088606127e+01  3.1999990389878196e+01  3.1999996042591047e+01  5.7311643520287499e+00
5.8399999999997000e+01  5.2080482431371919e+00  4.1934590750826594e+01  3.2000006409024749e+01  3.2000000679662193e+01  5.8474216966800920e+00  5.4002583240284130e+00  2.2231234655079653e+01  3.1999990303217068e+01  3.1999996026710278e+01  5.7039073812383636e+00
5.9199999999996798e+01  5.2111858821799562e+00  4.1938449255115415e+01  3.2000006479689240e+01  3.2000000692506013e+01  5.8268155535497277e+00  5.4030211342329988e+00  2.2229322262302055e+01  3.1999990248814402e+01  3.1999996035681701e+01  5.6755021023431329e+00
5.9999999999996597e+01  5.2140362405273866e+00  4.1942395108679861e+01  3.2000006539319408e+01  3.2000000696507449e+01  5.8068758533619995e+00  5.4056558498143055e+00  2.2227170499328224e+01  3.1999990184868892e+01  3.1999996030425066e+01  5.6454214378305982e+00
6.0799999999996501e+01  5.2165141448839289e+00  4.1946289903776680e+01  3.2000006566044895e+01  3.2000000712984878e+01  5.7878706205507608e+00  5.4081932521820075e+00  2.2225556997477486e+01  3.1999990065876894e+01  3.1999995996606653e+01  5.6179529386574645e+00
6.1599999999996299e+01  5.2196165249960060e+00  4.1950658993936166e+01  3.2000006595968777e+01  3.2000000728618552e+01  5.7678628041328519e+00  5.4105148888344079e+00  2.2223813568056716e+01  3.1999989989111459e+01  3.1999995981905414e+01  5.5897258235000642e+00
6.2399999999996197e+01  5.2238300827624151e+00  4.1954664829911714e+01  3.2000006588454148e+01  3.2000000730540819e+01  5.7471204425581988e+00  5.4127677934512413e+00  2.2222259264091051e+01  3.1999989848161569e+01  3.1999995924670316e+01  5.5594073667234412e+00
6.3199999999996002e+01  5.2285051358676622e+00  4.1959260044490946e+01  3.2000006607327904e+01  3.2000000778633876e+01  5.7277775373822708e+00  5.4153189444841914e+00  2.2220842306353113e+01  3.1999989711764979e+01  3.1999995890263808e+01  5.5322025959916346e+00
6.3999999999995801e+01  5.2323874643493626e+00  4.1963990538694951e+01  3.2000006591531978e+01  3.2000000811998000e+01  5.7093152793100233e+00  5.4179702360141579e+00  2.2219770025118454e+01  3.1999989605967070e+01  3.1999995863618381e+01  5.5040459032703541e+00
6.4799999999996203e+01  5.2353796541415649e+00  4.1968633264934482e+01  3.2000006616318267e+01  3.2000000822633346e+01  5.6906614483391555e+00  5.4205451258299453e+00  2.2219106860899824e+01  3.1999989407326613e+01  3.1999995803594192e+01  5.4775120430742241e+00
6.5599999999996697e+01  5.2384947866134599e+00  4.1973220047014699e+01  3.2000006580931725e+01  3.2000000827831002e+01  5.6702519275864436e+00  5.4230409721829753e+00  2.2218435789163703e+01  3.1999989280550434e+01  3.1999995787961051e+01  5.4534652668662478e+00
6.6399999999997107e+01  5.2425467833039612e+00  4.1977938736462882e+01  3.2000006573281887e+01  3.2000000849006526e+01  5.6505262390001647e+00  5.4256690453603342e+00  2.2218580863991065e+01  3.1999989285992044e+01  3.1999995812185215e+01  5.4297385312528368e+00
6.7199999999997502e+01  5.2468380111531339e+00  4.1982769901933615e+01  3.2000006539328318e+01  3.2000000875174905e+01  5.6305880283289858e+00  5.4288867700504397e+00  2.2218973122789279e+01  3.1999989238201465e+01  3.1999995799587250e+01  5.4083017907028861e+00
6.7999999999997897e+01  5.2502105963831038e+00  4.1987913718904935e+01  3.2000006431787305e+01  3.2000000911135793e+01  5.6119415593502202e+00  5.4326102501171594e+00  2.2218904446239279e+01  3.1999989299056271e+01  3.1999995822899098e+01  5.3885907779897861e+00
6.8799999999998306e+01  5.2523809022070687e+00  4.1992713269774782e+01  3.2000006329296376e+01  3.2000000930794890e+01  5.5922352319216291e+00  5.4363764809331832e+00  2.2220137476573523e+01  3.1999989352336748e+01  3.1999995830341312e+01  5.3730321463792405e+00
6.9599999999998701e+01  5.2545085528039506e+00  4.1997886500476227e+01  3.2000006233291529e+01  3.2000000908105953e+01  5.5711960134437772e+00  5.4398798117484937e+00  2.2221008038769849e+01  3.1999989284947127e+01  3.1999995801148987e+01  5.3558844508922849e+00
7.0399999999999096e+01  5.2576876887792139e+00  4.2002597183150733e+01  3.2000006103136826e+01  3.2000000862092854e+01  5.5526399078769106e+00  5.4437568362444084e+00  2.2221760580898650e+01  3.1999989269312298e+01  3.1999995784216210e+01  5.3408926552108893e+00
7.1199999999999505e+01  5.2612786131741842e+00  4.2007252362725673e+01  3.2000006023316246e+01  3.2000000875678367e+01  5.5330688207949814e+00  5.4483381704664371e+00  2.2223613478216205e+01  3.1999989258638013e+01  3.1999995767948970e+01  5.3314250523119595e+00
7.1999999999999901e+01  5.2640345225647014e+00  4.2012442404320929e+01  3.2000005936111265e+01  3.2000000915806112e+01  5.5124697707980941e+00  5.4530858175619281e+00  2.2224877842872061e+01  3.1999989174007226e+01  3.1999995733916251e+01  5.3194607940003253e+00
7.2800000000000296e+01  5.2656531454640225e+00  4.2017152589339659e+01  3.2000005801137661e+01  3.2000000997473400e+01  5.4934767231012742e+00  5.4575979578168461e+00  2.2226333458551153e+01  3.1999989154501968e+01  3.1999995698491382e+01  5.3098213881446386e+00
7.3600000000000705e+01  5.2671754454549244e+00  4.2021723471080300e+01  3.2000005736366077e+01  3.2000001066784883e+01  5.4735365726805867e+00  5.4618046104243572e+00  2.2228252088718417e+01  3.1999989220705707e+01  3.1999995737017127e+01  5.3012931390824436e+00
7.4400000000001199e+01  5.2699320919680694e+00  4.2026379448407958e+01  3.2000005722897129e+01  3.2000001110728945e+01  5.4553367174125187e+00  5.4661392512885714e+00  2.2229933438791385e+01  3.1999989270403297e+01  3.1999995767637589e+01  5.2928698184546787e+00
7.5200000000001594e+01  5.2735657773365894e+00  4.2030937787025138e+01  3.2000005628768520e+01  3.2000001141190964e+01  5.4394901757320522e+00  5.4707645276158967e+00  2.2231710826657448e+01  3.1999989360274942e+01  3.1999995821211094e+01  5.2845154627398276e+00
7.6000000000002004e+01  5.2765795299478313e+00  4.2035346786280925e+01  3.2000005561169125e+01  3.2000001168510011e+01  5.4217079707748326e+00  5.4753707212846638e+00  2.2233924525963044e+01  3.1999989438381260e+01  3.1999995910618956e+01  5.2793683844774346e+00
7.6800000000002399e+01  5.2785181580132079e+00  4.2040172765158140e+01  3.2000005552439625e+01  3.2000001200196735e+01  5.4015176213758309e+00  5.4794730955657718e+00  2.2235888153891345e+01  3.1999989432046466e+01  3.1999995956610327e+01  5.2711050369326493e+00
7.7600000000002794e+01  5.2808381942567806e+00  4.2044279384342943e+01  3.2000005537209930e+01  3.2000001236984275e+01  5.3876754867144534e+00  5.4831724702635674e+00  2.2237799264178612e+01  3.1999989501195660e+01  3.1999996029072918e+01  5.2620004324220835e+00
7.8400000000003203e+01  5.2842981797174815e+00  4.2048084627067894e+01  3.2000005640426487e+01  3.2000001305512555e+01  5.3763034589326262e+00  5.4870254545510857e+00  2.2240162503780883e+01  3.1999989577422745e+01  3.1999996100100304e+01  5.2561576866039488e+00
7.9200000000003598e+01  5.2885503830790039e+00  4.2052523289834959e+01  3.2000005777120151e+01  3.2000001353546303e+01  5.3625808045531347e+00  5.4909599641582751e+00  2.2242232696879711e+01  3.1999989784744916e+01  3.1999996236674672e+01  5.2476847315380155e+00
8.0000000000003993e+01  5.2928127365845512e+00  4.2056469591732068e+01  3.2000005874735351e+01  3.2000001357116922e+01  5.3520384473122036e+00  5.4948648011043053e+00  2.2244606270369221e+01  3.1999989936731136e+01  3.1999996338477949e+01  5.2409521506550032e+00
8.0800000000004403e+01  5.2965936287889246e+00  4.2060259367888676e+01  3.2000005924663760e+01  3.2000001409313334e+01  5.3424508343002746e+00  5.4984352997530115e+00  2.2247234124076318e+01  3.1999989916481123e+01  3.1999996333154151e+01  5.2340751253760329e+00
8.1600000000004798e+01  5.3001287515106474e+00  4.2064572403954557e+01  3.2000005891810098e+01  3.2000001457096509e+01  5.3316331759503779e+00  5.5016849676479573e+00  2.2249429848758115e+01  3.1999989805862633e+01  3.1999996252359075e+01  5.2246439748800126e+00
8.2400000000005207e+01  5.3042093014416185e+00  4.2068475465701084e+01  3.2000005832580598e+01  3.2000001536615827e+01  5.3257675028377864e+00  5.5049549428111941e+00  2.2251643254231631e+01  3.1999989725682529e+01  3.1999996197108477e+01  5.2163711151608627e+00
