# time  total_activity  peak_activity  rms_radius  confined_frac  bary_x  bary_y  bary_z  r_conf  total_activity_proper  rms_radius_proper  confined_frac_proper  rms_radius_canon  confined_frac_canon  rms_radius_phantom  confined_frac_phantom  canon_mass_frac  min_chi
0.0000000000000000e+00  9.9039683415791249e+00  2.4360017741100744e-02  1.0877547342571011e+01  7.3346903185228830e-03  3.1815946796352833e+01  3.2000000000000007e+01  3.2000000000000007e+01  4.7999999999999998e+00  9.9031918254816897e+00  1.0878866096075747e+01  7.0529236252442904e-03  4.2523232395040491e+00  7.5628628111256124e-01  4.3148550765489091e+00  7.4682019949112288e-01  4.9079244734585464e-01  9.8604204053226285e-01
8.0000000000000004e-01  9.9106052720008879e+00  2.4388173716307911e-02  1.0877562922215414e+01  7.3362257676948409e-03  3.1814988048746123e+01  3.2000000000000007e+01  3.2000000000000007e+01  4.7999999999999998e+00  9.9098162001261123e+00  1.0878893730783235e+01  7.0547029893586093e-03  4.2525164378532176e+00  7.5629663565163185e-01  4.3148131039416588e+00  7.4687327587683661e-01  4.9074404296495233e-01  9.8604246747669588e-01
1.6000000000000001e+00  9.9173283124709180e+00  2.4437761142636304e-02  1.0877606980951143e+01  7.3347501914655718e-03  3.1813511606417123e+01  3.1999999999999964e+01  3.2000000000000000e+01  4.7999999999999998e+00  9.9165174510291401e+00  1.0878956790586539e+01  7.0545364028909690e-03  4.2529109284739190e+00  7.5632353039519129e-01  4.3147706056660340e+00  7.4696693569845518e-01  4.9066926563589958e-01  9.8604956312848813e-01
2.3999999999999901e+00  9.9244970769128322e+00  2.4311248064145686e-02  1.0877644086133937e+01  7.3277771515490803e-03  3.1813482797692593e+01  3.1999999999999982e+01  3.1999999999999993e+01  4.7999999999999998e+00  9.9236680636458594e+00  1.0878996450666426e+01  7.0464787569399822e-03  4.2532102471646143e+00  7.5609768507294239e-01  4.3146761999014931e+00  7.4685112510019480e-01  4.9066720103996841e-01  9.8605580302536033e-01
3.1999999999999802e+00  9.9318074785806267e+00  2.4333463396407899e-02  1.0877699577644949e+01  7.3267225105554902e-03  3.1815475455922883e+01  3.2000000000000163e+01  3.1999999999999989e+01  4.7999999999999998e+00  9.9309729589562963e+00  1.0879031004268422e+01  7.0436532518005635e-03  4.2536002992517634e+00  7.5574790013674464e-01  4.3144315005641181e+00  7.4687707370909584e-01  4.9076660033319891e-01  9.8606849167104793e-01
3.9999999999999600e+00  9.9396314345246672e+00  2.4426102653345577e-02  1.0877756718129849e+01  7.3194636449485546e-03  3.1818546287525091e+01  3.2000000000000426e+01  3.1999999999999979e+01  4.7999999999999998e+00  9.9388055960018313e+00  1.0879054158052064e+01  7.0703753323059417e-03  4.2542396016647386e+00  7.5555553104985751e-01  4.3138826917617807e+00  7.4723283226436510e-01  4.9091923869143300e-01  9.8598213873760310e-01
4.7999999999999403e+00  9.9476160633841566e+00  2.4399160264718094e-02  1.0877818270215135e+01  7.3248782333463934e-03  3.1820988935447311e+01  3.2000000000000824e+01  3.1999999999999982e+01  4.7999999999999998e+00  9.9468045933988876e+00  1.0879088626932118e+01  7.0795001699742871e-03  4.2551493490193808e+00  7.5550219029117471e-01  4.3131565074253677e+00  7.4759102885912165e-01  4.9103838491295798e-01  9.8610976141534090e-01
5.5999999999999304e+00  9.9550550409436482e+00  2.4336344243291074e-02  1.0877868262680074e+01  7.3252093639532756e-03  3.1821997913478491e+01  3.2000000000001364e+01  3.1999999999999964e+01  4.7999999999999998e+00  9.9542583385620507e+00  1.0879128220508248e+01  7.0817064509301302e-03  4.2561001431751961e+00  7.5558310888211899e-01  4.3124456868378171e+00  7.4775740753064479e-01  4.9108344323029579e-01  9.8608772820976087e-01
6.3999999999999098e+00  9.9624268279283115e+00  2.4328947962976317e-02  1.0877868407913894e+01  7.3187468925706234e-03  3.1822867722301901e+01  3.2000000000001947e+01  3.1999999999999954e+01  4.7999999999999998e+00  9.9616460681983483e+00  1.0879120285267366e+01  7.0726451300375144e-03  4.2568136328818005e+00  7.5556293085680915e-01  4.3117226316532360e+00  7.4764297576769045e-01  4.9112016893045773e-01  9.8609775720956583e-01
7.1999999999998900e+00  9.9706486036080975e+00  2.4344756403857384e-02  1.0877881522205143e+01  7.2160571672158207e-03  3.1825152929077138e+01  3.2000000000002807e+01  3.1999999999999943e+01  4.7999999999999998e+00  9.9698880743500506e+00  1.0879109861250154e+01  7.0627349533082251e-03  4.2575986293766466e+00  7.5543350556954003e-01  4.3108943929864623e+00  7.4754748325205322e-01  4.9122691851557898e-01  9.8611166154243735e-01
