# time  P_total  P_z_beam  beam_ratio  beaming_gain  wavezone_std
5.7999999999997002e+01  1.2375637462601584e-03  1.0198476473331157e-03  8.2455332946216975e-01  4.2982133178486794e+00  7.5205955233564381e-02
5.8999999999996803e+01  1.0768470101505121e-03  8.9953793114612554e-04  8.4145428413015844e-01  4.3658171365206337e+00  4.0313438658036077e-02
5.9999999999996597e+01  9.0909292230249730e-04  7.7439476193028793e-04  8.6795997789581358e-01  4.4718399115832543e+00  5.4536832243339706e-03
6.0999999999996398e+01  7.5066407381117945e-04  6.5679205655390187e-04  9.0453987406592207e-01  4.6181594962636883e+00  1.5386575549502636e-02
6.1999999999996199e+01  6.2113660450644620e-04  5.6150610173375990e-04  9.3943180071473886e-01  4.7577272028589555e+00  3.5712256694538382e-03
6.2999999999996000e+01  5.3851495626858258e-04  5.0319928177001722e-04  9.5375894646541348e-01  4.8150357858616539e+00  8.2680755054379787e-02
6.3999999999995801e+01  5.1243779497598958e-04  4.8828911789512589e-04  9.5089946338649523e-01  4.8035978535459805e+00  2.0146565355279794e-01
6.4999999999996305e+01  5.4817623415537244e-04  5.2040727992116282e-04  9.4424508893261350e-01  4.7769803557304540e+00  3.1327213148990701e-01
6.5999999999996902e+01  6.4456837964416201e-04  5.9836794137759722e-04  9.3265701164706138e-01  4.7306280465882455e+00  3.9136975281136066e-01
6.6999999999997399e+01  7.9815715708429877e-04  7.1997268562519414e-04  9.1331099246935488e-01  4.6532439698774191e+00  4.3176891271213930e-01
6.7999999999997897e+01  9.8954037610372966e-04  8.7003515366970718e-04  8.9184580288289717e-01  4.5673832115315882e+00  4.4839032781752830e-01
6.8999999999998394e+01  1.1979496693081491e-03  1.0310432495377589e-03  8.7140721899103246e-01  4.4856288759641298e+00  4.5116717412044327e-01
6.9999999999998906e+01  1.4115350658428709e-03  1.1965156738038378e-03  8.5573600729309285e-01  4.4229440291723714e+00  4.4400642421575387e-01
7.0999999999999403e+01  1.5959402914183275e-03  1.3360156072423210e-03  8.4267256634263321e-01  4.3706902653705324e+00  4.3470221374225315e-01
7.1999999999999901e+01  1.7396030409219641e-03  1.4450978640770293e-03  8.3435486579562157e-01  4.3374194631824867e+00  4.2345546741390377e-01
7.3000000000000398e+01  1.8317465413650357e-03  1.5147885236570884e-03  8.2922597978328227e-01  4.3169039191331287e+00  4.1036435633597390e-01
7.4000000000000995e+01  1.8361211794922830e-03  1.5139143781271285e-03  8.2585197455654713e-01  4.3034078982261885e+00  4.0106723953423357e-01
7.5000000000001506e+01  1.7764198169513969e-03  1.4693600242939951e-03  8.2789708646161153e-01  4.3115883458464461e+00  3.8938665810133044e-01
7.6000000000002004e+01  1.6506428029417295e-03  1.3735071808503667e-03  8.3247122235422455e-01  4.3298848894168982e+00  3.7948206994350819e-01
7.7000000000002501e+01  1.4622380316640935e-03  1.2279118768245782e-03  8.3991567812165135e-01  4.3596627124866050e+00  3.7545409555941039e-01
7.8000000000002998e+01  1.2536853427603640e-03  1.0659356681686409e-03  8.5025541989924147e-01  4.4010216795969654e+00  3.6861019031228381e-01
7.9000000000003496e+01  1.0388025479939277e-03  9.0244842769569573e-04  8.6873584231400391e-01  4.4749433692560157e+00  3.6411592521698039e-01
