# time  core_x_canon  core_y_canon  core_z_canon  peak_canon  core_x_phantom  core_y_phantom  core_z_phantom  peak_phantom  coord_sep  proper_sep  px_canon  px_phantom  px_total  shift_x_canon  shift_x_phantom  max_abs_shift
0.0000000000000000e+00  4.2000028357546825e+01  3.2000000000000000e+01  3.2000000000000000e+01  2.3089962937857037e-02  2.2000028920549422e+01  3.2000000000000000e+01  3.1999999999999996e+01  2.2897962466977926e-02  1.9999999436997403e+01  2.0000077375633960e+01  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
8.0000000000000004e-01  4.2000037950968277e+01  3.2000000000000014e+01  3.2000000000000000e+01  2.3146259316472073e-02  2.2000038754271689e+01  3.1999999999999996e+01  3.2000000000000000e+01  2.2951086576418790e-02  1.9999999196696589e+01  2.0000078739866950e+01  1.6857487263499431e-07  1.6945069011439388e-07  -8.7581747939956358e-10  -4.0236822181735363e-07  4.1210086954657572e-07  5.5068104400254670e-06
1.6000000000000001e+00  4.2000074261243256e+01  3.2000000000000064e+01  3.2000000000000000e+01  2.3049345902127337e-02  2.2000076022212514e+01  3.1999999999999975e+01  3.2000000000000000e+01  2.2861353929811503e-02  1.9999998239030742e+01  2.0000080612111585e+01  3.3826015181291608e-07  3.3896372093344620e-07  -7.0356912053011740e-10  -4.2816198349979680e-07  6.8709136250307125e-07  9.3019473498778857e-06
2.3999999999999901e+00  4.2000135126943263e+01  3.2000000000000092e+01  3.2000000000000000e+01  2.3089075264445900e-02  2.2000138360970585e+01  3.1999999999999886e+01  3.2000000000000000e+01  2.2898315711787774e-02  1.9999996765972679e+01  2.0000079567659757e+01  5.0863238523638841e-07  5.0920045577770657e-07  -5.6807054131816112e-10  -1.6449239534519013e-06  2.0494477466627347e-06  1.7311495823506632e-05
3.1999999999999802e+00  4.2000206627112036e+01  3.2000000000000355e+01  3.2000000000000000e+01  2.3144957927708393e-02  2.2000211571233002e+01  3.1999999999999943e+01  3.2000000000000000e+01  2.2949738471143535e-02  1.9999995055879033e+01  2.0000075690036191e+01  6.7922508367522675e-07  6.8098355112173279e-07  -1.7584674465060412e-09  8.2475189783369364e-06  -8.6142561365872166e-06  2.1674895296724669e-05
3.9999999999999600e+00  4.2000284984020283e+01  3.2000000000000519e+01  3.2000000000000000e+01  2.3151170191519126e-02  2.2000291673850882e+01  3.1999999999999979e+01  3.2000000000000007e+01  2.2971529083972726e-02  1.9999993310169401e+01  2.0000071786492306e+01  8.5047642184184843e-07  8.5399168820965815e-07  -3.5152663678097115e-09  -1.1600880335845151e-05  1.1607967294143910e-05  2.6238658734458039e-05
4.7999999999999403e+00  4.2000371216919916e+01  3.2000000000000561e+01  3.2000000000000000e+01  2.3145872797086072e-02  2.2000379915506151e+01  3.2000000000000014e+01  3.2000000000000000e+01  2.2987488339049681e-02  1.9999991301413765e+01  2.0000070202657312e+01  1.0227931424236436e-06  1.0273830735005482e-06  -4.5899310769045875e-09  1.7831173535357156e-06  -3.2628934410273142e-06  1.2180807232528233e-05
5.5999999999999304e+00  4.2000468317880838e+01  3.2000000000000618e+01  3.2000000000000000e+01  2.3164141286125615e-02  2.2000479608625390e+01  3.2000000000000099e+01  3.2000000000000000e+01  2.3007275784524054e-02  1.9999988709255447e+01  2.0000070773463467e+01  1.1961150686067954e-06  1.2012995343677013e-06  -5.1844657609058378e-09  -4.7536734857557415e-07  -2.2882761863663464e-08  1.6161576109477503e-05
6.3999999999999098e+00  4.2000578957634218e+01  3.2000000000000760e+01  3.2000000000000000e+01  2.3187058005516296e-02  2.2000593064388891e+01  3.2000000000000213e+01  3.2000000000000000e+01  2.3014537433803911e-02  1.9999985893245327e+01  2.0000070229600968e+01  1.3698937898707783e-06  1.3760819813532119e-06  -6.1881914824336306e-09  -6.4165597953450936e-07  1.2664556287297714e-06  1.1040919222209478e-05
7.1999999999998900e+00  4.2000701601977475e+01  3.2000000000001016e+01  3.2000000000000007e+01  2.3196168616152549e-02  2.2000718396041982e+01  3.2000000000000405e+01  3.2000000000000000e+01  2.3016023319893900e-02  1.9999983205935493e+01  2.0000066983795424e+01  1.5437762726042340e-06  1.5513786707869300e-06  -7.6023981826960652e-09  -2.1729048009226777e-06  2.6344389936174612e-06  9.0019008048617121e-06
7.9999999999998703e+00  4.2000834733127668e+01  3.2000000000001357e+01  3.2000000000000000e+01  2.3196682280137829e-02  2.2000854304296173e+01  3.2000000000000774e+01  3.2000000000000000e+01  2.3029471267802887e-02  1.9999980428831496e+01  2.0000062950524057e+01  1.7182917769013836e-06  1.7271312480278068e-06  -8.8394711264232195e-09  -2.8495586764337844e-06  2.1470519284592349e-06  7.9242562447803085e-06
8.7999999999998604e+00  4.2000980593114683e+01  3.2000000000001258e+01  3.2000000000000000e+01  2.3202663914213589e-02  2.2001003495432983e+01  3.2000000000001243e+01  3.1999999999999996e+01  2.3056319261180576e-02  1.9999977097681700e+01  2.0000060480316414e+01  1.8950144352413373e-06  1.9048864669488719e-06  -9.8720317075346451e-09  -2.9630391441033498e-06  1.6922014415063446e-06  6.6465091269281212e-06
9.5999999999998398e+00  4.2001142407298232e+01  3.2000000000001350e+01  3.1999999999999996e+01  2.3221437073419185e-02  2.2001168922470576e+01  3.2000000000001670e+01  3.2000000000000000e+01  2.3081500709787324e-02  1.9999973484827656e+01  2.0000060224873298e+01  2.0762171386836914e-06  2.0870723603079892e-06  -1.0855221624297859e-08  -2.4825385246347224e-06  1.8028459852711598e-06  7.5422116925457044e-06
1.0399999999999800e+01  4.2001319221693628e+01  3.2000000000004860e+01  3.2000000000000000e+01  2.3245122706756376e-02  2.2001349026593974e+01  3.2000000000001698e+01  3.2000000000000000e+01  2.3093482971037946e-02  1.9999970195099653e+01  2.0000060099472122e+01  2.2620392532637941e-06  2.2734818027143869e-06  -1.1442549450592819e-08  -3.3066521835170652e-06  1.7404612994171042e-06  7.7352445662860830e-06
