# time  total_canon  bary_x_canon  bary_y_canon  bary_z_canon  rms_radius_canon  total_phantom  bary_x_phantom  bary_y_phantom  bary_z_phantom  rms_radius_phantom
0.0000000000000000e+00  3.3138231032839167e+00  4.1999948932473444e+01  3.1999999999996639e+01  3.1999999999999496e+01  5.0677263911264054e+00  3.4492381644171681e+00  2.2000271244483930e+01  3.2000000000003176e+01  3.2000000000000149e+01  5.1961571432786426e+00
8.0000000000000004e-01  3.3170012328802088e+00  4.2000000653724356e+01  3.1999999999999758e+01  3.1999999999999964e+01  5.0679068704279002e+00  3.4527364194239847e+00  2.2000226151371667e+01  3.2000000000000242e+01  3.2000000000000014e+01  5.1962401497942015e+00
1.6000000000000001e+00  3.3202378287294509e+00  4.2000025323916184e+01  3.1999999999998263e+01  3.1999999999999726e+01  5.0680571282799391e+00  3.4562317163732086e+00  2.2000238322428025e+01  3.2000000000001585e+01  3.2000000000000000e+01  5.1961756356796851e+00
2.3999999999999901e+00  3.3236689814976366e+00  4.2000018468658908e+01  3.1999999999997435e+01  3.1999999999999588e+01  5.0680753830239036e+00  3.4593212098080071e+00  2.2000287583099595e+01  3.2000000000002387e+01  3.2000000000000057e+01  5.1960989263648827e+00
3.1999999999999802e+00  3.3271503555172348e+00  4.2000010364606091e+01  3.1999999999998099e+01  3.1999999999999670e+01  5.0681241800011438e+00  3.4617490073384865e+00  2.2000349368856622e+01  3.2000000000001549e+01  3.1999999999999993e+01  5.1961275935790754e+00
3.9999999999999600e+00  3.3303571297460377e+00  4.2000025948015534e+01  3.1999999999999748e+01  3.1999999999999872e+01  5.0683904546362086e+00  3.4636559677206535e+00  2.2000421792891839e+01  3.1999999999999101e+01  3.1999999999999684e+01  5.1962116437390424e+00
4.7999999999999403e+00  3.3331387733161240e+00  4.2000062352318814e+01  3.2000000000002551e+01  3.2000000000000220e+01  5.0688245640979943e+00  3.4653944014749545e+00  2.2000503201434547e+01  3.1999999999994579e+01  3.1999999999999119e+01  5.1962140363487173e+00
5.5999999999999304e+00  3.3357023609942704e+00  4.2000105421406261e+01  3.2000000000007709e+01  3.2000000000000881e+01  5.0692328651455716e+00  3.4670492748516741e+00  2.2000582132071020e+01  3.1999999999986027e+01  3.1999999999998099e+01  5.1960903649216457e+00
6.3999999999999098e+00  3.3382908622280052e+00  4.2000155342968036e+01  3.2000000000016804e+01  3.2000000000002046e+01  5.0695824488615147e+00  3.4682509908610113e+00  2.2000659064458493e+01  3.1999999999970473e+01  3.1999999999996209e+01  5.1959103059660299e+00
7.1999999999998900e+00  3.3407515927604505e+00  4.2000225849860364e+01  3.2000000000032280e+01  3.2000000000004015e+01  5.0700277317765581e+00  3.4686201581843195e+00  2.2000749759972649e+01  3.1999999999943594e+01  3.1999999999992944e+01  5.1956827991926415e+00
7.9999999999998703e+00  3.3426451898401313e+00  4.2000320946017354e+01  3.2000000000058975e+01  3.2000000000007411e+01  5.0706111868396189e+00  3.4682514109571070e+00  2.2000859642826622e+01  3.1999999999897355e+01  3.1999999999987470e+01  5.1952794350149434e+00
8.7999999999998604e+00  3.3438149950340352e+00  4.2000427762135004e+01  3.2000000000105523e+01  3.2000000000013380e+01  5.0711467386262070e+00  3.4675583253005557e+00  2.2000976742331748e+01  3.1999999999818222e+01  3.1999999999978233e+01  5.1945616487935835e+00
9.5999999999998398e+00  3.3445900158805992e+00  4.2000538780545298e+01  3.2000000000186695e+01  3.2000000000023810e+01  5.0715130363846272e+00  3.4666942444766082e+00  2.2001095471639644e+01  3.1999999999684530e+01  3.1999999999962746e+01  5.1935016254366904e+00
1.0399999999999800e+01  3.3452904822449407e+00  4.2000665956091062e+01  3.2000000000321741e+01  3.2000000000041659e+01  5.0718540821100815e+00  3.4653460393098019e+00  2.2001228418035264e+01  3.1999999999462641e+01  3.1999999999935731e+01  5.1921295294341290e+00
1.1199999999999800e+01  3.3457381739375385e+00  4.2000821456077546e+01  3.2000000000567823e+01  3.2000000000072617e+01  5.0722979147290452e+00  3.4631838867239306e+00  2.2001384666465828e+01  3.1999999999095454e+01  3.1999999999893888e+01  5.1904003911246948e+00
1.1999999999999799e+01  3.3455062891139993e+00  4.2000996699260405e+01  3.2000000000974680e+01  3.2000000000129091e+01  5.0726651003634675e+00  3.4603400140788851e+00  2.2001555222777171e+01  3.1999999998504212e+01  3.1999999999813650e+01  5.1881867921482918e+00
1.2799999999999800e+01  3.3445637938110080e+00  4.2001176873011573e+01  3.2000000001736687e+01  3.2000000000226386e+01  5.0728369678017220e+00  3.4572553067761476e+00  2.2001729487918084e+01  3.1999999997508123e+01  3.1999999999709996e+01  5.1854521358853853e+00
1.3599999999999801e+01  3.3433595575205741e+00  4.2001363699387227e+01  3.2000000003030479e+01  3.2000000000408129e+01  5.0733631441305622e+00  3.4541243478010530e+00  2.2001916484736388e+01  3.1999999995860858e+01  3.1999999999513459e+01  5.1823671329616445e+00
1.4399999999999700e+01  3.3422041228376127e+00  4.2001573054834395e+01  3.2000000004509616e+01  3.2000000000597687e+01  5.0750164681120165e+00  3.4507098081201528e+00  2.2002128173078805e+01  3.1999999993378207e+01  3.1999999999083300e+01  5.1791035186790104e+00
1.5199999999999701e+01  3.3408855381908085e+00  4.2001812855531604e+01  3.2000000008087397e+01  3.2000000001023196e+01  5.0777117186446370e+00  3.4467587092975398e+00  2.2002350819589250e+01  3.1999999988906708e+01  3.1999999998667814e+01  5.1755661732304414e+00
1.5999999999999700e+01  3.3392037278250912e+00  4.2002047151075253e+01  3.2000000013822010e+01  3.2000000001853799e+01  5.0818780203154530e+00  3.4424576570978642e+00  2.2002570357398753e+01  3.1999999981593138e+01  3.1999999997897927e+01  5.1718267825859741e+00
1.6799999999999802e+01  3.3374590595842801e+00  4.2002244259780007e+01  3.2000000021863528e+01  3.2000000002991563e+01  5.0898743279377170e+00  3.4383296738245184e+00  2.2002797265241860e+01  3.1999999971182998e+01  3.1999999996389963e+01  5.1690414517305205e+00
1.7600000000000001e+01  3.3359058794922509e+00  4.2002378040814506e+01  3.2000000035726401e+01  3.2000000004773320e+01  5.1019380130367411e+00  3.4346253087552796e+00  2.2003079754994893e+01  3.1999999955363283e+01  3.1999999994064876e+01  5.1684250461652210e+00
1.8400000000000102e+01  3.3346525549275690e+00  4.2002432951553992e+01  3.2000000058572709e+01  3.2000000007747502e+01  5.1177747021240201e+00  3.4311133276097174e+00  2.2003434495863374e+01  3.1999999930114630e+01  3.1999999990960099e+01  5.1697747206066795e+00
1.9200000000000198e+01  3.3337592442506065e+00  4.2002346710511006e+01  3.2000000097333860e+01  3.2000000013092908e+01  5.1385929639893559e+00  3.4277489381604744e+00  2.2003865415366359e+01  3.1999999890519945e+01  3.1999999987131687e+01  5.1740591470136019e+00
2.0000000000000298e+01  3.3330094607377907e+00  4.2002151493308119e+01  3.2000000165942232e+01  3.2000000022662924e+01  5.1638075215642631e+00  3.4247838267186284e+00  2.2004367130446706e+01  3.1999999826086089e+01  3.1999999982169602e+01  5.1825082678417527e+00
2.0800000000000502e+01  3.3322934122165218e+00  4.2001830792113410e+01  3.2000000287046021e+01  3.2000000039620900e+01  5.1925318057916829e+00  3.4223882492847015e+00  2.2004958981976671e+01  3.1999999721868175e+01  3.1999999976724691e+01  5.1945482327926387e+00
2.1600000000000598e+01  3.3316467027956387e+00  4.2001410578290901e+01  3.2000000481557883e+01  3.2000000068403715e+01  5.2241460225929917e+00  3.4206469474214769e+00  2.2005710182615829e+01  3.1999999566747903e+01  3.1999999967543246e+01  5.2097734520578856e+00
2.2400000000000698e+01  3.3310838979759474e+00  4.2000782319174306e+01  3.2000000725543366e+01  3.2000000107427979e+01  5.2574219522624777e+00  3.4195540790851915e+00  2.2006627713408850e+01  3.1999999370387041e+01  3.1999999940431870e+01  5.2290030639448952e+00
2.3200000000000799e+01  3.3306841718285272e+00  4.1999907047126605e+01  3.2000000957375903e+01  3.2000000144761728e+01  5.2921711515287857e+00  3.4189676071413526e+00  2.2007756491107830e+01  3.1999999164511920e+01  3.1999999884051928e+01  5.2523580844718856e+00
2.4000000000000998e+01  3.3304239893098888e+00  4.1998726337195158e+01  3.2000001153327439e+01  3.2000000170207059e+01  5.3284182972824370e+00  3.4188960573524247e+00  2.2009103710528326e+01  3.1999998973484011e+01  3.1999999810507443e+01  5.2797208321906055e+00
2.4800000000001098e+01  3.3302666452294032e+00  4.1997308189228931e+01  3.2000001349860220e+01  3.2000000190018490e+01  5.3664118919901389e+00  3.4195207407824055e+00  2.2010713104729192e+01  3.1999998792854836e+01  3.1999999745557510e+01  5.3109340358537800e+00
2.5600000000001199e+01  3.3303042387337571e+00  4.1995544344179642e+01  3.2000001581584584e+01  3.2000000219965862e+01  5.4062373114370930e+00  3.4209788717307594e+00  2.2012628360092627e+01  3.1999998608078062e+01  3.1999999703991605e+01  5.3457666547068126e+00
