# time  total_activity  peak_activity  rms_radius  confined_frac  bary_x  bary_y  bary_z  r_conf  total_activity_proper  rms_radius_proper  confined_frac_proper  rms_radius_canon  confined_frac_canon  rms_radius_phantom  confined_frac_phantom  canon_mass_frac  min_chi
0.0000000000000000e+00  6.7630612677010848e+00  2.3090097123492682e-02  1.1238809280875714e+01  1.2078634010815928e-02  3.1799885850551224e+01  3.1999999999999975e+01  3.1999999999999822e+01  4.7999999999999998e+00  6.7627867014510006e+00  1.1239683120638798e+01  1.1915288790652540e-02  5.0677263911264054e+00  6.5674125143321715e-01  5.1961571432786435e+00  6.4219898216125870e-01  4.8998862676433491e-01  9.9136950281910974e-01
8.0000000000000004e-01  6.7697376523041939e+00  2.3146393680329985e-02  1.1238907680338503e+01  1.2079479916509674e-02  3.1799612787728297e+01  3.2000000000000007e+01  3.1999999999999982e+01  4.7999999999999998e+00  6.7694614063162808e+00  1.1239783104222274e+01  1.1957522938949873e-02  5.0679068704279002e+00  6.5673217326511890e-01  5.1962401497942006e+00  6.4220726247946047e-01  4.8997485622669762e-01  9.9137453682321608e-01
1.6000000000000001e+00  6.7764695451026604e+00  2.3049480535650063e-02  1.1238928500086198e+01  1.2080998732876175e-02  3.1799448505090560e+01  3.1999999999999957e+01  3.1999999999999865e+01  4.7999999999999998e+00  6.7761904556735093e+00  1.1239805292500691e+01  1.1959126004920540e-02  5.0680571282799383e+00  6.5670282515811307e-01  5.1961756356796833e+00  6.4222490174019198e-01  4.8996572723166443e-01  9.9138635077129178e-01
2.3999999999999901e+00  6.7829901913056432e+00  2.3089210217951898e-02  1.1238899871135381e+01  1.2080616131377059e-02  3.1800166885274823e+01  3.1999999999999968e+01  3.1999999999999822e+01  4.7999999999999998e+00  6.7827082962460352e+00  1.1239773749315896e+01  1.1917750746039305e-02  5.0680753830239045e+00  6.5675480150405308e-01  5.1960989263648818e+00  6.4230555524816435e-01  4.9000055842007201e-01  9.9139565130515095e-01
3.1999999999999802e+00  6.7888993628557222e+00  2.3145093198223901e-02  1.1238911867810277e+01  1.1995208876835032e-02  3.1801920379955170e+01  3.1999999999999854e+01  3.1999999999999833e+01  4.7999999999999998e+00  6.7886174620193271e+00  1.1239776998096271e+01  1.1913211460246547e-02  5.0681241800011430e+00  6.5670954079453903e-01  5.1961275935790745e+00  6.4228914917286428e-01  4.9008685763132059e-01  9.9135322739147735e-01
3.9999999999999600e+00  6.7940130974666904e+00  2.3151305793940067e-02  1.1238995426774313e+01  1.1991547310451517e-02  3.1804027310660160e+01  3.1999999999999424e+01  3.1999999999999780e+01  4.7999999999999998e+00  6.7937357981599398e+00  1.1239848767776785e+01  1.1923110970978706e-02  5.0683904546362086e+00  6.5648868402738603e-01  5.1962116437390424e+00  6.4218146507626228e-01  4.9018997784797330e-01  9.9136241940663972e-01
4.7999999999999403e+00  6.7985331747910784e+00  2.3146008748441808e-02  1.1239096041686640e+01  1.1991117401973780e-02  3.1805751530915586e+01  3.1999999999998487e+01  3.1999999999999659e+01  4.7999999999999998e+00  6.7982623965311308e+00  1.1239939145336471e+01  1.1922652172168605e-02  5.0688245640979952e+00  6.5623520962388593e-01  5.1962140363487173e+00  6.4213608569353919e-01  4.9027322329989986e-01  9.9142279337159445e-01
5.5999999999999304e+00  6.8027516358459446e+00  2.3164277548361322e-02  1.1239162128533309e+01  1.1995087877758838e-02  3.1807269282527237e+01  3.1999999999996660e+01  3.1999999999999460e+01  4.7999999999999998e+00  6.8024851511698001e+00  1.1239996958946405e+01  1.1927396878797543e-02  5.0692328651455725e+00  6.5607013005513504e-01  5.1960903649216457e+00  6.4222113745488119e-01  4.9034604518226910e-01  9.9140767500004112e-01
6.3999999999999098e+00  6.8065418530890156e+00  2.3187194556405156e-02  1.1239215463326897e+01  1.2004032608141542e-02  3.1809477862129118e+01  3.1999999999993204e+01  3.1999999999999080e+01  4.7999999999999998e+00  6.8062776782755607e+00  1.1240039315016498e+01  1.1936859276028482e-02  5.0695824488615147e+00  6.5592271603643115e-01  5.1959103059660290e+00  6.4233326988152406e-01  4.9045329247670555e-01  9.9140697692991342e-01
7.1999999999998900e+00  6.8093717509447700e+00  2.3196305452201822e-02  1.1239295449353452e+01  1.2015113783575644e-02  3.1812709518579883e+01  3.1999999999987104e+01  3.1999999999998373e+01  4.7999999999999998e+00  6.8091108290216251e+00  1.1240103185908518e+01  1.1948509393173620e-02  5.0700277317765581e+00  6.5590050309380421e-01  5.1956827991926415e+00  6.4255944852942415e-01  4.9061083972936803e-01  9.9140527740605955e-01
