# time  chi_mean_R8  chi_min_R8  chi_max_R8  lapse_mean_R8  lapse_min_R8  lapse_max_R8  K_mean_R8  K_min_R8  K_max_R8  chi_mean_R16  chi_min_R16  chi_max_R16  lapse_mean_R16  lapse_min_R16  lapse_max_R16  K_mean_R16  K_min_R16  K_max_R16
0.0000000000000000e+00  1.0000038098856461e+00  9.9392783711155608e-01  1.0060920344761746e+00  1.0000003722748820e+00  9.9665969509549024e-01  1.0033397342414752e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  1.0000026515149325e+00  9.9748351933895341e-01  1.0025336774644253e+00  1.0000002946046618e+00  9.9876754663456213e-01  1.0012354444761906e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
8.0000000000000004e-01  1.0000038113429981e+00  9.9392828747785156e-01  1.0060909723913003e+00  1.0000004141924368e+00  9.9665727934949055e-01  1.0033434515191715e+00  2.5027000290166690e-08  -2.4290027547042483e-05  2.6679004069871759e-05  1.0000026468820669e+00  9.9748887412359521e-01  1.0025278022377055e+00  1.0000003064533924e+00  9.9875052404815834e-01  1.0012541571350535e+00  -1.7571613827658054e-08  -1.3819349315832420e-05  1.2872584233995249e-05
1.6000000000000001e+00  1.0000038122375541e+00  9.9393090574056042e-01  1.0060883542727392e+00  1.0000004112634371e+00  9.9665196619926288e-01  1.0033501233856168e+00  1.6243439470565123e-08  -2.1012769825820459e-05  2.4400936437328356e-05  1.0000026385675114e+00  9.9748445781581074e-01  1.0025329293892689e+00  1.0000003366959049e+00  9.9875143668904132e-01  1.0012528811040933e+00  -1.6807574183073159e-08  -1.1002767953010883e-05  1.0466457631820545e-05
2.3999999999999901e+00  1.0000038232656072e+00  9.9392006727424309e-01  1.0061019098635626e+00  1.0000003854611605e+00  9.9667573081138017e-01  1.0033213778787216e+00  1.2353294421233390e-08  -1.1190208347680183e-05  1.6852332934614161e-05  1.0000026354993174e+00  9.9748672350594425e-01  1.0025302302948274e+00  1.0000003578110090e+00  9.9874821038182948e-01  1.0012564287325596e+00  -9.6536822775864589e-09  -9.0064845815036161e-06  8.5902490518512830e-06
3.1999999999999802e+00  1.0000038209239044e+00  9.9392852310707192e-01  1.0060963013721911e+00  1.0000003729819071e+00  9.9667176189704410e-01  1.0033175448877807e+00  2.4008490217357088e-08  -7.5281106357923363e-06  7.4354753755751552e-06  1.0000026306308398e+00  9.9748711910413590e-01  1.0025301563985860e+00  1.0000003768900916e+00  9.9874706820866710e-01  1.0012570741204037e+00  -1.5642208104435856e-08  -7.4892558378594854e-06  7.0547003743652180e-06
3.9999999999999600e+00  1.0000038331055141e+00  9.9393057792591855e-01  1.0060926058844544e+00  1.0000003446787433e+00  9.9667020298531395e-01  1.0033206232280065e+00  9.0010742045111564e-09  -6.6292970141510554e-06  6.5044896565533818e-06  1.0000026174217271e+00  9.9748745457651067e-01  1.0025296019842160e+00  1.0000004116506984e+00  9.9874581594331546e-01  1.0012589873588316e+00  -2.4254059693052855e-08  -6.5043244174722595e-06  5.8444396424113056e-06
4.7999999999999403e+00  1.0000038351446607e+00  9.9393120481789010e-01  1.0060908793322894e+00  1.0000003513786719e+00  9.9666872807233531e-01  1.0033268704877680e+00  1.0034736090285057e-08  -2.1037369434397382e-05  1.7457033926095066e-05  1.0000026066375201e+00  9.9748981905448431e-01  1.0025282753736049e+00  1.0000004471560069e+00  9.9873973456960374e-01  1.0012628365255831e+00  -1.5997368434891192e-08  -5.7775006529698836e-06  4.8169103421608617e-06
5.5999999999999304e+00  1.0000037912834960e+00  9.9394693058190420e-01  1.0060726899817667e+00  1.0000004486777119e+00  9.9663251902415839e-01  1.0033723140741546e+00  -1.1916506368932228e-07  -2.6838302671826475e-05  2.2836282769657281e-05  1.0000026112332514e+00  9.9748998537049627e-01  1.0025281380131688e+00  1.0000004524848582e+00  9.9873706916100258e-01  1.0012645274115746e+00  7.6507436961797602e-09  -5.1999539153771609e-06  4.4107948077273536e-06
6.3999999999999098e+00  1.0000037519733427e+00  9.9394521350443121e-01  1.0060768730379861e+00  1.0000005938706038e+00  9.9662430619017450e-01  1.0033815745534918e+00  -2.2674582745888355e-08  -1.9228117588367567e-05  1.7199555948369263e-05  1.0000026177963788e+00  9.9748883400672439e-01  1.0025290962361415e+00  1.0000004416637212e+00  9.9873735570026267e-01  1.0012641514825966e+00  7.3125551721545383e-09  -4.6034312870493917e-06  4.0013029683657911e-06
7.1999999999998900e+00  1.0000037703184166e+00  9.9394331861215846e-01  1.0060822044201130e+00  1.0000006282704283e+00  9.9662145369799870e-01  1.0033811132934933e+00  -9.3532816909803646e-09  -1.4183855634614785e-05  1.2608028011557461e-05  1.0000026198672654e+00  9.9749009354538209e-01  1.0025270802046777e+00  1.0000004327716820e+00  9.9873494810356200e-01  1.0012674304302209e+00  -4.4038785874750415e-10  -7.3964567999754210e-06  5.3018503193061040e-06
