# time  centre  cx  cy  cz  R_min  r_at_R_min  dev  log10_abs_dev  n_mots  r_mots  R_mots  M_MS_mots  theta_out_min_inside  theta_out_max_at_R_min  theta_in_max_at_R_min  n_trapped  n_anti_trapped  n_outermost
3.2200000000002198e+01  A  32.414062  32.000000  32.000000  4.1497744412e+00  2.270000  6.691720e-02  -1.1745  0  nan  nan  nan  +nan  +5.221961e-02  -1.610433e-01  0  0  0
3.2200000000002198e+01  B  31.585938  32.000000  32.000000  4.1496037586e+00  2.270000  6.687331e-02  -1.1747  0  nan  nan  nan  +nan  +5.221961e-02  -1.610433e-01  0  0  0
3.2200000000002198e+01  C  32.000000  32.000000  32.000000  4.0702963855e+00  2.174063  4.648319e-02  -1.3327  0  nan  nan  nan  +nan  -2.151948e-01  -2.553677e-02  10  0  0
3.2400000000002102e+01  A  32.398438  32.000000  32.000000  4.1113077604e+00  2.230000  5.702732e-02  -1.2439  0  nan  nan  nan  +nan  +2.969163e-02  -1.922904e-01  0  0  0
3.2400000000002102e+01  B  31.601562  32.000000  32.000000  4.1111678098e+00  2.230000  5.699134e-02  -1.2442  0  nan  nan  nan  +nan  +2.969163e-02  -1.922904e-01  0  0  0
3.2400000000002102e+01  C  32.000000  32.000000  32.000000  4.0580741393e+00  2.158438  4.334083e-02  -1.3631  0  nan  nan  nan  +nan  -2.069191e-01  -2.729839e-02  11  0  0
3.2600000000002098e+01  A  32.382812  32.000000  32.000000  4.0957146468e+00  2.210000  5.301829e-02  -1.2756  0  nan  nan  nan  +nan  +2.305268e-02  -1.944634e-01  0  0  0
3.2600000000002098e+01  B  31.617188  32.000000  32.000000  4.0955790729e+00  2.210000  5.298344e-02  -1.2759  0  nan  nan  nan  +nan  +2.305268e-02  -1.944634e-01  0  0  0
3.2600000000002098e+01  C  32.000000  32.000000  32.000000  4.0468617278e+00  2.142813  4.045809e-02  -1.3930  0  nan  nan  nan  +nan  -1.980079e-01  -2.901538e-02  12  0  0
3.2800000000002001e+01  A  32.367188  32.000000  32.000000  4.0805254686e+00  2.190000  4.911312e-02  -1.3088  0  nan  nan  nan  +nan  +1.668233e-02  -1.961737e-01  0  0  0
3.2800000000002001e+01  B  31.632812  32.000000  32.000000  4.0803941500e+00  2.190000  4.907935e-02  -1.3091  0  nan  nan  nan  +nan  +1.668233e-02  -1.961737e-01  0  0  0
3.2800000000002001e+01  C  32.000000  32.000000  32.000000  4.0318832742e+00  2.127188  3.660709e-02  -1.4364  0  nan  nan  nan  +nan  -2.040240e-01  -3.567954e-02  12  0  0
3.3000000000001997e+01  A  32.351562  32.000000  32.000000  4.0656836980e+00  2.190000  4.529726e-02  -1.3439  0  nan  nan  nan  +nan  -1.958156e-01  +1.090452e-02  0  0  0
3.3000000000001997e+01  B  31.648438  32.000000  32.000000  4.0655535153e+00  2.190000  4.526379e-02  -1.3442  0  nan  nan  nan  +nan  -1.958156e-01  +1.090452e-02  0  0  0
3.3000000000001997e+01  C  32.000000  32.000000  32.000000  4.0129717453e+00  2.111563  3.174489e-02  -1.4983  0  nan  nan  nan  +nan  -2.251228e-01  -4.716161e-02  13  0  0
3.3200000000001999e+01  A  32.335938  32.000000  32.000000  4.0322492626e+00  2.150000  3.670119e-02  -1.4353  0  nan  nan  nan  +nan  -2.278617e-01  -1.091176e-02  32  0  0
3.3200000000001999e+01  B  31.664062  32.000000  32.000000  4.0321458439e+00  2.150000  3.667460e-02  -1.4356  0  nan  nan  nan  +nan  -2.278617e-01  -1.091176e-02  32  0  0
3.3200000000001999e+01  C  32.000000  32.000000  32.000000  3.9948074888e+00  2.015938  2.707481e-02  -1.5674  0  nan  nan  nan  +nan  -5.982388e-02  -2.586822e-01  14  0  0
3.3400000000001903e+01  A  32.335938  32.000000  32.000000  4.0181962821e+00  2.130000  3.308813e-02  -1.4803  0  nan  nan  nan  +nan  -1.662819e-02  -2.290169e-01  36  0  0
3.3400000000001903e+01  B  31.664062  32.000000  32.000000  4.0180961252e+00  2.130000  3.306238e-02  -1.4807  0  nan  nan  nan  +nan  -1.662819e-02  -2.290169e-01  36  0  0
3.3400000000001903e+01  C  32.000000  32.000000  32.000000  3.9806015325e+00  2.015938  2.342243e-02  -1.6304  0  nan  nan  nan  +nan  -6.581645e-02  -2.610555e-01  15  0  0
3.3600000000001899e+01  A  32.320312  32.000000  32.000000  4.0044950608e+00  2.110000  2.956551e-02  -1.5292  0  nan  nan  nan  +nan  -2.218210e-02  -2.295999e-01  40  0  0
3.3600000000001899e+01  B  31.679688  32.000000  32.000000  4.0043980926e+00  2.110000  2.954058e-02  -1.5296  0  nan  nan  nan  +nan  -2.218210e-02  -2.295999e-01  40  0  0
3.3600000000001899e+01  C  32.000000  32.000000  32.000000  3.9634909571e+00  2.000313  1.902326e-02  -1.7207  0  nan  nan  nan  +nan  -7.697950e-02  -2.814211e-01  16  0  0
3.3800000000001802e+01  A  32.304688  32.000000  32.000000  3.9911019823e+00  2.110000  2.612212e-02  -1.5830  0  nan  nan  nan  +nan  -2.286695e-01  -2.674160e-02  43  0  0
3.3800000000001802e+01  B  31.695312  32.000000  32.000000  3.9910055778e+00  2.110000  2.609733e-02  -1.5834  0  nan  nan  nan  +nan  -2.286695e-01  -2.674160e-02  43  0  0
3.3800000000001802e+01  C  32.000000  32.000000  32.000000  3.9473300750e+00  1.984688  1.486825e-02  -1.8277  0  nan  nan  nan  +nan  -8.792615e-02  -3.015459e-01  17  0  0
3.4000000000001798e+01  A  32.289062  32.000000  32.000000  3.9780185665e+00  2.090000  2.275834e-02  -1.6429  0  nan  nan  nan  +nan  -3.189383e-02  -2.287424e-01  45  0  0
3.4000000000001798e+01  B  31.710938  32.000000  32.000000  3.9779251809e+00  2.090000  2.273433e-02  -1.6433  0  nan  nan  nan  +nan  -3.189383e-02  -2.287424e-01  45  0  0
3.4000000000001798e+01  C  32.000000  32.000000  32.000000  3.9321515333e+00  1.969063  1.096581e-02  -1.9600  0  nan  nan  nan  +nan  -9.868036e-02  -3.211749e-01  17  0  0
3.4200000000001801e+01  A  32.273438  32.000000  32.000000  3.9496753727e+00  2.050000  1.547124e-02  -1.8105  0  nan  nan  nan  +nan  -2.607157e-01  -5.384066e-02  54  0  0
3.4200000000001801e+01  B  31.726562  32.000000  32.000000  3.9496045224e+00  2.050000  1.545302e-02  -1.8110  0  nan  nan  nan  +nan  -5.384066e-02  -2.607157e-01  54  0  0
