# time  Re(R=14)  Im(R=14)  Re(R=30)  Im(R=30)
0.0000000000000000e+00  3.2103480275074651e-03  -3.6227599154066426e-17  1.6328402244759243e-04  -2.6591011192272657e-17
5.0000000000000000e-01  3.1346124184980541e-03  3.5840064640038638e-15  1.6254553814414407e-04  -3.3111589934244469e-16
1.0000000000000000e+00  3.0504345499628117e-03  -7.0742717917350942e-15  1.6129557051571222e-04  2.3633013321783030e-16
1.5000000000000000e+00  2.9568616258499577e-03  1.0181734131481900e-14  1.5974422120149337e-04  -2.9255551851208072e-16
2.0000000000000000e+00  2.8533264353594007e-03  -5.0298019194745455e-15  1.5798693056929682e-04  1.3606639326508554e-15
2.4999999999999898e+00  2.7376959370657046e-03  -8.0044139177080920e-15  1.5607429305656263e-04  2.0853607054266052e-16
2.9999999999999800e+00  2.6094616171258066e-03  2.4592314133448784e-14  1.5400378176585219e-04  9.6082758855317932e-16
3.4999999999999698e+00  2.4663863497931143e-03  2.5412350446608195e-14  1.5180823333286607e-04  7.9140935239929450e-17
3.9999999999999600e+00  2.3075984537388786e-03  1.7753326071604306e-14  1.4944021013543084e-04  1.6952162711300904e-15
4.4999999999999503e+00  2.1307884222752501e-03  1.0943035486012803e-14  1.4686648550884466e-04  -2.4587354755542610e-16
4.9999999999999396e+00  1.9344748152755474e-03  5.7226562356037236e-15  1.4407984426422028e-04  6.9921034548625595e-16
5.4999999999999298e+00  1.7160425251936276e-03  1.5005625729610714e-14  1.4107035249248583e-04  7.5441095326322666e-16
5.9999999999999201e+00  1.4746054854280813e-03  1.8295767665091854e-14  1.3780449825956566e-04  2.6938141175925231e-15
6.4999999999999103e+00  1.2066780721841620e-03  -1.2068824435109652e-14  1.3422898976905260e-04  -1.3413190236245473e-16
6.9999999999998996e+00  9.1044425049938832e-04  -4.0700017818863857e-15  1.3033801180980462e-04  1.4689981231157004e-15
7.4999999999998801e+00  5.8318665759225677e-04  -1.2044994857204547e-15  1.2611569620495715e-04  2.1640013618320626e-15
7.9999999999998703e+00  2.2377908331052440e-04  5.7109288103391036e-14  1.2150425777536031e-04  4.5006036861173181e-17
8.4999999999998597e+00  -1.7144521833338370e-04  3.4179494663429209e-14  1.1644081871832723e-04  3.7963063783872080e-15
8.9999999999998508e+00  -6.0284686121299424e-04  2.4379869799947933e-15  1.1090524509747862e-04  -3.5803288587051224e-16
