# time  R_areal_min  r_at_R_areal_min
0.0000000000000000e+00  3.1524457340673022e+00  1.5943626273530123e+00
1.0000000000000000e+00  3.2471333007335015e+00  1.5943626273530123e+00
2.0000000000000000e+00  3.3005946216188082e+00  1.5318876223470179e+00
2.9999999999999800e+00  3.3371648696481073e+00  1.5318876223470179e+00
3.9999999999999600e+00  3.3555487718040684e+00  1.4694147431885933e+00
4.9999999999999396e+00  3.3506208735382739e+00  1.4694147431885933e+00
5.9999999999999201e+00  3.3346451778747057e+00  1.4694147431885933e+00
6.9999999999998996e+00  3.3019769864932753e+00  1.4069442730613035e+00
7.9999999999998703e+00  3.2556723785141317e+00  1.3444765477686846e+00
8.9999999999998508e+00  3.1925684028117023e+00  1.2820119685478759e+00
9.9999999999998295e+00  3.1088163115521663e+00  1.2195510188179910e+00
1.0999999999999799e+01  3.0003542941266175e+00  1.1570942863483511e+00
1.1999999999999799e+01  2.8638879987197154e+00  1.0946424930085621e+00
1.2999999999999799e+01  2.6936336284379556e+00  9.6975754057393126e-01
1.3999999999999700e+01  2.4872124403477942e+00  8.4490661466223593e-01
