time  net_outward_flux  psi4_boundary_amp
0.0000000000000000e+00  0.0000000000000000e+00  6.1031707569173067e-06
5.0000000000000000e-01  -5.9673060018329558e-07  7.3673344984296153e-06
1.0000000000000000e+00  7.8470668773370925e-07  6.9799927335282689e-06
1.5000000000000000e+00  9.0892538812995120e-06  5.8110134898336270e-06
2.0000000000000000e+00  2.1286065048578041e-05  5.8383825177236116e-06
2.4999999999999898e+00  3.4271031807106270e-05  6.0315336686003104e-06
2.9999999999999800e+00  4.7130789306101874e-05  5.9830283759972401e-06
3.4999999999999698e+00  5.8795942900424441e-05  5.9245284923852909e-06
3.9999999999999600e+00  6.8517231341894027e-05  5.9155225485390039e-06
4.4999999999999503e+00  7.6812261249560351e-05  5.8887356855225378e-06
4.9999999999999396e+00  8.5029837464818157e-05  5.8022156051643581e-06
5.4999999999999298e+00  9.3874850686617722e-05  5.6887736917069422e-06
5.9999999999999201e+00  1.0280700504263538e-04  5.5934207553915364e-06
6.4999999999999103e+00  1.1108933295870379e-04  5.5131976001776336e-06
6.9999999999998996e+00  1.1880684855431677e-04  5.4225102707273366e-06
7.4999999999998801e+00  1.2666894809345349e-04  5.3055630991513332e-06
7.9999999999998703e+00  1.3510148819436457e-04  5.1702724894244617e-06
8.4999999999998597e+00  1.4364536214020224e-04  5.0300264411937374e-06
8.9999999999998508e+00  1.5133337437190183e-04  4.8816875814716262e-06
9.4999999999998401e+00  1.5769734797291528e-04  4.7190931267249951e-06
9.9999999999998295e+00  1.6318880246382495e-04  4.5451254137549771e-06
1.0499999999999799e+01  1.6850027505105247e-04  4.3569240365992251e-06
1.0999999999999799e+01  1.7374142817738427e-04  4.1423623698244279e-06
1.1499999999999799e+01  1.7843898887345442e-04  3.8793606594778801e-06
