# time  Re_m-2(R=14)  Im_m-2(R=14)  Re_m-1(R=14)  Im_m-1(R=14)  Re_m0(R=14)  Im_m0(R=14)  Re_m1(R=14)  Im_m1(R=14)  Re_m2(R=14)  Im_m2(R=14)  Re_m-2(R=30)  Im_m-2(R=30)  Re_m-1(R=30)  Im_m-1(R=30)  Re_m0(R=30)  Im_m0(R=30)  Re_m1(R=30)  Im_m1(R=30)  Re_m2(R=30)  Im_m2(R=30)
0.0000000000000000e+00  -6.9527299459374216e-03  -7.1914891693797624e-07  -1.0261472342569547e-06  6.7873664824040006e-06  5.7130128410747454e-03  -1.0644775544708100e-16  -1.0261472188893573e-06  -6.7873665050758378e-06  -6.9527299459381641e-03  7.1914891693781870e-07  -3.5740451600055275e-04  -1.8595868335824503e-07  -1.9963804369024792e-08  1.7436995390476987e-07  2.8997689424830681e-04  1.8655747634862643e-17  -1.9963796554634484e-08  -1.7436996550661244e-07  -3.5740451600009651e-04  1.8595868335382537e-07
5.0000000000000000e-01  -7.0405836671529904e-03  -7.3194592685614658e-07  -1.0443998186445473e-06  6.8462053808865498e-06  5.7849291969118656e-03  1.1809649518901908e-14  -1.0443998419617270e-06  -6.8462053899142481e-06  -7.0405836671515393e-03  7.3194593795328393e-07  -3.5963114682468215e-04  -1.9072467920357045e-07  -2.0089646439367973e-08  1.7942787186883475e-07  2.9210896165011502e-04  -5.3965277638620245e-16  -2.0089647921265962e-08  -1.7942787356798477e-07  -3.5963114682576651e-04  1.9072468070497090e-07
1.0000000000000000e+00  -7.1375892903696439e-03  -7.4587621794148934e-07  -1.0644479373524018e-06  6.9116458851643815e-06  5.8628988536115314e-03  3.2285169401412704e-15  -1.0644479514354229e-06  -6.9116458650326750e-06  -7.1375892903467689e-03  7.4587621698155792e-07  -3.6229049962395731e-04  -1.9859880290208820e-07  -2.0211664193706904e-08  1.8885559385558775e-07  2.9398593706483542e-04  7.3315788745626895e-17  -2.0211665623841372e-08  -1.8885559284489153e-07  -3.6229049962683467e-04  1.9859880227845871e-07
1.5000000000000000e+00  -7.2442397796516267e-03  -7.6116645027376641e-07  -1.0862035392463050e-06  6.9844019369055949e-06  5.9493569395660563e-03  2.5715649122218319e-14  -1.0862035201922654e-06  -6.9844019097706031e-06  -7.2442397796417665e-03  7.6116645827204294e-07  -3.6488809498974741e-04  -2.0402309586084043e-07  -2.0333085622351854e-08  1.9549097808206914e-07  2.9622114374077703e-04  6.5206631143942921e-17  -2.0333086761309588e-08  -1.9549098067368241e-07  -3.6488809498218407e-04  2.0402309566674286e-07
2.0000000000000000e+00  -7.3617983641753133e-03  -7.7794358330330176e-07  -1.1102049500652189e-06  7.0653209160635266e-06  6.0443681456618173e-03  9.5406208758753097e-15  -1.1102049612301383e-06  -7.0653208921534416e-06  -7.3617983641207588e-03  7.7794359590570211e-07  -3.6766870110371987e-04  -2.0785266927623856e-07  -2.0473910542303203e-08  2.0038247996232963e-07  2.9858831014145269e-04  -1.7778012142094150e-15  -2.0473913090454130e-08  -2.0038248063262400e-07  -3.6766870110141567e-04  2.0785266901158801e-07
2.4999999999999898e+00  -7.4917101103587442e-03  -7.9626579771913407e-07  -1.1365321919918115e-06  7.1552157439268994e-06  6.1484746642690418e-03  -3.4380662341424145e-16  -1.1365322400698134e-06  -7.1552156767720487e-06  -7.4917101104035860e-03  7.9626576529374490e-07  -3.7069864306512083e-04  -2.1136045418317703e-07  -2.0633824925838241e-08  2.0464614123230265e-07  3.0104547352317830e-04  6.6650692451655332e-16  -2.0633823921400519e-08  -2.0464614233001476e-07  -3.7069864306942874e-04  2.1136045319283455e-07
2.9999999999999800e+00  -7.6345937764889654e-03  -8.1639226695450198e-07  -1.1654097595687716e-06  7.2549669933219250e-06  6.2631404713506412e-03  -1.3406189085419943e-14  -1.1654097840574583e-06  -7.2549669768199512e-06  -7.6345937764151087e-03  8.1639228730115590e-07  -3.7397733140852313e-04  -2.1475145945861655e-07  -2.0805004089849322e-08  2.0875214914308618e-07  3.0367797600032144e-04  -8.0570839351458017e-16  -2.0805007423393911e-08  -2.0875214702004317e-07  -3.7397733141351816e-04  2.1475146442475008e-07
3.4999999999999698e+00  -7.7920878714050519e-03  -8.3836533102672411e-07  -1.1970362692232498e-06  7.3654914395088923e-06  6.3884474520774894e-03  -4.8293614894097431e-14  -1.1970362062570990e-06  -7.3654913546353389e-06  -7.7920878713827616e-03  8.3836527605553775e-07  -3.7753523201414186e-04  -2.1835313711063271e-07  -2.0989959897491535e-08  2.1291305561395188e-07  3.0655119202670380e-04  1.8715506140163679e-15  -2.0989959954870927e-08  -2.1291305756385100e-07  -3.7753523201554281e-04  2.1835313746126856e-07
3.9999999999999600e+00  -7.9652284398243917e-03  -8.6241157715116844e-07  -1.2316756351659789e-06  7.4878986698163840e-06  6.5265784626726223e-03  1.7537869040433418e-14  -1.2316756262693449e-06  -7.4878987642777320e-06  -7.9652284398961746e-03  8.6241155638335439e-07  -3.8142189429001444e-04  -2.2238493360321524e-07  -2.1194873834838526e-08  2.1713193943861958e-07  3.0968978254312148e-04  -2.8709999519295565e-15  -2.1194872095840429e-08  -2.1713194187758335e-07  -3.8142189429226969e-04  2.2238493035554486e-07
4.4999999999999503e+00  -8.1553469675911677e-03  -8.8879511363484095e-07  -1.2695218055518154e-06  7.6230726508802354e-06  6.6780846155334150e-03  1.7041927808744677e-14  -1.2695218172624429e-06  -7.6230726093607699e-06  -8.1553469676308686e-03  8.8879516076652446e-07  -3.8564308377909057e-04  -2.2665688457847347e-07  -2.1422885550733592e-08  2.2137488545562198e-07  3.1311067244083572e-04  1.1391783330750650e-16  -2.1422885790759141e-08  -2.2137488826700885e-07  -3.8564308378398476e-04  2.2665688307466269e-07
4.9999999999999396e+00  -8.3639983676940984e-03  -9.1753339658573485e-07  -1.3109077505756232e-06  7.7722768732533412e-06  6.8442520643345051e-03  -9.2679183273392120e-15  -1.3109077887708160e-06  -7.7722768130304658e-06  -8.3639983676786836e-03  9.1753343117115883e-07  -3.9021215361431351e-04  -2.3099859630170441e-07  -2.1674280218000647e-08  2.2561932789127409e-07  3.1680117893647883e-04  4.9797397841325338e-16  -2.1674277154581248e-08  -2.2561932968914718e-07  -3.9021215361276240e-04  2.3099859536492265e-07
5.4999999999999298e+00  -8.5924784202508694e-03  -9.4884424471629374e-07  -1.3560403935105316e-06  7.9363135929249091e-06  7.0253991638133482e-03  -5.5645362728247544e-14  -1.3560404750299060e-06  -7.9363135077568338e-06  -8.5924784202951743e-03  9.4884417317735670e-07  -3.9514956736515743e-04  -2.3544858452382432e-07  -2.1949117239113352e-08  2.2985672219664631e-07  3.2079478389624870e-04  2.0840369765641427e-15  -2.1949115924631479e-08  -2.2985672723431878e-07  -3.9514956736534386e-04  2.3544858692003169e-07
5.9999999999999201e+00  -8.8422132803332425e-03  -9.8295340892960714e-07  -1.4051059125663440e-06  8.1157040998125060e-06  7.2232178052805945e-03  -3.7427806988540939e-14  -1.4051059848817069e-06  -8.1157040207156546e-06  -8.8422132802728412e-03  9.8295335327789185e-07  -4.0049134988810379e-04  -2.4006760630646658e-07  -2.2248390992748820e-08  2.3415477193375103e-07  3.2514285265494486e-04  -8.7845965630755800e-16  -2.2248390659860534e-08  -2.3415477307745245e-07  -4.0049134988850640e-04  2.4006760700586079e-07
6.4999999999999103e+00  -9.1144305075158399e-03  -1.0201495952514934e-06  -1.4585045097830634e-06  8.3128079032471107e-06  7.4392509530685005e-03  1.8224496460025305e-14  -1.4585045255091599e-06  -8.3128079837894103e-06  -9.1144305075515856e-03  1.0201495395422195e-06  -4.0627884893207155e-04  -2.4486402415059253e-07  -2.2573983557675688e-08  2.3854381969027304e-07  3.2984126127518296e-04  1.3214947303460402e-16  -2.2573978254023156e-08  -2.3854382465390527e-07  -4.0627884893609426e-04  2.4486402463107763e-07
