time  net_outward_flux  psi4_boundary_amp
0.0000000000000000e+00  0.0000000000000000e+00  4.6793177068353870e-06
5.0000000000000000e-01  -5.9673839181402235e-07  5.2777040090166678e-06
1.0000000000000000e+00  7.8454529638424332e-07  5.0656277984324210e-06
1.5000000000000000e+00  9.0886555271808924e-06  4.4821176074734676e-06
2.0000000000000000e+00  2.1284740134101805e-05  4.4729736478556820e-06
2.4999999999999898e+00  3.4268634561053393e-05  4.5416612764526771e-06
2.9999999999999800e+00  4.7126907919345644e-05  4.4941397409935447e-06
3.4999999999999698e+00  5.8790124929887613e-05  4.4400429441695690e-06
3.9999999999999600e+00  6.8508898772450238e-05  4.4077011784424866e-06
4.4999999999999503e+00  7.6800526271503599e-05  4.3650891575473259e-06
4.9999999999999396e+00  8.5013567591911155e-05  4.2911904167255511e-06
5.4999999999999298e+00  9.3853029045923677e-05  4.2009239787442195e-06
5.9999999999999201e+00  1.0277876477118332e-04  4.1162308391509458e-06
6.4999999999999103e+00  1.1105348724449116e-04  4.0363362615285434e-06
6.9999999999998996e+00  1.1876160309757306e-04  3.9483602851614674e-06
7.4999999999998801e+00  1.2661222127221253e-04  3.8435436423735291e-06
7.9999999999998703e+00  1.3503153203733222e-04  3.7252305577027080e-06
8.4999999999998597e+00  1.4356098701811867e-04  3.5998940986351816e-06
8.9999999999998508e+00  1.5123323020636083e-04  3.4659894461455524e-06
9.4999999999998401e+00  1.5757879795431879e-04  3.3203983588915134e-06
9.9999999999998295e+00  1.6304785572404470e-04  3.1644580406568120e-06
1.0499999999999799e+01  1.6833282516994972e-04  2.9962809596722791e-06
1.0999999999999799e+01  1.7354409389698196e-04  2.8099671717442445e-06
1.1499999999999799e+01  1.7820846749080476e-04  2.5938209374443485e-06
1.1999999999999799e+01  1.8183806990087906e-04  2.3511136429819009e-06
1.2499999999999799e+01  1.8435545448416510e-04  2.1098776662101099e-06
1.2999999999999799e+01  1.8620043988724683e-04  1.8971450749361639e-06
1.3499999999999799e+01  1.8824055128532203e-04  1.7244299642306630e-06
1.3999999999999700e+01  1.9137842136107203e-04  1.6064000805230992e-06
1.4499999999999700e+01  1.9585318142530255e-04  1.5785330129680220e-06
1.4999999999999700e+01  2.0083829971799885e-04  1.6937913182861320e-06
1.5499999999999700e+01  2.0489464727765913e-04  1.9732090892927903e-06
1.5999999999999700e+01  2.0690174830812706e-04  2.3986763413492546e-06
1.6499999999999801e+01  2.0665536648572136e-04  2.9495285528265014e-06
1.6999999999999901e+01  2.0484315617621889e-04  3.6116289647903464e-06
1.7499999999999901e+01  2.0260029885790605e-04  4.3778628077989591e-06
1.8000000000000000e+01  2.0088937210479711e-04  5.2486071214019103e-06
1.8500000000000099e+01  1.9996140983281023e-04  6.2264669822382292e-06
1.9000000000000199e+01  1.9922403222913127e-04  7.3175367600258423e-06
1.9500000000000199e+01  1.9764179875571123e-04  8.5341659959878953e-06
2.0000000000000298e+01  1.9438555425100158e-04  9.8920337647370317e-06
2.0500000000000401e+01  1.8928525136330406e-04  1.1403609603345881e-05
2.1000000000000501e+01  1.8285804045303991e-04  1.3077383061627671e-05
2.1500000000000600e+01  1.7597989183498259e-04  1.4926579602538923e-05
2.2000000000000600e+01  1.6941185934094590e-04  1.6973084445854282e-05
2.2500000000000700e+01  1.6340894944345493e-04  1.9240647985229620e-05
2.3000000000000799e+01  1.5759289129354420e-04  2.1748899963535443e-05
2.3500000000000899e+01  1.5114658039173012e-04  2.4511223785350585e-05
2.4000000000000998e+01  1.4321835083386150e-04  2.7547495579077306e-05
2.4500000000000998e+01  1.3156811018687724e-04  3.0876279196423353e-05
2.5000000000001101e+01  1.1987669013275708e-04  3.4553704108208532e-05
2.5500000000001201e+01  1.0690470278551523e-04  3.8579188969558078e-05
2.6000000000001300e+01  9.3373535358393293e-05  4.2943244272650242e-05
2.6500000000001300e+01  7.9784332086154454e-05  4.7636030973274959e-05
2.7000000000001400e+01  6.6158686175826011e-05  5.2694826315570412e-05
2.7500000000001499e+01  5.2048794094317958e-05  5.8151772530025674e-05
2.8000000000001599e+01  3.6834183509544386e-05  6.3999804691256589e-05
2.8500000000001702e+01  2.0138857169918360e-05  7.0208394997112780e-05
2.9000000000001702e+01  2.0939272303085286e-06  7.6738698754244336e-05
2.9500000000001801e+01  -1.6671191439811659e-05  8.3549863981992214e-05
3.0000000000001901e+01  -3.5249795453888462e-05  9.0584484367735237e-05
3.0500000000002000e+01  -5.2736586121742867e-05  9.7773485627706045e-05
3.1000000000002000e+01  -6.8417629067133839e-05  1.0503175387907442e-04
3.1500000000002100e+01  -8.1803214541130550e-05  1.1224975250647823e-04
3.2000000000002203e+01  -9.2519081426942120e-05  1.1928080437783891e-04
3.2500000000002103e+01  -1.0013672344849263e-04  1.2593441448542620e-04
3.3000000000001997e+01  -1.0404494850527303e-04  1.3198281993585369e-04
