time  net_outward_flux  psi4_boundary_amp
0.0000000000000000e+00  0.0000000000000000e+00  7.1233086777775111e-06
5.0000000000000000e-01  -5.9673178503281696e-07  8.8034836736153314e-06
1.0000000000000000e+00  7.8470224420547735e-07  8.3058443710932603e-06
1.5000000000000000e+00  9.0892456466597827e-06  6.7668988572081854e-06
2.0000000000000000e+00  2.1286056057759257e-05  6.8161025047806142e-06
2.4999999999999898e+00  3.4271029231018550e-05  7.0868573264465357e-06
2.9999999999999800e+00  4.7130805866387250e-05  7.0361170705254812e-06
3.4999999999999698e+00  5.8795996900977047e-05  6.9729808908996980e-06
3.9999999999999600e+00  6.8517347291903279e-05  6.9763392187767557e-06
4.4999999999999503e+00  7.6812471692343831e-05  6.9573178628496741e-06
4.9999999999999396e+00  8.5030185855138195e-05  6.8607231800650386e-06
5.4999999999999298e+00  9.3875396655080179e-05  6.7299766269750803e-06
5.9999999999999201e+00  1.0280782930288454e-04  6.6245937195144910e-06
6.4999999999999103e+00  1.1109054191484004e-04  6.5409558999854372e-06
6.9999999999998996e+00  1.1880857671156810e-04  6.4453576330486062e-06
7.4999999999998801e+00  1.2667135627099287e-04  6.3170505768706697e-06
7.9999999999998703e+00  1.3510476741024054e-04  6.1667042156361433e-06
8.4999999999998597e+00  1.4364975571212730e-04  6.0122155040868193e-06
8.9999999999998508e+00  1.5133920574430588e-04  5.8496137068336204e-06
9.4999999999998401e+00  1.5770502678493642e-04  5.6708535082885584e-06
9.9999999999998295e+00  1.6319880966700977e-04  5.4796049746006087e-06
1.0499999999999799e+01  1.6851316498687780e-04  5.2721789704023667e-06
1.0999999999999799e+01  1.7375787174660236e-04  5.0328621107442774e-06
1.1499999999999799e+01  1.7845983272761192e-04  4.7332259707396671e-06
1.1999999999999799e+01  1.8213251166988338e-04  4.3786780750427018e-06
1.2499999999999799e+01  1.8470067038536852e-04  4.0273731948124339e-06
1.2999999999999799e+01  1.8660698848319292e-04  3.7224131622498500e-06
1.3499999999999799e+01  1.8872179623440752e-04  3.4543030649281844e-06
1.3999999999999700e+01  1.9194827762255678e-04  3.2058851231329800e-06
1.4499999999999700e+01  1.9652255899852089e-04  2.9916472343333840e-06
1.4999999999999700e+01  2.0161455641691111e-04  2.8842269090698221e-06
1.5499999999999700e+01  2.0578598533226174e-04  2.9586632619990984e-06
1.5999999999999700e+01  2.0792274928826517e-04  3.2452888133408821e-06
1.6499999999999801e+01  2.0782972467721096e-04  3.7521627580004939e-06
1.6999999999999901e+01  2.0620352492469384e-04  4.4620011637245993e-06
1.7499999999999901e+01  2.0418582764390050e-04  5.3490981190517230e-06
1.8000000000000000e+01  2.0274051769559925e-04  6.3993131181699633e-06
1.8500000000000099e+01  2.0211433872975088e-04  7.6011225379185690e-06
1.9000000000000199e+01  2.0171020251534615e-04  8.9488725416010167e-06
1.9500000000000199e+01  2.0049506615633803e-04  1.0459328946844567e-05
2.0000000000000298e+01  1.9765236741667606e-04  1.2158391748790192e-05
2.0500000000000401e+01  1.9303186254678037e-04  1.4056335838673856e-05
2.1000000000000501e+01  1.8717221164935249e-04  1.6142932586137362e-05
2.1500000000000600e+01  1.8096745034605947e-04  1.8425751533250986e-05
2.2000000000000600e+01  1.7518997174698818e-04  2.0940271235479721e-05
2.2500000000000700e+01  1.7010060826423712e-04  2.3725077964240499e-05
2.3000000000000799e+01  1.6532863172749655e-04  2.6791140938963379e-05
2.3500000000000899e+01  1.6007643279616522e-04  3.0129874645178213e-05
2.4000000000000998e+01  1.5353162674727796e-04  3.3757420855870934e-05
2.4500000000000998e+01  1.4526519755708251e-04  3.7760523967390625e-05
2.5000000000001101e+01  1.3381934347668560e-04  4.2188181044665868e-05
2.5500000000001201e+01  1.2322576589494526e-04  4.7042390661976111e-05
2.6000000000001300e+01  1.1256895596543870e-04  5.2200230095980059e-05
2.6500000000001300e+01  1.0243947379185109e-04  5.7611447605319645e-05
2.7000000000001400e+01  9.2937762371799175e-05  6.3366399217444207e-05
2.7500000000001499e+01  8.3715006129311597e-05  6.9555383351084432e-05
2.8000000000001599e+01  7.4289018640627189e-05  7.6171771500462609e-05
2.8500000000001702e+01  6.4439158975478978e-05  8.3144242701614477e-05
2.9000000000001702e+01  5.4468229545605276e-05  9.0407223173012965e-05
2.9500000000001801e+01  4.5178594525909575e-05  9.7913478770285132e-05
3.0000000000001901e+01  3.7627141879592517e-05  1.0560857400599426e-04
3.0500000000002000e+01  3.2838270295680870e-05  1.1340596635267300e-04
3.1000000000002000e+01  3.1612359091155731e-05  1.2122384566145527e-04
3.1500000000002100e+01  3.4496039666167096e-05  1.2897362005732978e-04
3.2000000000002203e+01  4.1899229483032688e-05  1.3658197139841105e-04
3.2500000000002103e+01  5.4271414777240653e-05  1.4386123092757831e-04
3.3000000000001997e+01  7.2226276518382813e-05  1.5045311685194930e-04
3.3500000000001897e+01  9.6558846018028019e-05  1.5595409075863613e-04
3.4000000000001798e+01  1.2817892499936866e-04  1.6029896324822127e-04
3.4500000000001698e+01  1.6800594548200385e-04  1.6361363702516746e-04
3.5000000000001599e+01  2.1683313585725984e-04  1.6580827392910583e-04
3.5500000000001499e+01  2.7517429002807306e-04  1.6656916160038353e-04
3.6000000000001400e+01  3.4316668977207485e-04  1.6559728473509766e-04
3.6500000000001300e+01  4.2059684525265462e-04  1.6284667860465109e-04
3.7000000000001201e+01  5.0703049675749018e-04  1.5834966479606248e-04
3.7500000000001101e+01  6.0197348517712212e-04  1.5207685273757037e-04
3.8000000000001002e+01  7.0496018996303350e-04  1.4399964729144873e-04
3.8500000000000902e+01  8.1549368755116816e-04  1.3435733866500805e-04
3.9000000000000803e+01  9.3282949663714551e-04  1.2364527369276217e-04
