# time  P_total  P_z_beam  beam_ratio  beaming_gain  wavezone_std
0.0000000000000000e+00  2.0441531136092522e-05  1.5319118083555524e-05  7.5116084731075250e-01  4.0046433892430100e+00  8.0206250265538859e-01
5.0000000000000000e-01  2.1134298874412938e-05  1.5838233327973069e-05  7.5049169979356012e-01  4.0019667991742409e+00  8.0374444539469081e-01
1.0000000000000000e+00  2.1918408555135926e-05  1.6426879828531775e-05  7.5052968223157057e-01  4.0021187289262823e+00  8.0558002560262842e-01
1.5000000000000000e+00  2.2810746400416111e-05  1.7097358396755767e-05  7.5059829349504525e-01  4.0023931739801810e+00  8.0770727477257476e-01
2.0000000000000000e+00  2.3828770299779098e-05  1.7860759468736349e-05  7.5059167669705840e-01  4.0023667067882336e+00  8.1006143368988870e-01
2.4999999999999898e+00  2.4994271185176442e-05  1.8736830216667798e-05  7.5061412670570893e-01  4.0024565068228357e+00  8.1264273946736876e-01
2.9999999999999800e+00  2.6328379252748885e-05  1.9738176202945230e-05  7.5064595885165031e-01  4.0025838354066012e+00  8.1544630301727239e-01
3.4999999999999698e+00  2.7861517304206181e-05  2.0890899082943771e-05  7.5069026974545361e-01  4.0027610789818144e+00  8.1847039473875605e-01
3.9999999999999600e+00  2.9628731187882260e-05  2.2218769738269580e-05  7.5074048958981088e-01  4.0029619583592435e+00  8.2170728689171413e-01
4.4999999999999503e+00  3.1668556993031879e-05  2.3752151908443261e-05  7.5082298262591018e-01  4.0032919305036412e+00  8.2516034013041706e-01
4.9999999999999396e+00  3.4030325612905079e-05  2.5527375594567910e-05  7.5090106236890786e-01  4.0036042494756314e+00  8.2883838828890766e-01
5.4999999999999298e+00  3.6768062132061429e-05  2.7587799294393691e-05  7.5100540625933543e-01  4.0040216250373417e+00  8.3272611408748531e-01
5.9999999999999201e+00  3.9950042746410092e-05  2.9979972351394774e-05  7.5107604064512179e-01  4.0043041625804872e+00  8.3680837016946596e-01
6.4999999999999103e+00  4.3653906877435381e-05  3.2766129671015066e-05  7.5117464868843298e-01  4.0046985947537319e+00  8.4106772841006960e-01
6.9999999999998996e+00  4.7981238678855570e-05  3.6023061033232725e-05  7.5127594893620142e-01  4.0051037957448052e+00  8.4548872409474007e-01
7.4999999999998801e+00  5.3038146954323008e-05  3.9829802058259050e-05  7.5136879692892999e-01  4.0054751877157200e+00  8.5002728816246442e-01
7.9999999999998703e+00  5.8958920256923393e-05  4.4282669826763521e-05  7.5143465629797568e-01  4.0057386251919027e+00  8.5465745671517923e-01
8.4999999999998597e+00  6.5893606673253857e-05  4.9504216237039612e-05  7.5156172857997472e-01  4.0062469143198989e+00  8.5934524125963008e-01
8.9999999999998508e+00  7.4025286011301689e-05  5.5623170943096381e-05  7.5165309798458213e-01  4.0066123919383285e+00  8.6405187182543297e-01
9.4999999999998401e+00  8.3555023194334307e-05  6.2803777936491269e-05  7.5176917017615241e-01  4.0070766807046097e+00  8.6871493085074980e-01
9.9999999999998295e+00  9.4722947897078624e-05  7.1213369902215450e-05  7.5186164328555583e-01  4.0074465731422233e+00  8.7329777283011267e-01
1.0499999999999799e+01  1.0778353326819666e-04  8.1049972608830581e-05  7.5197441069732474e-01  4.0078976427892989e+00  8.7775868640771992e-01
1.0999999999999799e+01  1.2302577866465952e-04  9.2522333384496624e-05  7.5206521963160300e-01  4.0082608785264124e+00  8.8205608996043849e-01
1.1499999999999799e+01  1.4077082812635804e-04  1.0589607251933150e-04  7.5218452980554940e-01  4.0087381192221976e+00  8.8615030955528662e-01
