  50.0100000    1.4434890553e-07   -3.3385634896e-04   -2.0494297222e-07   -1.9360431911e-04    7.5063673312e-09   -6.4539039988e-04   -1.7549400980e-09   -4.9975517776e-04
  50.0200000    1.2458926951e-07   -3.3281428627e-04   -1.5277548881e-07   -1.9256148599e-04    1.7928011985e-08   -6.4486072247e-04   -1.7406681333e-09   -5.0053756744e-04
  50.0300000    1.0326082419e-07   -3.3207228313e-04   -9.5514719486e-08   -1.9146465441e-04    2.8268790053e-08   -6.4431908530e-04   -1.7124931452e-09   -5.0132053423e-04
  50.0400000    8.0711396881e-08   -3.3161208072e-04   -3.4456117232e-08   -1.9031764661e-04    3.8402206699e-08   -6.4376645995e-04   -1.6700122149e-09   -5.0210450588e-04
  50.0500000    5.7296258582e-08   -3.3141157648e-04    2.8975517039e-08   -1.8912512060e-04    4.8200009212e-08   -6.4320391234e-04   -1.6130079170e-09   -5.0288984198e-04
  50.0600000    3.3371891233e-08   -3.3144533552e-04    9.3273313054e-08   -1.8789246311e-04    5.7533660450e-08   -6.4263259400e-04   -1.5414141313e-09   -5.0367683561e-04
  50.0700000    9.2901842799e-09   -3.3168514872e-04    1.5690180710e-07   -1.8662567535e-04    6.6275903352e-08   -6.4205373373e-04   -1.4553663070e-09   -5.0446571537e-04
  50.0800000   -1.4607002182e-08   -3.3210062427e-04    2.1835010800e-07   -1.8533125432e-04    7.4302406329e-08   -6.4146862954e-04   -1.3551545411e-09   -5.0525664781e-04
  50.0900000   -3.5823811493e-08   -3.3262192647e-04    8.0171026832e-08   -1.8355288617e-04    8.1493513696e-08   -6.4087864069e-04   -1.2412551143e-09   -5.0604974023e-04
  50.1000000   -5.6946926810e-08   -3.3243704321e-04    9.9900167206e-08   -1.8228836097e-04    8.7736031485e-08   -6.4028517991e-04   -1.1143005495e-09   -5.0684504368e-04
  50.1100000   -7.7209249834e-08   -3.3206458579e-04    1.1660648603e-07   -1.8102005702e-04    9.2925010737e-08   -6.3968970545e-04   -9.7510129196e-10   -5.0764255635e-04
