# thinned to dt=0.05 from the every-step stream
#       time           min_lapse             min_chi           max_abs_K         min_lapse_x         min_lapse_y         min_lapse_z             min_phi             max_phi              min_Pi              max_Pi
   0.0000000    2.5999088578e-07    7.1933204383e-06    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2281242302e-01   -1.0597806267e-01    0.0000000000e+00    0.0000000000e+00
   0.0500000    3.5573995402e-05    7.2549502529e-06    9.7620979965e-03    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2263616086e-01   -1.0597806188e-01   -2.9289844792e-05    3.4135360350e-04
   0.1000000    7.2764847871e-05    7.3146003041e-06    1.9158308568e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2246246472e-01   -1.0597806009e-01   -5.5732112383e-05    6.7824080998e-04
   0.1500000    1.1181036738e-04    7.3722713176e-06    2.8136063674e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2229127013e-01   -1.0597805815e-01   -8.0583567352e-05    1.0102109236e-03
   0.2000000    1.5269404896e-04    7.4279895731e-06    3.6655712635e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2212251735e-01   -1.0597805689e-01   -1.0298036656e-04    1.3368845131e-03
   0.2500000    1.9540436994e-04    7.4818405231e-06    4.4689206402e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2195615332e-01   -1.0597805674e-01   -1.2192055727e-04    1.6579318730e-03
   0.3000000    2.3993315372e-04    7.5339506173e-06    5.2218744324e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2179211585e-01   -1.0597805763e-01   -1.3668276194e-04    1.9730666538e-03
   0.3500000    2.8627623749e-04    7.5844062554e-06    5.9235537259e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2163026614e-01   -1.0597805910e-01   -1.4654119803e-04    2.2820555837e-03
   0.4000000    3.3443866600e-04    7.6331678101e-06    6.5738678726e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2147028920e-01   -1.0597806060e-01   -1.5077739951e-04    2.5847240541e-03
   0.4500000    3.8443095446e-04    7.6800543409e-06    7.1734001197e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2131172057e-01   -1.0597806175e-01   -1.5385791218e-04    2.8809476620e-03
   0.5000000    3.9478878559e-04    7.7248320614e-06    7.7232858907e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2115423129e-01   -1.0597806247e-01   -1.6510404394e-04    3.1706397574e-03
   0.5500000    3.5639303408e-04    7.7673241251e-06    8.2250926030e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2099817935e-01   -1.0597806290e-01   -1.8334091130e-04    3.4537468592e-03
   0.6000000    3.1241937720e-04    7.8074291845e-06    8.6807156296e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2084506451e-01   -1.0597806325e-01   -1.9962916965e-04    3.7302500184e-03
   0.6500000    2.1105829000e-04    7.8451147286e-06    9.0948852631e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2069705189e-01   -1.0597806371e-01   -2.1326911751e-04    4.0001631741e-03
   0.7000000    2.0626455158e-06    7.8804151053e-06    9.5132591995e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2055578328e-01   -1.0597806430e-01   -2.2357539274e-04    4.2635261118e-03
   0.7500000    1.0000000000e-10    7.9133251649e-06    9.8901222481e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2042181826e-01   -1.0597806500e-01   -2.2984847726e-04    4.5203973467e-03
   0.8000000    1.0000000000e-10    7.9440209310e-06    1.0226233477e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2029366459e-01   -1.0597806570e-01   -2.3135209147e-04    4.7708512055e-03
   0.8500000    1.0000000000e-10    7.9729078882e-06    1.0522575651e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2016831233e-01   -1.0597806635e-01   -2.2732208014e-04    5.0149773623e-03
   0.9000000    1.0000000000e-10    8.0004567691e-06    1.0780360599e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.2004279805e-01   -1.0597806693e-01   -2.1699817341e-04    5.2528792518e-03
   0.9500000    1.0000000000e-10    8.0269269343e-06    1.1000996624e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.1991575226e-01   -1.0597806747e-01   -1.9965359384e-04    5.4846706007e-03
   1.0000000    1.0000000000e-10    8.0522031579e-06    1.1186044323e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.1978786687e-01   -1.0597806799e-01   -1.8353780873e-04    5.7104720876e-03
   1.0500000    1.0000000000e-10    8.0758905620e-06    1.1337184660e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.1966105401e-01   -1.0597806854e-01   -1.7431172934e-04    5.9304095489e-03
