# time  Re_m-2(R=10)  Im_m-2(R=10)  Re_m-1(R=10)  Im_m-1(R=10)  Re_m0(R=10)  Im_m0(R=10)  Re_m1(R=10)  Im_m1(R=10)  Re_m2(R=10)  Im_m2(R=10)  Re_m-2(R=14)  Im_m-2(R=14)  Re_m-1(R=14)  Im_m-1(R=14)  Re_m0(R=14)  Im_m0(R=14)  Re_m1(R=14)  Im_m1(R=14)  Re_m2(R=14)  Im_m2(R=14)  Re_m-2(R=18)  Im_m-2(R=18)  Re_m-1(R=18)  Im_m-1(R=18)  Re_m0(R=18)  Im_m0(R=18)  Re_m1(R=18)  Im_m1(R=18)  Re_m2(R=18)  Im_m2(R=18)
0.0000000000000000e+00  -2.5686753811594546e-03  -1.0078984004523710e-08  -6.5527529183250786e-07  1.2505636140955511e-06  2.1102629399483829e-03  -3.2308264796967164e-16  -6.5485016665772409e-07  -1.2464342700631963e-06  -2.5660206858515561e-03  1.0078983664450006e-08  -6.5143212808672045e-04  -1.1925175934916004e-07  -1.7062562578480334e-07  3.2495086132285106e-07  5.3133024550034021e-04  -7.4067601623847767e-17  -1.7062560977079820e-07  -3.2495088032549546e-07  -6.5143212808801976e-04  1.1925175929612072e-07  -2.3325413652004355e-04  -6.3589144764063417e-08  -3.2000839218942136e-08  9.5691599396019980e-08  1.9065591947110393e-04  6.1050142864453788e-17  -3.2000827283165646e-08  -9.5691611680286596e-08  -2.3325413652033178e-04  6.3589144711629669e-08
1.0000000000000000e+00  -2.1299456304280265e-03  -8.1322034982463854e-09  -5.2927188650049730e-07  1.0735374002927550e-06  1.7497726648670188e-03  -1.1088426127976286e-14  -5.2899147256314469e-07  -1.0697612545335666e-06  -2.1281613293529832e-03  8.1321864470428346e-09  -5.7705132073505275e-04  -1.0464654854423370e-07  -1.4996591558650638e-07  2.9127132114959344e-07  4.7031077090839592e-04  -1.1069043981760342e-14  -1.4996593908804050e-07  -2.9127128717275554e-07  -5.7705132071987999e-04  1.0464657267842586e-07  -2.1495396092571290e-04  -5.8430131111011483e-08  -2.9398781529837426e-08  8.8616746796328480e-08  1.7561460073953534e-04  2.7912595109232343e-15  -2.9398783961257095e-08  -8.8616743742784089e-08  -2.1495396093331381e-04  5.8430129392894273e-08
2.0000000000000000e+00  -1.4957083026304642e-03  -5.2595108465406405e-09  -3.4815317076317824e-07  8.1503822148977454e-07  1.2294159166920944e-03  1.3912949766728983e-15  -3.4809022871060518e-07  -8.1208568506250519e-07  -1.4948738363372831e-03  5.2595237745150790e-09  -4.7565277199203407e-04  -8.5148508083628363e-08  -1.2172523495563182e-07  2.4491810151673371e-07  3.8767819735380498e-04  1.2962193345324737e-14  -1.2172524609054870e-07  -2.4491812985725451e-07  -4.7565277194856504e-04  8.5148515927554392e-08  -1.9126790953970580e-04  -5.1759815714647593e-08  -2.6033878628811016e-08  7.9416038659760891e-08  1.5624417043385498e-04  1.6184990702107118e-16  -2.6033883409493641e-08  -7.9416051641235785e-08  -1.9126790952105852e-04  5.1759815799764504e-08
2.9999999999999800e+00  -5.7138821473436119e-04  -1.0732354716337853e-09  -8.5557200322745666e-08  4.3411679406307784e-07  4.7165782147288646e-04  4.0917284102483912e-14  -8.5815800831080757e-08  -4.3221256000413045e-07  -5.7177050315245415e-04  1.0732738661547536e-09  -3.3575331316363467e-04  -5.8209689649689729e-08  -8.2798323605763505e-08  1.8052335021314748e-07  2.7349501204132389e-04  -1.7784889960290349e-14  -8.2798313200832473e-08  -1.8052335514882054e-07  -3.3575331319123298e-04  5.8209615992057941e-08  -1.6026817886850299e-04  -4.3049210550297763e-08  -2.1636462030358764e-08  6.7317608410730460e-08  1.3076633401821290e-04  -2.5030731959754250e-16  -2.1636467828961436e-08  -6.7317594151963419e-08  -1.6026817886234833e-04  4.3049217407429548e-08
3.9999999999999600e+00  7.7906383383888182e-04  4.9863217488992897e-09  2.9667920711177829e-07  -1.2510090605144278e-07  -6.3579036985994346e-04  -7.1452589355346669e-14  2.9594549461072030e-07  1.2537926184084820e-07  7.7700848754584195e-04  -4.9862952582737249e-09  -1.4038256298392940e-04  -2.0963339836211482e-08  -2.8614588415974723e-08  9.0280203853295241e-08  1.1402963766398744e-04  -2.5137123154658996e-14  -2.8614622844608223e-08  -9.0280205222061202e-08  -1.4038256295374236e-04  2.0963357998300249e-08  -1.1933085639038471e-04  -3.1508842708530531e-08  -1.5828439013553356e-08  5.1462519113170740e-08  9.7291661441488848e-05  -2.0825520368177386e-15  -1.5828442726231983e-08  -5.1462546679175194e-08  -1.1933085634585437e-04  3.1508831299188200e-08
4.9999999999999396e+00  2.7418425521216019e-03  1.3723642432189475e-08  8.5204685705719684e-07  -9.3846434223417182e-07  -2.2445746768946237e-03  9.8133588327047082e-15  8.5055436243483760e-07  9.3642618092111375e-07  2.7376211437594089e-03  -1.3723631962623718e-08  1.3551707932655692e-04  3.1033543949045673e-08  4.7584827968852048e-08  -3.7479642096087689e-08  -1.1114285508667611e-04  -5.4220361588352001e-14  4.7584814016633926e-08  3.7479648178263334e-08  1.3551707925858728e-04  -3.1033613720647675e-08  -6.4339787181200603e-05  -1.6077581876916315e-08  -8.0709602124793551e-09  3.0016801087431141e-08  5.2474750773894144e-05  -1.0496902760580629e-14  -8.0709650837414577e-09  -3.0016784328276249e-08  -6.4339787190814657e-05  1.6077593641693013e-08
5.9999999999999201e+00  5.5434621732810161e-03  2.6217019491048318e-08  1.6460829686098536e-06  -2.0916760857526097e-06  -4.5419125404526067e-03  2.3457584046835784e-14  1.6437706494721544e-06  2.0867940115991378e-06  5.5374132745380058e-03  -2.6217008039224956e-08  5.2956638770290372e-04  1.0545875356048133e-07  1.5589602224942199e-07  -2.2104421946376650e-07  -4.3139672407494628e-04  -1.6274826381218199e-14  1.5589602515516679e-07  2.2104423976422287e-07  5.2956638765920235e-04  -1.0545881134566143e-07  1.0228312786489173e-05  5.0392375645118765e-09  2.4101157602490336e-09  9.6743801462930342e-10  -8.6031711719441493e-06  -1.4332145810876296e-15  2.4101392232474035e-09  -9.6747694383835924e-10  1.0228312793134272e-05  -5.0392407617769272e-09
6.9999999999998996e+00  9.3885337937759886e-03  4.3482456924350775e-08  2.7428436854173338e-06  -3.6427384777865425e-06  -7.6920303656622512e-03  8.1314034662057310e-15  2.7394728045156286e-06  3.6371220909308674e-06  9.3795596299353252e-03  -4.3482509539767258e-08  1.0967205957341879e-03  2.1309760074293636e-07  3.1168552924756506e-07  -4.8659098127668599e-07  -8.9497401690438391e-04  -1.8757150839270236e-14  3.1168544198796455e-07  4.8659101469430533e-07  1.0967205957178462e-03  -2.1309760852864541e-07  1.1248340504567263e-04  3.3570838804256524e-08  1.6762435379735396e-08  -3.9275409125626713e-08  -9.1692553436521901e-05  4.8803118708976948e-15  1.6762420958356899e-08  3.9275392741612932e-08  1.1248340510030009e-04  -3.3570805969110959e-08
7.9999999999998703e+00  1.4303785671287204e-02  6.5125807612609761e-08  4.1815674892991644e-06  -5.5282110539560495e-06  -1.1727419940668339e-02  1.4151043912233920e-14  4.1772629563530439e-06  5.5205108913173728e-06  1.4291924673964349e-02  -6.5125854768815473e-08  1.9192839950344421e-03  3.6874413904149147e-07  5.3656880519841556e-07  -8.7596754701831409e-07  -1.5637956078756220e-03  2.7700945782326939e-14  5.3656893214816876e-07  8.7596744545946669e-07  1.9192839950862971e-03  -3.6874410170686298e-07  2.5431862202063884e-04  7.3206835715765974e-08  3.6654045498680850e-08  -9.5478586813609740e-08  -2.0784171605634462e-04  1.0041968885129678e-14  3.6653995653005612e-08  9.5478520529578588e-08  2.5431862210440967e-04  -7.3206834028957074e-08
8.9999999999998508e+00  1.9904970832252240e-02  9.1586615640280508e-08  5.8949422145364642e-06  -7.5141581604316139e-06  -1.6323791811873156e-02  7.8067103265347401e-15  5.8904056840875047e-06  7.5055957484689420e-06  1.9893317376052662e-02  -9.1586605947874755e-08  3.1106503295210931e-03  5.9480135448328698e-07  8.6108785834564694e-07  -1.4395889760699469e-06  -2.5346724729755242e-03  -7.3766565505588657e-14  8.6108785820527547e-07  1.4395888363213871e-06  3.1106503295361869e-03  -5.9480150187288889e-07  4.5373676048404026e-04  1.2900278050473264e-07  6.4708154626906027e-08  -1.7384412354334104e-07  -3.7117033433527175e-04  -2.2312327579039151e-14  6.4708098606969673e-08  1.7384408370390345e-07  4.5373676052856427e-04  -1.2900276981312383e-07
9.9999999999998295e+00  2.5128998006283040e-02  1.1810947050792137e-07  7.6284288051116168e-06  -9.1159794034566003e-06  -2.0608894887971050e-02  -2.6732844212312430e-15  7.6252675075654492e-06  9.1126998408944171e-06  2.5119614418777362e-02  -1.1810955081466739e-07  4.8162689456756752e-03  9.1887196178596954e-07  1.3265434248463046e-06  -2.2368167368713568e-06  -3.9228388871423540e-03  2.9766792337573908e-14  1.3265433623512119e-06  2.2368167019959437e-06  4.8162689457723531e-03  -9.1887196766431847e-07  7.3695018650432739e-04  2.0693800885674439e-07  1.0432143440510739e-07  -2.8674698506856813e-07  -6.0202792950643698e-04  2.9892654217212233e-15  1.0432143670823935e-07  2.8674693509442299e-07  7.3695018652901196e-04  -2.0693800409469575e-07
1.0999999999999799e+01  2.8316553682656523e-02  1.3703075154615914e-07  8.9121767257602317e-06  -9.6756155027517814e-06  -2.3224829744696682e-02  -3.3179418082729327e-14  8.9125857352600133e-06  9.6808958570822245e-06  2.8315223980543043e-02  -1.3703067071645061e-07  7.1863743009179699e-03  1.3684831207122174e-06  1.9783078199739603e-06  -3.8004955089911858e-06  -5.8492715727685579e-03  -2.6765018811753444e-14  1.9783078381298260e-06  3.8004954237277520e-06  7.1863743010255514e-03  -1.3684832542510933e-06  1.1438982461926535e-03  3.1900352609590209e-07  1.6072114366356197e-07  -4.4931811815704833e-07  -9.3508764794255044e-04  -1.8426361153491603e-15  1.6072108331177042e-07  4.4931814551207350e-07  1.1438982461135913e-03  -3.1900351253166074e-07
1.1999999999999799e+01  2.7726452652030959e-02  1.3965619474925639e-07  9.1419290996421106e-06  -8.7324020387235478e-06  -2.2743501179229228e-02  -3.0291704756271596e-16  9.1483572287959346e-06  8.7494061556540060e-06  2.7735558517196710e-02  -1.3965618261369916e-07  1.0297536963235219e-02  1.9632321843604146e-06  2.8476171718995860e-06  -5.3907926803734219e-06  -8.3879176085734121e-03  -6.8084243602504644e-17  2.8476171766132969e-06  5.3907927847907614e-06  1.0297536963354718e-02  -1.9632322224555550e-06  1.7329626876973286e-03  4.8122644339619526e-07  2.4275037625483199e-07  -6.8613899753950778e-07  -1.4178578803703715e-03  8.2065108702555049e-16  2.4275039415978215e-07  6.8613902312806691e-07  1.7329626876529019e-03  -4.8122644350491299e-07
