# thinned to dt=0.05 from the every-step stream; the last 1 time units are kept whole (the death window)
#       time         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im
#       r =            10.000000           10.000000           14.000000           14.000000           18.000000           18.000000
   0.0100000    4.5689591759e-04    2.8287206971e-12    5.8353093929e-05    1.2789395568e-10    1.2729504244e-05   -2.2008716888e-13
   0.0600000    4.5530371044e-04    2.8449960358e-12    5.8259758664e-05    6.4585280288e-11    1.2706821387e-05   -2.5194592427e-13
   0.1100000    4.5366293063e-04    2.5498684939e-12    5.8162304320e-05    1.2412012226e-10    1.2683314871e-05    1.9274005473e-13
   0.1600000    4.5236482551e-04    1.5117829629e-12    5.8135738744e-05    7.0509972319e-11    1.2656111044e-05    1.5380246099e-12
   0.2100000    4.5081795353e-04   -1.4735399434e-12    5.8208191947e-05   -2.5246866896e-10    1.2622578302e-05    2.9592747555e-12
   0.2600000    4.4843077607e-04    4.6253048896e-12    5.8310250678e-05   -7.8853169396e-10    1.2584417966e-05    2.3391452508e-12
   0.3100000    4.4650172101e-04    3.4202102261e-11    5.8304870381e-05   -1.2811840077e-09    1.2550017341e-05   -2.3639116915e-12
   0.3600000    4.4532756526e-04    4.0695004968e-11    5.8093686468e-05   -1.4331234552e-09    1.2531664153e-05   -1.1007572547e-11
   0.4100000    4.4362447195e-04   -6.0054944521e-11    5.7718698621e-05   -1.1081522294e-09    1.2537765714e-05   -1.9870588491e-11
   0.4600000    4.4148623680e-04   -1.8456367189e-10    5.7357710134e-05   -4.3066646880e-10    1.2564765798e-05   -2.2440649864e-11
   0.5100000    4.3955623804e-04   -5.7476345310e-11    5.7189824935e-05    2.8980428885e-10    1.2595077955e-05   -1.2682689930e-11
   0.5600000    4.3762231113e-04    3.1868669020e-10    5.7234034646e-05    7.4642771098e-10    1.2604139648e-05    1.0590436605e-11
   0.6100000    4.3559049337e-04    3.8340120734e-10    5.7319669592e-05    7.9312719053e-10    1.2573615910e-05    4.0613991125e-11
   0.6600000    4.3353182683e-04   -2.1034918223e-10    5.7243398041e-05    4.7143340012e-10    1.2503146192e-05    6.3247740632e-11
   0.7100000    4.3144819666e-04   -7.0144522315e-10    5.6971716205e-05   -7.8438821590e-11    1.2413094327e-05    6.2088736682e-11
   0.7600000    4.2938981450e-04   -1.0041225145e-10    5.6672728953e-05   -7.2130699944e-10    1.2335620265e-05    2.6682660738e-11
   0.8100000    4.2730600155e-04    9.3294667751e-10    5.6529715878e-05   -1.3585316842e-09    1.2298195485e-05   -3.9744351223e-11
