# time  R_areal_min  r_at_R_areal_min
0.0000000000000000e+00  3.9285384222369091e+00  1.5943626273530123e+00
1.0000000000000000e+00  3.9262989797825472e+00  1.5943626273530123e+00
2.0000000000000000e+00  3.9246392748438299e+00  1.6568395177264454e+00
2.9999999999999800e+00  3.9217527713179789e+00  1.6568395177264454e+00
3.9999999999999600e+00  3.9190960687853194e+00  1.6568395177264454e+00
4.9999999999999396e+00  3.9165034021131766e+00  1.6568395177264454e+00
5.9999999999999201e+00  3.9136077692915499e+00  1.6568395177264454e+00
6.9999999999998996e+00  3.9103100521999776e+00  1.6568395177264454e+00
7.9999999999998703e+00  3.9063961812353361e+00  1.6568395177264454e+00
8.9999999999998508e+00  3.9016043525860362e+00  1.6568395177264454e+00
9.9999999999998295e+00  3.8956316801988398e+00  1.6568395177264454e+00
1.0999999999999799e+01  3.8881728127950863e+00  1.6568395177264454e+00
1.1999999999999799e+01  3.8785812565633577e+00  1.5943626273530123e+00
1.2999999999999799e+01  3.8667223456306568e+00  1.5943626273530123e+00
1.3999999999999700e+01  3.8521579257411762e+00  1.5943626273530123e+00
1.4999999999999700e+01  3.8343274553541544e+00  1.5943626273530123e+00
1.5999999999999700e+01  3.8125464088968695e+00  1.5943626273530123e+00
1.6999999999999901e+01  3.7860066513580022e+00  1.5943626273530123e+00
1.8000000000000000e+01  3.7521570759885083e+00  1.5318876223470179e+00
1.9000000000000199e+01  3.7107340079553657e+00  1.5318876223470179e+00
2.0000000000000298e+01  3.6593055885456787e+00  1.4694147431885933e+00
2.1000000000000501e+01  3.5962913468368267e+00  1.4069442730613035e+00
2.2000000000000600e+01  3.5174362908782388e+00  1.4069442730613035e+00
2.3000000000000799e+01  3.4205473357878988e+00  1.2820119685478759e+00
2.4000000000000998e+01  3.3007710477099854e+00  1.2195510188179910e+00
2.5000000000001101e+01  3.1563911956342463e+00  1.0946424930085621e+00
2.6000000000001300e+01  2.9832955085972999e+00  9.6975754057393126e-01
2.7000000000001400e+01  2.7828647487897142e+00  8.4490661466223593e-01
