# time  Re(R=14)  Im(R=14)  Re(R=30)  Im(R=30)
0.0000000000000000e+00  3.2180175600828960e-03  -3.6120873002712384e-17  1.6357824171084312e-04  -2.6559247456750621e-17
5.0000000000000000e-01  3.1446711546794385e-03  3.0381140582892013e-15  1.6290385972814796e-04  -5.0125556933937375e-16
1.0000000000000000e+00  3.0632133153244896e-03  9.6648830973967981e-16  1.6171959423211409e-04  7.2803295762229866e-16
1.5000000000000000e+00  2.9727524554742616e-03  5.6252034009562218e-15  1.6022715059805032e-04  -4.6104188607508779e-16
2.0000000000000000e+00  2.8727449495973283e-03  1.6922676435615798e-14  1.5852725659216705e-04  2.3837412959867334e-16
2.4999999999999898e+00  2.7611185293305437e-03  7.0621524443257797e-15  1.5667394489523256e-04  -4.5434370834687840e-16
2.9999999999999800e+00  2.6374308293292078e-03  -9.4640007636259682e-15  1.5466821434016888e-04  -5.9532228390110804e-16
3.4999999999999698e+00  2.4995395978107352e-03  -3.8998210043217352e-15  1.5254431296260755e-04  9.1738750385324253e-16
3.9999999999999600e+00  2.3463885228295098e-03  1.8307602409430891e-14  1.5025547909550694e-04  -5.9820007833940453e-16
4.4999999999999503e+00  2.1760148570516796e-03  1.1829633342233352e-14  1.4776880401104521e-04  1.2099172143302116e-15
4.9999999999999396e+00  1.9866358957644744e-03  -3.0573401815325689e-14  1.4507764564953356e-04  -7.0455300580106245e-16
5.4999999999999298e+00  1.7756485529788416e-03  -1.4598216434508551e-14  1.4217320865554940e-04  -5.0155573664005700e-16
5.9999999999999201e+00  1.5423807691394246e-03  7.7641342180879806e-14  1.3902315644180574e-04  1.2540322784099917e-17
6.4999999999999103e+00  1.2831229775281149e-03  1.9958940573948196e-14  1.3557527056929053e-04  -2.3472447638719137e-16
6.9999999999998996e+00  9.9600018216257661e-04  -5.6353589871806220e-14  1.3182503830294853e-04  2.1504255412699443e-15
7.4999999999998801e+00  6.7812306061235681e-04  -1.7449595303311964e-14  1.2775818225558533e-04  -1.0894643646703218e-15
