# time  Re_m-2(R=14)  Im_m-2(R=14)  Re_m-1(R=14)  Im_m-1(R=14)  Re_m0(R=14)  Im_m0(R=14)  Re_m1(R=14)  Im_m1(R=14)  Re_m2(R=14)  Im_m2(R=14)  Re_m-2(R=30)  Im_m-2(R=30)  Re_m-1(R=30)  Im_m-1(R=30)  Re_m0(R=30)  Im_m0(R=30)  Re_m1(R=30)  Im_m1(R=30)  Re_m2(R=30)  Im_m2(R=30)
0.0000000000000000e+00  -3.9077401453174541e-03  1.1536582954876208e-03  7.4434337426538963e-07  2.7910953912651990e-06  3.2103480275074651e-03  -3.6358042227943588e-17  7.4434338861097489e-07  -2.7910954133094618e-06  -3.9077401453166309e-03  -1.1536582954874298e-03  -2.0093778891741310e-04  1.7938213279917217e-04  1.7525590534160187e-07  1.1066471417559878e-07  1.6328402244759243e-04  -2.6591011192272657e-17  1.7525591170978670e-07  -1.1066472117892509e-07  -2.0093778891748122e-04  -1.7938213279913788e-04
5.0000000000000000e-01  -3.8065225080933748e-03  1.1510380533102315e-03  7.9712165913134989e-07  2.7359617548125309e-06  3.1346124248895239e-03  2.0892237050616769e-16  7.9712164860277419e-07  -2.7359617559438564e-06  -3.8065225080953983e-03  -1.1510380533130621e-03  -1.9894795753593221e-04  1.9240652222528269e-04  1.4601826867154032e-07  1.1816835428516382e-07  1.6254553814414407e-04  -3.3111589934244469e-16  1.4601827037518187e-07  -1.1816835464053732e-07  -1.9894795753682947e-04  -1.9240652222386531e-04
1.0000000000000000e+00  -3.6936413358511612e-03  1.1455753495872639e-03  8.4757451162606557e-07  2.6730672287220359e-06  3.0504328150890102e-03  -1.1584732400259611e-14  8.4757449163981666e-07  -2.6730672389595022e-06  -3.6936413358514514e-03  -1.1455753495939495e-03  -1.9700950451257223e-04  1.9017797334620087e-04  6.5461229977642585e-08  1.1859660575437867e-07  1.6129557051571222e-04  2.3633013321783030e-16  6.5461230595883146e-08  -1.1859660593449840e-07  -1.9700950451371409e-04  -1.9017797334741526e-04
1.5000000000000000e+00  -3.5678046103813049e-03  1.1332413065824009e-03  8.9343691047537824e-07  2.6012291469769409e-06  2.9568802739769100e-03  -4.0771761509496296e-16  8.9343693697319717e-07  -2.6012291469876779e-06  -3.5678046103579642e-03  -1.1332413066083105e-03  -1.9474605648469144e-04  1.8761367304854587e-04  8.1997929225045072e-08  1.1701046204890547e-07  1.5974422120149337e-04  -2.9255551851208072e-16  8.1997930099337590e-08  -1.1701046213485207e-07  -1.9474605648322254e-04  -1.8761367304917205e-04
2.0000000000000000e+00  -3.4271145364910749e-03  1.1180112163185689e-03  9.3840817443678089e-07  2.5209778505089452e-06  2.8533594076359465e-03  -7.4733801639541644e-15  9.3840816347185141e-07  -2.5209778830599780e-06  -3.4271145364551331e-03  -1.1180112163176445e-03  -1.9219852416811476e-04  1.8423628648739387e-04  7.1054456183467054e-08  1.1495574633602207e-07  1.5798693056929682e-04  1.3606639326508554e-15  7.1054457835396633e-08  -1.1495574629178568e-07  -1.9219852416529768e-04  -1.8423628648790244e-04
2.4999999999999898e+00  -3.2703925478693332e-03  1.0982355206740685e-03  9.8022645728305734e-07  2.4308899196870732e-06  2.7377543689908941e-03  -3.8282694207617332e-14  9.8022647323031858e-07  -2.4308899268624129e-06  -3.2703925478926995e-03  -1.0982355206780685e-03  -1.8944242650052260e-04  1.8016593382586731e-04  4.1271232282525789e-08  1.1284929651301603e-07  1.5607429305656263e-04  2.0853607054266052e-16  4.1271233184791359e-08  -1.1284929365419209e-07  -1.8944242650052850e-04  -1.8016593382511804e-04
2.9999999999999800e+00  -3.0953058723209304e-03  1.0727616758490232e-03  1.0278385837227415e-06  2.3289458961364489e-06  2.6095580496140044e-03  -3.0182191178306818e-14  1.0278385968520613e-06  -2.3289459369564400e-06  -3.0953058723671286e-03  -1.0727616758728251e-03  -1.8651180272164617e-04  1.7895948734446957e-04  3.0614035715798089e-08  1.1165181408775530e-07  1.5400378176585219e-04  9.6080376575153779e-16  3.0614035917774300e-08  -1.1165181508759997e-07  -1.8651180272156672e-04  -1.7895948734564902e-04
3.4999999999999698e+00  -2.9003135477466569e-03  1.0412374285238195e-03  1.0696587864262434e-06  2.2158685209133607e-06  2.4666040040174425e-03  -1.2444767303254264e-14  1.0696588612152426e-06  -2.2158685700505170e-06  -2.9003135477289202e-03  -1.0412374285219440e-03  -1.8337959784290068e-04  1.8038233061423242e-04  4.2662603734646914e-08  1.1142863956575686e-07  1.5180823333291245e-04  8.9175099291340706e-17  4.2662603400993635e-08  -1.1142863934095150e-07  -1.8337959784640867e-04  -1.8038233061472121e-04
3.9999999999999600e+00  -2.6830745708759508e-03  1.0050407334031039e-03  1.1030365721301178e-06  2.0891391224996006e-06  2.3077868058418260e-03  1.8787656638221371e-14  1.1030365761049128e-06  -2.0891391368702740e-06  -2.6830745709128089e-03  -1.0050407333394081e-03  -1.8003674295698666e-04  1.8201587437698984e-04  6.1517969817039420e-08  1.1154402494667869e-07  1.4944021013557865e-04  1.5391403920822369e-15  6.1517974140094651e-08  -1.1154402312661963e-07  -1.8003674295805799e-04  -1.8201587437343176e-04
4.4999999999999503e+00  -2.4413328235768179e-03  9.6042677024221800e-04  1.1641356487482049e-06  1.9467987300196647e-06  2.1311495051931171e-03  1.1596116523070708e-14  1.1641357130084784e-06  -1.9467987215072114e-06  -2.4413328235914468e-03  -9.6042677028709638e-04  -1.7643950179804273e-04  1.8223437425017098e-04  7.4257836879844664e-08  1.1128426708785348e-07  1.4686648551038960e-04  -7.8389087620122852e-16  7.4257837230327747e-08  -1.1128427209584305e-07  -1.7643950179775059e-04  -1.8223437425168471e-04
