# thinned to dt=0.05 from the every-step stream; the last 1 time units are kept whole (the death window)
#       time         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im
#       r =            14.000000           14.000000           20.000000           20.000000           26.000000           26.000000           30.000000           30.000000
   0.0100000    1.3203864319e-03   -1.9028741849e-04    1.6497618704e-04   -4.2212144835e-05    3.5075585341e-05   -1.2962675580e-05    1.4686186114e-05   -6.7018406935e-06
   0.0600000    1.3188286372e-03   -1.8787809910e-04    1.6483856208e-04   -4.2463903256e-05    3.5053294952e-05   -1.2917824869e-05    1.4766961886e-05   -6.5127027062e-06
   0.1100000    1.3172605497e-03   -1.8431392729e-04    1.6468234806e-04   -4.2803848534e-05    3.5032257849e-05   -1.2896079355e-05    1.4815250147e-05   -6.1837476958e-06
   0.1600000    1.3157424023e-03   -1.8088057178e-04    1.6447206176e-04   -4.3255598383e-05    3.5011424568e-05   -1.2900186248e-05    1.4836853796e-05   -5.8548061421e-06
   0.2100000    1.3142871512e-03   -1.7862420279e-04    1.6424467080e-04   -4.3831905884e-05    3.4989574002e-05   -1.2929088190e-05    1.4836556431e-05   -5.6082696370e-06
   0.2600000    1.3128360821e-03   -1.7805867114e-04    1.6408655988e-04   -4.4508296910e-05    3.4965587086e-05   -1.2978436470e-05    1.4816910338e-05   -5.4810011857e-06
   0.3100000    1.3112962626e-03   -1.7909280260e-04    1.6403798915e-04   -4.5215403754e-05    3.4938746673e-05   -1.3041474836e-05    1.4778467081e-05   -5.4759730359e-06
   0.3600000    1.3096080246e-03   -1.8116928687e-04    1.6403003678e-04   -4.5855294585e-05    3.4908917744e-05   -1.3110136481e-05    1.4720729939e-05   -5.5729248024e-06
   0.4100000    1.3077894365e-03   -1.8353274611e-04    1.6393211300e-04   -4.6334674722e-05    3.4876568575e-05   -1.3176191455e-05    1.4643310727e-05   -5.7376403335e-06
   0.4600000    1.3059252138e-03   -1.8551215220e-04    1.6367245281e-04   -4.6599480713e-05    3.4842639504e-05   -1.3232299703e-05    1.4546908468e-05   -5.9296494443e-06
   0.5100000    1.3041096094e-03   -1.8671819647e-04    1.6331313801e-04   -4.6654861675e-05    3.4808308238e-05   -1.3272858657e-05    1.4433864309e-05   -6.1083004123e-06
   0.5600000    1.3023840341e-03   -1.8710584117e-04    1.6300199625e-04   -4.6561577723e-05    3.4774726707e-05   -1.3294574228e-05    1.4308205183e-05   -6.2372443055e-06
   0.6100000    1.3007121915e-03   -1.8691031704e-04    1.6284449346e-04   -4.6410712962e-05    3.4742806767e-05   -1.3296724312e-05    1.4175240139e-05   -6.2874407098e-06
   0.6600000    1.2990103866e-03   -1.8650667314e-04    1.6281604949e-04   -4.6288177493e-05    3.4713108552e-05   -1.3281117077e-05    1.4040877958e-05   -6.2388443627e-06
   0.7100000    1.2972125251e-03   -1.8625643194e-04    1.6279338257e-04   -4.6244605218e-05    3.4685845815e-05   -1.3251773071e-05    1.3910871831e-05   -6.0809683237e-06
   0.7600000    1.2953207198e-03   -1.8639290230e-04    1.6266834255e-04   -4.6283306139e-05    3.4660980538e-05   -1.3214378477e-05    1.3790171437e-05   -5.8125415129e-06
   0.8100000    1.2933985951e-03   -1.8697151731e-04    1.6243436989e-04   -4.6370276919e-05    3.4638348595e-05   -1.3175571518e-05    1.3682497481e-05   -5.4404876023e-06
   0.8600000    1.2915102048e-03   -1.8788593334e-04    1.6217178504e-04   -4.6459848798e-05    3.4617751652e-05   -1.3142135526e-05    1.3590178207e-05   -4.9784472557e-06
   0.9100000    1.2896582122e-03   -1.8893207533e-04    1.6196031672e-04   -4.6522384416e-05    3.4598969119e-05   -1.3120181137e-05    1.3514222284e-05   -4.4450493509e-06
   0.9600000    1.2877799043e-03   -1.8989269322e-04    1.6181068590e-04   -4.6560171245e-05    3.4581681735e-05   -1.3114406466e-05    1.3454561212e-05   -3.8621099297e-06
   1.0100000    1.2858070302e-03   -1.9061340218e-04    1.6167381039e-04   -4.6604333788e-05    3.4565341990e-05   -1.3127522791e-05    1.3410378323e-05   -3.2529047447e-06
   1.0600000    1.2837337893e-03   -1.9104666373e-04    1.6150149062e-04   -4.6695471935e-05    3.4549059442e-05   -1.3159922219e-05    1.3380446733e-05   -2.6406246958e-06
   1.1100000    1.2816278643e-03   -1.9125197858e-04    1.6128906691e-04   -4.6858645483e-05    3.4531577275e-05   -1.3209639968e-05    1.3363417530e-05   -2.0470871567e-06
   1.1600000    1.2795718618e-03   -1.9135640276e-04    1.6106520895e-04   -4.7085543944e-05    3.4511395204e-05   -1.3272627850e-05    1.3358024527e-05   -1.4917423172e-06
   1.2100000    1.2775865222e-03   -1.9149425776e-04    1.6085490388e-04   -4.7332585449e-05    3.4487046682e-05   -1.3343311589e-05    1.3363196000e-05   -9.9098458431e-07
   1.2600000    1.2756045467e-03   -1.9175218664e-04    1.6065966234e-04   -4.7535706050e-05    3.4457478620e-05   -1.3415359621e-05    1.3378082874e-05   -5.5775566822e-07
   1.3100000    1.2735214440e-03   -1.9214164540e-04    1.6046723261e-04   -4.7634854366e-05    3.4422430541e-05   -1.3482554388e-05    1.3402025570e-05   -2.0140873621e-07
   1.3600000    1.2712842634e-03   -1.9260722935e-04    1.6026997553e-04   -4.7597343354e-05    3.4382685479e-05   -1.3539636864e-05    1.3434485809e-05    7.2208028882e-08
   1.4100000    1.2689441053e-03   -1.9306274152e-04    1.6007088363e-04   -4.7430468006e-05    3.4340081284e-05   -1.3582996846e-05    1.3474968788e-05    2.6049595815e-07
   1.4600000    1.2666239673e-03   -1.9343565741e-04    1.5987633978e-04   -4.7178857646e-05    3.4297228075e-05   -1.3611106731e-05    1.3522955691e-05    3.6372705171e-07
   1.5100000    1.2644224982e-03   -1.9369940231e-04    1.5968706326e-04   -4.6908485743e-05    3.4256963139e-05   -1.3624639737e-05    1.3577859075e-05    3.8458815734e-07
   1.5600000    1.2623308155e-03   -1.9388099150e-04    1.5949610256e-04   -4.6684711778e-05    3.4221663717e-05   -1.3626267519e-05    1.3639005689e-05    3.2768948982e-07
   1.6100000    1.2602328559e-03   -1.9404408367e-04    1.5929467710e-04   -4.6553892447e-05    3.4192600175e-05   -1.3620185080e-05    1.3705645276e-05    1.9907238882e-07
   1.6600000    1.2579916548e-03   -1.9425810877e-04    1.5908006711e-04   -4.6535549893e-05    3.4169524814e-05   -1.3611452044e-05    1.3776978714e-05    5.7440633554e-09
   1.7100000    1.2555523799e-03   -1.9456848478e-04    1.5885757795e-04   -4.6626015058e-05    3.4150641668e-05   -1.3605262101e-05    1.3852197366e-05   -2.4474033061e-07
   1.7600000    1.2529801993e-03   -1.9498022756e-04    1.5863431230e-04   -4.6808725920e-05    3.4133002035e-05   -1.3606252810e-05    1.3930524598e-05   -5.4463510303e-07
   1.8100000    1.2504066170e-03   -1.9545992906e-04    1.5841247362e-04   -4.7064421763e-05    3.4113244624e-05   -1.3617948608e-05    1.4011251816e-05   -8.8629389511e-07
   1.8600000    1.2479318125e-03   -1.9595305784e-04    1.5819115898e-04   -4.7376538793e-05    3.4088488830e-05   -1.3642397377e-05    1.4093764063e-05   -1.2623903959e-06
   1.9100000    1.2455604718e-03   -1.9640815813e-04    1.5797338948e-04   -4.7730850244e-05    3.4057130018e-05   -1.3680023458e-05    1.4177552273e-05   -1.6660727666e-06
   1.9600000    1.2432137950e-03   -1.9679817372e-04    1.5776540561e-04   -4.8111641951e-05    3.4019300783e-05   -1.3729686071e-05    1.4262212208e-05   -2.0910577436e-06
   2.0100000    1.2407961346e-03   -1.9713126126e-04    1.5756477944e-04   -4.8498385534e-05    3.3976850515e-05   -1.3788907358e-05    1.4347432296e-05   -2.5316727997e-06
