# thinned to dt=0.05 from the every-step stream; the last 1 time units are kept whole (the death window)
#       time         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im
#       r =            14.000000           14.000000           20.000000           20.000000           26.000000           26.000000           30.000000           30.000000
   0.0100000    1.3203864669e-03    1.9028743999e-04    1.6484723383e-04    4.2194586066e-05    3.5075598406e-05    1.2962685650e-05    1.4686189590e-05    6.7018438134e-06
   0.0600000    1.3188286701e-03    1.8787812059e-04    1.6470936470e-04    4.2422621403e-05    3.5053308382e-05    1.2917834828e-05    1.4766965354e-05    6.5127058429e-06
   0.1100000    1.3172605823e-03    1.8431394876e-04    1.6456230793e-04    4.2824546317e-05    3.5032271795e-05    1.2896089098e-05    1.4815253608e-05    6.1837507797e-06
   0.1600000    1.3157424377e-03    1.8088059322e-04    1.6439829226e-04    4.3379266963e-05    3.5011439043e-05    1.2900195724e-05    1.4836857232e-05    5.8548090753e-06
   0.2100000    1.3142871900e-03    1.7862422421e-04    1.6424691602e-04    4.4054602335e-05    3.4989588847e-05    1.2929097408e-05    1.4836559812e-05    5.6082723633e-06
   0.2600000    1.3128361208e-03    1.7805869253e-04    1.6414960956e-04    4.4797050319e-05    3.4965601914e-05    1.2978445547e-05    1.4816913604e-05    5.4810037433e-06
   0.3100000    1.3112962973e-03    1.7909282396e-04    1.6410336061e-04    4.5530419345e-05    3.4938760879e-05    1.3041483989e-05    1.4778470177e-05    5.4759755384e-06
   0.3600000    1.3096080558e-03    1.8116930821e-04    1.6403955680e-04    4.6168068084e-05    3.4908930748e-05    1.3110145936e-05    1.4720732818e-05    5.5729274226e-06
   0.4100000    1.3077894677e-03    1.8353276745e-04    1.6387403804e-04    4.6635431241e-05    3.4876580162e-05    1.3176201328e-05    1.4643313386e-05    5.7376431923e-06
   0.4600000    1.3059252471e-03    1.8551217350e-04    1.6358780692e-04    4.6893365776e-05    3.4842650053e-05    1.3232309942e-05    1.4546910943e-05    5.9296525709e-06
   0.5100000    1.3041096438e-03    1.8671821775e-04    1.6325784822e-04    4.6951536768e-05    3.4808318633e-05    1.3272869032e-05    1.4433866691e-05    6.1083037017e-06
   0.5600000    1.3023840680e-03    1.8710586244e-04    1.6300104163e-04    4.6864933582e-05    3.4774737977e-05    1.3294584450e-05    1.4308207595e-05    6.2372475227e-06
   0.6100000    1.3007122250e-03    1.8691033828e-04    1.6287882003e-04    4.6713863738e-05    3.4742819586e-05    1.3296734195e-05    1.4175242716e-05    6.2874435562e-06
   0.6600000    1.2990104205e-03    1.8650669435e-04    1.6284941892e-04    4.6575340232e-05    3.4713122878e-05    1.3281126622e-05    1.4040880831e-05    6.2388465483e-06
   0.7100000    1.2972125592e-03    1.8625645312e-04    1.6280909749e-04    4.6498170975e-05    3.4685860923e-05    1.3251782475e-05    1.3910875110e-05    6.0809696395e-06
   0.7600000    1.2953207530e-03    1.8639292343e-04    1.6268048118e-04    4.6492622422e-05    3.4660995357e-05    1.3214387991e-05    1.3790175198e-05    5.8125419224e-06
   0.8100000    1.2933986271e-03    1.8697153840e-04    1.6246697234e-04    4.6538334821e-05    3.4638362226e-05    1.3175581313e-05    1.3682501754e-05    5.4404872657e-06
   0.8600000    1.2915102363e-03    1.8788595438e-04    1.6223122084e-04    4.6604870672e-05    3.4617763791e-05    1.3142145595e-05    1.3590182970e-05    4.9784465866e-06
   0.9100000    1.2896582438e-03    1.8893209631e-04    1.6202942401e-04    4.6673215327e-05    3.4598980154e-05    1.3120191323e-05    1.3514227482e-05    4.4450489724e-06
