time  net_outward_flux  psi4_boundary_amp
2.3000000000000799e+01  6.9275069395831180e-05  1.2134109280543239e-05
2.4000000000000998e+01  6.1232977695886123e-05  1.5645207673353906e-05
2.5000000000001101e+01  5.4579455558235348e-05  2.0255889955810504e-05
2.6000000000001300e+01  4.8862146924438864e-05  2.5858959852506591e-05
2.7000000000001400e+01  4.2638590103753507e-05  3.2890911206066742e-05
2.8000000000001599e+01  3.2053246381034308e-05  4.1457060009068101e-05
2.9000000000001702e+01  1.9396601042531130e-05  5.1743828824272739e-05
3.0000000000001901e+01  3.5545922906116044e-06  6.3664081305623020e-05
3.1000000000002000e+01  -1.2251777732613779e-05  7.6970866412951017e-05
3.2000000000002203e+01  -1.9358582858438732e-05  9.1088443906255537e-05
3.3000000000001997e+01  -1.9579634111056717e-05  1.0475600161509881e-04
3.4000000000001798e+01  -3.3519219512389435e-06  1.1648013292156851e-04
3.5000000000001599e+01  4.1157704266364159e-05  1.2429048110375662e-04
3.6000000000001400e+01  1.1838053229285063e-04  1.2611094959782433e-04
3.7000000000001201e+01  2.4026369468843969e-04  1.1987230089836834e-04
3.8000000000001002e+01  4.1279917294889163e-04  1.0415745909540259e-04
3.9000000000000803e+01  6.3080732795051152e-04  7.8510897366886696e-05
4.0000000000000597e+01  8.8841909516255849e-04  4.3588013836423764e-05
4.1000000000000398e+01  1.1770411165615286e-03  1.4476840863705543e-05
4.2000000000000199e+01  1.4788016455780078e-03  5.5585167355154099e-05
4.3000000000000000e+01  1.7801145880836930e-03  1.0898758693880793e-04
4.3999999999999801e+01  2.0729442558169759e-03  1.6352121725201309e-04
4.4999999999999602e+01  2.3392800294884538e-03  2.1577929775009661e-04
4.5999999999999403e+01  2.5562658264701417e-03  2.6254713548514585e-04
4.6999999999999197e+01  2.7124270986890499e-03  3.0136099494733386e-04
4.7999999999998998e+01  2.8066605236476984e-03  3.3009128246310615e-04
4.8999999999998799e+01  2.8328069781849551e-03  3.4672143238130690e-04
4.9999999999998600e+01  2.7799511601250947e-03  3.4964216371000041e-04
5.0999999999998401e+01  2.6496757682682136e-03  3.3788617038096679e-04
5.1999999999998202e+01  2.4520846710835960e-03  3.1197132856289388e-04
5.2999999999998003e+01  2.1951782848802876e-03  2.7219665573988984e-04
5.3999999999997797e+01  1.8913109094228038e-03  2.1987480690016789e-04
5.4999999999997598e+01  1.5636554370350910e-03  1.5720284334876536e-04
5.5999999999997399e+01  1.2347197834430912e-03  8.8540751432710383e-05
5.6999999999997200e+01  9.1472805449507183e-04  3.3163686118470471e-05
5.7999999999997002e+01  6.1236510210650817e-04  7.6560212639658484e-05
5.8999999999996803e+01  3.4598444304411087e-04  1.4724770158848138e-04
5.9999999999996597e+01  1.3822306937017381e-04  2.1392197016409072e-04
6.0999999999996398e+01  4.5828020959442148e-06  2.7140845641943805e-04
6.1999999999996199e+01  -5.3040795519738632e-05  3.1795335663667369e-04
6.2999999999996000e+01  -4.0445002562225378e-05  3.5253924311410352e-04
6.3999999999995801e+01  4.1628889930574222e-05  3.7460229283708366e-04
6.4999999999996305e+01  1.9319302569019002e-04  3.8388582539322386e-04
6.5999999999996902e+01  3.9706095384228323e-04  3.8154666106495145e-04
6.6999999999997399e+01  6.2780736664571170e-04  3.6944026111216359e-04
6.7999999999997897e+01  8.7419065325229509e-04  3.4880364983973190e-04
6.8999999999998394e+01  1.1305163332126925e-03  3.2068174540783828e-04
6.9999999999998906e+01  1.3693254606028029e-03  2.8628556608892622e-04
7.0999999999999403e+01  1.5559687531730799e-03  2.4754014794782731e-04
7.1999999999999901e+01  1.6761005595387203e-03  2.0592332580185444e-04
7.3000000000000398e+01  1.7310261768732423e-03  1.6346158256689026e-04
7.4000000000000995e+01  1.7163663352360811e-03  1.2265890207154611e-04
7.5000000000001506e+01  1.6173688127911580e-03  9.0614456405659383e-05
7.6000000000002004e+01  1.4360771094472475e-03  7.9406199318690288e-05
7.7000000000002501e+01  1.2014290561141007e-03  9.6124434980859169e-05
7.8000000000002998e+01  9.4337136356723028e-04  1.2740770889134052e-04
7.9000000000003496e+01  6.8022050184121294e-04  1.6148684649603095e-04
8.0000000000003993e+01  4.3049074698427278e-04  1.9328967559780155e-04
8.1000000000004505e+01  2.1246417409654034e-04  2.2013300154851545e-04
8.2000000000005002e+01  3.3252205086054631e-05  2.4241800821104398e-04
8.3000000000005599e+01  -1.0680957229392978e-04  2.5813982319527080e-04
8.4000000000006096e+01  -2.0489365493274843e-04  2.6822619288658316e-04
8.5000000000006594e+01  -2.5579374561993492e-04  2.7315372212613541e-04
8.6000000000007105e+01  -2.6289654402009328e-04  2.7328856103219336e-04
8.7000000000007603e+01  -2.3938938168594105e-04  2.6854069047594725e-04
8.8000000000008100e+01  -1.9738221493375354e-04  2.5949748952679456e-04
8.9000000000008598e+01  -1.4296782583827982e-04  2.4747841311751901e-04
9.0000000000009095e+01  -7.5291889817384226e-05  2.3199031488241266e-04
9.1000000000009607e+01  4.5028946728626216e-06  2.1062250838312099e-04
9.2000000000010203e+01  9.0436448792116926e-05  1.8880538615124510e-04
9.3000000000010701e+01  1.7849513685714024e-04  1.6498032146642998e-04
9.4000000000011198e+01  2.6723388051710592e-04  1.3973633552715015e-04
9.5000000000011696e+01  3.5429047463058424e-04  1.1932667789114326e-04
9.6000000000012193e+01  4.3819137217786296e-04  1.0865577520431775e-04
9.7000000000012705e+01  5.1792349836751750e-04  1.0626079036683704e-04
9.8000000000013202e+01  5.8810968675229594e-04  1.1495542943429649e-04
9.9000000000013699e+01  6.4523665475933289e-04  1.3338737253211624e-04
