time  net_outward_flux  psi4_boundary_amp
0.0000000000000000e+00  0.0000000000000000e+00  8.5229048333697847e-07
1.0000000000000000e+00  -5.7512800867744603e-10  8.6244411693487962e-07
2.0000000000000000e+00  3.4196371472262664e-09  8.5165718673008390e-07
2.9999999999999800e+00  -3.0474318798735897e-08  9.1714768210341387e-07
3.9999999999999600e+00  1.6362496244552263e-07  8.5148016345890451e-07
4.9999999999999396e+00  8.4215265619391502e-07  9.0221699898581395e-07
5.9999999999999201e+00  1.6352057526421405e-06  9.0111780500178506e-07
6.9999999999998996e+00  2.2141745923417465e-06  8.9698000310314970e-07
7.9999999999998703e+00  2.6458439600575808e-06  9.0952287625434622e-07
8.9999999999998508e+00  3.2134855877538493e-06  9.0114326582056885e-07
9.9999999999998295e+00  3.7640181766165737e-06  9.1017759535584534e-07
1.0999999999999799e+01  4.1166675033346689e-06  9.1599326694588924e-07
1.1999999999999799e+01  4.6036627696174544e-06  9.1009185013156746e-07
1.2999999999999799e+01  5.2795559762126728e-06  9.0720924330145081e-07
1.3999999999999700e+01  5.8075638793717730e-06  9.0853472811387495e-07
1.4999999999999700e+01  6.1132167536854592e-06  9.0681968735517742e-07
1.5999999999999700e+01  6.3693706220504881e-06  9.0060296024160402e-07
1.6999999999999901e+01  6.8721869644579803e-06  8.9187573318364124e-07
1.8000000000000000e+01  7.6186301734092341e-06  8.8300564816981698e-07
1.9000000000000199e+01  8.2144785182331451e-06  8.7387527991892700e-07
2.0000000000000298e+01  8.4531602619131510e-06  8.6236284803060437e-07
2.1000000000000501e+01  8.5381014166020029e-06  8.4657445867884404e-07
