  22.0100000   -8.8807830323e-03   -9.5366458346e-08    7.9081345086e-03    2.2621174680e-08    1.0361335685e-02   -2.5428566820e-08
  22.0200000   -8.9339191492e-03   -1.4254455284e-07    7.8779338481e-03    2.4799021053e-08    1.0366122585e-02   -1.9627391107e-08
  22.0300000   -8.9869230953e-03   -2.0484824628e-07    7.8478428377e-03    2.6883831654e-08    1.0370857849e-02   -1.3453948578e-08
  22.0400000   -9.0399339328e-03   -2.7498756742e-07    7.8178454187e-03    2.8808111155e-08    1.0375543271e-02   -6.9710113812e-09
  22.0500000   -9.0985609251e-03   -4.1737564666e-08    7.7879213481e-03    3.0502869924e-08    1.0380180706e-02   -2.4944804026e-10
  22.0600000   -9.1525269236e-03   -5.1015122175e-08    7.7580472643e-03    3.1899684804e-08    1.0384772021e-02    6.6327785026e-09
  22.0700000   -9.2065866492e-03   -5.7566820391e-08    7.7281978249e-03    3.2932806855e-08    1.0389319062e-02    1.3591767247e-08
  22.0800000   -9.2607393192e-03   -6.1186383367e-08    7.6983468623e-03    3.3541294555e-08    1.0393823626e-02    2.0539021923e-08
  22.0900000   -9.3149034665e-03   -6.1720360235e-08    7.6682876785e-03    3.8084335743e-08    1.0398265249e-02    2.9997967651e-08
  22.1000000   -9.3692236241e-03   -5.9316522501e-08    7.6383527246e-03    3.8489791906e-08    1.0402681928e-02    3.7044217957e-08
  22.1100000   -9.4236176032e-03   -5.4053324490e-08    7.6081860437e-03    3.8349724672e-08    1.0407059274e-02    4.3681566405e-08
  22.1200000   -9.4780731798e-03   -4.6175257678e-08    7.5777832670e-03    3.7657531561e-08    1.0411398393e-02    4.9805868471e-08
  22.1300000   -9.5325760911e-03   -3.6021061148e-08    7.5471444678e-03    3.6414676664e-08    1.0415700248e-02    5.5317361090e-08
  22.1400000   -9.5871105110e-03   -2.4008331952e-08    7.5162739659e-03    3.4630472447e-08    1.0419965640e-02    6.0122207993e-08
  22.1500000   -9.6416595708e-03   -1.0615281143e-08    7.4851800200e-03    3.2321862480e-08    1.0424195184e-02    6.4134025783e-08
  22.1600000   -9.6962059039e-03    3.6392853644e-09    7.4538744294e-03    2.9513141863e-08    1.0428389299e-02    6.7275333036e-08
  22.1700000   -9.7507321947e-03    1.8217027028e-08    7.4223720611e-03    2.6235564339e-08    1.0432548190e-02    6.9478935679e-08
  22.1800000   -9.8052217124e-03    3.2580965125e-08    7.3906903191e-03    2.2527002526e-08    1.0436671840e-02    7.0689204073e-08
