# time  Re(R=8)  Im(R=8)  Re(R=16)  Im(R=16)
0.0000000000000000e+00  -2.2618105935170699e-06  -1.2053702355902321e-17  -6.7848951200095621e-07  3.1384053003429523e-17
8.0000000000000004e-01  -2.6171333765791408e-06  1.7613626621679548e-17  -1.1730121155880361e-06  1.6115331217105098e-17
1.6000000000000001e+00  -1.7217253503031881e-06  -7.2145184249437777e-17  -5.5543506594582478e-07  1.0833350225057528e-16
2.3999999999999901e+00  -1.6322211865276208e-06  1.9540372466798905e-16  -3.4721586496127783e-07  -2.0927007753101558e-17
3.1999999999999802e+00  -1.8780249151170336e-06  -2.6515519380848618e-17  -7.1130692918639099e-07  2.4293010806371741e-17
3.9999999999999600e+00  -1.5111075868832021e-06  -6.2266662502084499e-17  -4.2083997665960342e-07  1.3386836923674024e-16
4.7999999999999403e+00  -1.3597606539440881e-06  -3.2257132213811893e-17  -5.2487645070918422e-07  -1.3425524094748680e-15
5.5999999999999304e+00  -1.6881654688092056e-06  1.9390701745019071e-17  -4.5260165278860342e-07  9.8365865225632566e-15
6.3999999999999098e+00  -1.3201144787082903e-06  -7.4081925083334735e-17  -2.7674094129772663e-07  -3.7037660595480733e-14
7.1999999999998900e+00  -1.7349266344055627e-06  1.7684438576070008e-16  -2.6319531717912262e-07  1.1861261266610208e-13
7.9999999999998703e+00  -1.5310991343366965e-06  4.2549429555898896e-17  -1.1666802215203132e-07  -3.7612585817792189e-13
8.7999999999998604e+00  -1.8235194805187282e-06  3.9226942820293903e-17  4.8859666972408043e-09  8.7958485238653133e-13
9.5999999999998398e+00  -1.9797464955446541e-06  -1.4876227894390463e-16  1.6157196236144310e-07  -1.1888585463168877e-12
1.0399999999999800e+01  -1.8036026109720249e-06  1.3479288452284462e-15  2.2614703835179353e-07  1.4980116360433843e-12
1.1199999999999800e+01  -2.0116917572299764e-06  -5.8277361784247767e-15  3.3725760709146208e-07  -4.0217981542505922e-12
1.1999999999999799e+01  -2.0719555526223959e-06  9.3818995541145034e-15  4.6030068330694081e-07  8.4802457700539801e-12
1.2799999999999800e+01  -2.2406630619830344e-06  2.7652330769688087e-14  4.6533772487480399e-07  -7.3858644151237473e-12
1.3599999999999801e+01  -2.2276168430534697e-06  -2.2635739049003977e-13  5.2750514163107104e-07  -3.0326723498590703e-12
1.4399999999999700e+01  -2.2821593620827057e-06  6.0008720294786664e-13  5.1569357186253393e-07  1.0769146487672928e-11
1.5199999999999701e+01  -2.1574813393576438e-06  -2.0777031548889296e-13  4.6966544058214311e-07  -1.6885111691192955e-12
1.5999999999999700e+01  -2.3308955894792131e-06  -1.0111810058202576e-12  3.9768630017780241e-07  2.3081586593373421e-13
1.6799999999999802e+01  -2.4627401188638357e-06  3.8740254121240759e-13  2.9093490531712366e-07  -9.0488309080859531e-12
1.7600000000000001e+01  -2.3897822072095936e-06  -1.9446907844431903e-12  2.4944056029220409e-07  1.6826636007761415e-11
1.8400000000000102e+01  -2.4659948355101775e-06  1.3657520438949025e-12  1.2363698018598918e-07  1.1155554182653676e-12
1.9200000000000198e+01  -2.5339984272787150e-06  4.9536937293745691e-12  9.9881162570027655e-08  -1.3880054667669327e-11
2.0000000000000298e+01  -2.5428021659365107e-06  5.6930949818326758e-12  3.0294959361996171e-08  1.4029203195754762e-11
2.0800000000000502e+01  -2.6365820710121593e-06  3.0650204062952096e-12  3.3202569568588145e-08  1.8277156540072478e-11
2.1600000000000598e+01  -2.7169304982542743e-06  -9.2206118936241719e-12  6.2112255087234831e-08  -7.6995091969027233e-12
2.2400000000000698e+01  -2.7645833822741060e-06  -2.1132445388134590e-11  1.1234460127092326e-07  -4.7747079094332133e-12
2.3200000000000799e+01  -2.8337816182325926e-06  -2.1698840737945443e-11  1.5978378034777740e-07  -3.1662217363346326e-12
2.4000000000000998e+01  -2.9172548200422822e-06  -2.4154017872981035e-11  2.1503218491045663e-07  5.5715082092721758e-12
2.4800000000001098e+01  -3.0052242348272074e-06  -2.8387999971687185e-11  2.6781222647635951e-07  8.7842266037540539e-12
2.5600000000001199e+01  -3.1003317773224495e-06  7.5393551214527352e-12  3.6119811979360681e-07  -1.7946539291778939e-11
2.6400000000001299e+01  -3.1934798549232773e-06  -5.6644340016035952e-11  4.6321983285586349e-07  -1.5758225958519738e-11
