# downsampled to dt=0.5 from the every-step stream
# time matter_min_NEC matter_min_WEC matter_min_SEC matter_min_DEC matter_integral_NEC_violation
   0.0100000   -1.8247838037e-04   -1.1195083324e-03   -1.1652308430e-03   -4.5162014381e-04    3.0428882880e-02
   0.5100000   -1.8235604176e-04   -1.1188375025e-03   -1.1643645605e-03   -4.5133370982e-04    3.0533761720e-02
   1.0100000   -1.8357689757e-04   -1.1262912253e-03   -1.1718775913e-03   -4.5435052765e-04    3.0619458168e-02
   1.5100000   -1.8629146940e-04   -1.1424941192e-03   -1.1897044373e-03   -4.6097644853e-04    3.0661720668e-02
   2.0100000   -1.8529835977e-04   -1.1365017726e-03   -1.1828033385e-03   -4.5854367656e-04    3.0684001718e-02
   2.5100000   -1.7975770790e-04   -1.1032122735e-03   -1.1467966636e-03   -4.4497363609e-04    3.0677964719e-02
   3.0100000   -1.7834292834e-04   -1.0944244575e-03   -1.1383380011e-03   -4.4144564144e-04    3.0671920067e-02
   3.5100000   -1.8097054475e-04   -1.1102178799e-03   -1.1552252247e-03   -4.4788406781e-04    3.0683509612e-02
   4.0100000   -1.8213537130e-04   -1.1175469555e-03   -1.1625999402e-03   -4.5080301384e-04    3.0686609830e-02
   4.5100000   -1.8260085226e-04   -1.1203801601e-03   -1.1658300485e-03   -4.5194854569e-04    3.0687831836e-02
   5.0100000   -1.8262609933e-04   -1.1203664363e-03   -1.1660348095e-03   -4.5197757775e-04    3.0701150114e-02
   5.5100000   -1.8152636016e-04   -1.1137749808e-03   -1.1589344024e-03   -4.4928683697e-04    3.0734474201e-02
   6.0100000   -1.8125680695e-04   -1.1122283629e-03   -1.1571466729e-03   -4.4864139980e-04    3.0768274461e-02
   6.5100000   -1.8161448345e-04   -1.1143647628e-03   -1.1594991033e-03   -4.4951468938e-04    3.0787513962e-02
   7.0100000   -1.8164221581e-04   -1.1145007330e-03   -1.1597011731e-03   -4.4957642076e-04    3.0794220971e-02
