# time  core_x_canon  core_y_canon  core_z_canon  peak_canon  core_x_phantom  core_y_phantom  core_z_phantom  peak_phantom  coord_sep  proper_sep  px_canon  px_phantom  px_total  shift_x_canon  shift_x_phantom  max_abs_shift
0.0000000000000000e+00  4.2000105152353072e+01  3.2000000000000000e+01  3.2000000000000000e+01  2.4152880544969363e-02  2.2000106447831744e+01  3.2000000000000000e+01  3.2000000000000000e+01  2.4060400272978857e-02  1.9999998704521328e+01  2.0000197862266141e+01  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
8.0000000000000004e-01  4.2000167763543431e+01  3.2000000000000007e+01  3.2000000000000000e+01  2.4163596200013567e-02  2.2000171830969798e+01  3.2000000000000014e+01  3.2000000000000000e+01  2.4076041198828724e-02  1.9999995932573633e+01  2.0000202058850210e+01  1.0044561269362854e-06  1.0141341037533849e-06  -9.6779768170994726e-09  5.6827069191375830e-07  -5.4740088862241303e-07  1.0653299765734875e-05
1.6000000000000001e+00  4.2000294755684791e+01  3.2000000000000334e+01  3.2000000000000000e+01  2.4241755469684770e-02  2.2000303286133750e+01  3.2000000000000121e+01  3.2000000000000000e+01  2.4139477782507988e-02  1.9999991469551041e+01  2.0000215334226912e+01  2.0141172548432082e-06  2.0247941496527955e-06  -1.0676894809587311e-08  6.0123043496531361e-07  -7.8794039305525248e-07  1.5980990367256089e-05
2.3999999999999901e+00  4.2000407673914829e+01  3.2000000000000796e+01  3.2000000000000000e+01  2.4153020544617213e-02  2.2000420602101819e+01  3.2000000000000540e+01  3.2000000000000000e+01  2.4010732295833552e-02  1.9999987071813010e+01  2.0000228596593196e+01  3.0369969221339400e-06  3.0444358730178339e-06  -7.4389508838938841e-09  1.8848681045011988e-06  -3.2961751800646164e-06  2.4892148433515054e-05
3.1999999999999802e+00  4.2000530301424064e+01  3.2000000000000291e+01  3.2000000000000000e+01  2.4102382790655037e-02  2.2000551007409889e+01  3.2000000000001172e+01  3.2000000000000000e+01  2.3951936563500951e-02  1.9999979294014175e+01  2.0000235756760535e+01  4.0668769440990649e-06  4.0773400206191521e-06  -1.0463076520087167e-08  -5.0049130637975795e-08  -1.1880208275461909e-06  1.9008163070932725e-05
3.9999999999999600e+00  4.2000718832065580e+01  3.2000000000000348e+01  3.2000000000000000e+01  2.4213085621966727e-02  2.2000750134527415e+01  3.2000000000000924e+01  3.2000000000000000e+01  2.4053944931263289e-02  1.9999968697538165e+01  2.0000237272358312e+01  5.0913616071182765e-06  5.1146978624720570e-06  -2.3336255353780426e-08  -4.6542458074571201e-06  8.5495075330471028e-06  5.1777716949371727e-05
4.7999999999999403e+00  4.2000971459030197e+01  3.2000000000000654e+01  3.2000000000000000e+01  2.4225073634517570e-02  2.2001012497502551e+01  3.2000000000001087e+01  3.2000000000000000e+01  2.4065139734590339e-02  1.9999958961527646e+01  2.0000233133567452e+01  6.1094549412019628e-06  6.1487148459014417e-06  -3.9259904699478979e-08  -6.8398150390178946e-06  9.8983730301240706e-06  4.7925498191951633e-05
5.5999999999999304e+00  4.2001233680058036e+01  3.2000000000000661e+01  3.2000000000000000e+01  2.4148045704896936e-02  2.2001280653657652e+01  3.2000000000001336e+01  3.2000000000000014e+01  2.4034940971259647e-02  1.9999953026400384e+01  2.0000230187364163e+01  7.1262880892084058e-06  7.1757164993919039e-06  -4.9428410183498084e-08  -5.3090711946139253e-06  3.6134215517938739e-06  2.7155243470809116e-05
6.3999999999999098e+00  4.2001463036728786e+01  3.1999999999999947e+01  3.1999999999999993e+01  2.4123050468344873e-02  2.2001514659767519e+01  3.2000000000002338e+01  3.1999999999999993e+01  2.4044291114136786e-02  1.9999948376961267e+01  2.0000229359381933e+01  8.1509892840279047e-06  8.2051095138465134e-06  -5.4120229818608687e-08  -9.9788585480894215e-06  5.6283164380083887e-06  2.8744649901166694e-05
7.1999999999998900e+00  4.2001681961325652e+01  3.1999999999999503e+01  3.2000000000000000e+01  2.4129187859686090e-02  2.2001743307901915e+01  3.2000000000003432e+01  3.2000000000000000e+01  2.4038386363952752e-02  1.9999938653423737e+01  2.0000227877612371e+01  9.1886582111909830e-06  9.2484515239577411e-06  -5.9793312766758078e-08  -9.2837954334288619e-06  6.7323537136462220e-06  3.3472931603740210e-05
7.9999999999998703e+00  4.2001954593275983e+01  3.1999999999998714e+01  3.2000000000000000e+01  2.4151009648791289e-02  2.2002033996118616e+01  3.2000000000003439e+01  3.2000000000000000e+01  2.4026940771971365e-02  1.9999920597157367e+01  2.0000223245603440e+01  1.0234488911764544e-05  1.0305030549658156e-05  -7.0541637893611875e-08  -8.7139492982454392e-06  9.5352186642629603e-06  2.7760876575436510e-05
8.7999999999998604e+00  4.2002321924725109e+01  3.1999999999998565e+01  3.2000000000000007e+01  2.4165519334760348e-02  2.2002421588788902e+01  3.2000000000004860e+01  3.1999999999999993e+01  2.4027100109143870e-02  1.9999900335936207e+01  2.0000219560765952e+01  1.1284261823349060e-05  1.1367282022503698e-05  -8.3020199154637715e-08  -8.6061999692619492e-06  1.1118790603992817e-05  2.5444644594537553e-05
9.5999999999998398e+00  4.2002755764188670e+01  3.2000000000001144e+01  3.2000000000000000e+01  2.4154826981993130e-02  2.2002869790176792e+01  3.2000000000007304e+01  3.2000000000000000e+01  2.4038833691692289e-02  1.9999885974011878e+01  2.0000223051482575e+01  1.2334617664133828e-05  1.2426920560552829e-05  -9.2302896419001228e-08  -1.1155588524921170e-05  1.0084196782860945e-05  2.2707334939508747e-05
1.0399999999999800e+01  4.2003199182862573e+01  3.2000000000027306e+01  3.2000000000000000e+01  2.4133299820900549e-02  2.2003322299120381e+01  3.1999999999987814e+01  3.2000000000000000e+01  2.4043818135573398e-02  1.9999876883742193e+01  2.0000232352216951e+01  1.3389464107003637e-05  1.3486733089651269e-05  -9.7268982647632322e-08  -1.6219470371731282e-05  9.3394177422548401e-06  2.9623356774598489e-05
1.1199999999999800e+01  4.2003640137350004e+01  3.2000000000106610e+01  3.2000000000000007e+01  2.4127205643259094e-02  2.2003774880683043e+01  3.1999999999931603e+01  3.1999999999999993e+01  2.4030896204084839e-02  1.9999865256666961e+01  2.0000241373998968e+01  1.4451933373648252e-05  1.4553608015239957e-05  -1.0167464159170422e-07  -1.6304273435799219e-05  1.2627488026079930e-05  3.4791535211853135e-05
1.1999999999999799e+01  4.2004119713188771e+01  3.2000000000221512e+01  3.1999999999999993e+01  2.4147826055931531e-02  2.2004273324858058e+01  3.1999999999869615e+01  3.2000000000000021e+01  2.4014711198376990e-02  1.9999846388330713e+01  2.0000245873818109e+01  1.5514827157800073e-05  1.5624611211684788e-05  -1.0978405388471560e-07  -1.3799126787585708e-05  1.5872895210947106e-05  3.1761244720332421e-05
1.2799999999999800e+01  4.2004671604405821e+01  3.2000000000347868e+01  3.2000000000000028e+01  2.4173712765582174e-02  2.2004846271221187e+01  3.1999999999805127e+01  3.1999999999999844e+01  2.4014456140142543e-02  1.9999825333184635e+01  2.0000247327397027e+01  1.6571846826959183e-05  1.6690727807474936e-05  -1.1888098051575314e-07  -1.3579623930442964e-05  1.6914806966014597e-05  3.3791981723231952e-05
1.3599999999999801e+01  4.2005279351850724e+01  3.2000000000500741e+01  3.1999999999999879e+01  2.4173809872990420e-02  2.2005469946299129e+01  3.1999999999704354e+01  3.2000000000000881e+01  2.4029320911739038e-02  1.9999809405551595e+01  2.0000250761708486e+01  1.7637053404979709e-05  1.7751073449578518e-05  -1.1402004459880948e-07  -1.5226803853153954e-05  1.6848975387586324e-05  3.0455588461158083e-05
1.4399999999999700e+01  4.2005905508181293e+01  3.2000000000683791e+01  3.2000000000000469e+01  2.4147255242203937e-02  2.2006106559198106e+01  3.1999999999579732e+01  3.1999999999995858e+01  2.4039835743214232e-02  1.9999798948983187e+01  2.0000257803336279e+01  1.8733265253657775e-05  1.8812578607466439e-05  -7.9313353808663917e-08  -1.9113105200915160e-05  1.6126510221120715e-05  3.4974820210656610e-05
1.5199999999999701e+01  4.2006543314885000e+01  3.2000000000861291e+01  3.1999999999999094e+01  2.4124457418391844e-02  2.2006756700175160e+01  3.1999999999500332e+01  3.2000000000014623e+01  2.4031647746282702e-02  1.9999786614709841e+01  2.0000263008720403e+01  1.9864602220527527e-05  1.9880286503282015e-05  -1.5684282754488735e-08  -2.4918561121845939e-05  1.7406575611242345e-05  4.5391617780289652e-05
1.5999999999999700e+01  4.2007223226155432e+01  3.2000000001068351e+01  3.1999999999995239e+01  2.4130632853013111e-02  2.2007455081599819e+01  3.1999999999337948e+01  3.1999999999978545e+01  2.4014219238257469e-02  1.9999768144555613e+01  2.0000257106938410e+01  2.1016088777418637e-05  2.0953982584334990e-05  6.2106193083647600e-08  -2.7872890440037449e-05  2.1341374966030066e-05  4.4810010597838917e-05
