# time  chi_mean_R8  chi_min_R8  chi_max_R8  lapse_mean_R8  lapse_min_R8  lapse_max_R8  K_mean_R8  K_min_R8  K_max_R8  chi_mean_R16  chi_min_R16  chi_max_R16  lapse_mean_R16  lapse_min_R16  lapse_max_R16  K_mean_R16  K_min_R16  K_max_R16
7.9999999999998703e+00  1.0000178087614136e+00  9.8734163654752383e-01  1.0127610629754091e+00  1.0000044451484666e+00  9.9189381211003791e-01  1.0081572389079245e+00  -1.9225254305064657e-08  -2.0880609837580381e-05  1.1872340751829343e-05  1.0000101963871120e+00  9.9393406953408758e-01  1.0061521047710786e+00  1.0000024763842730e+00  9.9692051441358243e-01  1.0030850788462298e+00  4.9638482312648529e-08  -1.6614400259727093e-05  1.2657712134319995e-05
8.7999999999998604e+00  1.0000179086099878e+00  9.8734582435125973e-01  1.0127621749701257e+00  1.0000044915253479e+00  9.9190512799832342e-01  1.0081519966606751e+00  2.7874479362098213e-08  -2.0947440850742211e-05  1.5159832965838636e-05  1.0000101676580311e+00  9.9393830863882870e-01  1.0061436722800816e+00  1.0000024995097869e+00  9.9690523579403079e-01  1.0031062096275623e+00  -6.1452501495578401e-08  -1.8682336517478053e-05  1.3347333083351514e-05
9.5999999999998398e+00  1.0000180158911247e+00  9.8735185807990444e-01  1.0127591922936894e+00  1.0000045251629897e+00  9.9190921005673649e-01  1.0081513299779334e+00  3.2244015493835993e-09  -1.7416750349115053e-05  1.1603505600735169e-05  1.0000101222824596e+00  9.9393301149462443e-01  1.0061461281417314e+00  1.0000025846571754e+00  9.9690846679104939e-01  1.0031071912864686e+00  -2.4121337178670085e-08  -1.7274704848834258e-05  1.1788235164787030e-05
1.0399999999999800e+01  1.0000181004820565e+00  9.8735552491241352e-01  1.0127539369934302e+00  1.0000045542096574e+00  9.9191013321470278e-01  1.0081562904989758e+00  4.1019906025968636e-08  -1.4959083817631518e-05  9.9779213261568708e-06  1.0000100986165990e+00  9.9392856735069413e-01  1.0061471829019246e+00  1.0000026272640272e+00  9.9691589730305386e-01  1.0031066640924460e+00  -4.4602013487274072e-08  -1.5165251866365341e-05  1.0179432475101982e-05
1.1199999999999800e+01  1.0000182523113326e+00  9.8735660534005287e-01  1.0127517399023551e+00  1.0000044267220933e+00  9.9191306320428929e-01  1.0081582360170995e+00  2.0915831086939076e-07  -1.2279707164802175e-05  1.0946112675434844e-05  1.0000100730321366e+00  9.9393071756324236e-01  1.0061481464818685e+00  1.0000026803983721e+00  9.9691302733997089e-01  1.0031056763746957e+00  3.5567236794282461e-08  -1.1964835220838269e-05  8.4165906166428411e-06
1.1999999999999799e+01  1.0000184501870681e+00  9.8736003283972185e-01  1.0127517925094027e+00  1.0000041893121199e+00  9.9191303465497638e-01  1.0081570613726352e+00  5.7290632193624209e-08  -1.2697096625503824e-05  1.1828838862235190e-05  1.0000102092266141e+00  9.9393641219986528e-01  1.0061498807970104e+00  1.0000024201856414e+00  9.9690052011868968e-01  1.0031021173693138e+00  2.8523242751945803e-07  -1.1006623699321448e-05  8.1794791959680462e-06
1.2799999999999800e+01  1.0000184286219351e+00  9.8736560912883164e-01  1.0127522444446304e+00  1.0000044536635166e+00  9.9190962664600457e-01  1.0081548049060585e+00  -2.7761467628571991e-07  -1.2787306015255643e-05  1.4239164583180550e-05  1.0000104538441326e+00  9.9393972266366604e-01  1.0061499113001420e+00  1.0000018472437198e+00  9.9688909373557688e-01  1.0031008890759123e+00  4.2060436178652143e-07  -7.5131062751660101e-06  7.2910712164751856e-06
1.3599999999999801e+01  1.0000183016541260e+00  9.8737033040654698e-01  1.0127516167985600e+00  1.0000051007513009e+00  9.9190557238092791e-01  1.0081527467334601e+00  -4.4384907686064771e-07  -1.2338255437976178e-05  1.5607889240151655e-05  1.0000107179215281e+00  9.9393729347389892e-01  1.0061504742165446e+00  1.0000011314973682e+00  9.9688803995609931e-01  1.0030993861785731e+00  4.6467118825050731e-07  -9.2322471550098514e-06  6.8705101204906743e-06
1.4399999999999700e+01  1.0000181286430527e+00  9.8737213963585613e-01  1.0127484358072540e+00  1.0000059177362250e+00  9.9190397180822842e-01  1.0081555600444265e+00  -4.8243352896917118e-07  -1.0700665461597833e-05  1.3021497484735123e-05  1.0000109770103367e+00  9.9393184196193729e-01  1.0061530133541516e+00  1.0000003696151825e+00  9.9689633077773665e-01  1.0030937789633683e+00  5.0279245803784484e-07  -8.0839335971407172e-06  8.1818932779313420e-06
1.5199999999999701e+01  1.0000179459761802e+00  9.8737323400051935e-01  1.0127453863793863e+00  1.0000067700748665e+00  9.9190280781741358e-01  1.0081618398942327e+00  -5.1610026573304394e-07  -1.1518765269564618e-05  1.0825275533982016e-05  1.0000112771386127e+00  9.9393051267865529e-01  1.0061544925935855e+00  9.9999950284327110e-01  9.9689991098569275e-01  1.0030892298583771e+00  5.8500464560343932e-07  -7.6651676953031109e-06  6.8862232679764994e-06
1.5999999999999700e+01  1.0000177697045829e+00  9.8737295179482210e-01  1.0127465018354307e+00  1.0000076823872761e+00  9.9190765249691915e-01  1.0081639729406875e+00  -5.2193337390965925e-07  -1.8801183632908008e-05  1.4322953964741395e-05  1.0000115887542824e+00  9.9393171067759356e-01  1.0061548233059596e+00  9.9999856982197777e-01  9.9689723247995854e-01  1.0030871120565847e+00  5.5516289848461961e-07  -7.8930688582855951e-06  6.8128591940511392e-06
1.6799999999999802e+01  1.0000177710432492e+00  9.8737587678366534e-01  1.0127509369971237e+00  1.0000083944659015e+00  9.9191347087071158e-01  1.0081589537566125e+00  -2.2892539844691561e-07  -1.7203818940678916e-05  1.8201221054966443e-05  1.0000118111488916e+00  9.9393150759986049e-01  1.0061549204903293e+00  9.9999779066226646e-01  9.9689510912044188e-01  1.0030854385781649e+00  4.2924696839142300e-07  -7.2905053482238778e-06  6.6809890064010771e-06
1.7600000000000001e+01  1.0000181280050291e+00  9.8738635050979429e-01  1.0127518818278736e+00  1.0000084171113051e+00  9.9190554989955648e-01  1.0081570000231868e+00  2.8747485116729318e-07  -9.3458218980254288e-06  1.5943644122179490e-05  1.0000119666487013e+00  9.9392946920658787e-01  1.0061542766312010e+00  9.9999718184872632e-01  9.9689565310256623e-01  1.0030851589042713e+00  3.3815227825326057e-07  -6.3396377671244856e-06  7.2955582753167459e-06
1.8400000000000102e+01  1.0000187487966259e+00  9.8739397127819728e-01  1.0127487042318222e+00  1.0000076838702878e+00  9.9189555446030120e-01  1.0081628705325543e+00  6.8778308243259396e-07  -1.2224242728309805e-05  1.3732262521385637e-05  1.0000120858953023e+00  9.9392595485399993e-01  1.0061545445467031e+00  9.9999669004848502e-01  9.9689946497837911e-01  1.0030837888981494e+00  2.9880202175620320e-07  -8.5313117260092212e-06  8.1708847906189736e-06
1.9200000000000198e+01  1.0000194947493308e+00  9.8739307706590751e-01  1.0127468673426583e+00  1.0000064193997051e+00  9.9189877049689068e-01  1.0081695673708617e+00  9.6519783437432320e-07  -1.8756135754469421e-05  1.4065097971780975e-05  1.0000122138410821e+00  9.9392245045371286e-01  1.0061561812059145e+00  9.9999621365322222e-01  9.9690476834688035e-01  1.0030796126142232e+00  3.0360500360029456e-07  -4.4347376592984838e-06  5.4411447142982417e-06
2.0000000000000298e+01  1.0000203386591489e+00  9.8739128535142229e-01  1.0127484015476513e+00  1.0000047919183945e+00  9.9190828298569145e-01  1.0081727633923991e+00  1.1247789501432188e-06  -2.1757201412803938e-05  1.5141080004423736e-05  1.0000123669659788e+00  9.9392104492968492e-01  1.0061571929579742e+00  9.9999569857941828e-01  9.9690724168856060e-01  1.0030757794451814e+00  3.6135519341186213e-07  -7.3670525754800040e-06  7.5288216854339939e-06
2.0800000000000502e+01  1.0000212329141331e+00  9.8739345161055370e-01  1.0127518346849531e+00  1.0000030280353622e+00  9.9191563596850174e-01  1.0081726868054259e+00  1.1571855401323290e-06  -2.2753676638930728e-05  1.6782264454940476e-05  1.0000125706935852e+00  9.9392149058089774e-01  1.0061572197682629e+00  9.9999506984150432e-01  9.9690506678866719e-01  1.0030736681176864e+00  4.2150417668212719e-07  -6.0113349536415821e-06  6.2079286429131217e-06
2.1600000000000598e+01  1.0000222180173628e+00  9.8739833435232749e-01  1.0127542284044717e+00  1.0000011370176218e+00  9.9191929003635138e-01  1.0081720055875307e+00  1.3339992069717786e-06  -2.1530335042376339e-05  1.8013371644436595e-05  1.0000127893815787e+00  9.9391918918846733e-01  1.0061575059423156e+00  9.9999437521866141e-01  9.9690611415542107e-01  1.0030709574461107e+00  4.6333154144949708e-07  -7.2314700320265653e-06  6.5021755305097302e-06
2.2400000000000698e+01  1.0000234168211291e+00  9.8740264395964095e-01  1.0127537363925567e+00  9.9999879437383132e-01  9.9192063053193180e-01  1.0081753015134343e+00  1.6642740688580840e-06  -1.9578876811683909e-05  1.7888175876782744e-05  1.0000130490634487e+00  9.9391354745549088e-01  1.0061584835020578e+00  9.9999357104283737e-01  9.9691444090613390e-01  1.0030670926924412e+00  5.4757523896320100e-07  -7.7236013983947074e-06  6.1643584957230389e-06
2.3200000000000799e+01  1.0000246746995507e+00  9.8740389839448495e-01  1.0127522282333565e+00  9.9999612984464614e-01  9.9192260513560859e-01  1.0081824029246214e+00  1.6584022290778243e-06  -1.9387530856650934e-05  1.6432269520746529e-05  1.0000133173470860e+00  9.9391001854788152e-01  1.0061585371138007e+00  9.9999269823501769e-01  9.9692095871850062e-01  1.0030649472242208e+00  5.2519989020321749e-07  -4.9524326554952235e-06  6.6808794669806750e-06
2.4000000000000998e+01  1.0000256728257684e+00  9.8740302847452943e-01  1.0127534136120819e+00  9.9999385151486941e-01  9.9192831262881664e-01  1.0081871707531163e+00  1.2259855012363510e-06  -2.1613877609942364e-05  1.7153010325373748e-05  1.0000134930900042e+00  9.9390974330501869e-01  1.0061579678055199e+00  9.9999198069074513e-01  9.9692128271646274e-01  1.0030641534815119e+00  3.6962427689307331e-07  -3.7685158454828818e-06  6.7575704973832023e-06
2.4800000000001098e+01  1.0000263660540207e+00  9.8740360997807197e-01  1.0127578863139250e+00  9.9999235516381535e-01  9.9193539632591898e-01  1.0081872346839436e+00  7.3374249377465562e-07  -2.3721907800113891e-05  1.8629373097702971e-05  1.0000135494716313e+00  9.9390921488772022e-01  1.0061580729071244e+00  9.9999154645507038e-01  9.9692050699122170e-01  1.0030624327502919e+00  1.8454330699518924e-07  -3.7593239935993286e-06  6.5045243557421937e-06
2.5600000000001199e+01  1.0000268672200723e+00  9.8740781384802212e-01  1.0127620921940825e+00  9.9999158407937516e-01  9.9193922823052372e-01  1.0081858843084779e+00  3.1664449093565900e-07  -2.3715900000766793e-05  1.9574921557331974e-05  1.0000134996168555e+00  9.9390692690407811e-01  1.0061580591781092e+00  9.9999140958953781e-01  9.9692211841137512e-01  1.0030602335313761e+00  -3.0019343382226958e-09  -3.8103511010600228e-06  6.7806913630725131e-06
2.6400000000001299e+01  1.0000272068804832e+00  9.8741263501818877e-01  1.0127630652821022e+00  9.9999143140454572e-01  9.9194044490353273e-01  1.0081882147954442e+00  -3.4448121979883958e-08  -2.2758526238159668e-05  1.8683031701536501e-05  1.0000133420773856e+00  9.9390298983125669e-01  1.0061578789964503e+00  9.9999157832284891e-01  9.9692697484322690e-01  1.0030579701642444e+00  -1.9227318712540009e-07  -5.7110461542672478e-06  7.3535802533454180e-06
2.7200000000001499e+01  1.0000273975096881e+00  9.8741426032355151e-01  1.0127628834582694e+00  9.9999177273916562e-01  9.9194343916448635e-01  1.0081940057048198e+00  -3.1228227718975199e-07  -2.2180634721391695e-05  1.9444089772700035e-05  1.0000131012131992e+00  9.9389868524634140e-01  1.0061579185803498e+00  9.9999201143413630e-01  9.9693344802434303e-01  1.0030555261642475e+00  -3.1303179951913956e-07  -5.6982939942234415e-06  7.2553901400591943e-06
2.8000000000001599e+01  1.0000274136682608e+00  9.8741307709408899e-01  1.0127676159433665e+00  9.9999260160395231e-01  9.9194985459016505e-01  1.0081935360447087e+00  -6.8076586674192226e-07  -2.3243774385674204e-05  2.4180005304963831e-05  1.0000128702158331e+00  9.9389583477621346e-01  1.0061583265449889e+00  9.9999251791038368e-01  9.9693808392110350e-01  1.0030525029445345e+00  -2.7972084412405164e-07  -3.8147334924596289e-06  7.3703268599968025e-06
2.8800000000001699e+01  1.0000271660853439e+00  9.8741217295118944e-01  1.0127767329425770e+00  9.9999415993308616e-01  9.9195858514023649e-01  1.0081846467457118e+00  -1.1998036301831067e-06  -2.5937518720228167e-05  2.5035841499184119e-05  1.0000127130223779e+00  9.9389462229451264e-01  1.0061589713546353e+00  9.9999290754578629e-01  9.9693937167576163e-01  1.0030485957265696e+00  -1.9957397065832100e-07  -3.7555763511865302e-06  7.2771370666689686e-06
2.9600000000001799e+01  1.0000266991541724e+00  9.8741442481865549e-01  1.0127829122676235e+00  9.9999650171558441e-01  9.9196601905037263e-01  1.0081787752136684e+00  -1.6092169247218234e-06  -2.6928936389569989e-05  2.0714928009833823e-05  1.0000125643261675e+00  9.9389395270221514e-01  1.0061586330201480e+00  9.9999324525826661e-01  9.9693826846244116e-01  1.0030457906598580e+00  -2.2299304123874950e-07  -4.3635696367117893e-06  7.8093155236237699e-06
3.0400000000001999e+01  1.0000261741874890e+00  9.8741940116166715e-01  1.0127835730220371e+00  9.9999930595376041e-01  9.9196910263656612e-01  1.0081827269525849e+00  -1.7803675564256029e-06  -2.5172325297805222e-05  1.7589623339922268e-05  1.0000123522566928e+00  9.9389256513346891e-01  1.0061572625928910e+00  9.9999368673733280e-01  9.9693696257271003e-01  1.0030451935485052e+00  -3.1424105245525749e-07  -4.1029113140220698e-06  7.2327013938526417e-06
3.1200000000002099e+01  1.0000256701827888e+00  9.8742316643412598e-01  1.0127818024218798e+00  1.0000022493815648e+00  9.9197024413689372e-01  1.0081935053948481e+00  -1.7958731504386591e-06  -2.3170904095245117e-05  1.6214517627592537e-05  1.0000120713513050e+00  9.9388990115851461e-01  1.0061562171193807e+00  9.9999428518644384e-01  9.9693754299626247e-01  1.0030448359048509e+00  -4.0930039396182258e-07  -3.9012586357799329e-06  7.3602335647675690e-06
3.2000000000002203e+01  1.0000252142271129e+00  9.8742365833463630e-01  1.0127812748998879e+00  1.0000051365810230e+00  9.9197360613409435e-01  1.0082057860993896e+00  -1.7184263551051353e-06  -2.3060267406891483e-05  1.5418273263720185e-05  1.0000117611550754e+00  9.9388702463629441e-01  1.0061552576381527e+00  9.9999498950819465e-01  9.9693935091422448e-01  1.0030447357908092e+00  -4.2650543896729706e-07  -4.2015926058662131e-06  8.4886753161548550e-06
3.2800000000002001e+01  1.0000248419587083e+00  9.8742343059434345e-01  1.0127837228899648e+00  1.0000078651281559e+00  9.9197902813512495e-01  1.0082154426378596e+00  -1.6045719787431398e-06  -2.4461535111022155e-05  1.5810785815409071e-05  1.0000115109065080e+00  9.9388560679347848e-01  1.0061550372918298e+00  9.9999561465090991e-01  9.9693925801675376e-01  1.0030433822437903e+00  -3.1905655713904734e-07  -3.7587416523049272e-06  7.5759631418455422e-06
3.3600000000001899e+01  1.0000245849998528e+00  9.8742614180025257e-01  1.0127881234524130e+00  1.0000104029797958e+00  9.9198282372410174e-01  1.0082213813162662e+00  -1.4856972923068455e-06  -2.5732719832998222e-05  1.7695508712237509e-05  1.0000113266852533e+00  9.9388562571545280e-01  1.0061578400033873e+00  9.9999608207896196e-01  9.9693584238983957e-01  1.0030350700597888e+00  -2.7295288069927979e-07  -3.7328695236186135e-06  1.0444268586987636e-05
3.4400000000001697e+01  1.0000244200347481e+00  9.8743196371293607e-01  1.0127915373229077e+00  1.0000127920971953e+00  9.9198282849974417e-01  1.0082266893346978e+00  -1.4339994920070600e-06  -2.5483642960178625e-05  1.8598688529234143e-05  1.0000110600125911e+00  9.9388531983168138e-01  1.0061611073598808e+00  9.9999665430448048e-01  9.9693134290230090e-01  1.0030230701642873e+00  -4.4851229858369348e-07  -4.2295480653215067e-06  9.3864245259165527e-06
3.5200000000001602e+01  1.0000242558830155e+00  9.8743750387976215e-01  1.0127916994516115e+00  1.0000151710044287e+00  9.9198107038730465e-01  1.0082367311921829e+00  -1.4552320317031632e-06  -2.4103463931185175e-05  1.6535194215604045e-05  1.0000106279431973e+00  9.9388351518536433e-01  1.0061606782638308e+00  9.9999758018166296e-01  9.9692866115281631e-01  1.0030172956224304e+00  -6.5957502314163125e-07  -5.0736434417005754e-06  4.2337491195576549e-06
3.6000000000001400e+01  1.0000240893731291e+00  9.8743974742330443e-01  1.0127901191595332e+00  1.0000175365600521e+00  9.9198156176597130e-01  1.0082524109997206e+00  -1.3911228503673245e-06  -2.3519803823517439e-05  1.3918081282640240e-05  1.0000101595779249e+00  9.9388079664304663e-01  1.0061581243715081e+00  9.9999868779690426e-01  9.9692820840549057e-01  1.0030179003458553e+00  -6.5294270767855422e-07  -4.1700532818222262e-06  2.2353944975669099e-06
3.6800000000001198e+01  1.0000240225146595e+00  9.8743960307943279e-01  1.0127905666438619e+00  1.0000196935584429e+00  9.9198570124045282e-01  1.0082682581324525e+00  -1.2068453874238820e-06  -2.5040643876726869e-05  1.3840623062906752e-05  1.0000098046350425e+00  9.9387890035253790e-01  1.0061559500576409e+00  9.9999963219473220e-01  9.9692738111604096e-01  1.0030197059416883e+00  -4.8707075462650354e-07  -4.6049788802463896e-06  2.5636156019635665e-06
3.7600000000001103e+01  1.0000241148843401e+00  9.8744097705017486e-01  1.0127939529620789e+00  1.0000215303478019e+00  9.9199042190151043e-01  1.0082800458449566e+00  -1.0061241016391923e-06  -2.7387107933621869e-05  1.6221414873354518e-05  1.0000095585878670e+00  9.9387877782842537e-01  1.0061536156932984e+00  1.0000003173598957e+00  9.9692330994432088e-01  1.0030220150878078e+00  -3.5005494627047899e-07  -4.4698859517701111e-06  2.3307053394530389e-06
3.8400000000000901e+01  1.0000243640253428e+00  9.8744557614677997e-01  1.0127982733255390e+00  1.0000230601330782e+00  9.9199275244164253e-01  1.0082880960366787e+00  -8.2150965427498328e-07  -2.8429654612972456e-05  1.8604967864969956e-05  1.0000093459415962e+00  9.9387866877328956e-01  1.0061512920184876e+00  1.0000008542322272e+00  9.9691774294095126e-01  1.0030242487511729e+00  -3.0300569457158621e-07  -3.4233640278481364e-06  2.6763471814021713e-06
3.9200000000000799e+01  1.0000247481236699e+00  9.8745072326135930e-01  1.0128015518033280e+00  1.0000242939992092e+00  9.9199418034395681e-01  1.0082952579916240e+00  -6.3805708434935137e-07  -2.7091376095909026e-05  1.8865921806550240e-05  1.0000091025202191e+00  9.9387621583492403e-01  1.0061497099668262e+00  1.0000013917946871e+00  9.9691552378171899e-01  1.0030249066070427e+00  -3.4792050336438408e-07  -3.2908925713519443e-06  3.3517723930357596e-06
4.0000000000000597e+01  1.0000252205345572e+00  9.8745418743983226e-01  1.0128027354442972e+00  1.0000252564245140e+00  9.9199581193458708e-01  1.0083059838284620e+00  -4.9090137348403871e-07  -2.5170547314783055e-05  1.8039779448901701e-05  1.0000087952734833e+00  9.9387247600582218e-01  1.0061473569123147e+00  1.0000020435505277e+00  9.9691653497284560e-01  1.0030268180383126e+00  -4.2712123357785715e-07  -4.0407377525845915e-06  2.0179237261267433e-06
4.0800000000000502e+01  1.0000257391477461e+00  9.8745629632795262e-01  1.0128039490264769e+00  1.0000260194731392e+00  9.9199681138743845e-01  1.0083197734578679e+00  -3.7843187021322047e-07  -2.5584449695463217e-05  1.8288814606092056e-05  1.0000084641118616e+00  9.9386978696579353e-01  1.0061435131442531e+00  1.0000027756572376e+00  9.9691673351397958e-01  1.0030323554835225e+00  -4.3269576299921410e-07  -3.9743846306614539e-06  2.1242008420377482e-06
4.1600000000000300e+01  1.0000263415357069e+00  9.8745717726539217e-01  1.0128091634273071e+00  1.0000265822395282e+00  9.9200048864297774e-01  1.0083286683951125e+00  -2.3935366915364786e-07  -2.8541527558025694e-05  1.9135722142798961e-05  1.0000081817915225e+00  9.9386811634107231e-01  1.0061400356677952e+00  1.0000034396844910e+00  9.9691531742720596e-01  1.0030380637814427e+00  -3.4985148476163149e-07  -2.8807708903981471e-06  2.4568757752247213e-06
4.2400000000000098e+01  1.0000270509486924e+00  9.8745895734133515e-01  1.0128169441807493e+00  1.0000269521460248e+00  9.9200718576334324e-01  1.0083308826782669e+00  -1.6493150251919864e-07  -3.0656405957685978e-05  2.1224877481813670e-05  1.0000079633609560e+00  9.9386762879787383e-01  1.0061365952331740e+00  1.0000039587712051e+00  9.9691116003591795e-01  1.0030432685378452e+00  -2.6695940056004839e-07  -2.7396713940846902e-06  2.0224341807942283e-06
4.3200000000000003e+01  1.0000277791160663e+00  9.8746403454211917e-01  1.0128222588574609e+00  1.0000273102526638e+00  9.9201091527191754e-01  1.0083343123032451e+00  -2.1075812906701103e-07  -2.9979370607156494e-05  2.2146538781628766e-05  1.0000077638009279e+00  9.9386700206024148e-01  1.0061328097024262e+00  1.0000043918071551e+00  9.9690540505627956e-01  1.0030490902845062e+00  -2.4275226373843578e-07  -3.3436168152329626e-06  2.5356752214373146e-06
4.3999999999999801e+01  1.0000284914893727e+00  9.8746920787006398e-01  1.0128248080148781e+00  1.0000277289580812e+00  9.9201186390388907e-01  1.0083426740322334e+00  -2.1414155586959416e-07  -2.8023585905614470e-05  2.0830419345886417e-05  1.0000075548159923e+00  9.9386270135796317e-01  1.0061316421668793e+00  1.0000048092080673e+00  9.9690571355991486e-01  1.0030501753167489e+00  -2.3141559542424275e-07  -6.5220115400737540e-06  5.6059322798283447e-06
4.4799999999999699e+01  1.0000292318706965e+00  9.8747118332739026e-01  1.0128275914295299e+00  1.0000280938795680e+00  9.9201460773279615e-01  1.0083532734478267e+00  -1.6432901174622671e-07  -2.7195036736384601e-05  1.9280511683726617e-05  1.0000073743145674e+00  9.9385715768752647e-01  1.0061319236417339e+00  1.0000051604905469e+00  9.9691069966420753e-01  1.0030469184319697e+00  -1.4973591495987019e-07  -6.1252257302262698e-06  5.7449238477680722e-06
4.5599999999999497e+01  1.0000299835936961e+00  9.8747182266147826e-01  1.0128323618047499e+00  1.0000284274112703e+00  9.9201908530751015e-01  1.0083629422144345e+00  -1.8558747999523999e-07  -2.8879968523467192e-05  2.0158210388032698e-05  1.0000072779355460e+00  9.9385533444463581e-01  1.0061298582485012e+00  1.0000053233346928e+00  9.9691024301170217e-01  1.0030469501153816e+00  -5.7460806089420605e-09  -3.6962363523958659e-06  4.9712487952522388e-06
4.6399999999999302e+01  1.0000307290632056e+00  9.8747374842478031e-01  1.0128396051308992e+00  1.0000288383608402e+00  9.9202422315125982e-01  1.0083683468268623e+00  -2.4625367966736204e-07  -3.1973932030306185e-05  2.2023967349655977e-05  1.0000072642358158e+00  9.9385520971334995e-01  1.0061275198661126e+00  1.0000052625827820e+00  9.9690489889396361e-01  1.0030482217388963e+00  1.1662211598160982e-07  -1.7517737832593056e-06  4.8498884516732477e-06
