# time  R_areal_min  r_at_R_areal_min
0.0000000000000000e+00  9.9433150906889411e-01  5.3308506591349936e-01
1.0000000000000000e+00  9.9348934868570149e-01  5.3308506591349936e-01
2.0000000000000000e+00  9.9257369996162403e-01  5.3308506591349936e-01
2.9999999999999800e+00  9.9311951743082238e-01  5.3308506591349936e-01
3.9999999999999600e+00  9.9617585622921001e-01  5.3308506591349936e-01
4.9999999999999396e+00  1.0023953181979550e+00  5.3308506591349936e-01
5.9999999999999201e+00  1.0122735959730191e+00  5.3308506591349936e-01
6.9999999999998996e+00  1.0263453589378504e+00  5.3308506591349936e-01
7.9999999999998703e+00  1.0453604832670285e+00  5.3308506591349936e-01
8.9999999999998508e+00  1.0704426364694999e+00  5.3308506591349936e-01
9.9999999999998295e+00  1.1032598326354208e+00  5.3308506591349936e-01
1.0999999999999799e+01  1.1462549229362300e+00  5.3308506591349936e-01
1.1999999999999799e+01  1.2029756660263760e+00  5.3308506591349936e-01
1.2999999999999799e+01  1.2785651904132789e+00  5.3308506591349936e-01
1.3999999999999700e+01  1.3805427939038462e+00  5.3308506591349936e-01
1.4999999999999700e+01  1.5202041155356365e+00  5.3308506591349936e-01
1.5999999999999700e+01  1.7155031400784990e+00  5.3308506591349936e-01
1.6999999999999901e+01  1.9975841595509434e+00  5.3308506591349936e-01
1.8000000000000000e+01  2.4263792944556846e+00  5.3308506591349936e-01
1.9000000000000199e+01  3.1302239412331425e+00  5.3308506591349936e-01
2.0000000000000298e+01  4.4205786879290025e+00  5.3308506591349936e-01
2.1000000000000501e+01  6.8739877554859525e+00  3.2190533837605115e+00
2.2000000000000600e+01  6.2435872284997673e+00  2.7816011014342084e+00
2.3000000000000799e+01  5.6483498786912563e+00  2.4066558099362694e+00
2.4000000000000998e+01  5.1075166201837456e+00  2.0317307123484647e+00
2.5000000000001101e+01  4.6305633140874747e+00  1.7193180879348648e+00
2.6000000000001300e+01  4.2219813380681828e+00  1.4694147431885933e+00
2.7000000000001400e+01  3.9978004939484526e+00  1.4694147431885933e+00
2.8000000000001599e+01  3.8289591826209661e+00  1.5318876223470179e+00
2.9000000000001702e+01  3.6921180578532855e+00  1.4694147431885933e+00
3.0000000000001901e+01  3.5900947509949259e+00  1.4694147431885933e+00
3.1000000000002000e+01  3.5149858198973245e+00  1.4069442730613035e+00
3.2000000000002203e+01  3.4485694247711263e+00  1.4069442730613035e+00
3.3000000000001997e+01  3.4086073046990957e+00  1.4069442730613035e+00
3.4000000000001798e+01  3.3893299222595354e+00  1.4069442730613035e+00
3.5000000000001599e+01  3.3715908939167871e+00  1.3444765477686846e+00
3.6000000000001400e+01  3.3414801625810586e+00  1.3444765477686846e+00
3.7000000000001201e+01  3.3261455841004550e+00  1.3444765477686846e+00
3.8000000000001002e+01  3.3229317352062253e+00  1.3444765477686846e+00
3.9000000000000803e+01  3.3296408831383868e+00  1.3444765477686846e+00
4.0000000000000597e+01  3.3448854939855011e+00  1.3444765477686846e+00
4.1000000000000398e+01  3.3678105774545997e+00  1.3444765477686846e+00
4.2000000000000199e+01  3.3979061447096690e+00  1.3444765477686846e+00
4.3000000000000000e+01  3.4348256248791733e+00  1.3444765477686846e+00
4.3999999999999801e+01  3.4644151038795625e+00  1.2820119685478759e+00
4.4999999999999602e+01  3.4521149171598431e+00  1.2820119685478759e+00
4.5999999999999403e+01  3.4451115663768781e+00  1.2820119685478759e+00
4.6999999999999197e+01  3.4431388635326940e+00  1.2820119685478759e+00
4.7999999999998998e+01  3.4458288035682303e+00  1.2820119685478759e+00
4.8999999999998799e+01  3.4527258488590236e+00  1.2820119685478759e+00
4.9999999999998600e+01  3.4632724313406817e+00  1.2820119685478759e+00
5.0999999999998401e+01  3.4767820338640805e+00  1.2820119685478759e+00
5.1999999999998202e+01  3.4924355379995702e+00  1.2820119685478759e+00
5.2999999999998003e+01  3.5093049897895230e+00  1.2820119685478759e+00
5.3999999999997797e+01  3.5264077714536022e+00  1.2820119685478759e+00
5.4999999999997598e+01  3.5427884045776521e+00  1.2820119685478759e+00
5.5999999999997399e+01  3.5576014564281842e+00  1.2820119685478759e+00
5.6999999999997200e+01  3.5701729379322740e+00  1.2820119685478759e+00
5.7999999999997002e+01  3.5800300047706073e+00  1.2820119685478759e+00
5.8999999999996803e+01  3.5868933678588539e+00  1.2820119685478759e+00
5.9999999999996597e+01  3.5906406473710146e+00  1.2820119685478759e+00
6.0999999999996398e+01  3.5912580445629185e+00  1.2820119685478759e+00
6.1999999999996199e+01  3.5887948534895933e+00  1.2820119685478759e+00
6.2999999999996000e+01  3.5677716640372545e+00  1.3444765477686846e+00
6.3999999999995801e+01  3.5318497595340062e+00  1.3444765477686846e+00
6.4999999999996305e+01  3.4965371174766404e+00  1.3444765477686846e+00
6.5999999999996902e+01  3.4625401776885458e+00  1.3444765477686846e+00
6.6999999999997399e+01  3.4306527428390083e+00  1.3444765477686846e+00
6.7999999999997897e+01  3.4016366831570970e+00  1.3444765477686846e+00
