# time  R_areal_min  r_at_R_areal_min
0.0000000000000000e+00  2.5006946141622954e-01  2.5000000000000000e-01
3.9999999999999600e+00  2.5006923779431284e-01  2.5000000000000000e-01
7.9999999999998703e+00  2.5006957049254241e-01  2.5000000000000000e-01
1.1999999999999799e+01  2.5006866505635567e-01  2.5000000000000000e-01
1.5999999999999700e+01  2.5006737710779292e-01  2.5000000000000000e-01
2.0000000000000298e+01  2.5006565737851588e-01  2.5000000000000000e-01
2.4000000000000998e+01  2.5006294565847098e-01  2.5000000000000000e-01
2.8000000000001599e+01  2.5006011700475683e-01  2.5000000000000000e-01
3.2000000000002203e+01  2.5005662257223393e-01  2.5000000000000000e-01
3.6000000000001400e+01  2.5005254639238084e-01  2.5000000000000000e-01
4.0000000000000597e+01  2.5004757592577564e-01  2.5000000000000000e-01
4.3999999999999801e+01  2.5004189363047769e-01  2.5000000000000000e-01
4.7999999999998998e+01  2.5003552803902768e-01  2.5000000000000000e-01
5.1999999999998202e+01  2.5002852625396232e-01  2.5000000000000000e-01
5.5999999999997399e+01  2.5002081422481554e-01  2.5000000000000000e-01
5.9999999999996597e+01  2.5001233260121591e-01  2.5000000000000000e-01
6.3999999999995801e+01  2.5000309041975577e-01  2.5000000000000000e-01
6.7999999999997897e+01  2.4999320837007105e-01  2.5000000000000000e-01
7.1999999999999901e+01  2.4998228212478754e-01  2.5000000000000000e-01
7.6000000000002004e+01  2.4997080370491107e-01  2.5000000000000000e-01
8.0000000000003993e+01  2.4995846513446718e-01  2.5000000000000000e-01
8.4000000000006096e+01  2.4994530180979266e-01  2.5000000000000000e-01
8.8000000000008100e+01  2.4993129302232642e-01  2.5000000000000000e-01
9.2000000000010203e+01  2.4991642123578978e-01  2.5000000000000000e-01
9.6000000000012193e+01  2.4990068226379181e-01  2.5000000000000000e-01
1.0000000000001400e+02  2.4988395172074362e-01  2.5000000000000000e-01
1.0400000000001600e+02  2.4986633857663937e-01  2.5000000000000000e-01
1.0800000000001801e+02  2.4984773424710932e-01  2.5000000000000000e-01
1.1200000000001999e+02  2.4982815958358512e-01  2.5000000000000000e-01
1.1600000000002200e+02  2.4980751344197458e-01  2.5000000000000000e-01
1.2000000000002400e+02  2.4978580740902961e-01  2.5000000000000000e-01
1.2400000000002700e+02  2.4976300023676529e-01  2.5000000000000000e-01
1.2800000000002899e+02  2.4973906529175960e-01  2.5000000000000000e-01
1.3200000000002501e+02  2.4971394650700648e-01  2.5000000000000000e-01
1.3600000000002100e+02  2.4968759900333104e-01  2.5000000000000000e-01
1.4000000000001799e+02  2.4966001237814728e-01  2.5000000000000000e-01
1.4400000000001401e+02  2.4963119423741456e-01  2.5000000000000000e-01
1.4800000000001000e+02  2.4960101273907812e-01  2.5000000000000000e-01
1.5200000000000699e+02  2.4956953778781185e-01  2.5000000000000000e-01
1.5600000000000301e+02  2.4953676733169083e-01  2.5000000000000000e-01
1.5999999999999901e+02  2.4950275247498382e-01  2.5000000000000000e-01
1.6399999999999599e+02  2.4946752091775379e-01  2.5000000000000000e-01
1.6799999999999201e+02  2.5011196754650195e-01  2.5000000000000000e-01
1.7199999999998900e+02  2.5008158130785713e-01  2.5000000000000000e-01
1.7599999999998499e+02  2.5005026269476666e-01  2.5000000000000000e-01
1.7999999999998099e+02  2.5001794648824244e-01  2.5000000000000000e-01
1.8399999999997800e+02  2.4998465052621172e-01  2.5000000000000000e-01
1.8799999999997399e+02  2.4995023015616746e-01  2.5000000000000000e-01
1.9199999999996999e+02  2.4991459734207713e-01  2.5000000000000000e-01
1.9599999999996700e+02  2.4987766248092971e-01  2.5000000000000000e-01
1.9999999999996299e+02  2.4983946473310464e-01  2.5000000000000000e-01
2.0399999999995899e+02  2.4979974096578098e-01  2.5000000000000000e-01
2.0799999999995600e+02  2.4975842249850122e-01  2.5000000000000000e-01
2.1199999999995200e+02  2.4971564227769708e-01  2.5000000000000000e-01
2.1599999999994901e+02  2.4967129199179172e-01  2.5000000000000000e-01
2.1999999999994500e+02  2.4962523359987313e-01  2.5000000000000000e-01
2.2399999999994100e+02  2.4957738483506495e-01  2.5000000000000000e-01
2.2799999999993801e+02  2.4952801238937791e-01  2.5000000000000000e-01
2.3199999999993400e+02  2.4947718877106712e-01  2.5000000000000000e-01
2.3599999999993000e+02  2.5013229115569735e-01  2.5000000000000000e-01
2.3999999999992701e+02  2.5008720684545227e-01  2.5000000000000000e-01
2.4399999999992301e+02  2.5004122602635664e-01  2.5000000000000000e-01
2.4799999999991900e+02  2.4999424129948492e-01  2.5000000000000000e-01
2.5199999999991601e+02  2.4994609099464482e-01  2.5000000000000000e-01
2.5599999999991201e+02  2.4989664691252866e-01  2.5000000000000000e-01
2.5999999999990899e+02  2.4984559958754718e-01  2.5000000000000000e-01
2.6399999999990501e+02  2.4979294764503918e-01  2.5000000000000000e-01
2.6799999999990098e+02  2.4973857032067534e-01  2.5000000000000000e-01
2.7199999999989802e+02  2.4968235259342295e-01  2.5000000000000000e-01
2.7599999999989399e+02  2.4962416386065434e-01  2.5000000000000000e-01
2.7999999999989001e+02  2.4956403878289238e-01  2.5000000000000000e-01
2.8399999999988700e+02  2.4950214139538929e-01  2.5000000000000000e-01
2.8799999999988302e+02  2.5014890055556988e-01  2.5000000000000000e-01
2.9199999999987898e+02  2.5009354319177307e-01  2.5000000000000000e-01
2.9599999999987602e+02  2.5003749733024250e-01  2.5000000000000000e-01
2.9999999999987199e+02  2.4998050876651390e-01  2.5000000000000000e-01
3.0399999999986898e+02  2.4992237861608563e-01  2.5000000000000000e-01
3.0799999999986500e+02  2.4986285011026577e-01  2.5000000000000000e-01
3.1199999999986102e+02  2.4980166756595201e-01  2.5000000000000000e-01
3.1599999999985801e+02  2.4973859586044467e-01  2.5000000000000000e-01
3.1999999999985403e+02  2.4967344210588446e-01  2.5000000000000000e-01
3.2399999999984999e+02  2.4960621221040960e-01  2.5000000000000000e-01
3.2799999999984698e+02  2.4953694725097117e-01  2.5000000000000000e-01
3.3199999999984300e+02  2.5016116689696111e-01  2.5000000000000000e-01
3.3599999999983902e+02  2.5009899657472928e-01  2.5000000000000000e-01
3.3999999999983601e+02  2.5003646042982586e-01  2.5000000000000000e-01
3.4399999999983203e+02  2.4997324260330356e-01  2.5000000000000000e-01
3.4799999999982901e+02  2.4990901905862595e-01  2.5000000000000000e-01
3.5199999999982498e+02  2.4984340053793319e-01  2.5000000000000000e-01
3.5599999999982100e+02  2.4977597945642796e-01  2.5000000000000000e-01
3.5999999999981799e+02  2.4970654641788023e-01  2.5000000000000000e-01
3.6399999999981401e+02  2.4963495489252874e-01  2.5000000000000000e-01
3.6799999999980997e+02  2.4956107056662832e-01  2.5000000000000000e-01
3.7199999999980702e+02  2.5015377345662893e-01  2.5000000000000000e-01
3.7599999999980298e+02  2.5008789111588836e-01  2.5000000000000000e-01
3.7999999999979900e+02  2.5002193878771056e-01  2.5000000000000000e-01
3.8399999999979599e+02  2.4995548142457261e-01  2.5000000000000000e-01
3.8799999999979201e+02  2.4988815968699973e-01  2.5000000000000000e-01
3.9199999999978797e+02  2.4981943758554409e-01  2.5000000000000000e-01
