#       time                step          core0_grid          core1_grid       midpoint_grid       cells_shifted      odometer_cells     odometer_length       midpoint_true
  10.4000000    1.0400000000e+03    3.7008187697e+01    2.7008364772e+01    3.2008276234e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2008276234e+01
  10.6000000    1.0600000000e+03    3.7008466309e+01    2.7008649875e+01    3.2008558092e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2008558092e+01
  10.8000000    1.0800000000e+03    3.7008754827e+01    2.7008945380e+01    3.2008850104e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2008850104e+01
  11.0000000    1.1000000000e+03    3.7009054031e+01    2.7009251829e+01    3.2009152930e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2009152930e+01
  11.2000000    1.1200000000e+03    3.7009364191e+01    2.7009569215e+01    3.2009466703e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2009466703e+01
  11.4000000    1.1400000000e+03    3.7009685041e+01    2.7009896985e+01    3.2009791013e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2009791013e+01
  11.6000000    1.1600000000e+03    3.7010015805e+01    2.7010234105e+01    3.2010124955e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2010124955e+01
  11.8000000    1.1800000000e+03    3.7010355283e+01    2.7010579174e+01    3.2010467229e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2010467229e+01
  12.0000000    1.2000000000e+03    3.7010701985e+01    2.7010930581e+01    3.2010816283e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2010816283e+01
  12.2000000    1.2200000000e+03    3.7011054299e+01    2.7011286685e+01    3.2011170492e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2011170492e+01
  12.4000000    1.2400000000e+03    3.7011410669e+01    2.7011646003e+01    3.2011528336e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2011528336e+01
  12.6000000    1.2600000000e+03    3.7011769769e+01    2.7012007371e+01    3.2011888570e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2011888570e+01
  12.8000000    1.2800000000e+03    3.7012130647e+01    2.7012370073e+01    3.2012250360e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2012250360e+01
  13.0000000    1.3000000000e+03    3.7012492825e+01    2.7012733924e+01    3.2012613374e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2012613374e+01
  13.2000000    1.3200000000e+03    3.7012856347e+01    2.7013099276e+01    3.2012977812e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2012977812e+01
  13.4000000    1.3400000000e+03    3.7013221763e+01    2.7013466980e+01    3.2013344371e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2013344371e+01
  13.6000000    1.3600000000e+03    3.7013590059e+01    2.7013838280e+01    3.2013714170e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2013714170e+01
  13.8000000    1.3800000000e+03    3.7013962548e+01    2.7014214667e+01    3.2014088607e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2014088607e+01
  14.0000000    1.4000000000e+03    3.7014340713e+01    2.7014597709e+01    3.2014469211e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2014469211e+01
  14.2000000    1.4200000000e+03    3.7014726047e+01    2.7014988875e+01    3.2014857461e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2014857461e+01
  14.4000000    1.4400000000e+03    3.7015119887e+01    2.7015389369e+01    3.2015254628e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2015254628e+01
  14.6000000    1.4600000000e+03    3.7015523272e+01    2.7016050216e+01    3.2015786744e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2015786744e+01
  14.8000000    1.4800000000e+03    3.7015936827e+01    2.7016471743e+01    3.2016204285e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2016204285e+01
  15.0000000    1.5000000000e+03    3.7016360707e+01    2.7016903580e+01    3.2016632143e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2016632143e+01
  15.2000000    1.5200000000e+03    3.7016794575e+01    2.7017345067e+01    3.2017069821e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2017069821e+01
  15.4000000    1.5400000000e+03    3.7017237654e+01    2.7017795138e+01    3.2017516396e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2017516396e+01
  15.6000000    1.5600000000e+03    3.7017688810e+01    2.7018252446e+01    3.2017970628e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2017970628e+01
  15.8000000    1.5800000000e+03    3.7018146683e+01    2.7018715512e+01    3.2018431097e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2018431097e+01
  16.0000000    1.6000000000e+03    3.7018609839e+01    2.7019182892e+01    3.2018896366e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2018896366e+01
  16.2000000    1.6200000000e+03    3.7019076930e+01    2.7019997250e+01    3.2019537090e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2019537090e+01
  16.4000000    1.6400000000e+03    3.7019546838e+01    2.7020470421e+01    3.2020008629e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2020008629e+01
  16.6000000    1.6600000000e+03    3.7020018798e+01    2.7020945245e+01    3.2020482021e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2020482021e+01
  16.8000000    1.6800000000e+03    3.7020492472e+01    2.7021421699e+01    3.2020957086e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2020957086e+01
  17.0000000    1.7000000000e+03    3.7020967982e+01    2.7021900235e+01    3.2021434108e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2021434108e+01
  17.2000000    1.7200000000e+03    3.7021445890e+01    2.7022381720e+01    3.2021913805e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2021913805e+01
  17.4000000    1.7400000000e+03    3.7021927128e+01    2.7022867339e+01    3.2022397233e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2022397233e+01
  17.6000000    1.7600000000e+03    3.7022412892e+01    2.7023358455e+01    3.2022885673e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2022885673e+01
  17.8000000    1.7800000000e+03    3.7022904506e+01    2.7023856456e+01    3.2023380481e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2023380481e+01
  18.0000000    1.8000000000e+03    3.7023403273e+01    2.7024362597e+01    3.2023882935e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2023882935e+01
  18.2000000    1.8200000000e+03    3.7023910337e+01    2.7024877863e+01    3.2024394100e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2024394100e+01
  18.4000000    1.8400000000e+03    3.7024426555e+01    2.7025402858e+01    3.2024914706e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2024914706e+01
  18.6000000    1.8600000000e+03    3.7024952407e+01    2.7026031642e+01    3.2025492025e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2025492025e+01
  18.8000000    1.8800000000e+03    3.7025487950e+01    2.7026576177e+01    3.2026032064e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2026032064e+01
  19.0000000    1.9000000000e+03    3.7026032813e+01    2.7027129591e+01    3.2026581202e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2026581202e+01
  19.2000000    1.9200000000e+03    3.7026586246e+01    2.7027690832e+01    3.2027138539e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2027138539e+01
  19.4000000    1.9400000000e+03    3.7027147204e+01    2.7028258632e+01    3.2027702918e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2027702918e+01
  19.6000000    1.9600000000e+03    3.7027714469e+01    2.7028831652e+01    3.2028273060e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2028273060e+01
  19.8000000    1.9800000000e+03    3.7028806404e+01    2.7029408625e+01    3.2029107515e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2029107515e+01
  20.0000000    2.0000000000e+03    3.7029381691e+01    2.7029988500e+01    3.2029685096e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2029685096e+01
  20.2000000    2.0200000000e+03    3.7029959908e+01    2.7030570556e+01    3.2030265232e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2030265232e+01
  20.4000000    2.0400000000e+03    3.7030540466e+01    2.7031264226e+01    3.2030902346e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2030902346e+01
  20.6000000    2.0600000000e+03    3.7031123153e+01    2.7031850160e+01    3.2031486656e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2031486656e+01
  20.8000000    2.0800000000e+03    3.7031708152e+01    2.7032438599e+01    3.2032073375e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2032073375e+01
  21.0000000    2.1000000000e+03    3.7032296014e+01    2.7033030424e+01    3.2032663219e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2032663219e+01
  21.2000000    2.1200000000e+03    3.7032887591e+01    2.7033626765e+01    3.2033257178e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2033257178e+01
  21.4000000    2.1400000000e+03    3.7033483934e+01    2.7034228868e+01    3.2033856401e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2033856401e+01
  21.6000000    2.1600000000e+03    3.7034086180e+01    2.7034837957e+01    3.2034462068e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2034462068e+01
  21.8000000    2.1800000000e+03    3.7034695421e+01    2.7035455095e+01    3.2035075258e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2035075258e+01
  22.0000000    2.2000000000e+03    3.7035312586e+01    2.7036081067e+01    3.2035696826e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2035696826e+01
  22.2000000    2.2200000000e+03    3.7035938338e+01    2.7036716293e+01    3.2036327315e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2036327315e+01
  22.4000000    2.2400000000e+03    3.7036573006e+01    2.7037360785e+01    3.2036966895e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2036966895e+01
  22.6000000    2.2600000000e+03    3.7037216551e+01    2.7038014150e+01    3.2037615351e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2037615351e+01
  22.8000000    2.2800000000e+03    3.7037868572e+01    2.7038675641e+01    3.2038272106e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2038272106e+01
  23.0000000    2.3000000000e+03    3.7038528352e+01    2.7039344239e+01    3.2038936295e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2038936295e+01
  23.2000000    2.3200000000e+03    3.7039194945e+01    2.7040018774e+01    3.2039606860e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2039606860e+01
  23.4000000    2.3400000000e+03    3.7039867280e+01    2.7040698058e+01    3.2040282669e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2040282669e+01
  23.6000000    2.3600000000e+03    3.7040544282e+01    2.7041381016e+01    3.2040962649e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2040962649e+01
  23.8000000    2.3800000000e+03    3.7041663528e+01    2.7042066805e+01    3.2041865166e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2041865166e+01
  24.0000000    2.4000000000e+03    3.7042346503e+01    2.7042754907e+01    3.2042550705e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2042550705e+01
  24.2000000    2.4200000000e+03    3.7043284220e+01    2.7043445184e+01    3.2043364702e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2043364702e+01
  24.4000000    2.4400000000e+03    3.7043972678e+01    2.7044137884e+01    3.2044055281e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2044055281e+01
  24.6000000    2.4600000000e+03    3.7044663845e+01    2.7044833612e+01    3.2044748728e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2044748728e+01
  24.8000000    2.4800000000e+03    3.7045358309e+01    2.7045533258e+01    3.2045445783e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2045445783e+01
  25.0000000    2.5000000000e+03    3.7046056902e+01    2.7046237891e+01    3.2046147396e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2046147396e+01
  25.2000000    2.5200000000e+03    3.7046760600e+01    2.7046948639e+01    3.2046854619e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2046854619e+01
  25.4000000    2.5400000000e+03    3.7047470412e+01    2.7047666562e+01    3.2047568487e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2047568487e+01
  25.6000000    2.5600000000e+03    3.7048187274e+01    2.7048392534e+01    3.2048289904e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2048289904e+01
  25.8000000    2.5800000000e+03    3.7048911941e+01    2.7049127149e+01    3.2049019545e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2049019545e+01
  26.0000000    2.6000000000e+03    3.7049644906e+01    2.7049870657e+01    3.2049757782e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2049757782e+01
  26.2000000    2.6200000000e+03    3.7050386355e+01    2.7050622943e+01    3.2050504649e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2050504649e+01
  26.4000000    2.6400000000e+03    3.7051136143e+01    2.7051383543e+01    3.2051259843e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2051259843e+01
  26.6000000    2.6600000000e+03    3.7051893817e+01    2.7052151703e+01    3.2052022760e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2052022760e+01
  26.8000000    2.6800000000e+03    3.7052658674e+01    2.7052926463e+01    3.2052792569e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2052792569e+01
  27.0000000    2.7000000000e+03    3.7053429836e+01    2.7053706768e+01    3.2053568302e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2053568302e+01
  27.2000000    2.7200000000e+03    3.7054549579e+01    2.7054491584e+01    3.2054520582e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2054520582e+01
  27.4000000    2.7400000000e+03    3.7055331229e+01    2.7055280014e+01    3.2055305621e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2055305621e+01
  27.6000000    2.7600000000e+03    3.7056116500e+01    2.7056071394e+01    3.2056093947e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2056093947e+01
  27.8000000    2.7800000000e+03    3.7056904839e+01    2.7056865363e+01    3.2056885101e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2056885101e+01
  28.0000000    2.8000000000e+03    3.7057695981e+01    2.7057661899e+01    3.2057678940e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2057678940e+01
  28.2000000    2.8200000000e+03    3.7058489967e+01    2.7058461320e+01    3.2058475644e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2058475644e+01
  28.4000000    2.8400000000e+03    3.7059287140e+01    2.7059264239e+01    3.2059275690e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2059275690e+01
  28.6000000    2.8600000000e+03    3.7060088102e+01    2.7060071498e+01    3.2060079800e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2060079800e+01
  28.8000000    2.8800000000e+03    3.7060893640e+01    2.7060884066e+01    3.2060888853e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2060888853e+01
  29.0000000    2.9000000000e+03    3.7061884086e+01    2.7061702935e+01    3.2061793511e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2061793511e+01
  29.2000000    2.9200000000e+03    3.7062701214e+01    2.7062529003e+01    3.2062615109e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2062615109e+01
  29.4000000    2.9400000000e+03    3.7063525491e+01    2.7063362980e+01    3.2063444235e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2063444235e+01
  29.6000000    2.9600000000e+03    3.7064357517e+01    2.7064205303e+01    3.2064281410e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2064281410e+01
  29.8000000    2.9800000000e+03    3.7065197640e+01    2.7065056098e+01    3.2065126869e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2065126869e+01
  30.0000000    3.0000000000e+03    3.7066045924e+01    2.7065915163e+01    3.2065980544e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2065980544e+01
  30.2000000    3.0200000000e+03    3.7066902144e+01    2.7066781999e+01    3.2066842072e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2066842072e+01
  30.4000000    3.0400000000e+03    3.7067765815e+01    2.7067655866e+01    3.2067710841e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2067710841e+01
  30.6000000    3.0600000000e+03    3.7068636252e+01    2.7069012117e+01    3.2068824185e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2068824185e+01
  30.8000000    3.0800000000e+03    3.7069512648e+01    2.7069898789e+01    3.2069705719e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2069705719e+01
  31.0000000    3.1000000000e+03    3.7070394165e+01    2.7070789789e+01    3.2070591977e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2070591977e+01
  31.2000000    3.1200000000e+03    3.7071280031e+01    2.7071684390e+01    3.2071482210e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2071482210e+01
  31.4000000    3.1400000000e+03    3.7072169625e+01    2.7072582096e+01    3.2072375860e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2072375860e+01
  31.6000000    3.1600000000e+03    3.7073062545e+01    2.7073482698e+01    3.2073272622e+01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    3.2073272622e+01
