#       time                step          core0_grid          core1_grid       midpoint_grid       cells_shifted      odometer_cells     odometer_length       midpoint_true
 196.2000000    1.9620000000e+04    3.7851864066e+01    2.7753519500e+01    3.2802691783e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4802691783e+01
 196.4000000    1.9640000000e+04    3.7858039125e+01    2.7758887553e+01    3.2808463339e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4808463339e+01
 196.6000000    1.9660000000e+04    3.7864064480e+01    2.7764576035e+01    3.2814320258e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4814320258e+01
 196.8000000    1.9680000000e+04    3.7869896153e+01    2.7770060910e+01    3.2819978532e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4819978532e+01
 197.0000000    1.9700000000e+04    3.7875734359e+01    2.7775448664e+01    3.2825591512e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4825591512e+01
 197.2000000    1.9720000000e+04    3.7881578794e+01    2.7781023843e+01    3.2831301319e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4831301319e+01
 197.4000000    1.9740000000e+04    3.7887687850e+01    2.7786418602e+01    3.2837053226e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4837053226e+01
 197.6000000    1.9760000000e+04    3.7893547067e+01    2.7791818329e+01    3.2842682698e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4842682698e+01
 197.8000000    1.9780000000e+04    3.7899411785e+01    2.7797586919e+01    3.2848499352e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4848499352e+01
 198.0000000    1.9800000000e+04    3.7905281893e+01    2.7803002838e+01    3.2854142366e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4854142366e+01
 198.2000000    1.9820000000e+04    3.7911472094e+01    2.7808678074e+01    3.2860075084e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4860075084e+01
 198.4000000    1.9840000000e+04    3.7917501738e+01    2.7814106644e+01    3.2865804191e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4865804191e+01
 198.6000000    1.9860000000e+04    3.7923758069e+01    2.7819540045e+01    3.2871649057e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4871649057e+01
 198.8000000    1.9880000000e+04    3.7930173935e+01    2.7824978295e+01    3.2877576115e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4877576115e+01
 199.0000000    1.9900000000e+04    3.7936074393e+01    2.7830584588e+01    3.2883329490e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4883329490e+01
 199.2000000    1.9920000000e+04    3.7941981516e+01    2.7836031997e+01    3.2889006756e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4889006756e+01
 199.4000000    1.9940000000e+04    3.7947895487e+01    2.7841788608e+01    3.2894842048e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4894842048e+01
 199.6000000    1.9960000000e+04    3.7953816415e+01    2.7847250698e+01    3.2900533557e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4900533557e+01
 199.8000000    1.9980000000e+04    3.7959830187e+01    2.7853090788e+01    3.2906460488e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4906460488e+01
 200.0000000    2.0000000000e+04    3.7965764808e+01    2.7858557177e+01    3.2912160992e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4912160992e+01
 200.2000000    2.0020000000e+04    3.7971706146e+01    2.7864381817e+01    3.2918043981e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4918043981e+01
 200.4000000    2.0040000000e+04    3.7977653960e+01    2.7869865435e+01    3.2923759698e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4923759698e+01
 200.6000000    2.0060000000e+04    3.7983704232e+01    2.7875573210e+01    3.2929638721e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4929638721e+01
 200.8000000    2.0080000000e+04    3.7990459262e+01    2.7881163186e+01    3.2935811224e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4935811224e+01
 201.0000000    2.0100000000e+04    3.7996436003e+01    2.7886662247e+01    3.2941549125e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4941549125e+01
 201.2000000    2.0120000000e+04    3.8002418297e+01    2.7892151942e+01    3.2947285119e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4947285119e+01
 201.4000000    2.0140000000e+04    3.8008406018e+01    2.7897660878e+01    3.2953033448e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4953033448e+01
 201.6000000    2.0160000000e+04    3.8014695738e+01    2.7903929931e+01    3.2959312835e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4959312835e+01
 201.8000000    2.0180000000e+04    3.8021176772e+01    2.7909451156e+01    3.2965313964e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4965313964e+01
 202.0000000    2.0200000000e+04    3.8027267333e+01    2.7914977305e+01    3.2971122319e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4971122319e+01
 202.2000000    2.0220000000e+04    3.8033267642e+01    2.7921121548e+01    3.2977194595e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4977194595e+01
 202.4000000    2.0240000000e+04    3.8039274128e+01    2.7926656898e+01    3.2982965513e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4982965513e+01
 202.6000000    2.0260000000e+04    3.8045287048e+01    2.7932382888e+01    3.2988834968e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4988834968e+01
 202.8000000    2.0280000000e+04    3.8051306629e+01    2.7937924938e+01    3.2994615783e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.4994615783e+01
 203.0000000    2.0300000000e+04    3.8057333033e+01    2.7943472090e+01    3.3000402561e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5000402561e+01
 203.2000000    2.0320000000e+04    3.8063366337e+01    2.7949024390e+01    3.3006195363e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5006195363e+01
 203.4000000    2.0340000000e+04    3.8070016989e+01    2.7954581875e+01    3.3012299432e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5012299432e+01
 203.6000000    2.0360000000e+04    3.8076218180e+01    2.7960144564e+01    3.3018181372e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5018181372e+01
 203.8000000    2.0380000000e+04    3.8082283937e+01    2.7965712451e+01    3.3023998194e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5023998194e+01
 204.0000000    2.0400000000e+04    3.8088713974e+01    2.7971285499e+01    3.3029999737e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5029999737e+01
 204.2000000    2.0420000000e+04    3.8094786078e+01    2.7976863643e+01    3.3035824860e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5035824860e+01
 204.4000000    2.0440000000e+04    3.8100864256e+01    2.7982446790e+01    3.3041655523e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5041655523e+01
 204.6000000    2.0460000000e+04    3.8107254550e+01    2.7988034831e+01    3.3047644690e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5047644690e+01
 204.8000000    2.0480000000e+04    3.8113339751e+01    2.7993653808e+01    3.3053496779e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5053496779e+01
 205.0000000    2.0500000000e+04    3.8119784565e+01    2.8000231421e+01    3.3060007993e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5060007993e+01
 205.2000000    2.0520000000e+04    3.8126080534e+01    2.8007094125e+01    3.3066587330e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5066587330e+01
 205.4000000    2.0540000000e+04    3.8132445453e+01    2.8012702112e+01    3.3072573782e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5072573782e+01
 205.6000000    2.0560000000e+04    3.8138557812e+01    2.8018314780e+01    3.3078436296e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5078436296e+01
 205.8000000    2.0580000000e+04    3.8145014417e+01    2.8023932098e+01    3.3084473257e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5084473257e+01
 206.0000000    2.0600000000e+04    3.8151145952e+01    2.8029554063e+01    3.3090350008e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5090350008e+01
 206.2000000    2.0620000000e+04    3.8157284469e+01    2.8035180695e+01    3.3096232582e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5096232582e+01
 206.4000000    2.0640000000e+04    3.8163547466e+01    2.8040812025e+01    3.3102179746e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5102179746e+01
 206.6000000    2.0660000000e+04    3.8170341411e+01    2.8046478228e+01    3.3108409819e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5108409819e+01
 206.8000000    2.0680000000e+04    3.8176499118e+01    2.8052119606e+01    3.3114309362e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5114309362e+01
 207.0000000    2.0700000000e+04    3.8182664118e+01    2.8057765765e+01    3.3120214941e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5120214941e+01
 207.2000000    2.0720000000e+04    3.8188836212e+01    2.8063416697e+01    3.3126126454e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5126126454e+01
 207.4000000    2.0740000000e+04    3.8195403905e+01    2.8069261058e+01    3.3132332482e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5132332482e+01
 207.6000000    2.0760000000e+04    3.8202129330e+01    2.8074925163e+01    3.3138527246e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5138527246e+01
 207.8000000    2.0780000000e+04    3.8208326992e+01    2.8080921088e+01    3.3144624040e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5144624040e+01
 208.0000000    2.0800000000e+04    3.8214530890e+01    2.8086599905e+01    3.3150565398e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5150565398e+01
 208.2000000    2.0820000000e+04    3.8220740832e+01    2.8092556276e+01    3.3156648554e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5156648554e+01
 208.4000000    2.0840000000e+04    3.8226956710e+01    2.8098534976e+01    3.3162745843e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5162745843e+01
 208.6000000    2.0860000000e+04    3.8233178515e+01    2.8104226966e+01    3.3168702741e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5168702741e+01
 208.8000000    2.0880000000e+04    3.8239565287e+01    2.8110142236e+01    3.3174853761e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5174853761e+01
 209.0000000    2.0900000000e+04    3.8245981781e+01    2.8115844960e+01    3.3180913370e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5180913370e+01
 209.2000000    2.0920000000e+04    3.8252217864e+01    2.8122029734e+01    3.3187123799e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5187123799e+01
 209.4000000    2.0940000000e+04    3.8258648131e+01    2.8127736008e+01    3.3193192069e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5193192069e+01
 209.6000000    2.0960000000e+04    3.8265061620e+01    2.8133814193e+01    3.3199437907e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5199437907e+01
 209.8000000    2.0980000000e+04    3.8271323245e+01    2.8139700733e+01    3.3205511989e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5205511989e+01
 210.0000000    2.1000000000e+04    3.8277592049e+01    2.8145428387e+01    3.3211510218e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5211510218e+01
 210.2000000    2.1020000000e+04    3.8283868016e+01    2.8151160641e+01    3.3217514329e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5217514329e+01
 210.4000000    2.1040000000e+04    3.8290151035e+01    2.8156993627e+01    3.3223572331e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5223572331e+01
 210.6000000    2.1060000000e+04    3.8296755855e+01    2.8163074852e+01    3.3229915353e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5229915353e+01
 210.8000000    2.1080000000e+04    3.8303057818e+01    2.8168814807e+01    3.3235936313e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5235936313e+01
 211.0000000    2.1100000000e+04    3.8309584506e+01    2.8174559575e+01    3.3242072040e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5242072040e+01
 211.2000000    2.1120000000e+04    3.8316273473e+01    2.8180309120e+01    3.3248291297e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5248291297e+01
 211.4000000    2.1140000000e+04    3.8322584013e+01    2.8186171005e+01    3.3254377509e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5254377509e+01
 211.6000000    2.1160000000e+04    3.8329268693e+01    2.8192223964e+01    3.3260746329e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5260746329e+01
 211.8000000    2.1180000000e+04    3.8335598138e+01    2.8197983452e+01    3.3266790795e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5266790795e+01
 212.0000000    2.1200000000e+04    3.8341933202e+01    2.8203929550e+01    3.3272931376e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5272931376e+01
 212.2000000    2.1220000000e+04    3.8348548302e+01    2.8209701493e+01    3.3279124897e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5279124897e+01
 212.4000000    2.1240000000e+04    3.8355146904e+01    2.8215477854e+01    3.3285312379e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5285312379e+01
 212.6000000    2.1260000000e+04    3.8361499077e+01    2.8221258589e+01    3.3291378833e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5291378833e+01
 212.8000000    2.1280000000e+04    3.8367857430e+01    2.8227043676e+01    3.3297450553e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5297450553e+01
 213.0000000    2.1300000000e+04    3.8374642152e+01    2.8233390084e+01    3.3304016118e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5304016118e+01
 213.2000000    2.1320000000e+04    3.8381433998e+01    2.8239531949e+01    3.3310482974e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5310482974e+01
 213.4000000    2.1340000000e+04    3.8388003223e+01    2.8245326493e+01    3.3316664858e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5316664858e+01
 213.6000000    2.1360000000e+04    3.8394383235e+01    2.8251125698e+01    3.3322754466e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5322754466e+01
 213.8000000    2.1380000000e+04    3.8401130682e+01    2.8256929609e+01    3.3329030146e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5329030146e+01
 214.0000000    2.1400000000e+04    3.8407531473e+01    2.8262738266e+01    3.3335134870e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5335134870e+01
 214.2000000    2.1420000000e+04    3.8413938809e+01    2.8268904863e+01    3.3341421836e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5341421836e+01
 214.4000000    2.1440000000e+04    3.8420703241e+01    2.8274982129e+01    3.3347842685e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5347842685e+01
 214.6000000    2.1460000000e+04    3.8427120744e+01    2.8281116511e+01    3.3354118627e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5354118627e+01
 214.8000000    2.1480000000e+04    3.8433544092e+01    2.8286950056e+01    3.3360247074e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5360247074e+01
 215.0000000    2.1500000000e+04    3.8440069016e+01    2.8292788503e+01    3.3366428759e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5366428759e+01
 215.2000000    2.1520000000e+04    3.8446504508e+01    2.8298631792e+01    3.3372568150e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5372568150e+01
 215.4000000    2.1540000000e+04    3.8453572337e+01    2.8304479858e+01    3.3379026097e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5379026097e+01
 215.6000000    2.1560000000e+04    3.8460814871e+01    2.8310808021e+01    3.3385811446e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5385811446e+01
 215.8000000    2.1580000000e+04    3.8467267677e+01    2.8316710438e+01    3.3391989057e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5391989057e+01
 216.0000000    2.1600000000e+04    3.8473726833e+01    2.8322573743e+01    3.3398150288e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5398150288e+01
 216.2000000    2.1620000000e+04    3.8480192556e+01    2.8328441809e+01    3.3404317183e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5404317183e+01
 216.4000000    2.1640000000e+04    3.8486665056e+01    2.8334752947e+01    3.3410709002e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5410709002e+01
 216.6000000    2.1660000000e+04    3.8493144502e+01    2.8340637960e+01    3.3416891231e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5416891231e+01
 216.8000000    2.1680000000e+04    3.8499631000e+01    2.8346527991e+01    3.3423079495e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5423079495e+01
 217.0000000    2.1700000000e+04    3.8506124579e+01    2.8352532724e+01    3.3429328651e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5429328651e+01
 217.2000000    2.1720000000e+04    3.8512625185e+01    2.8358432987e+01    3.3435529086e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5435529086e+01
 217.4000000    2.1740000000e+04    3.8519132686e+01    2.8364815642e+01    3.3441974164e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5441974164e+01
 217.6000000    2.1760000000e+04    3.8525646889e+01    2.8370732272e+01    3.3448189581e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5448189581e+01
 217.8000000    2.1780000000e+04    3.8532167561e+01    2.8376654286e+01    3.3454410924e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5454410924e+01
 218.0000000    2.1800000000e+04    3.8539113998e+01    2.8382942898e+01    3.3461028448e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5461028448e+01
 218.2000000    2.1820000000e+04    3.8546173470e+01    2.8389155442e+01    3.3467664456e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5467664456e+01
 218.4000000    2.1840000000e+04    3.8552720224e+01    2.8395091290e+01    3.3473905757e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5473905757e+01
 218.6000000    2.1860000000e+04    3.8559752999e+01    2.8401032486e+01    3.3480392742e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5480392742e+01
 218.8000000    2.1880000000e+04    3.8566306024e+01    2.8407142055e+01    3.3486724039e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5486724039e+01
 219.0000000    2.1900000000e+04    3.8573218948e+01    2.8413092700e+01    3.3493155824e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5493155824e+01
 219.2000000    2.1920000000e+04    3.8579881776e+01    2.8419048317e+01    3.3499465047e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5499465047e+01
 219.4000000    2.1940000000e+04    3.8586455077e+01    2.8425008802e+01    3.3505731940e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5505731940e+01
 219.6000000    2.1960000000e+04    3.8593155686e+01    2.8431188032e+01    3.3512171859e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5512171859e+01
 219.8000000    2.1980000000e+04    3.8599742133e+01    2.8437287012e+01    3.3518514573e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5518514573e+01
 220.0000000    2.2000000000e+04    3.8606529289e+01    2.8443524799e+01    3.3525027044e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5525027044e+01
 220.2000000    2.2020000000e+04    3.8613484016e+01    2.8449993577e+01    3.3531738797e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5531738797e+01
 220.4000000    2.2040000000e+04    3.8620419863e+01    2.8456331432e+01    3.3538375647e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5538375647e+01
 220.6000000    2.2060000000e+04    3.8627037471e+01    2.8462310139e+01    3.3544673805e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5544673805e+01
 220.8000000    2.2080000000e+04    3.8633662019e+01    2.8468293913e+01    3.3550977966e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5550977966e+01
 221.0000000    2.2100000000e+04    3.8640867608e+01    2.8474907046e+01    3.3557887327e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5557887327e+01
 221.2000000    2.2120000000e+04    3.8647505066e+01    2.8480912064e+01    3.3564208565e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5564208565e+01
 221.4000000    2.2140000000e+04    3.8654149077e+01    2.8486922333e+01    3.3570535705e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5570535705e+01
 221.6000000    2.2160000000e+04    3.8660799455e+01    2.8492937777e+01    3.3576868616e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5576868616e+01
 221.8000000    2.2180000000e+04    3.8668047890e+01    2.8498958282e+01    3.3583503086e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5583503086e+01
 222.0000000    2.2200000000e+04    3.8674970832e+01    2.8504983701e+01    3.3589977266e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5589977266e+01
 222.2000000    2.2220000000e+04    3.8681647675e+01    2.8511013868e+01    3.3596330772e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5596330772e+01
 222.4000000    2.2240000000e+04    3.8688428026e+01    2.8517048610e+01    3.3602738318e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5602738318e+01
 222.6000000    2.2260000000e+04    3.8695469265e+01    2.8523087764e+01    3.3609278514e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5609278514e+01
 222.8000000    2.2280000000e+04    3.8702157950e+01    2.8529131187e+01    3.3615644569e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5615644569e+01
 223.0000000    2.2300000000e+04    3.8708853202e+01    2.8535657111e+01    3.3622255157e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5622255157e+01
 223.2000000    2.2320000000e+04    3.8715716049e+01    2.8542019119e+01    3.3628867584e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5628867584e+01
 223.4000000    2.2340000000e+04    3.8722425789e+01    2.8548384922e+01    3.3635405355e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5635405355e+01
 223.6000000    2.2360000000e+04    3.8729448823e+01    2.8554710054e+01    3.3642079439e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5642079439e+01
 223.8000000    2.2380000000e+04    3.8736350013e+01    2.8560778219e+01    3.3648564116e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5648564116e+01
 224.0000000    2.2400000000e+04    3.8743079189e+01    2.8567421810e+01    3.3655250500e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5655250500e+01
 224.2000000    2.2420000000e+04    3.8749815252e+01    2.8573498947e+01    3.3661657100e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5661657100e+01
 224.4000000    2.2440000000e+04    3.8756558084e+01    2.8579580618e+01    3.3668069351e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5668069351e+01
 224.6000000    2.2460000000e+04    3.8763307531e+01    2.8585831604e+01    3.3674569568e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5674569568e+01
 224.8000000    2.2480000000e+04    3.8770241909e+01    2.8591923416e+01    3.3681082663e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5681082663e+01
 225.0000000    2.2500000000e+04    3.8777314565e+01    2.8598150874e+01    3.3687732719e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5687732719e+01
 225.2000000    2.2520000000e+04    3.8784085084e+01    2.8604250973e+01    3.3694168029e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5694168029e+01
 225.4000000    2.2540000000e+04    3.8790861766e+01    2.8610828185e+01    3.3700844976e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5700844976e+01
 225.6000000    2.2560000000e+04    3.8797742983e+01    2.8616944292e+01    3.3707343637e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5707343637e+01
 225.8000000    2.2580000000e+04    3.8805049684e+01    2.8623064439e+01    3.3714057062e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5714057062e+01
 226.0000000    2.2600000000e+04    3.8811851676e+01    2.8629188532e+01    3.3720520104e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5720520104e+01
 226.2000000    2.2620000000e+04    3.8818659899e+01    2.8635596733e+01    3.3727128316e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5727128316e+01
 226.4000000    2.2640000000e+04    3.8825727886e+01    2.8641724541e+01    3.3733726213e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5733726213e+01
 226.6000000    2.2660000000e+04    3.8832552511e+01    2.8647856278e+01    3.3740204395e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5740204395e+01
 226.8000000    2.2680000000e+04    3.8839750923e+01    2.8653992003e+01    3.3746871463e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5746871463e+01
 227.0000000    2.2700000000e+04    3.8846580670e+01    2.8660131802e+01    3.3753356236e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5753356236e+01
 227.2000000    2.2720000000e+04    3.8853933887e+01    2.8666744385e+01    3.3760339136e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5760339136e+01
 227.4000000    2.2740000000e+04    3.8860780547e+01    2.8673062119e+01    3.3766921333e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5766921333e+01
 227.6000000    2.2760000000e+04    3.8867634094e+01    2.8679269029e+01    3.3773451561e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5773451561e+01
 227.8000000    2.2780000000e+04    3.8874844274e+01    2.8685424300e+01    3.3780134287e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5780134287e+01
 228.0000000    2.2800000000e+04    3.8881988328e+01    2.8691915952e+01    3.3786952140e+01    0.0000000000e+00    4.0000000000e+00    2.0000000000e+00    3.5786952140e+01
